5876_8675_000000_000000	'My friend, add one more kindness to those you have already heaped on me.	'My friend, add one more kindness to those you have already heaped on me.	false	0	2.19	25.797916
5876_8675_000035_000003	He held the magic root to the keyhole, and to his astonishment heard all the seven locks creaking and turning, the door flew suddenly wide open, and his greedy wife's store of gold pieces lay before his eyes.	He held the magic root to the keyhole, and to his astonishment heard all the seven locks creaking and turning, the door flew suddenly wide open, and his greedy wife's store of gold pieces lay before his eyes.	false	1011.14	1023.31	24.938671
5876_8675_000035_000004	He stood still in sheer amazement, not knowing which to rejoice over most--this unexpected find, or the proof of the magic root's real power; but at last he remembered that it was quite time to be starting on his journey.	He stood still in sheer amazement, not knowing which to rejoice over most-this unexpected find, or the proof of the magic root's real power; but at last he remembered that it was quite time to be starting on his journey.	true	1023.8	1039.12	23.292875
5876_8675_000035_000005	So, filling his pockets with the gold, he carefully locked the empty cupboard again and left the house without further delay.	So, filling his pockets with the gold, he carefully locked the empty cupboard again and left the house without further delay.	false	1039.12	1046.17	27.050041
5876_8675_000035_000006	When Dame Ilse and her daughter returned they wondered to find the house door shut, and Master Peter nowhere to be seen.	When Dame Ilse and her daughter returned they wondered to find the house door shut, and Master peter nowhere to be seen.	true	1046.93	1054.72	23.287987
5876_8675_000035_000007	They knocked and called, but nothing stirred within but the house cat, and at last the blacksmith had to be fetched to open the door.	They knocked and called, but nothing stirred within but the house cat, and at last the blacksmith had to be fetched to open the door.	false	1055.33	1062.88	26.048828
5876_8675_000035_000008	Then the house was searched from garret to cellar, but no Master Peter was to be found.	Then the house was searched from garret to cellar, but no Master peter was to be found.	false	1063.28	1068.25	23.799974
5876_8675_000036_000000	'Who knows?' cried Dame Ilse at last, 'the wretch may have been idling in some tavern since early morning.'	'Who knows?' cried Dame Ilse at last, 'the wretch may have been idling in some tavern since early morning.'	true	1068.41	1075.57	21.19743
5876_8675_000037_000000	Then a sudden thought startled her, and she felt for her keys.	Then a sudden thought startled her, and she felt for her keys.	true	1076.3	1080.04	26.183517
5876_8675_000037_000001	Suppose they had fallen into her good-for-nothing husband's hands and he had helped himself to her treasure!	Suppose they had fallen into her good for nothing husband's hands and he had helped himself to her treasure!	false	1080.98	1086.34	24.263147
5876_8675_000037_000002	But no, the keys were safe in their usual place, and the cupboard looked quite untouched.	But no, the keys were safe in their usual place, and the cupboard looked quite untouched.	false	1086.59	1092.37	26.70024
5876_8675_000037_000003	Mid-day came, then evening, then midnight, and still no Master Peter appeared, and the matter became really serious.	Mid day came, then evening, then midnight, and still no Master peter appeared, and the matter became really serious.	true	1092.41	1101.07	23.853191
5876_8675_000037_000004	Dame Ilse knew right well what a torment she had been to her husband, and remorse caused her the gloomiest forebodings.	Dame Ilse knew right well what a torment she had been to her husband, and remorse caused her the gloomiest forebodings.	true	1103.12	1110.26	25.473604
5876_8675_000038_000000	'Ah! Lucia,' she cried, 'I greatly fear that your father has done himself a mischief.' And they sat till morning weeping over their own fancies.	'Ah! Lucia,' she cried, 'I greatly fear that your father has done himself a mischief.' And they sat till morning weeping over their own fancies.	false	1110.26	1120.36	23.190111
5876_8675_000039_000000	As soon as it was light they searched every corner of the house again, and examined every nail in the wall and every beam; but, luckily, Master Peter was not hanging from any of them.	As soon as it was light they searched every corner of the house again, and examined every nail in the wall and every beam; but, luckily, Master peter was not hanging from any of them.	false	1120.49	1131.22	23.911703
5876_8675_000039_000001	After that the neighbours went out with long poles to fish in every ditch and pond, but they found nothing, and then Dame Ilse gave up the idea of ever seeing her husband again and very soon consoled herself, only wondering how the sacks of corn were to be carried to the mill in future.	After that the neighbours went out with long poles to fish in every ditch and pond, but they found nothing, and then Dame Ilse gave up the idea of ever seeing her husband again and very soon consoled herself, only wondering how the sacks of corn were to be carried to the mill in future.	true	1131.35	1148.44	26.24346
5876_8675_000039_000002	She decided to buy a strong ass to do the work, and having chosen one, and after some bargaining with the owner as to its price, she went to the cupboard in the wall to fetch the money.	She decided to buy a strong ass to do the work, and having chosen one, and after some bargaining with the owner as to its price, she went to the cupboard in the wall to fetch the money.	true	1149.14	1158.85	23.815794
5876_8675_000039_000003	But what were her feelings when she perceived that every shelf lay empty and bare before her!	But what were her feelings when she perceived that every shelf lay empty and bare before her!	true	1159.25	1164.25	25.727625
5876_8675_000039_000004	For a moment she stood bewildered, then broke into such frightful ravings that Lucia ran to her in alarm; but as soon as she heard of the disappearance of the money she was heartily glad, and no longer feared that her father had come to any harm, but understood that he must have gone out into the world to seek his fortune in some new way.	For a moment she stood bewildered, then broke into such frightful ravings that Lucia ran to her in alarm; but as soon as she heard of the disappearance of the money she was heartily glad, and no longer feared that her father had come to any harm, but understood that he must have gone out into the world to seek his fortune in some new way.	false	1164.59	1184.11	25.168821
5876_8675_000040_000000	About a month after this, someone knocked at Dame Ilse's door one day, and she went to see if it was a customer for meal; but in stepped a handsome young man, dressed like a duke's son, who greeted her respectfully, and asked after her pretty daughter as if he were an old friend, though she could not remember having ever set eyes upon him before.	About a month after this, someone knocked at Dame Ilse's door one day, and she went to see if it was a customer for meal; but in stepped a handsome young man, dressed like a duke's son, who greeted her respectfully, and asked after her pretty daughter as if he were an old friend, though she could not remember having ever set eyes upon him before.	false	1184.69	1205.35	24.6711
5876_8675_000041_000000	However, she invited him to step into the house and be seated while he unfolded his business.	However, she invited him to step into the house and be seated while he unfolded his business.	false	1205.36	1211.05	23.363338
5876_8675_000041_000001	With a great air of mystery he begged permission to speak to the fair Lucia, of whose skill in needlework he had heard so much, as he had a commission to give her.	With a great air of mystery he begged permission to speak to the fair Lucia, of whose skill in needlework he had heard so much, as he had a commission to give her.	false	1211.12	1221.94	24.851233
5876_8675_000041_000002	Dame Ilse had her own opinion as to what kind of commission it was likely to be--brought by a young stranger to a pretty maiden; however, as the meeting would be under her own eye, she made no objection, but called to her industrious daughter, who left off working and came obediently; but when she saw the stranger she stopped short, blushing, and casting down her eyes.	Dame Ilse had her own opinion as to what kind of commission it was likely to be-brought by a young stranger to a pretty maiden; however, as the meeting would be under her own eye, she made no objection, but called to her industrious daughter, who left off working and came obediently; but when she saw the stranger she stopped short, blushing, and casting down her eyes.	false	1222.04	1244.59	23.02912
5876_8675_000041_000003	He looked at her fondly, and took her hand, which she tried to draw away, crying:	He looked at her fondly, and took her hand, which she tried to draw away, crying:	true	1244.63	1248.69	21
5876_8675_000042_000000	'Ah! Friedlin, why are you here?	'Ah! Friedlin, why are you here?	false	1248.69	1251.16	24.043745
5876_8675_000042_000001	I thought you were a hundred miles away.	I thought you were a hundred miles away.	true	1251.16	1253.1	21
5876_8675_000042_000002	Are you come to grieve me again?'	Are you come to grieve me again?'	false	1253.1	1255.72	30.3253
5876_8675_000043_000000	'No, dearest girl,' answered he; 'I am come to complete your happiness and my own.	'No, dearest girl,' answered he; 'I am come to complete your happiness and my own.	true	1255.94	1261.54	23.653606
5876_8675_000043_000001	Since we last met my fortune has utterly changed; I am no longer the poor vagabond that I was then.	Since we last met my fortune has utterly changed; I am no longer the poor vagabond that I was then.	true	1261.94	1269.04	24.231459
5876_8675_000043_000002	My rich uncle has died, leaving me money and goods in plenty, so that I dare to present myself to your mother as a suitor for your hand.	My rich uncle has died, leaving me money and goods in plenty, so that I dare to present myself to your mother as a suitor for your hand.	true	1269.2	1277.65	24.434067
5876_8675_000043_000003	That I love you I know well; if you can love me I am indeed a happy man.'	That I love you I know well; if you can love me I am indeed a happy man.'	true	1278.08	1283.92	28.506987
5876_8675_000044_000000	Lucia's pretty blue eyes had looked up shyly as he spoke, and now a smile parted her rosy lips; and she stole a glance at her mother to see what she thought about it all; but the dame stood lost in amazement to find that her daughter, whom she could have declared had never been out of her sight, was already well acquainted with the handsome stranger, and quite willing to be his bride.	Lucia's pretty blue eyes had looked up shyly as he spoke, and now a smile parted her rosy lips; and she stole a glance at her mother to see what she thought about it all; but the dame stood lost in amazement to find that her daughter, whom she could have declared had never been out of her sight, was already well acquainted with the handsome stranger, and quite willing to be his bride.	false	1284.29	1309.23	23.970583
5876_8675_000044_000001	Before she had done staring, this hasty wooer had smoothed his way by covering the shining table with gold pieces as a wedding gift to the bride's mother, and had filled Lucia's apron into the bargain; after which the dame made no difficulties, and the matter was speedily settled.	Before she had done staring, this hasty wooer had smoothed his way by covering the shining table with gold pieces as a wedding gift to the bride's mother, and had filled Lucia's apron into the bargain; after which the dame made no difficulties, and the matter was speedily settled.	false	1309.23	1326.75	25.582886
5876_8675_000045_000000	While Ilse gathered up the gold and hid it away safely, the lovers whispered together, and what Friedlin told her seemed to make Lucia every moment more happy and contented.	While Ilse gathered up the gold and hid it away safely, the lovers whispered together, and what Friedlin told her seemed to make Lucia every moment more happy and contented.	false	1326.75	1336.81	25.54043
5876_8675_000046_000000	Now a great hurry-burly began in the house, and preparations for the wedding went on apace.	Now a great hurry burly began in the house, and preparations for the wedding went on apace.	true	1337.36	1342.78	22
5876_8675_000046_000001	A few days later a heavily laden waggon drove up, and out of it came so many boxes and bales that Dame Ilse was lost in wonder at the wealth of her future son-in-law.	A few days later a heavily laden waggon drove up, and out of it came so many boxes and bales that Dame Ilse was lost in wonder at the wealth of her future son in law.	false	1342.82	1353.82	25.257248
5876_8675_000046_000002	The day for the wedding was chosen, and all their friends and neighbours were bidden to the feast.	The day for the wedding was chosen, and all their friends and neighbours were bidden to the feast.	true	1354.16	1360.09	26.503952
5876_8675_000046_000003	As Lucia was trying on her bridal wreath she said to her mother: 'This wedding-garland would please me indeed if father Peter could lead me to the church.	As Lucia was trying on her bridal wreath she said to her mother: 'This wedding garland would please me indeed if father peter could lead me to the church.	false	1360.43	1370.02	25.662975
5876_8675_000046_000004	If only he could come back again!	If only he could come back again!	true	1370.36	1372.96	29.003872
5876_8675_000046_000005	Here we are rolling in riches while he may be nibbling at hunger's table.' And the very idea of such a thing made her weep, while even Dame Ilse said:	Here we are rolling in riches while he may be nibbling at hunger's table.' And the very idea of such a thing made her weep, while even Dame Ilse said:	false	1372.97	1383.1	26.173798
5876_8675_000047_000000	'I should not be sorry myself to see him come back--there is always something lacking in a house when the good man is away.'	'I should not be sorry myself to see him come back-there is always something lacking in a house when the good man is away.'	true	1383.2	1390.75	22.313496
5876_8675_000048_000000	But the fact was that she was growing quite tired of having no one to scold.	But the fact was that she was growing quite tired of having no one to scold.	true	1391.45	1396.17	21.568022
5876_8675_000048_000001	And what do you think happened?	And what do you think happened?	false	1396.17	1397.95	26.302668
5876_8675_000049_000000	On the very eve of the wedding a man pushing a wheelbarrow arrived at the city gate, and paid toll upon a barrel of nails which it contained, and then made the best of his way to the bride's dwelling and knocked at the door.	On the very eve of the wedding a man pushing a wheelbarrow arrived at the city gate, and paid toll upon a barrel of nails which it contained, and then made the best of his way to the bride's dwelling and knocked at the door.	true	1398.02	1412.05	28.129782
5876_8675_000050_000000	The bride herself peeped out of the window to see who it could be, and there stood father Peter!	The bride herself peeped out of the window to see who it could be, and there stood father peter!	false	1412.69	1418.86	25.72853
5876_8675_000050_000001	Then there was great rejoicing in the house; Lucia ran to embrace him, and even Dame Ilse held out her hand in welcome, and only said: 'Rogue, mend your ways,' when she remembered the empty treasure cupboard.	Then there was great rejoicing in the house; Lucia ran to embrace him, and even Dame Ilse held out her hand in welcome, and only said: 'Rogue, mend your ways,' when she remembered the empty treasure cupboard.	false	1419.62	1432.74	23.960165
5876_8675_000050_000002	Father Peter greeted the bridegroom, looking at him shrewdly, while the mother and daughter hastened to say all they knew in his favour, and appeared to be satisfied with him as a son-in-law.	Father peter greeted the bridegroom, looking at him shrewdly, while the mother and daughter hastened to say all they knew in his favour, and appeared to be satisfied with him as a son in law.	false	1432.74	1444.15	23.456432
5876_8675_000050_000003	When Dame Ilse had set something to eat before her husband, she was curious to hear his adventures, and questioned him eagerly as to why he had gone away.	When Dame Ilse had set something to eat before her husband, she was curious to hear his adventures, and questioned him eagerly as to why he had gone away.	true	1444.73	1454.26	24.901806
5876_8675_000051_000000	'God bless my native place,' said he.	'God bless my native place,' said he.	true	1455.08	1458.06	23.966896
5876_8675_000051_000001	'I have been marching through the country, and have tried every kind of work, but now I have found a job in the iron trade; only, so far, I have put more into it than I have earned by it.	'I have been marching through the country, and have tried every kind of work, but now I have found a job in the iron trade; only, so far, I have put more into it than I have earned by it.	false	1458.06	1470.01	24.761532
5876_8675_000051_000002	This barrel of nails is my whole fortune, which I wish to give as my contribution towards the bride's house furnishing.'	This barrel of nails is my whole fortune, which I wish to give as my contribution towards the bride's house furnishing.'	true	1470.41	1477.85	23.323832
5876_8675_000052_000000	This speech roused Dame Ilse to anger, and she broke out into such shrill reproaches that the bystanders were fairly deafened, and Friedlin hastily offered Master Peter a home with Lucia and himself, promising that he should live in comfort, and be always welcome.	This speech roused Dame Ilse to anger, and she broke out into such shrill reproaches that the bystanders were fairly deafened, and Friedlin hastily offered Master peter a home with Lucia and himself, promising that he should live in comfort, and be always welcome.	false	1477.85	1493.47	24
5876_8675_000052_000001	So Lucia had her heart's desire, and father Peter led her to the church next day, and the marriage took place very happily.	So Lucia had her heart's desire, and father peter led her to the church next day, and the marriage took place very happily.	false	1493.51	1502.64	24.931784
5876_8675_000052_000002	Soon afterwards the young people settled in a fine house which Friedlin had bought, and had a garden and meadows, a fishpond, and a hill covered with vines, and were as happy as the day was long.	Soon afterwards the young people settled in a fine house which Friedlin had bought, and had a garden and meadows, a fishpond, and a hill covered with vines, and were as happy as the day was long.	false	1502.64	1515.88	25.97926
5876_8675_000052_000003	Father Peter also stayed quietly with them, living, as everybody believed, upon the generosity of his rich son-in law.	Father peter also stayed quietly with them, living, as everybody believed, upon the generosity of his rich son in law.	true	1516.04	1524.52	27.229723
5876_8675_000052_000004	No one suspected that his barrel of nails was the real 'Horn of Plenty,' from which all this prosperity overflowed.	No one suspected that his barrel of nails was the real 'Horn of Plenty,' from which all this prosperity overflowed.	true	1524.71	1531.29	24.917913
5876_8675_000053_000000	Peter had made the journey to the treasure mountain successfully, without being found out by anybody.	peter had made the journey to the treasure mountain successfully, without being found out by anybody.	true	1531.29	1537.35	25.100359
5876_8675_000053_000001	He had enjoyed himself by the way, and taken his own time, until he actually reached the little brook in the valley which it had cost him some trouble to find.	He had enjoyed himself by the way, and taken his own time, until he actually reached the little brook in the valley which it had cost him some trouble to find.	true	1537.35	1547.44	26.124147
5876_8675_000053_000002	Then he pressed on eagerly, and soon came to the little hollow in the wood; down he went, burrowing like a mole into the earth; the magic root did its work, and at last the treasure lay before his eyes.	Then he pressed on eagerly, and soon came to the little hollow in the wood; down he went, burrowing like a mole into the earth; the magic root did its work, and at last the treasure lay before his eyes.	true	1547.9	1560.25	24.958858
5876_8675_000053_000003	You may imagine how gaily Peter filled his sack with as much gold as he could carry, and how he staggered up the seventy-seven steps with a heart full of hope and delight.	You may imagine how gaily peter filled his sack with as much gold as he could carry, and how he staggered up the seventy seven steps with a heart full of hope and delight.	false	1560.26	1569.94	23
5876_8675_000053_000004	He did not quite trust the gnome's promises of safety, and was in such haste to find himself once more in the light of day that he looked neither to the right nor the left, and could not afterwards remember whether the walls and pillars had sparkled with jewels or not.	He did not quite trust the gnome's promises of safety, and was in such haste to find himself once more in the light of day that he looked neither to the right nor the left, and could not afterwards remember whether the walls and pillars had sparkled with jewels or not.	false	1569.94	1584.46	23.782896
5876_8675_000054_000000	However, all went well--he neither saw nor heard anything alarming; the only thing that happened was that the great iron-barred door shut with a crash as soon as he was fairly outside it, and then he remembered that he had left the magic root behind him, so he could not go back for another load of treasure.	However, all went well-he neither saw nor heard anything alarming; the only thing that happened was that the great iron barred door shut with a crash as soon as he was fairly outside it, and then he remembered that he had left the magic root behind him, so he could not go back for another load of treasure.	true	1584.77	1604.98	24.286308
5876_8675_000054_000001	But even that did not trouble Peter much; he was quite satisfied with what he had already.	But even that did not trouble peter much; he was quite satisfied with what he had already.	true	1605.68	1612.21	24.996742
5876_8675_000054_000002	After he had faithfully done everything according to Father Martin's instructions, and pressed the earth well back into the hollow, he sat down to consider how he could bring his treasure back to his native place, and enjoy it there, without being forced to share it with his scolding wife, who would give him no peace if she once found out about it.	After he had faithfully done everything according to Father Martin's instructions, and pressed the earth well back into the hollow, he sat down to consider how he could bring his treasure back to his native place, and enjoy it there, without being forced to share it with his scolding wife, who would give him no peace if she once found out about it.	true	1612.31	1632.7	26.290592
5876_8675_000054_000003	At last, after much thinking, he hit upon a plan.	At last, after much thinking, he hit upon a plan.	true	1633.19	1637.29	28.203606
5876_8675_000054_000004	He carried his sack to the nearest village, and there bought a wheelbarrow, a strong barrel, and a quantity of nails.	He carried his sack to the nearest village, and there bought a wheelbarrow, a strong barrel, and a quantity of nails.	true	1637.93	1645.62	25.78609
5876_8675_000054_000005	Then he packed his gold into the barrel, covered it well with a layer of nails, hoisted it on to the wheelbarrow with some difficulty, and set off with it upon his homeward way.	Then he packed his gold into the barrel, covered it well with a layer of nails, hoisted it on to the wheelbarrow with some difficulty, and set off with it upon his homeward way.	false	1645.62	1656.37	24.888561
5876_8675_000054_000006	At one place upon the road he met a handsome young man who seemed by his downcast air to be in some great trouble.	At one place upon the road he met a handsome young man who seemed by his downcast air to be in some great trouble.	true	1656.8	1665.25	24.347878
5876_8675_000054_000007	Father Peter, who wished everybody to be as happy as he was himself, greeted him cheerfully, and asked where he was going, to which he answered sadly:	Father peter, who wished everybody to be as happy as he was himself, greeted him cheerfully, and asked where he was going, to which he answered sadly:	true	1665.95	1676.29	24.793697
5876_8675_000055_000000	'Into the wide world, good father, or out of it, where ever my feet may chance to carry me.'	'Into the wide world, good father, or out of it, where ever my feet may chance to carry me.'	true	1677.65	1684.63	24.303457
5876_8675_000056_000000	'Why out of it?' said Peter.	'Why out of it?' said peter.	false	1685.42	1687.63	21.769659
5876_8675_000056_000001	'What has the world been doing to you?'	'What has the world been doing to you?'	true	1689.17	1691.44	28.015032
5876_8675_000057_000000	'It has done nothing to me, nor I to it,' he replied.	'It has done nothing to me, nor I to it,' he replied.	false	1692.26	1696.75	23.414911
5876_8675_000057_000001	'Nevertheless there is not anything left in it for me.'	'Nevertheless there is not anything left in it for me.'	true	1696.85	1700.62	26.091675
5876_8675_000058_000000	Father Peter did his best to cheer the young man up, and invited him to sup with him at the first inn they came to, thinking that perhaps hunger and poverty were causing the stranger's trouble.	Father peter did his best to cheer the young man up, and invited him to sup with him at the first inn they came to, thinking that perhaps hunger and poverty were causing the stranger's trouble.	false	1701.95	1713.43	25.363413
5876_8675_000058_000001	But when good food was set before him he seemed to forget to eat.	But when good food was set before him he seemed to forget to eat.	true	1713.98	1718.5	23.296364
5876_8675_000058_000002	So Peter perceived that what ailed his guest was sorrow of heart, and asked him kindly to tell him his story.	So peter perceived that what ailed his guest was sorrow of heart, and asked him kindly to tell him his story.	true	1718.9	1726.33	24.133482
5876_8675_000059_000000	'Where is the good, father?' said he.	'Where is the good, father?' said he.	true	1727.33	1730.59	22.856174
5876_8675_000059_000001	'You can give me neither help nor comfort.'	'You can give me neither help nor comfort.'	true	1730.81	1734.01	30.855196
5876_8675_000060_000000	'Who knows?' answered Master Peter.	'Who knows?' answered Master peter.	true	1734.83	1737.13	22.762056
5876_8675_000060_000001	'I might be able to do something for you.	'I might be able to do something for you.	true	1737.2	1739.53	23.174295
5876_8675_000060_000002	Often enough in life help comes to us from the most unexpected quarter.'	Often enough in life help comes to us from the most unexpected quarter.'	true	1740.23	1745.08	27.903765
5876_8675_000061_000000	The young man, thus encouraged, began his tale.	The young man, thus encouraged, began his tale.	false	1745.78	1749.99	25.815844
5876_8675_000062_000000	'I am,' said he, 'a crossbow-man in the service of a noble count, in whose castle I was brought up.	'I am,' said he, 'a crossbow man in the service of a noble count, in whose castle I was brought up.	false	1749.99	1758.31	23.387526
5876_8675_000062_000001	Not long ago my master went on a journey, and brought back with him, amongst other treasures, the portrait of a fair maiden so sweet and lovely that I lost my heart at first sight of it, and could think of nothing but how I might seek her out and marry her.	Not long ago my master went on a journey, and brought back with him, amongst other treasures, the portrait of a fair maiden so sweet and lovely that I lost my heart at first sight of it, and could think of nothing but how I might seek her out and marry her.	false	1758.65	1774.15	22.976091
5876_8675_000062_000002	The count had told me her name, and where she lived, but laughed at my love, and absolutely refused to give me leave to go in search of her, so I was forced to run away from the castle by night.	The count had told me her name, and where she lived, but laughed at my love, and absolutely refused to give me leave to go in search of her, so I was forced to run away from the castle by night.	false	1774.94	1787.5	22.515657
5876_8675_000062_000003	I soon reached the little town where the maiden dwelt; but there fresh difficulties awaited me.	I soon reached the little town where the maiden dwelt; but there fresh difficulties awaited me.	true	1788.11	1794.18	26.725712
5876_8675_000062_000004	She lived under the care of her mother, who was so severe that she was never allowed to look out of the window, or set her foot outside the door alone, and how to make friends with her I did not know.	She lived under the care of her mother, who was so severe that she was never allowed to look out of the window, or set her foot outside the door alone, and how to make friends with her I did not know.	false	1794.18	1806.31	24.588362
5876_8675_000062_000005	But at last I dressed myself as an old woman, and knocked boldly at her door.	But at last I dressed myself as an old woman, and knocked boldly at her door.	true	1806.53	1811.98	24.473352
5876_8675_000062_000006	The lovely maiden herself opened it, and so charmed me that I came near forgetting my disguise; but I soon recovered my wits, and begged her to work a fine table-cloth for me, for she is reported to be the best needlewoman in all the country round.	The lovely maiden herself opened it, and so charmed me that I came near forgetting my disguise; but I soon recovered my wits, and begged her to work a fine table cloth for me, for she is reported to be the best needlewoman in all the country round.	false	1812.5	1828.57	25.211094
5876_8675_000062_000007	Now I was free to go and see her often under the presence of seeing how the work was going oil, and one day, when her mother had gone to the town, I ventured to throw off my disguise, and tell her of my love.	Now I was free to go and see her often under the presence of seeing how the work was going oil, and one day, when her mother had gone to the town, I ventured to throw off my disguise, and tell her of my love.	false	1829.36	1841.77	24.459364
5876_8675_000062_000008	She was startled at first; but I persuaded her to listen to me, and I soon saw that I was not displeasing to her, though she scolded me gently for my disobedience to my master, and my deceit in disguising myself.	She was startled at first; but I persuaded her to listen to me, and I soon saw that I was not displeasing to her, though she scolded me gently for my disobedience to my master, and my deceit in disguising myself.	true	1842.08	1857.25	22.091476
5876_8675_000062_000009	But when I begged her to marry me, she told me sadly that her mother would scorn a penniless wooer, and implored me to go away at once, lest trouble should fall upon her.	But when I begged her to marry me, she told me sadly that her mother would scorn a penniless wooer, and implored me to go away at once, lest trouble should fall upon her.	true	1857.53	1869.01	24.335154
5876_8675_000063_000000	'Bitter as it was to me, I was forced to go when she bade me, and I have wandered about ever since, with grief gnawing at my heart; for how can a masterless man, without money or goods, ever hope to win the lovely Lucia?'	'Bitter as it was to me, I was forced to go when she bade me, and I have wandered about ever since, with grief gnawing at my heart; for how can a masterless man, without money or goods, ever hope to win the lovely Lucia?'	false	1869.08	1884.91	24.249155
5876_8675_000064_000000	Master Peter, who had been listening attentively, pricked up his ears at the sound of his daughter's name, and very soon found out that it was indeed with her that this young man was so deeply in love.	Master peter, who had been listening attentively, pricked up his ears at the sound of his daughter's name, and very soon found out that it was indeed with her that this young man was so deeply in love.	true	1885.25	1897.45	25.98901
5876_8675_000065_000000	'Your story is strange indeed,' said he.	'Your story is strange indeed,' said he.	true	1898.21	1901.29	28.322037
5876_8675_000065_000001	'But where is the father of this maiden--why do you not ask him for her hand?	'But where is the father of this maiden-why do you not ask him for her hand?	true	1902.08	1906.6	23.26392
5876_8675_000065_000002	He might well take your part, and be glad to have you for his son-in-law.'	He might well take your part, and be glad to have you for his son in law.'	false	1907.21	1910.84	25
5876_8675_000066_000000	'Alas!' said the young man, 'her father is a wandering good-for-naught, who has forsaken wife and child, and gone off--who knows where?	'Alas!' said the young man, 'her father is a wandering good for naught, who has forsaken wife and child, and gone off-who knows where?	true	1910.84	1918.96	22.832561
5876_8675_000066_000001	The wife complains of him bitterly enough, and scolds my dear maiden when she takes her father's part.'	The wife complains of him bitterly enough, and scolds my dear maiden when she takes her father's part.'	true	1919.18	1924.78	22.08924
5876_8675_000067_000000	Father Peter was somewhat amused by this speech; but he liked the young man well, and saw that he was the very person he needed to enable him to enjoy his wealth in peace, without being separated from his dear daughter.	Father peter was somewhat amused by this speech; but he liked the young man well, and saw that he was the very person he needed to enable him to enjoy his wealth in peace, without being separated from his dear daughter.	true	1925.66	1938.91	23.605865
5876_8675_000068_000000	'If you will take my advice,' said he, 'I promise you that you shall marry this maiden whom you love so much, and that before you are many days older.'	'If you will take my advice,' said he, 'I promise you that you shall marry this maiden whom you love so much, and that before you are many days older.'	true	1939.43	1949.8	24.276072
5876_8675_000069_000000	'Comrade,' cried Friedlin indignantly, for he thought Peter did but jest with him, 'it is ill done to mock at an unhappy man; you had better find someone else who will let himself be taken in with your fine promises.' And up he sprang, and was going off hastily, when Master Peter caught him by the arm.	'Comrade,' cried Friedlin indignantly, for he thought peter did but jest with him, 'it is ill done to mock at an unhappy man; you had better find someone else who will let himself be taken in with your fine promises.' And up he sprang, and was going off hastily, when Master peter caught him by the arm.	false	1950.83	1969.72	24.868559
5876_8675_000070_000000	'Stay, hothead!' he cried; 'it is no jest, and I am prepared to make good my words.'	'Stay, hothead!' he cried; 'it is no jest, and I am prepared to make good my words.'	true	1969.85	1976.47	27.290464
5876_8675_000071_000000	Thereupon he showed him the treasure hidden under the nails, and unfolded to him his plan, which was that Friedlin should play the part of the rich son-in-law, and keep a still tongue, that they might enjoy their wealth together in peace.	Thereupon he showed him the treasure hidden under the nails, and unfolded to him his plan, which was that Friedlin should play the part of the rich son in law, and keep a still tongue, that they might enjoy their wealth together in peace.	false	1977.14	1992.76	23.61094
5876_8675_000072_000000	The young man was overjoyed at this sudden change in his fortunes, and did not know how to thank father Peter for his generosity.	The young man was overjoyed at this sudden change in his fortunes, and did not know how to thank father peter for his generosity.	false	1993.46	2000.35	22
5876_8675_000072_000001	They took the road again at dawn the next morning, and soon reached a town, where Friedlin equipped himself as a gallant wooer should.	They took the road again at dawn the next morning, and soon reached a town, where Friedlin equipped himself as a gallant wooer should.	false	2001.11	2009.05	28.396578
5876_8675_000072_000002	Father Peter filled his pockets with gold for the wedding dowry, and agreed with him that when all was settled he should secretly send him word that Peter might send off the waggon load of house plenishings with which the rich bridegroom was to make such a stir in the little town where the bride lived.	Father peter filled his pockets with gold for the wedding dowry, and agreed with him that when all was settled he should secretly send him word that peter might send off the waggon load of house plenishings with which the rich bridegroom was to make such a stir in the little town where the bride lived.	false	2009.57	2027.85	25.38783
5876_8675_000072_000003	As they parted, father Peter's last commands to Friedlin were to guard well their secret, and not even to tell it to Lucia till she was his wife.	As they parted, father Peter's last commands to Friedlin were to guard well their secret, and not even to tell it to Lucia till she was his wife.	false	2027.85	2035.96	26
5876_8675_000073_000000	Master Peter long enjoyed the profits of his journey to the mountain, and no rumour of it ever got abroad.	Master peter long enjoyed the profits of his journey to the mountain, and no rumour of it ever got abroad.	true	2036.81	2044.66	26.726292
5876_8675_000073_000001	In his old age his prosperity was so great that he himself did not know how rich he was; but it was always supposed that the money was Friedlin's.	In his old age his prosperity was so great that he himself did not know how rich he was; but it was always supposed that the money was Friedlin's.	true	2044.85	2053.96	23.072287
5876_8675_000073_000002	He and his beloved wife lived in the greatest happiness and peace, and rose to great honour in the town. And to this day, when the citizens wish to describe a wealthy man, they say: 'As rich as Peter Bloch's son-in-law!'	He and his beloved wife lived in the greatest happiness and peace, and rose to great honour in the town. And to this day, when the citizens wish to describe a wealthy man, they say: 'As rich as peter Bloch's son in law!'	false	2054.36	2082	23.336248
