3003_14274_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	false	9.36	11.26	22
3003_14274_000035_000000	The storekeeper told us that those Indians were Utes, and were greatly excited because they had just heard there was a small party of Cheyennes down the river two or three miles.	The storekeeper told us that those Indians were Utes, and were greatly excited because they had just heard there was a small party of Cheyennes down the river two or three miles.	false	1208.24	1218.64	22.000835
3003_14274_000035_000001	The Utes and Cheyennes are bitter enemies.	The Utes and Cheyennes are bitter enemies.	true	1219.16	1222.03	23
3003_14274_000035_000002	He said that the Utes were very cross--ready for the blood of Indian or white man--therefore he had permitted them to do about as they pleased while in the store, particularly as we were there, and he saw that we were frightened.	He said that the Utes were very cross-ready for the blood of Indian or white man-therefore he had permitted them to do about as they pleased while in the store, particularly as we were there, and he saw that we were frightened.	true	1222.52	1237.06	22.60102
3003_14274_000035_000003	That young man did not know that his own swarthy face was a greenish white all the time those Indians were in the store!	That young man did not know that his own swarthy face was a greenish white all the time those Indians were in the store!	true	1237.55	1244.98	21
3003_14274_000035_000004	Not one penny did they pay for the things they carried off.	Not one penny did they pay for the things they carried off.	true	1245.38	1249	24.970217
3003_14274_000035_000005	Only two years ago the entire Ute nation was on the warpath, killing every white person they came across, and one must have much faith in Indians to believe that their "change of heart" has been so complete that these Utes have learned to love the white man in so short a time.	Only two years ago the entire Ute nation was on the warpath, killing every white person they came across, and one must have much faith in Indians to believe that their "change of heart" has been so complete that these Utes have learned to love the white man in so short a time.	false	1249.34	1268.44	22.691404
3003_14274_000036_000000	No!	No!	true	1268.96	1269.73	16.617077
3003_14274_000036_000001	There was hatred in their eyes as they approached us in that store, and there was restrained murder in the hand that pushed Mrs. Phillips and me over.	There was hatred in their eyes as they approached us in that store, and there was restrained murder in the hand that pushed mrs Phillips and me over.	true	1269.73	1278.91	20
3003_14274_000036_000002	They were all hideous--with streaks of red or green paint on their faces that made them look like fiends.	They were all hideous-with streaks of red or green paint on their faces that made them look like fiends.	true	1279.22	1286.38	21.286394
3003_14274_000036_000003	Their hair was roped with strips of bright-colored stuff, and hung down on each side of their shoulders in front, and on the crown of each black head was a small, tightly plaited lock, ornamented at the top with a feather, a piece of tin, or something fantastic.	Their hair was roped with strips of bright colored stuff, and hung down on each side of their shoulders in front, and on the crown of each black head was a small, tightly plaited lock, ornamented at the top with a feather, a piece of tin, or something fantastic.	false	1286.81	1304.32	23.163986
3003_14274_000036_000004	These were their scalp locks.	These were their scalp locks.	true	1304.51	1306.72	20.571152
3003_14274_000036_000005	They wore blankets over dirty old shirts, and of course had on long, trouserlike leggings of skin and moccasins.	They wore blankets over dirty old shirts, and of course had on long, trouserlike leggings of skin and moccasins.	false	1306.94	1315.09	22.96844
3003_14274_000036_000006	They were not tall, but rather short and stocky.	They were not tall, but rather short and stocky.	true	1315.31	1318.72	23.434757
3003_14274_000036_000007	The odor of those skins, and of the Indians themselves, in that stuffy little shop, I expect to smell the rest of my life!	The odor of those skins, and of the Indians themselves, in that stuffy little shop, I expect to smell the rest of my life!	true	1319.03	1328.83	23.33221
3003_14274_000037_000000	We heard this morning that those very savages rode out on the plains in a roundabout way, so as to get in advance of the Cheyennes, and then had hidden themselves on the top of a bluff overlooking the trail they knew the Cheyennes to be following, and had fired upon them as they passed below, killing two and wounding a number of others.	We heard this morning that those very savages rode out on the plains in a roundabout way, so as to get in advance of the Cheyennes, and then had hidden themselves on the top of a bluff overlooking the trail they knew the Cheyennes to be following, and had fired upon them as they passed below, killing two and wounding a number of others.	true	1329.26	1351.09	20.352085
3003_14274_000037_000001	You can see how treacherous these Indians are, and how very far from noble is their method of warfare!	You can see how treacherous these Indians are, and how very far from noble is their method of warfare!	true	1351.67	1359.25	21.466578
3003_14274_000037_000002	They are so disappointing, too--so wholly unlike Cooper's red men.	They are so disappointing, too-so wholly unlike Cooper's red men.	true	1359.71	1364.98	22.500462
3003_14274_000038_000000	We were glad enough to get in the ambulance and start on our way to the post, but alas! our troubles were not over.	We were glad enough to get in the ambulance and start on our way to the post, but alas! our troubles were not over.	true	1365.62	1373.11	21.493233
3003_14274_000038_000001	The mules must have felt the excitement in the air, for as soon as their heads were turned toward home they proceeded to run away with us.	The mules must have felt the excitement in the air, for as soon as their heads were turned toward home they proceeded to run away with us.	true	1373.84	1382.11	22.966143
3003_14274_000038_000002	We had the four little mules that are the special pets of the quartermaster, and are known throughout the garrison as the "shaved-tails," because the hair on their tails is kept closely cut down to the very tips, where it is left in a square brush of three or four inches.	We had the four little mules that are the special pets of the quartermaster, and are known throughout the garrison as the "shaved tails," because the hair on their tails is kept closely cut down to the very tips, where it is left in a square brush of three or four inches.	true	1382.45	1399.33	23.555199
3003_14274_000038_000003	They are perfectly matched--coal-black all over, except their little noses, and are quite small.	They are perfectly matched-coal black all over, except their little noses, and are quite small.	true	1399.7	1406.44	22.912733
3003_14274_000038_000004	They are full of mischief, and full of wisdom, too, even for government mules, and when one says, "Let's take a sprint," the others always agree--about that there is never the slightest hesitation.	They are full of mischief, and full of wisdom, too, even for government mules, and when one says, "Let's take a sprint," the others always agree-about that there is never the slightest hesitation.	true	1406.78	1420.99	21.54933
3003_14274_000039_000000	Therefore, when we first heard the scraping of the brake, and saw that the driver was pulling and sawing at the tough mouths with all his strength, no one was surprised, but we said that we wished they had waited until after we had crossed the Arkansas River.	Therefore, when we first heard the scraping of the brake, and saw that the driver was pulling and sawing at the tough mouths with all his strength, no one was surprised, but we said that we wished they had waited until after we had crossed the Arkansas River.	false	1421.45	1437.52	21.884304
3003_14274_000039_000001	But we got over the narrow bridge without meeting more than one man, who climbed over the railing and seemed less anxious to meet us than we were to meet him. As soon as we got on the road again, those mules, with preliminary kicks and shakes of their big heads, began to demonstrate how fast they could go.	But we got over the narrow bridge without meeting more than one man, who climbed over the railing and seemed less anxious to meet us than we were to meet him. As soon as we got on the road again, those mules, with preliminary kicks and shakes of their big heads, began to demonstrate how fast they could go.	true	1437.98	1459.03	20.747208
3003_14274_000039_000002	We had the best driver at the post, and the road was good and without sharp turns, but the ambulance was high and swayed, and the pace was too fast for comfort.	We had the best driver at the post, and the road was good and without sharp turns, but the ambulance was high and swayed, and the pace was too fast for comfort.	false	1459.49	1471	21.097319
3003_14274_000040_000000	The little mules ran and ran, and we held ourselves on our seats the best we could, expecting to be tipped over any minute.	The little mules ran and ran, and we held ourselves on our seats the best we could, expecting to be tipped over any minute.	false	1471.58	1480.15	22.420063
3003_14274_000040_000001	When we reached the post they made a wonderful turn and took us safely to the government corral, where they stopped, just when they got ready.	When we reached the post they made a wonderful turn and took us safely to the government corral, where they stopped, just when they got ready.	true	1480.67	1489.12	22.6613
3003_14274_000040_000002	One leader looked around at us and commenced to bray, but the driver was in no mood for such insolence, and jerked the poor thing almost down.	One leader looked around at us and commenced to bray, but the driver was in no mood for such insolence, and jerked the poor thing almost down.	true	1489.55	1498.81	22.759241
3003_14274_000041_000000	Three tired, disheveled women walked from the corral to their homes; and very glad one of them was to get home, too!	Three tired, disheveled women walked from the corral to their homes; and very glad one of them was to get home, too!	true	1499.63	1508.05	21.175303
3003_14274_000041_000001	Hereafter I shall confine myself to horseback riding--for, even if John is frisky at times, I prefer to take my chances with the one horse, to four little long-eared government mules!	Hereafter I shall confine myself to horseback riding-for, even if john is frisky at times, I prefer to take my chances with the one horse, to four little long eared government mules!	true	1508.72	1522.57	22.484632
3003_14274_000041_000002	But I have learned to ride very well, and have a secure seat now.	But I have learned to ride very well, and have a secure seat now.	true	1523	1527.19	21.12013
3003_14274_000041_000003	My teachers, Faye and Lieutenant Baldwin, have been most exacting, but that I wanted.	My teachers, Faye and Lieutenant Baldwin, have been most exacting, but that I wanted.	true	1527.68	1533.88	21.959885
3003_14274_000041_000004	Of course I ride the army way, tight in the saddle, which is more difficult to learn.	Of course I ride the army way, tight in the saddle, which is more difficult to learn.	true	1534.1	1539.49	22.746529
3003_14274_000041_000005	Any attempt to "rise" when on a trot is ridiculed at once here, and it does look absurd after seeing the splendid and graceful riding of the officers.	Any attempt to "rise" when on a trot is ridiculed at once here, and it does look absurd after seeing the splendid and graceful riding of the officers.	true	1539.98	1551.37	22.466928
3003_14274_000041_000006	I am learning to jump the cavalry hurdles and ditches, too.	I am learning to jump the cavalry hurdles and ditches, too.	true	1551.83	1555.21	19
3003_14274_000041_000007	I must confess, however, that taking a ditch the first time was more exciting than enjoyable. John seemed to like it better than I did.	I must confess, however, that taking a ditch the first time was more exciting than enjoyable. john seemed to like it better than I did.	false	1555.64	1568.98	19.734648
3003_14274_000042_000000	FORT LYON, COLORADO TERRITORY, November, 1871.	FORT LYON, COLORADO TERRITORY, November, eighteen seventy one.	true	1568.98	1573.45	19
3003_14274_000043_000000	IN many of my letters I have written about learning to ride and to shoot, and have told you, also, of having followed the greyhounds after coyotes and rabbits with Faye and Lieutenant Baldwin.	IN many of my letters I have written about learning to ride and to shoot, and have told you, also, of having followed the greyhounds after coyotes and rabbits with Faye and Lieutenant Baldwin.	true	1573.91	1585.06	21.182913
3003_14274_000043_000001	These hunts exact the very best of riding and a fast horse, for coyotes are very swift, and so are jack-rabbits, too, and one look at a greyhound will tell anyone that he can run--and about twice as fast as the big-eared foxhounds in the East.	These hunts exact the very best of riding and a fast horse, for coyotes are very swift, and so are jack rabbits, too, and one look at a greyhound will tell anyone that he can run-and about twice as fast as the big eared foxhounds in the East.	true	1585.49	1601.89	21.915869
3003_14274_000043_000002	But I started to write you about something quite different from all this--to tell you of a really grand hunt I have been on--a splendid chase after buffalo!	But I started to write you about something quite different from all this-to tell you of a really grand hunt I have been on-a splendid chase after buffalo!	true	1602.62	1613.74	22.566391
3003_14274_000044_000000	A week or so ago it was decided that a party of enlisted men should be sent out to get buffalo meat for Thanksgiving dinner for everybody--officers and enlisted men--and that Lieutenant Baldwin, who is an experienced hunter, should command the detail.	A week or so ago it was decided that a party of enlisted men should be sent out to get buffalo meat for Thanksgiving dinner for everybody-officers and enlisted men-and that Lieutenant Baldwin, who is an experienced hunter, should command the detail.	true	1614.11	1630.63	23.082941
3003_14274_000044_000001	You can imagine how proud and delighted I was when asked to go with them.	You can imagine how proud and delighted I was when asked to go with them.	true	1631.06	1636.36	21.557667
3003_14274_000044_000002	Lieutenant Baldwin saying that the hunt would be worth seeing, and well repay one for the fatigue of the hard ride.	Lieutenant Baldwin saying that the hunt would be worth seeing, and well repay one for the fatigue of the hard ride.	true	1636.7	1643.68	21.858356
3003_14274_000045_000000	So, one morning after an early breakfast, the horses were led up from the stables, each one having on a strong halter, and a coiled picket rope with an iron pin fastened to the saddle.	So, one morning after an early breakfast, the horses were led up from the stables, each one having on a strong halter, and a coiled picket rope with an iron pin fastened to the saddle.	true	1644.38	1655.74	22.957022
3003_14274_000045_000001	These were carried so that if it should be found necessary to secure the horses on the plains, they could be picketed out.	These were carried so that if it should be found necessary to secure the horses on the plains, they could be picketed out.	true	1655.99	1663.15	22.263945
3003_14274_000045_000002	The bachelors' set of quarters is next to ours, so we all got ready together, and I must say that the deliberate way in which each girth was examined, bridles fixed, rifles fastened to saddles, and other things done, was most exasperating.	The bachelors' set of quarters is next to ours, so we all got ready together, and I must say that the deliberate way in which each girth was examined, bridles fixed, rifles fastened to saddles, and other things done, was most exasperating.	true	1663.76	1680.79	21.0807
3003_14274_000045_000003	But we finally started, about seven o'clock, Lieutenant Baldwin and I taking the lead, and Faye and Lieutenant Alden following.	But we finally started, about seven o'clock, Lieutenant Baldwin and I taking the lead, and Faye and Lieutenant Alden following.	true	1681.19	1690.15	22.897102
3003_14274_000046_000000	The day was very cold, with a strong wind blowing, so I wore one of Faye's citizen caps, with tabs tied down over my ears, and a large silk handkerchief around my neck, all of which did not improve my looks in the least, but it was quite in keeping with the dressing of the officers, who had on buckskin shirts, with handkerchiefs, leggings, and moccasins.	The day was very cold, with a strong wind blowing, so I wore one of Faye's citizen caps, with tabs tied down over my ears, and a large silk handkerchief around my neck, all of which did not improve my looks in the least, but it was quite in keeping with the dressing of the officers, who had on buckskin shirts, with handkerchiefs, leggings, and moccasins.	false	1691.03	1716.34	22.597994
3003_14274_000046_000001	Two large army wagons followed us, each drawn by four mules, and carrying several enlisted men.	Two large army wagons followed us, each drawn by four mules, and carrying several enlisted men.	true	1716.71	1723.9	21.232872
3003_14274_000046_000002	Mounted orderlies led extra horses that officers and men were to ride when they struck the herd.	Mounted orderlies led extra horses that officers and men were to ride when they struck the herd.	true	1724.24	1730.86	21.581059
3003_14274_000047_000000	Well, we rode twelve miles without seeing one living thing, and then we came to a little adobe ranch where we dismounted to rest a while.	Well, we rode twelve miles without seeing one living thing, and then we came to a little adobe ranch where we dismounted to rest a while.	true	1731.17	1740.73	23.900553
3003_14274_000047_000001	By this time our feet and hands were almost frozen, and Faye suggested that I should remain at the ranch until they returned; but that I refused to do--to give up the hunt was not to be thought of, particularly as a ranchman had just told us that a small herd of buffalo had been seen that very morning only two miles farther on.	By this time our feet and hands were almost frozen, and Faye suggested that I should remain at the ranch until they returned; but that I refused to do-to give up the hunt was not to be thought of, particularly as a ranchman had just told us that a small herd of buffalo had been seen that very morning only two miles farther on.	true	1741.16	1763.41	23.806868
3003_14274_000047_000002	So, when the horses were a little rested, we started, and, after riding a mile or more, we came to a small ravine, where we found one poor buffalo, too old and emaciated to keep up with his companions, and who, therefore, had been abandoned by them, to die alone.	So, when the horses were a little rested, we started, and, after riding a mile or more, we came to a small ravine, where we found one poor buffalo, too old and emaciated to keep up with his companions, and who, therefore, had been abandoned by them, to die alone.	true	1763.78	1783.27	23.401897
3003_14274_000047_000003	He had eaten the grass as far as he could reach, and had turned around and around until the ground looked as though it had been spaded.	He had eaten the grass as far as he could reach, and had turned around and around until the ground looked as though it had been spaded.	true	1783.58	1793.14	23.019978
3003_14274_000048_000000	He got up on his old legs as we approached him, and tried to show fight by dropping his head and throwing his horns to the front, but a child could have pushed him over.	He got up on his old legs as we approached him, and tried to show fight by dropping his head and throwing his horns to the front, but a child could have pushed him over.	true	1793.54	1805.14	22.655785
3003_14274_000048_000001	One of the officers tried to persuade me to shoot him, saying it would be a humane act, and at the same time give me the prestige of having killed a buffalo!	One of the officers tried to persuade me to shoot him, saying it would be a humane act, and at the same time give me the prestige of having killed a buffalo!	true	1805.42	1816.57	23.655783
3003_14274_000048_000002	But the very thought of pointing a pistol at anything so weak and utterly helpless was revolting in the extreme.	But the very thought of pointing a pistol at anything so weak and utterly helpless was revolting in the extreme.	true	1816.97	1825.69	26.087723
3003_14274_000048_000003	He was such an object of pity, too, left there all alone to die of starvation, when perhaps at one time he may have been leader of his herd.	He was such an object of pity, too, left there all alone to die of starvation, when perhaps at one time he may have been leader of his herd.	false	1826.09	1836.19	20.739183
3003_14274_000048_000004	He was very tall, had a fine head, with an uncommonly long beard, and showed every indication of having been a grand specimen of his kind.	He was very tall, had a fine head, with an uncommonly long beard, and showed every indication of having been a grand specimen of his kind.	true	1836.71	1848.4	22.922102
3003_14274_000049_000000	We left him undisturbed, but only a few minutes later we heard the sharp report of a rifle, and at once suspected, what we learned to be a fact the next day, that one of the men with the wagons had killed him. Possibly this was the most merciful thing to do, but to me that shot meant murder.	We left him undisturbed, but only a few minutes later we heard the sharp report of a rifle, and at once suspected, what we learned to be a fact the next day, that one of the men with the wagons had killed him. Possibly this was the most merciful thing to do, but to me that shot meant murder.	true	1849.19	1869.82	22.821638
3003_14274_000049_000001	The pitiful bleary eyes of the helpless old beast have haunted me ever since we saw him.	The pitiful bleary eyes of the helpless old beast have haunted me ever since we saw him.	true	1870.16	1876.69	22.741543
3003_14274_000050_000000	We must have gone at least two miles farther before we saw the herd we were looking for, making fifteen or sixteen miles altogether that we had ridden.	We must have gone at least two miles farther before we saw the herd we were looking for, making fifteen or sixteen miles altogether that we had ridden.	true	1877.78	1887.88	22.344158
3003_14274_000050_000001	The buffalo were grazing quietly along a meadow in between low, rolling hills.	The buffalo were grazing quietly along a meadow in between low, rolling hills.	true	1888.73	1894.06	18
3003_14274_000050_000002	We immediately fell back a short distance and waited for the wagons, and when they came up there was great activity, I assure you.	We immediately fell back a short distance and waited for the wagons, and when they came up there was great activity, I assure you.	true	1894.46	1902.37	23.462692
3003_14274_000050_000003	The officers' saddles were transferred to their hunters, and the men who were to join in the chase got their horses and rifles ready. Lieutenant Baldwin gave his instructions to everybody, and all started off, each one going in a different direction so as to form a cordon, Faye said, around the whole herd.	The officers' saddles were transferred to their hunters, and the men who were to join in the chase got their horses and rifles ready. Lieutenant Baldwin gave his instructions to everybody, and all started off, each one going in a different direction so as to form a cordon, Faye said, around the whole herd.	false	1902.8	1922.59	22.782896
3003_14274_000050_000004	Faye would not join in the hunt, but remained with me the entire day.	Faye would not join in the hunt, but remained with me the entire day.	true	1922.99	1927.54	24.786894
3003_14274_000050_000005	He and I rode over the hill, stopping when we got where we could command a good view of the valley and watch the run.	He and I rode over the hill, stopping when we got where we could command a good view of the valley and watch the run.	true	1927.97	1935.46	23.959745
3003_14274_000051_000000	It seemed only a few minutes when we saw the buffalo start, going from some of the men, of course, who at once began to chase them.	It seemed only a few minutes when we saw the buffalo start, going from some of the men, of course, who at once began to chase them.	true	1936.22	1944.04	24.471947
3003_14274_000051_000001	This kept them running straight ahead, and, fortunately, in Lieutenant Baldwin's direction, who apparently was holding his horse in, waiting for them to come.	This kept them running straight ahead, and, fortunately, in Lieutenant Baldwin's direction, who apparently was holding his horse in, waiting for them to come.	true	1944.38	1953.85	24.6145
3003_14274_000051_000002	We saw through our field glasses that as soon as they got near enough he made a quick dash for the herd, and cutting one out, had turned it so it was headed straight for us.	We saw through our field glasses that as soon as they got near enough he made a quick dash for the herd, and cutting one out, had turned it so it was headed straight for us.	true	1954.22	1965.13	25.310394
3003_14274_000052_000000	Now, being on a buffalo hunt a safe distance off, was one thing, but to have one of those huge animals come thundering along like a steam engine directly upon you, was quite another.	Now, being on a buffalo hunt a safe distance off, was one thing, but to have one of those huge animals come thundering along like a steam engine directly upon you, was quite another.	false	1965.65	1979.14	22.442049
3003_14274_000052_000001	I was on one of Lieutenant Baldwin's horses, too, and I felt that there might be danger of his bolting to his companion, Tom, when he saw him dashing by, and as I was not anxious to join in a buffalo chase just at that time, I begged Faye to go with me farther up the hill.	I was on one of Lieutenant Baldwin's horses, too, and I felt that there might be danger of his bolting to his companion, Tom, when he saw him dashing by, and as I was not anxious to join in a buffalo chase just at that time, I begged Faye to go with me farther up the hill.	false	1979.39	1997.8	23.905643
3003_14274_000052_000002	But he would not go back one step, assuring me that my horse was a trained hunter and accustomed to such sights.	But he would not go back one step, assuring me that my horse was a trained hunter and accustomed to such sights.	true	1998.2	2005.96	24.858774
3003_14274_000053_000000	Lieutenant Baldwin gained steadily on the buffalo, and in a wonderfully short time both passed directly in front of us--within a hundred feet, Faye said.	Lieutenant Baldwin gained steadily on the buffalo, and in a wonderfully short time both passed directly in front of us-within a hundred feet, Faye said.	true	2006.51	2015.14	22.713604
3003_14274_000053_000001	Lieutenant Baldwin was close upon him then, his horse looking very small and slender by the side of the grand animal that was taking easy, swinging strides, apparently without effort and without speed, his tongue lolling at one side.	Lieutenant Baldwin was close upon him then, his horse looking very small and slender by the side of the grand animal that was taking easy, swinging strides, apparently without effort and without speed, his tongue lolling at one side.	true	2015.51	2031.85	21.365313
3003_14274_000053_000002	But we could see that the pace was really terrific--that Lieutenant Baldwin was freely using the spur, and that his swift thoroughbred was stretched out like a greyhound, straining every muscle in his effort to keep up.	But we could see that the pace was really terrific-that Lieutenant Baldwin was freely using the spur, and that his swift thoroughbred was stretched out like a greyhound, straining every muscle in his effort to keep up.	true	2032.25	2045.47	23.368452
3003_14274_000053_000003	He was riding close to the buffalo on his left, with revolver in his right hand, and I wondered why he did not shoot, but Faye said it would be useless to fire then--that Lieutenant Baldwin must get up nearer the shoulder, as a buffalo is vulnerable only in certain parts of his body, and that a hunter of experience like Lieutenant Baldwin would never think of shooting unless he could aim at heart or lungs.	He was riding close to the buffalo on his left, with revolver in his right hand, and I wondered why he did not shoot, but Faye said it would be useless to fire then-that Lieutenant Baldwin must get up nearer the shoulder, as a buffalo is vulnerable only in certain parts of his body, and that a hunter of experience like Lieutenant Baldwin would never think of shooting unless he could aim at heart or lungs.	true	2046.02	2072.65	21.711275
3003_14274_000054_000000	My horse behaved very well--just whirling around a few times--but Faye was kept busy a minute or two by his, for the poor horse was awfully frightened, and lunged and reared and snorted; but I knew that he could not unseat Faye, so I rather enjoyed it, for you know I had wanted to go back a little!	My horse behaved very well-just whirling around a few times-but Faye was kept busy a minute or two by his, for the poor horse was awfully frightened, and lunged and reared and snorted; but I knew that he could not unseat Faye, so I rather enjoyed it, for you know I had wanted to go back a little!	true	2073.29	2093.71	22.847948
3003_14274_000055_000000	Lieutenant Baldwin and the buffalo were soon far away, and when our horses had quieted down we recalled that shots had been fired in another direction, and looking about, we saw a pathetic sight.	Lieutenant Baldwin and the buffalo were soon far away, and when our horses had quieted down we recalled that shots had been fired in another direction, and looking about, we saw a pathetic sight.	true	2094.17	2107	23.012657
3003_14274_000055_000001	Lieutenant Alden was on his horse, and facing him was an immense buffalo, standing perfectly still with chin drawn in and horns to the front, ready for battle.	Lieutenant Alden was on his horse, and facing him was an immense buffalo, standing perfectly still with chin drawn in and horns to the front, ready for battle.	true	2107.37	2119.72	24.248842
3003_14274_000055_000002	It was plain to be seen that the poor horse was not enjoying the meeting, for every now and then he would try to back away, or give a jump sideways.	It was plain to be seen that the poor horse was not enjoying the meeting, for every now and then he would try to back away, or give a jump sideways.	true	2120.3	2129.78	21.408451
3003_14274_000055_000003	The buffalo was wounded and unable to run, but he could still turn around fast enough to keep his head toward the horse, and this he did every time Lieutenant Alden tried to get an aim at his side.	The buffalo was wounded and unable to run, but he could still turn around fast enough to keep his head toward the horse, and this he did every time Lieutenant Alden tried to get an aim at his side.	true	2129.78	2142.22	21.697832
3003_14274_000056_000000	There was no possibility of his killing him without assistance, and of course the poor beast could not be abandoned in such a helpless condition, so Faye decided to go over and worry him, while Lieutenant Alden got in the fatal shot.	There was no possibility of his killing him without assistance, and of course the poor beast could not be abandoned in such a helpless condition, so Faye decided to go over and worry him, while Lieutenant Alden got in the fatal shot.	true	2142.77	2156.14	22.335257
3003_14274_000056_000001	As soon as Faye got there I put my fingers over my ears so that I would not hear the report of the pistol.	As soon as Faye got there I put my fingers over my ears so that I would not hear the report of the pistol.	true	2156.72	2163.43	21.813272
3003_14274_000056_000002	After a while I looked across, and there was the buffalo still standing, and both Faye and Lieutenant Alden were beckoning for me to come to them.	After a while I looked across, and there was the buffalo still standing, and both Faye and Lieutenant Alden were beckoning for me to come to them.	true	2163.89	2173.87	24.03915
3003_14274_000056_000003	At first I could not understand what they wanted, and I started to go over, but it finally dawned upon me that they were actually waiting for me to come and kill that buffalo!	At first I could not understand what they wanted, and I started to go over, but it finally dawned upon me that they were actually waiting for me to come and kill that buffalo!	false	2174.42	2187.52	22.939175
3003_14274_000056_000004	I saw no glory in shooting a wounded animal, so I turned my horse back again, but had not gone far before I heard the pistol shot.	I saw no glory in shooting a wounded animal, so I turned my horse back again, but had not gone far before I heard the pistol shot.	true	2187.65	2196.88	21.704782
3003_14274_000057_000000	Then I rode over to see the huge animal, and found Faye and Lieutenant Alden in a state of great excitement.	Then I rode over to see the huge animal, and found Faye and Lieutenant Alden in a state of great excitement.	true	2197.46	2203.87	19
3003_14274_000057_000001	They said he was a magnificent specimen--unusually large, and very black--what they call a blue skin--with a splendid head and beard.	They said he was a magnificent specimen-unusually large, and very black-what they call a blue skin-with a splendid head and beard.	true	2204.21	2214.73	20.550634
3003_14274_000057_000002	I had been exposed to a bitterly cold wind, without the warming exercise of riding, for over an hour, and my hands were so cold and stiff that I could scarcely hold the reins, so they jumped me up on the shoulders of the warm body, and I buried my hands in the long fur on his neck.	I had been exposed to a bitterly cold wind, without the warming exercise of riding, for over an hour, and my hands were so cold and stiff that I could scarcely hold the reins, so they jumped me up on the shoulders of the warm body, and I buried my hands in the long fur on his neck.	false	2215.16	2235.04	24.030533
3003_14274_000057_000003	He fell on his wounded side, and looked precisely as though he was asleep---so much so that I half expected him to spring up and resent the indignity he was being subjected to.	He fell on his wounded side, and looked precisely as though he was asleep---so much so that I half expected him to spring up and resent the indignity he was being subjected to.	false	2235.68	2247.64	22.157993
3003_14274_000058_000000	Very soon after that Faye and I came on home, reaching the post about seven o'clock.	Very soon after that Faye and I came on home, reaching the post about seven o'clock.	true	2248.52	2254.51	23.192535
3003_14274_000058_000001	We had been in our saddles most of the time for twelve hours, on a cold day, and were tired and stiff, and when Faye tried to assist me from my horse I fell to the ground in a heap.	We had been in our saddles most of the time for twelve hours, on a cold day, and were tired and stiff, and when Faye tried to assist me from my horse I fell to the ground in a heap.	false	2254.79	2267.89	25.486628
3003_14274_000058_000002	But I got through the day very well, considering the very short time I have been riding--that is, really riding.	But I got through the day very well, considering the very short time I have been riding-that is, really riding.	true	2268.11	2274.58	20.243332
3003_14274_000058_000003	The hunt was a grand sight, and something that probably I will never have a chance of seeing again--and, to be honest, I do not want to see another, for the sight of one of those splendid animals running for his life is not a pleasant one.	The hunt was a grand sight, and something that probably I will never have a chance of seeing again-and, to be honest, I do not want to see another, for the sight of one of those splendid animals running for his life is not a pleasant one.	false	2274.89	2291.53	23.27841
3003_14274_000059_000000	The rest of the party did not come in until several hours later; but they brought the meat and skins of four buffalo, and the head of Lieutenant Alden's, which he will send East to be mounted.	The rest of the party did not come in until several hours later; but they brought the meat and skins of four buffalo, and the head of Lieutenant Alden's, which he will send East to be mounted.	true	2292.29	2304.43	23.704947
3003_14274_000059_000001	The skin he intends to take to an Indian camp, to be tanned by the squaws. Lieutenant Baldwin followed his buffalo until he got in the position he wanted, and then killed him with one shot.	The skin he intends to take to an Indian camp, to be tanned by the squaws. Lieutenant Baldwin followed his buffalo until he got in the position he wanted, and then killed him with one shot.	true	2304.77	2316.76	23.970112
3003_14274_000059_000002	Faye says that only a cool head and experience could have done that.	Faye says that only a cool head and experience could have done that.	true	2316.98	2321.14	22.62913
3003_14274_000059_000003	Much depends upon the horse, too, for so many horses are afraid of a buffalo, and lunge sideways just at the critical moment.	Much depends upon the horse, too, for so many horses are afraid of a buffalo, and lunge sideways just at the critical moment.	true	2321.54	2330.2	23.505745
3003_14274_000060_000000	Several experienced hunters tell marvelous tales of how they have stood within a few yards of a buffalo and fired shot after shot from a Springfield rifle, straight at his head, the balls producing no effect whatever, except, perhaps, a toss of the head and the flying out of a tuft of hair.	Several experienced hunters tell marvelous tales of how they have stood within a few yards of a buffalo and fired shot after shot from a Springfield rifle, straight at his head, the balls producing no effect whatever, except, perhaps, a toss of the head and the flying out of a tuft of hair.	true	2330.84	2350.27	23.222776
3003_14274_000060_000001	Every time the ball would glance off from the thick skull. The wonderful mat of curly hair must break the force some, too.	Every time the ball would glance off from the thick skull. The wonderful mat of curly hair must break the force some, too.	true	2350.73	2358.82	26.598179
3003_14274_000060_000002	This mat, or cushion, in between the horns of the buffalo Lieutenant Alden killed, was so thick and tangled that I could not begin to get my fingers in it.	This mat, or cushion, in between the horns of the buffalo Lieutenant Alden killed, was so thick and tangled that I could not begin to get my fingers in it.	false	2359.22	2374.26	23.292627
3003_14274_000061_000000	FORT LYON, COLORADO TERRITORY, December, 1871.	FORT LYON, COLORADO TERRITORY, December, eighteen seventy one.	true	2374.26	2379.37	21.928783
3003_14274_000062_000000	OUR first Christmas on the frontier was ever so pleasant, but it certainly was most vexatious not to have that box from home.	OUR first Christmas on the frontier was ever so pleasant, but it certainly was most vexatious not to have that box from home.	true	2380.16	2388.1	23.26648
3003_14274_000062_000001	And I expect that it has been at Kit Carson for days, waiting to be brought down.	And I expect that it has been at Kit Carson for days, waiting to be brought down.	true	2388.53	2393.83	25.32514
