835_130876_000000_000000	In short, dinner was excellent.	In short, dinner was excellent.	false	0	0.99	-20
835_130876_000094_000000	"But if these Papuans are occupying the platform at that moment, I don't see how you can prevent them from entering."	"But if these Papuans are occupying the platform at that moment, I don't see how you can prevent them from entering."	true	926.36	931.99	23.986118
835_130876_000095_000000	"Then, sir, you assume they'll board the ship?"	"Then, sir, you assume they'll board the ship?"	true	932.78	936.09	23
835_130876_000096_000000	"I'm certain of it."	"I'm certain of it."	true	936.09	937.39	23.745932
835_130876_000097_000000	"Well, sir, let them come aboard.	"Well, sir, let them come aboard.	true	937.88	940.485	23.251049
835_130876_000097_000001	I see no reason to prevent them. Deep down they're just poor devils, these Papuans, and I don't want my visit to Gueboroa Island to cost the life of a single one of these unfortunate people!"	I see no reason to prevent them. Deep down they're just poor devils, these Papuans, and I don't want my visit to Gueboroa Island to cost the life of a single one of these unfortunate people!"	true	940.485	951.25	22.665054
835_130876_000098_000000	On this note I was about to withdraw; but Captain Nemo detained me and invited me to take a seat next to him.	On this note I was about to withdraw; but Captain Nemo detained me and invited me to take a seat next to him.	true	951.83	957.87	22
835_130876_000098_000001	He questioned me with interest on our excursions ashore and on our hunting, but seemed not to understand the Canadian's passionate craving for red meat. Then our conversation skimmed various subjects, and without being more forthcoming, Captain Nemo proved more affable.	He questioned me with interest on our excursions ashore and on our hunting, but seemed not to understand the Canadian's passionate craving for red meat. Then our conversation skimmed various subjects, and without being more forthcoming, Captain Nemo proved more affable.	true	957.87	973.45	22.918182
835_130876_000099_000000	Among other things, we came to talk of the Nautilus's circumstances, aground in the same strait where Captain Dumont d'Urville had nearly miscarried.	Among other things, we came to talk of the Nautilus's circumstances, aground in the same strait where Captain Dumont d'Urville had nearly miscarried.	true	973.94	983.295	22
835_130876_000099_000001	Then, pertinent to this:	Then, pertinent to this:	true	983.295	984.85	23
835_130876_000100_000000	"He was one of your great seamen," the captain told me, "one of your shrewdest navigators, that d'Urville!	"He was one of your great seamen," the captain told me, "one of your shrewdest navigators, that d'Urville!	true	985.46	991.24	22.6088
835_130876_000100_000001	He was the Frenchman's Captain Cook.	He was the Frenchman's Captain Cook.	true	991.28	993.46	24.151953
835_130876_000100_000002	A man wise but unlucky! Braving the ice banks of the South Pole, the coral of Oceania, the cannibals of the Pacific, only to perish wretchedly in a train wreck! If that energetic man was able to think about his life in its last seconds, imagine what his final thoughts must have been!"	A man wise but unlucky! Braving the ice banks of the South Pole, the coral of Oceania, the cannibals of the Pacific, only to perish wretchedly in a train wreck! If that energetic man was able to think about his life in its last seconds, imagine what his final thoughts must have been!"	true	993.5	1011.01	22.068684
835_130876_000101_000000	As he spoke, Captain Nemo seemed deeply moved, an emotion I felt was to his credit.	As he spoke, Captain Nemo seemed deeply moved, an emotion I felt was to his credit.	true	1011.26	1016.68	23.953407
835_130876_000102_000000	Then, chart in hand, we returned to the deeds of the French navigator: his voyages to circumnavigate the globe, his double attempt at the South Pole, which led to his discovery of the Adélie Coast and the Louis-Philippe Peninsula, finally his hydrographic surveys of the chief islands in Oceania.	Then, chart in hand, we returned to the deeds of the French navigator: his voyages to circumnavigate the globe, his double attempt at the South Pole, which led to his discovery of the Adélie Coast and the Louis Philippe Peninsula, finally his hydrographic surveys of the chief islands in Oceania.	false	1017.41	1035.91	22.181826
835_130876_000103_000000	"What your d'Urville did on the surface of the sea," Captain Nemo told me, "I've done in the ocean's interior, but more easily, more completely than he.	"What your d'Urville did on the surface of the sea," Captain Nemo told me, "I've done in the ocean's interior, but more easily, more completely than he.	true	1036.46	1045.54	21
835_130876_000103_000001	Constantly tossed about by hurricanes, the Zealous and the new Astrolabe couldn't compare with the Nautilus, a quiet work room truly at rest in the midst of the waters!"	Constantly tossed about by hurricanes, the Zealous and the new Astrolabe couldn't compare with the Nautilus, a quiet work room truly at rest in the midst of the waters!"	false	1045.91	1055.62	22
835_130876_000104_000000	"Even so, captain," I said, "there is one major similarity between Dumont d'Urville's sloops of war and the Nautilus."	"Even so, captain," I said, "there is one major similarity between Dumont d'Urville's sloops of war and the Nautilus."	true	1056.44	1064.26	23.888287
835_130876_000105_000000	"What's that, sir?"	"What's that, sir?"	true	1064.69	1065.88	25.994322
835_130876_000106_000000	"Like them, the Nautilus has run aground!"	"Like them, the Nautilus has run aground!"	true	1066.25	1068.67	21.65749
835_130876_000107_000000	"The Nautilus is not aground, sir," Captain Nemo replied icily. "The Nautilus was built to rest on the ocean floor, and I don't need to undertake the arduous labors, the maneuvers d'Urville had to attempt in order to float off his sloops of war. The Zealous and the new Astrolabe wellnigh perished, but my Nautilus is in no danger.	"The Nautilus is not aground, sir," Captain Nemo replied icily. "The Nautilus was built to rest on the ocean floor, and I don't need to undertake the arduous labors, the maneuvers d'Urville had to attempt in order to float off his sloops of war. The Zealous and the new Astrolabe wellnigh perished, but my Nautilus is in no danger.	true	1068.92	1089.13	22
835_130876_000107_000001	Tomorrow, on the day stated and at the hour stated, the tide will peacefully lift it off, and it will resume its navigating through the seas."	Tomorrow, on the day stated and at the hour stated, the tide will peacefully lift it off, and it will resume its navigating through the seas."	true	1089.23	1097.65	23
835_130876_000108_000000	"Captain," I said, "I don't doubt--"	"Captain," I said, "I don't doubt-"	true	1098.41	1100.81	27.747599
835_130876_000109_000000	"Tomorrow," Captain Nemo added, standing up, "tomorrow at 2:40 in the afternoon, the Nautilus will float off and exit the Torres Strait undamaged."	"Tomorrow," Captain Nemo added, standing up, "tomorrow at two forty in the afternoon, the Nautilus will float off and exit the Torres Strait undamaged."	true	1100.81	1109.71	24.03566
835_130876_000110_000000	Pronouncing these words in an extremely sharp tone, Captain Nemo gave me a curt bow.	Pronouncing these words in an extremely sharp tone, Captain Nemo gave me a curt bow.	true	1110.32	1115.01	23
835_130876_000110_000001	This was my dismissal, and I reentered my stateroom.	This was my dismissal, and I reentered my stateroom.	true	1115.01	1118.23	22.806368
835_130876_000111_000000	There I found Conseil, who wanted to know the upshot of my interview with the captain.	There I found Conseil, who wanted to know the upshot of my interview with the captain.	false	1118.84	1123.45	22.56786
835_130876_000112_000000	"My boy," I replied, "when I expressed the belief that these Papuan natives were a threat to his Nautilus, the captain answered me with great irony.	"My boy," I replied, "when I expressed the belief that these Papuan natives were a threat to his Nautilus, the captain answered me with great irony.	true	1123.7	1132.12	24.49122
835_130876_000112_000001	So I've just one thing to say to you: have faith in him and sleep in peace."	So I've just one thing to say to you: have faith in him and sleep in peace."	true	1132.88	1137.37	21.637362
835_130876_000113_000000	"Master has no need for my services?"	"Master has no need for my services?"	true	1137.59	1140.07	21
835_130876_000114_000000	"No, my friend.	"No, my friend.	true	1140.5	1141.68	22.463814
835_130876_000114_000001	What's Ned Land up to?"	What's Ned Land up to?"	true	1141.68	1143.37	24.00473
835_130876_000115_000000	"Begging master's indulgence," Conseil replied, "but our friend Ned is concocting a kangaroo pie that will be the eighth wonder!"	"Begging master's indulgence," Conseil replied, "but our friend Ned is concocting a kangaroo pie that will be the eighth wonder!"	true	1143.86	1151.05	21
835_130876_000116_000000	I was left to myself; I went to bed but slept pretty poorly. I kept hearing noises from the savages, who were stamping on the platform and letting out deafening yells.	I was left to myself; I went to bed but slept pretty poorly. I kept hearing noises from the savages, who were stamping on the platform and letting out deafening yells.	false	1151.48	1160.62	20
835_130876_000116_000001	The night passed in this way, without the crew ever emerging from their usual inertia. They were no more disturbed by the presence of these man-eaters than soldiers in an armored fortress are troubled by ants running over the armor plate.	The night passed in this way, without the crew ever emerging from their usual inertia. They were no more disturbed by the presence of these man eaters than soldiers in an armored fortress are troubled by ants running over the armor plate.	true	1160.84	1173.43	18
835_130876_000117_000000	I got up at six o'clock in the morning.	I got up at six o'clock in the morning.	true	1173.92	1176.34	23.631939
835_130876_000117_000001	The hatches weren't open. So the air inside hadn't been renewed; but the air tanks were kept full for any eventuality and would function appropriately to shoot a few cubic meters of oxygen into the Nautilus's thin atmosphere.	The hatches weren't open. So the air inside hadn't been renewed; but the air tanks were kept full for any eventuality and would function appropriately to shoot a few cubic meters of oxygen into the Nautilus's thin atmosphere.	true	1176.38	1190.08	22.533258
835_130876_000118_000000	I worked in my stateroom until noon without seeing Captain Nemo even for an instant.	I worked in my stateroom until noon without seeing Captain Nemo even for an instant.	true	1191.02	1195.93	24
835_130876_000118_000001	Nobody on board seemed to be making any preparations for departure.	Nobody on board seemed to be making any preparations for departure.	true	1195.94	1199.89	20
835_130876_000119_000000	I still waited for a while, then I made my way to the main lounge. Its timepiece marked 2:30.	I still waited for a while, then I made my way to the main lounge. Its timepiece marked two thirty.	true	1200.5	1206.99	23.238945
835_130876_000119_000001	In ten minutes the tide would reach its maximum elevation, and if Captain Nemo hadn't made a rash promise, the Nautilus would immediately break free.	In ten minutes the tide would reach its maximum elevation, and if Captain Nemo hadn't made a rash promise, the Nautilus would immediately break free.	true	1206.99	1215.84	21.732635
835_130876_000119_000002	If not, many months might pass before it could leave its coral bed.	If not, many months might pass before it could leave its coral bed.	true	1215.84	1219.72	25.33515
835_130876_000120_000000	But some preliminary vibrations could soon be felt over the boat's hull. I heard its plating grind against the limestone roughness of that coral base.	But some preliminary vibrations could soon be felt over the boat's hull. I heard its plating grind against the limestone roughness of that coral base.	true	1220.75	1230.55	23.019636
835_130876_000121_000000	At 2:35 Captain Nemo appeared in the lounge.	At two thirty five Captain Nemo appeared in the lounge.	true	1231.37	1234.48	21.842094
835_130876_000122_000000	"We're about to depart," he said.	"We're about to depart," he said.	true	1234.48	1236.43	23.187267
835_130876_000123_000000	"Ah!" I put in.	"Ah!" I put in.	true	1236.77	1238.32	23.961008
835_130876_000124_000000	"I've given orders to open the hatches."	"I've given orders to open the hatches."	true	1238.51	1240.9	25.416487
835_130876_000125_000000	"What about the Papuans?"	"What about the Papuans?"	true	1241.66	1243.12	24.60093
835_130876_000126_000000	"What about them?" Captain Nemo replied, with a light shrug of his shoulders.	"What about them?" Captain Nemo replied, with a light shrug of his shoulders.	false	1243.52	1247.62	23
835_130876_000127_000000	"Won't they come inside the Nautilus?"	"Won't they come inside the Nautilus?"	true	1248.35	1250.2	23.27527
835_130876_000128_000000	"How will they manage that?"	"How will they manage that?"	true	1250.57	1251.97	24.832245
835_130876_000129_000000	"By jumping down the hatches you're about to open."	"By jumping down the hatches you're about to open."	true	1252.25	1254.52	21
835_130876_000130_000000	"Professor Aronnax," Captain Nemo replied serenely, "the Nautilus's hatches aren't to be entered in that fashion even when they're open."	"Professor Aronnax," Captain Nemo replied serenely, "the Nautilus's hatches aren't to be entered in that fashion even when they're open."	true	1255.01	1262.8	21
835_130876_000131_000000	I gaped at the captain.	I gaped at the captain.	true	1263.38	1264.84	25.641676
835_130876_000132_000000	"You don't understand?" he said to me.	"You don't understand?" he said to me.	true	1265	1267.05	19.402578
835_130876_000133_000000	"Not in the least."	"Not in the least."	true	1267.05	1268.26	21.478222
835_130876_000134_000000	"Well, come along and you'll see!"	"Well, come along and you'll see!"	true	1268.63	1270.87	22.076168
835_130876_000135_000000	I headed to the central companionway.	I headed to the central companionway.	true	1271.57	1273.76	22.116383
835_130876_000135_000001	There, very puzzled, Ned Land and Conseil watched the crewmen opening the hatches, while a frightful clamor and furious shouts resounded outside.	There, very puzzled, Ned Land and Conseil watched the crewmen opening the hatches, while a frightful clamor and furious shouts resounded outside.	false	1273.76	1282.15	23
835_130876_000136_000000	The hatch lids fell back onto the outer plating. Twenty horrible faces appeared.	The hatch lids fell back onto the outer plating. Twenty horrible faces appeared.	true	1282.64	1287.79	24.138117
835_130876_000136_000001	But when the first islander laid hands on the companionway railing, he was flung backward by some invisible power, lord knows what!	But when the first islander laid hands on the companionway railing, he was flung backward by some invisible power, lord knows what!	true	1288.01	1295.86	21.625742
835_130876_000136_000002	He ran off, howling in terror and wildly prancing around.	He ran off, howling in terror and wildly prancing around.	true	1296.02	1299.79	22.810202
835_130876_000137_000000	Ten of his companions followed him.	Ten of his companions followed him.	true	1300.16	1302.21	24.152258
835_130876_000137_000001	All ten met the same fate.	All ten met the same fate.	true	1302.21	1304.25	25.826916
835_130876_000138_000000	Conseil was in ecstasy.	Conseil was in ecstasy.	false	1304.25	1307.07	22.09399
835_130876_000138_000001	Carried away by his violent instincts, Ned Land leaped up the companionway.	Carried away by his violent instincts, Ned Land leaped up the companionway.	true	1307.07	1311.59	21.07636
835_130876_000138_000002	But as soon as his hands seized the railing, he was thrown backward in his turn.	But as soon as his hands seized the railing, he was thrown backward in his turn.	true	1311.59	1315.51	21
835_130876_000139_000000	"Damnation!" he exclaimed.	"Damnation!" he exclaimed.	true	1315.7	1317.49	22.172832
835_130876_000139_000001	"I've been struck by a lightning bolt!"	"I've been struck by a lightning bolt!"	true	1317.49	1319.53	24.99514
835_130876_000140_000000	These words explained everything to me.	These words explained everything to me.	false	1319.96	1322.22	21.878609
835_130876_000140_000001	It wasn't just a railing that led to the platform, it was a metal cable fully charged with the ship's electricity.	It wasn't just a railing that led to the platform, it was a metal cable fully charged with the ship's electricity.	false	1322.22	1329.58	21.626097
835_130876_000140_000002	Anyone who touched it got a fearsome shock-- and such a shock would have been fatal if Captain Nemo had thrown the full current from his equipment into this conducting cable! It could honestly be said that he had stretched between himself and his assailants a network of electricity no one could clear with impunity.	Anyone who touched it got a fearsome shock- and such a shock would have been fatal if Captain Nemo had thrown the full current from his equipment into this conducting cable! It could honestly be said that he had stretched between himself and his assailants a network of electricity no one could clear with impunity.	true	1329.83	1346.68	24
835_130876_000141_000000	Meanwhile, crazed with terror, the unhinged Papuans beat a retreat. As for us, half laughing, we massaged and comforted poor Ned Land, who was swearing like one possessed.	Meanwhile, crazed with terror, the unhinged Papuans beat a retreat. As for us, half laughing, we massaged and comforted poor Ned Land, who was swearing like one possessed.	true	1347.59	1358.83	22.945839
835_130876_000142_000000	But just then, lifted off by the tide's final undulations, the Nautilus left its coral bed at exactly that fortieth minute pinpointed by the captain.	But just then, lifted off by the tide's final undulations, the Nautilus left its coral bed at exactly that fortieth minute pinpointed by the captain.	false	1359.44	1368.43	23.001982
835_130876_000142_000001	Its propeller churned the waves with lazy majesty. Gathering speed little by little, the ship navigated on the surface of the ocean, and safe and sound, it left behind the dangerous narrows of the Torres Strait.	Its propeller churned the waves with lazy majesty. Gathering speed little by little, the ship navigated on the surface of the ocean, and safe and sound, it left behind the dangerous narrows of the Torres Strait.	false	1368.56	1398.81	21.788187
