4044_9010_000000_000000	'Stay.	'Stay.	false	0	0.15	-7
4044_9010_000046_000004	You have no mind to marry one of those dog-headed girls the monk talked of, have you?	You have no mind to marry one of those dog headed girls the monk talked of, have you?	true	935.295	939.67	16
4044_9010_000046_000005	Well, then, we have money and women; and if we want sport, it's better sport killing men than killing beasts; so we had better go where we shall find most of that game, which we certainly shall not up this road.	Well, then, we have money and women; and if we want sport, it's better sport killing men than killing beasts; so we had better go where we shall find most of that game, which we certainly shall not up this road.	false	940.07	952	19
4044_9010_000046_000006	As for fame and all that, though I've had enough, there's plenty to be got anywhere along the shores of that Mediterranean.	As for fame and all that, though I've had enough, there's plenty to be got anywhere along the shores of that Mediterranean.	true	952.01	958.54	18
4044_9010_000046_000007	Let's burn and plunder Alexandria: forty of us Goths might kill down all these donkey-riders in two days, and hang up that lying prefect who sent us hereon this fool's errand.	Let's burn and plunder Alexandria: forty of us Goths might kill down all these donkey riders in two days, and hang up that lying prefect who sent us hereon this fool's errand.	false	958.61	969.76	18
4044_9010_000046_000008	Don't answer, Wulf. I knew he was humbugging us all along, but you were so open-mouthed to all he said, that I was bound to let my elders choose for me.	Don't answer, Wulf. I knew he was humbugging us all along, but you were so open mouthed to all he said, that I was bound to let my elders choose for me.	true	970.73	979.51	16
4044_9010_000046_000009	Let's go back; send over for any of the tribes; send to Spain for those Vandals--they have had enough of Adolf by now, curse him!--I'll warrant them; get together an army, and take Constantinople.	Let's go back; send over for any of the tribes; send to Spain for those Vandals-they have had enough of Adolf by now, curse him!--I'll warrant them; get together an army, and take Constantinople.	true	979.76	992.17	21.102606
4044_9010_000046_000010	I'll be Augustus, and Pelagia, Augusta; you and Smid here, the two Caesars; and we'll make the monk the chief of the eunuchs, eh?--anything you like for a quiet life; but up this accursed kennel of hot water I go no farther.	I'll be Augustus, and Pelagia, Augusta; you and Smid here, the two Caesars; and we'll make the monk the chief of the eunuchs, eh?--anything you like for a quiet life; but up this accursed kennel of hot water I go no farther.	true	992.39	1006	20.752724
4044_9010_000046_000011	Ask your girls, my heroes, and I'll ask mine.	Ask your girls, my heroes, and I'll ask mine.	true	1006.1	1008.94	19
4044_9010_000046_000012	Women are all prophetesses, every one of them.'	Women are all prophetesses, every one of them.'	true	1009.19	1012.78	21.52297
4044_9010_000047_000000	'When they are not harlots,' growled Wulf to himself.	'When they are not harlots,' growled Wulf to himself.	true	1013.3	1016.53	23
4044_9010_000048_000000	'I will go to the world's end with you, my king!' sighed Pelagia; 'but Alexandria is certainly pleasanter than this.'	'I will go to the world's end with you, my king!' sighed Pelagia; 'but Alexandria is certainly pleasanter than this.'	true	1016.9	1024.03	17
4044_9010_000049_000000	Old Wulf sprang up fiercely enough.	Old Wulf sprang up fiercely enough.	true	1024.55	1026.67	19.654215
4044_9010_000050_000000	'Hear me, Amalric the Amal, son of Odin, and heroes all!	'Hear me, Amalric the Amal, son of Odin, and heroes all!	false	1026.77	1030.36	14
4044_9010_000050_000001	When my fathers swore to be Odin's men, and gave up the kingdom to the holy Annals, the sons of the Aesir, what was the bond between your fathers and mine?	When my fathers swore to be Odin's men, and gave up the kingdom to the holy Annals, the sons of the a e s i r, what was the bond between your fathers and mine?	false	1030.52	1039.78	19
4044_9010_000050_000002	Was it not that we should move and move, southward and southward ever, till we came back to Asgard, the city where Odin dwells for ever, and gave into his hands the kingdom of all the earth?	Was it not that we should move and move, southward and southward ever, till we came back to Asgard, the city where Odin dwells for ever, and gave into his hands the kingdom of all the earth?	true	1039.82	1050.25	16
4044_9010_000050_000003	And did we not keep our oath?	And did we not keep our oath?	true	1050.5	1052.1	22
4044_9010_000050_000004	Have we not held to the Amals?	Have we not held to the Amals?	false	1052.1	1054.03	17
4044_9010_000050_000005	Did we not leave Adolf, because we would not follow a Balth, while there was an Amal to lead us?	Did we not leave Adolf, because we would not follow a Balth, while there was an Amal to lead us?	false	1054.22	1059.67	17
4044_9010_000050_000006	Have we not been true men to you, son of the Aesir?'	Have we not been true men to you, son of the a e s i r?'	false	1059.86	1063.89	21.418125
4044_9010_000051_000000	'No man ever saw Wulf, the son of Ovida, fail friend or foe.'	'No man ever saw Wulf, the son of Ovida, fail friend or foe.'	true	1063.89	1068.25	19
4044_9010_000052_000000	'Then why does his friend fail him?	'Then why does his friend fail him?	true	1069.1	1070.95	17.702328
4044_9010_000052_000001	Why does his friend fail himself?	Why does his friend fail himself?	true	1070.95	1073.25	19.430922
4044_9010_000052_000002	If the bison-bull lie down and wallow, what will the herd do for a leader? If the king-wolf lose the scent, how will the pack hold it?	If the bison bull lie down and wallow, what will the herd do for a leader? If the king wolf lose the scent, how will the pack hold it?	true	1073.25	1081.48	20
4044_9010_000052_000003	If the Yngling forgets the song of Asgard, who will sing it to the heroes?'	If the Yngling forgets the song of Asgard, who will sing it to the heroes?'	false	1081.85	1086.34	17.644514
4044_9010_000053_000000	'Sing it yourself, if you choose.	'Sing it yourself, if you choose.	true	1086.92	1088.77	19.080088
4044_9010_000053_000001	Pelagia sings quite well enough for me.'	Pelagia sings quite well enough for me.'	true	1088.84	1091.02	18.773438
4044_9010_000054_000000	In an instant the cunning beauty caught at the hint, and poured forth a soft, low, sleepy song:--	In an instant the cunning beauty caught at the hint, and poured forth a soft, low, sleepy song:--	true	1091.18	1096.57	17
4044_9010_000055_000000	'Loose the sail, rest the oar, float away down, Fleeting and gliding by tower and town; Life is so short at best!	'Loose the sail, rest the oar, float away down, Fleeting and gliding by tower and town; Life is so short at best!	true	1097.06	1106.17	18.284407
4044_9010_000055_000001	snatch, while thou canst, thy rest, Sleeping by me!'	snatch, while thou canst, thy rest, Sleeping by me!'	true	1106.17	1109.89	16
4044_9010_000056_000000	'Can you answer that, Wulf?' shouted a dozen voices.	'Can you answer that, Wulf?' shouted a dozen voices.	true	1110.98	1114.24	20.661734
4044_9010_000057_000000	'Hear the song of Asgard, warriors of the Goths!	'Hear the song of Asgard, warriors of the Goths!	false	1114.85	1117.54	16
4044_9010_000057_000001	Did not Alaric the king love it well?	Did not Alaric the king love it well?	true	1117.58	1119.99	20
4044_9010_000057_000002	Did I not sing it before him in the palace of the Caesars, till he swore, for all the Christian that he was, to go southward in search of the holy city?	Did I not sing it before him in the palace of the Caesars, till he swore, for all the Christian that he was, to go southward in search of the holy city?	true	1119.99	1128.07	13
4044_9010_000057_000003	And when he went to Valhalla, and the ships were wrecked off Sicily, and Adolf the Balth turned back like a lazy hound, and married the daughter of the Romans, whom Odin hates, and went northward again to Gaul, did not I sing you all the song of Asgard in Messina there, till you swore to follow the Amal through fire and water until we found the hall of Odin, and received the mead-cup from his own hand?	And when he went to Valhalla, and the ships were wrecked off Sicily, and Adolf the Balth turned back like a lazy hound, and married the daughter of the romans, whom Odin hates, and went northward again to Gaul, did not I sing you all the song of Asgard in Messina there, till you swore to follow the Amal through fire and water until we found the hall of Odin, and received the mead cup from his own hand?	false	1128.77	1151.59	17
4044_9010_000057_000004	Hear it again, warriors of the Goths!'	Hear it again, warriors of the Goths!'	true	1151.96	1154.38	16
4044_9010_000058_000000	'Not that song!' roared the Amal, stopping his ears with both his hands. 'Will you drive us blood-mad again, just as we are settling down into our sober senses, and finding out what our lives were given us for?'	'Not that song!' roared the Amal, stopping his ears with both his hands. 'Will you drive us blood mad again, just as we are settling down into our sober senses, and finding out what our lives were given us for?'	true	1155.02	1167.82	19
4044_9010_000059_000000	'Hear the song of Asgard!	'Hear the song of Asgard!	true	1168.46	1170.46	17.541855
4044_9010_000059_000001	On to Asgard, wolves of the Goths!' shouted another; and a babel of voices arose.	On to Asgard, wolves of the Goths!' shouted another; and a babel of voices arose.	true	1170.62	1175.95	16.44563
4044_9010_000060_000000	'Haven't we been fighting and marching these seven years?'	'Haven't we been fighting and marching these seven years?'	true	1176.71	1179.7	11
4044_9010_000061_000000	'Haven't we drunk blood enough to satisfy Odin ten times over?	'Haven't we drunk blood enough to satisfy Odin ten times over?	true	1180.07	1183.84	16
4044_9010_000061_000001	If he wants us lot him come himself and lead us!'	If he wants us lot him come himself and lead us!'	false	1184.03	1186.96	15
4044_9010_000062_000000	'Let us get our winds again before we start afresh!'	'Let us get our winds again before we start afresh!'	true	1187.15	1190.11	15.922737
4044_9010_000063_000000	'Wulf the Prince is like his name, and never tires; he has a winter-wolf's legs under him; that is no reason why we should have.'	'Wulf the Prince is like his name, and never tires; he has a winter wolf's legs under him; that is no reason why we should have.'	true	1190.75	1197.91	15
4044_9010_000064_000000	'Haven't you heard what the monk says?-we can never get ever those cataracts.'	'Haven't you heard what the monk says?-we can never get ever those cataracts.'	false	1198.73	1203.55	20.699186
4044_9010_000065_000000	'We'll stop his old wives' tales for him, and then settle for ourselves,' said Smid; and springing from the thwart where he had been sitting, he caught up a bill with one hand, and seized Philammon's throat with the other.... in a moment more, it would have been all over with him....	'We'll stop his old wives' tales for him, and then settle for ourselves,' said Smid; and springing from the thwart where he had been sitting, he caught up a bill with one hand, and seized Philammon's throat with the other.... in a moment more, it would have been all over with him....	true	1204.16	1217.38	17
4044_9010_000066_000000	For the first time in his life Philammon felt a hostile gripe upon him, and a new sensation rushed through every nerve, as he grappled with the warrior, clutched with his left hand the up-lifted wrist, and with his right the girdle, and commenced, without any definite aim, a fierce struggle, which, strange to say, as it went on, grew absolutely pleasant.	For the first time in his life Philammon felt a hostile gripe upon him, and a new sensation rushed through every nerve, as he grappled with the warrior, clutched with his left hand the up lifted wrist, and with his right the girdle, and commenced, without any definite aim, a fierce struggle, which, strange to say, as it went on, grew absolutely pleasant.	false	1217.81	1237.72	17
4044_9010_000067_000000	The women shrieked to their lovers to part the combatants, but in vain.	The women shrieked to their lovers to part the combatants, but in vain.	true	1238.33	1242.31	18
4044_9010_000068_000000	'Not for worlds!	'Not for worlds!	true	1242.5	1243.95	20.698713
4044_9010_000068_000001	A very fair match and a very fair fight!	A very fair match and a very fair fight!	false	1243.95	1246.45	19.54859
4044_9010_000068_000002	Take your long legs back, Itho, or they will be over you!	Take your long legs back, i t h o, or they will be over you!	false	1246.52	1249.87	19.820368
4044_9010_000068_000003	That's right, my Smid, don't use the knife!	That's right, my Smid, don't use the knife!	true	1250.24	1252.66	20
4044_9010_000068_000004	They will be overboard in a moment!	They will be overboard in a moment!	true	1252.88	1254.85	17.437946
4044_9010_000068_000005	By all the Valkyrs, they are down, and Smid undermost!'	By all the Valkyrs, they are down, and Smid undermost!'	false	1255.4	1259.17	17
4044_9010_000069_000000	There was no doubt of it; and in another moment Philammon would have wrenched the bill out of his opponent's hand, when, to the utter astonishment of the onlookers, he suddenly loosed his hold, shook himself free by one powerful wrench, and quietly retreated to his seat, conscience-stricken at the fearful thirst for blood which had suddenly boiled up within him as he felt his enemy under him.	There was no doubt of it; and in another moment Philammon would have wrenched the bill out of his opponent's hand, when, to the utter astonishment of the onlookers, he suddenly loosed his hold, shook himself free by one powerful wrench, and quietly retreated to his seat, conscience stricken at the fearful thirst for blood which had suddenly boiled up within him as he felt his enemy under him.	true	1259.36	1280.44	17
4044_9010_000070_000000	The onlookers were struck dumb with astonishment; they had taken for granted that he would, as a matter of course, have used his right of splitting his vanquished opponent's skull--an event which they would of course have deeply deplored, but with which, as men of honour, they could not on any account interfere, but merely console themselves for the loss of their comrade by flaying his conqueror alive, 'carving him into the blood-eagle,' or any other delicate ceremony which might serve as a vent for their sorrow and a comfort to the soul of the deceased.	The onlookers were struck dumb with astonishment; they had taken for granted that he would, as a matter of course, have used his right of splitting his vanquished opponent's skull-an event which they would of course have deeply deplored, but with which, as men of honour, they could not on any account interfere, but merely console themselves for the loss of their comrade by flaying his conqueror alive, 'carving him into the blood eagle,' or any other delicate ceremony which might serve as a vent for their sorrow and a comfort to the soul of the deceased.	false	1281.11	1311.88	18
4044_9010_000071_000000	Smid rose, with a bill in his hand, and looked round him-perhaps to see what was expected of him.	Smid rose, with a bill in his hand, and looked round him perhaps to see what was expected of him.	true	1312.22	1318.03	19.103704
4044_9010_000071_000001	He half lifted his weapon to strike .... Philammon, seated, looked him calmly in the face....	He half lifted his weapon to strike .... Philammon, seated, looked him calmly in the face....	true	1318.22	1323.88	18.682608
4044_9010_000071_000002	The old warrior's eye caught the bank, which was now receding rapidly past them; and when he saw that they were really floating downwards again, without an effort to stem the stream, he put away his bill, and sat himself down deliberately in his place, astonishing the onlookers quite as much as Philammon had done.	The old warrior's eye caught the bank, which was now receding rapidly past them; and when he saw that they were really floating downwards again, without an effort to stem the stream, he put away his bill, and sat himself down deliberately in his place, astonishing the onlookers quite as much as Philammon had done.	true	1324.61	1341.25	17
4044_9010_000072_000000	'Five minutes' good fighting, and no one killed!	'Five minutes' good fighting, and no one killed!	true	1341.92	1344.78	18.341154
4044_9010_000072_000001	This is a shame!' quoth another.	This is a shame!' quoth another.	true	1344.78	1347.01	17.982693
4044_9010_000072_000002	'Blood we must see, and it had better be yours, master monk, than your betters','--and therewith he rushed on poor Philammon.	'Blood we must see, and it had better be yours, master monk, than your betters','--and therewith he rushed on poor Philammon.	false	1347.35	1354.33	17
4044_9010_000073_000000	He spoke the heart of the crew; the sleeping wolf in them had been awakened by the struggle, and blood they would have; and not frantically, like Celts or Egyptians, but with the cool humorous cruelty of the Teuton, they rose altogether, and turning Philammon over on his back, deliberated by what death he should die.	He spoke the heart of the crew; the sleeping wolf in them had been awakened by the struggle, and blood they would have; and not frantically, like Celts or Egyptians, but with the cool humorous cruelty of the Teuton, they rose altogether, and turning Philammon over on his back, deliberated by what death he should die.	true	1354.79	1371.82	20
4044_9010_000074_000000	Philammon quietly submitted--if submission have anything to do with that state of mind in which sheer astonishment and novelty have broken up all the custom of man's nature, till the strangest deeds and sufferings are taken as matters of course.	Philammon quietly submitted-if submission have anything to do with that state of mind in which sheer astonishment and novelty have broken up all the custom of man's nature, till the strangest deeds and sufferings are taken as matters of course.	true	1372.85	1385.76	16
4044_9010_000074_000001	His sudden escape from the Laura, the new world of thought and action into which he had been plunged, the new companions with whom he had fallen in, had driven him utterly from his moorings, and now anything and everything might happen to him.	His sudden escape from the Laura, the new world of thought and action into which he had been plunged, the new companions with whom he had fallen in, had driven him utterly from his moorings, and now anything and everything might happen to him.	false	1385.76	1400.02	18.907696
4044_9010_000074_000002	He who had promised never to look upon woman found himself, by circumstances over which he had no control, amid a boatful of the most objectionable species of that most objectionable genus--and the utterly worst having happened, everything else which happened must be better than the worst. For the rest, he had gone forth to see the world--and this was one of the ways of it.	He who had promised never to look upon woman found himself, by circumstances over which he had no control, amid a boatful of the most objectionable species of that most objectionable genus-and the utterly worst having happened, everything else which happened must be better than the worst. For the rest, he had gone forth to see the world-and this was one of the ways of it.	false	1400.15	1423.75	19
4044_9010_000074_000003	So he made up his mind to see it, and be filled with the fruit of his own devices.	So he made up his mind to see it, and be filled with the fruit of his own devices.	true	1423.82	1427.86	16
4044_9010_000075_000000	And he would have been certainly filled with the same in five minutes more, in some shape too ugly to be mentioned: but, as even sinful women have hearts in them, Pelagia shrieked out--	And he would have been certainly filled with the same in five minutes more, in some shape too ugly to be mentioned: but, as even sinful women have hearts in them, Pelagia shrieked out-	true	1428.92	1439.46	19
4044_9010_000076_000000	'Amalric!	'Amalric!	false	1439.46	1440.39	22.84681
4044_9010_000076_000001	Amalric! do not let them!	Amalric! do not let them!	false	1440.39	1442.13	25.752272
4044_9010_000076_000002	I cannot bear it!'	I cannot bear it!'	true	1442.13	1443.43	24
4044_9010_000077_000000	'The warriors are free men, my darling, and know what is proper.	'The warriors are free men, my darling, and know what is proper.	true	1444.1	1447.48	20
4044_9010_000077_000001	And what can the life of such a brute be to you?'	And what can the life of such a brute be to you?'	true	1447.61	1450.03	21
4044_9010_000078_000000	Before he could stop her, Pelagia had sprung from her cushions, and thrown herself into the midst of the laughing ring of wild beasts.	Before he could stop her, Pelagia had sprung from her cushions, and thrown herself into the midst of the laughing ring of wild beasts.	true	1450.94	1457.98	16
4044_9010_000079_000000	'Spare him! spare him for my sake!' shrieked she.	'Spare him! spare him for my sake!' shrieked she.	true	1458.29	1461.91	19
4044_9010_000080_000000	'Oh, my pretty lady! you mustn't interrupt warriors' sport!'	'Oh, my pretty lady! you mustn't interrupt warriors' sport!'	false	1462.46	1466.82	21.704042
4044_9010_000081_000000	In an instant she had torn off her shawl, and thrown it over Philammon; and as she stood, with all the outlines of her beautiful limbs revealed through the thin robe of spangled gauze--	In an instant she had torn off her shawl, and thrown it over Philammon; and as she stood, with all the outlines of her beautiful limbs revealed through the thin robe of spangled gauze-	true	1466.82	1476.52	16
4044_9010_000082_000000	'Let the man who dares, touch him beneath that shawl!--though it be a saffron one!'	'Let the man who dares, touch him beneath that shawl!--though it be a saffron one!'	true	1476.92	1481.83	19
4044_9010_000083_000000	The Goths drew back.	The Goths drew back.	true	1482.92	1484.47	20.442833
4044_9010_000083_000001	For Pelagia herself they had as little respect as the rest of the world had.	For Pelagia herself they had as little respect as the rest of the world had.	true	1484.66	1488.67	16
4044_9010_000083_000002	But for a moment she was not the Messalina of Alexandria, but a woman; and true to the old woman-worshipping instinct, they looked one and all at her flashing eyes, full of noble pity and indignation, as well as of mere woman's terror--and drew back, and whispered together.	But for a moment she was not the Messalina of Alexandria, but a woman; and true to the old woman worshipping instinct, they looked one and all at her flashing eyes, full of noble pity and indignation, as well as of mere woman's terror-and drew back, and whispered together.	true	1488.83	1505.23	17
4044_9010_000084_000000	Whether the good spirit or the evil one would conquer, seemed for a moment doubtful, when Pelagia felt a heavy hand on her shoulder, and turning, saw Wulf the son of Ovida.	Whether the good spirit or the evil one would conquer, seemed for a moment doubtful, when Pelagia felt a heavy hand on her shoulder, and turning, saw Wulf the son of Ovida.	true	1505.93	1515.7	18
4044_9010_000085_000000	'Go back, pretty woman!	'Go back, pretty woman!	true	1516.43	1517.86	24.209877
4044_9010_000085_000001	Men, I claim the boy.	Men, I claim the boy.	true	1518.02	1519.89	19.141008
4044_9010_000085_000002	Smid, give him to me.	Smid, give him to me.	true	1519.89	1521.58	21.208918
4044_9010_000085_000003	He is your man.	He is your man.	true	1521.98	1523.03	17
4044_9010_000085_000004	You could have killed him if you had chosen, and did not; and no one else shall.'	You could have killed him if you had chosen, and did not; and no one else shall.'	true	1523.03	1526.95	17
4044_9010_000086_000000	'Give him us, Prince Wulf!	'Give him us, Prince Wulf!	true	1527.65	1529.01	21
4044_9010_000086_000001	We have not seen blood for many a day!'	We have not seen blood for many a day!'	true	1529.01	1531.15	14
4044_9010_000087_000000	'You might have seen rivers of it, if you had had the hearts to go onward.	'You might have seen rivers of it, if you had had the hearts to go onward.	true	1531.73	1535.47	19.288754
4044_9010_000087_000001	The boy is mine, and a brave boy.	The boy is mine, and a brave boy.	true	1535.87	1538.09	19.15647
4044_9010_000087_000002	He has upset a warrior fairly this day, and spared him; and we will make a warrior of him in return.'	He has upset a warrior fairly this day, and spared him; and we will make a warrior of him in return.'	true	1538.09	1543.78	18
4044_9010_000088_000000	And he lifted up the prostrate monk.	And he lifted up the prostrate monk.	true	1543.88	1545.82	21.284386
4044_9010_000089_000000	'You are my man now.	'You are my man now.	true	1546.28	1547.62	18.58366
4044_9010_000089_000001	Do you like fighting?'	Do you like fighting?'	true	1547.69	1548.91	19.98053
4044_9010_000090_000000	Philammon, not understanding the language in which he was addressed, could only shake his head--though if he had known what its import was, he could hardly in honesty have said, No.	Philammon, not understanding the language in which he was addressed, could only shake his head-though if he had known what its import was, he could hardly in honesty have said, no	true	1549.22	1560.28	16.554089
4044_9010_000091_000000	'He shakes his head!	'He shakes his head!	true	1560.62	1561.83	22.246418
4044_9010_000091_000001	He does not like it!	He does not like it!	true	1561.83	1563.04	24.337538
4044_9010_000091_000002	He is craven!	He is craven!	true	1563.05	1564.18	21.06849
4044_9010_000091_000003	Let us have him!'	Let us have him!'	true	1564.18	1565.5	22.751856
4044_9010_000092_000000	'I had killed kings when you were shooting frogs,' cried Smid. 'Listen to me, my sons!	'I had killed kings when you were shooting frogs,' cried Smid. 'Listen to me, my sons!	true	1566.02	1571.34	18.977863
4044_9010_000092_000001	A coward grips sharply at first, and loosens his hand after a while, because his blood is soon hot and soon cold.	A coward grips sharply at first, and loosens his hand after a while, because his blood is soon hot and soon cold.	true	1571.34	1578.22	19.77105
4044_9010_000092_000002	A brave man's grip grows the firmer the longer he holds, because the spirit of Odin comes upon him.	A brave man's grip grows the firmer the longer he holds, because the spirit of Odin comes upon him.	false	1578.29	1584.58	20.198042
4044_9010_000092_000003	I watched the boy's hands on my threat; and he will make a man; and I will make him one.	I watched the boy's hands on my threat; and he will make a man; and I will make him one.	true	1584.62	1589.71	19.242828
4044_9010_000092_000004	However, we may as well make him useful at once; so give him an oar.'	However, we may as well make him useful at once; so give him an oar.'	true	1590.23	1594.48	21.115747
4044_9010_000093_000000	'Well,' answered his new protector, 'he can as well row us as he rowed by us; and if we are to go back to a cow's death and the pool of Hela, the quicker we go the better.'	'Well,' answered his new protector, 'he can as well row us as he rowed by us; and if we are to go back to a cow's death and the pool of Hela, the quicker we go the better.'	false	1595.39	1606.03	18.9822
4044_9010_000094_000000	And as the men settled themselves again to their oars, one was put into Philammon's hand, which he managed with such strength and skill that his late tormentors, who, in spite of an occasional inclination to robbery and murder, were thoroughly good-natured, honest fellows, clapped him on the back, and praised him as heartily as they had just now heartily intended to torture him to death, and then went forward, as many of them as were not rowing, to examine the strange beast which they had just slaughtered, pawing him over from tusks to tail, putting their heads into his mouth, trying their knives on his hide, comparing him to all beasts, like and unlike, which they had ever seen, and laughing and shoving each other about with the fun and childish wonder of a party of schoolboys; till Smid, who was the wit of the party, settled the comparative anatomy of the subject for them--'Valhalla!	And as the men settled themselves again to their oars, one was put into Philammon's hand, which he managed with such strength and skill that his late tormentors, who, in spite of an occasional inclination to robbery and murder, were thoroughly good-natured, honest fellows, clapped him on the back, and praised him as heartily as they had just now heartily intended to torture him to death, and then went forward, as many of them as were not rowing, to examine the strange beast which they had just slaughtered, pawing him over from tusks to tail, putting their heads into his mouth, trying their knives on his hide, comparing him to all beasts, like and unlike, which they had ever seen, and laughing and shoving each other about with the fun and childish wonder of a party of schoolboys; till Smid, who was the wit of the party, settled the comparative anatomy of the subject for them-'Valhalla!	true	1606.94	1657.17	19
4044_9010_000094_000001	I've found out what he's most like!--One of those big blue plums, which gave us all the stomach-ache when we were encamped in the orchards above Ravenna!'	I've found out what he's most like!--One of those big blue plums, which gave us all the stomach ache when we were encamped in the orchards above Ravenna!'	false	1657.17	1675.23	17.736048
