1958_144503_000000_000000	'Oh, Agnes!	'Oh, Agnes!	false	0	1.02	12
1958_144503_000048_000000	'I have considered it, Trotwood,' said Agnes, looking to me, 'and I feel that it ought not to be, and must not be; even on the recommendation of a friend to whom I am so grateful, and owe so much.'	'I have considered it, Trotwood,' said Agnes, looking to me, 'and I feel that it ought not to be, and must not be; even on the recommendation of a friend to whom I am so grateful, and owe so much.'	true	1127.18	1139.05	18
1958_144503_000049_000000	'I will not say that I recommend it,' observed Traddles. 'I think it right to suggest it.	'I will not say that I recommend it,' observed Traddles. 'I think it right to suggest it.	true	1140.11	1145.38	17.063164
1958_144503_000049_000001	No more.'	No more.'	true	1145.51	1147.6	15.541826
1958_144503_000050_000000	'I am happy to hear you say so,' answered Agnes, steadily, 'for it gives me hope, almost assurance, that we think alike.	'I am happy to hear you say so,' answered Agnes, steadily, 'for it gives me hope, almost assurance, that we think alike.	true	1147.91	1154.92	17
1958_144503_000050_000001	Dear Mr. Traddles and dear Trotwood, papa once free with honour, what could I wish for!	Dear mr Traddles and dear Trotwood, papa once free with honour, what could I wish for!	true	1155.29	1161.52	21.943342
1958_144503_000050_000002	I have always aspired, if I could have released him from the toils in which he was held, to render back some little portion of the love and care I owe him, and to devote my life to him.	I have always aspired, if I could have released him from the toils in which he was held, to render back some little portion of the love and care I owe him, and to devote my life to him.	false	1161.92	1173.4	19.115736
1958_144503_000050_000003	It has been, for years, the utmost height of my hopes.	It has been, for years, the utmost height of my hopes.	false	1174.01	1176.88	16
1958_144503_000050_000004	To take our future on myself, will be the next great happiness--the next to his release from all trust and responsibility--that I can know.'	To take our future on myself, will be the next great happiness-the next to his release from all trust and responsibility-that I can know.'	true	1177.64	1186.63	18
1958_144503_000051_000000	'Have you thought how, Agnes?'	'Have you thought how, Agnes?'	true	1188.11	1189.75	16.814112
1958_144503_000052_000000	'Often!	'Often!	true	1190.6	1191.32	17.706991
1958_144503_000052_000001	I am not afraid, dear Trotwood.	I am not afraid, dear Trotwood.	true	1191.32	1193.26	19.048426
1958_144503_000052_000002	I am certain of success.	I am certain of success.	true	1193.69	1195.27	18
1958_144503_000052_000003	So many people know me here, and think kindly of me, that I am certain.	So many people know me here, and think kindly of me, that I am certain.	true	1195.76	1200.76	21.890911
1958_144503_000052_000004	Don't mistrust me.	Don't mistrust me.	true	1201.13	1202.53	19.479172
1958_144503_000052_000005	Our wants are not many.	Our wants are not many.	true	1202.72	1204.42	18.512747
1958_144503_000052_000006	If I rent the dear old house, and keep a school, I shall be useful and happy.'	If I rent the dear old house, and keep a school, I shall be useful and happy.'	true	1204.67	1210	19.383148
1958_144503_000053_000000	The calm fervour of her cheerful voice brought back so vividly, first the dear old house itself, and then my solitary home, that my heart was too full for speech.	The calm fervour of her cheerful voice brought back so vividly, first the dear old house itself, and then my solitary home, that my heart was too full for speech.	true	1211.54	1222.42	18
1958_144503_000053_000001	Traddles pretended for a little while to be busily looking among the papers.	Traddles pretended for a little while to be busily looking among the papers.	true	1223.51	1227.34	14
1958_144503_000054_000000	'Next, Miss Trotwood,' said Traddles, 'that property of yours.'	'Next, Miss Trotwood,' said Traddles, 'that property of yours.'	true	1228.49	1232.68	20.297134
1958_144503_000055_000000	'Well, sir,' sighed my aunt.	'Well, sir,' sighed my aunt.	true	1233.83	1235.58	13
1958_144503_000055_000001	'All I have got to say about it is, that if it's gone, I can bear it; and if it's not gone, I shall be glad to get it back.'	'All I have got to say about it is, that if it's gone, I can bear it; and if it's not gone, I shall be glad to get it back.'	true	1235.58	1244.65	20.127089
1958_144503_000056_000000	'It was originally, I think, eight thousand pounds, Consols?' said Traddles.	'It was originally, I think, eight thousand pounds, Consols?' said Traddles.	true	1245.29	1250.47	18
1958_144503_000057_000000	'Right!' replied my aunt.	'Right!' replied my aunt.	true	1251.02	1252.57	19
1958_144503_000058_000000	'I can't account for more than five,' said Traddles, with an air of perplexity.	'I can't account for more than five,' said Traddles, with an air of perplexity.	true	1253.18	1257.22	14
1958_144503_000059_000000	'--thousand, do you mean?' inquired my aunt, with uncommon composure, 'or pounds?'	'--thousand, do you mean?' inquired my aunt, with uncommon composure, 'or pounds?'	true	1257.95	1263.04	14
1958_144503_000060_000000	'Five thousand pounds,' said Traddles.	'Five thousand pounds,' said Traddles.	true	1263.71	1266.9	20.770397
1958_144503_000061_000000	'It was all there was,' returned my aunt.	'It was all there was,' returned my aunt.	true	1266.9	1268.89	17.782413
1958_144503_000061_000001	'I sold three, myself.	'I sold three, myself.	true	1268.89	1270.89	12
1958_144503_000061_000002	One, I paid for your articles, Trot, my dear; and the other two I have by me. When I lost the rest, I thought it wise to say nothing about that sum, but to keep it secretly for a rainy day.	One, I paid for your articles, Trot, my dear; and the other two I have by me. When I lost the rest, I thought it wise to say nothing about that sum, but to keep it secretly for a rainy day.	true	1270.89	1283.65	21.692715
1958_144503_000061_000003	I wanted to see how you would come out of the trial, Trot; and you came out nobly--persevering, self-reliant, self-denying!	I wanted to see how you would come out of the trial, Trot; and you came out nobly-persevering, self reliant, self denying!	true	1284.86	1292.89	17.890726
1958_144503_000061_000004	So did Dick.	So did Dick.	true	1293.59	1294.84	18.153988
1958_144503_000061_000005	Don't speak to me, for I find my nerves a little shaken!'	Don't speak to me, for I find my nerves a little shaken!'	true	1295.21	1298.26	17
1958_144503_000062_000000	Nobody would have thought so, to see her sitting upright, with her arms folded; but she had wonderful self-command.	Nobody would have thought so, to see her sitting upright, with her arms folded; but she had wonderful self command.	true	1299.41	1305.72	18.149874
1958_144503_000063_000000	'Then I am delighted to say,' cried Traddles, beaming with joy, 'that we have recovered the whole money!'	'Then I am delighted to say,' cried Traddles, beaming with joy, 'that we have recovered the whole money!'	false	1305.72	1312.57	19.360245
1958_144503_000064_000000	'Don't congratulate me, anybody!' exclaimed my aunt.	'Don't congratulate me, anybody!' exclaimed my aunt.	true	1313	1316.17	21.711367
1958_144503_000064_000001	'How so, sir?'	'How so, sir?'	true	1316.96	1318.36	16.206978
1958_144503_000065_000000	'You believed it had been misappropriated by Mr. Wickfield?' said Traddles.	'You believed it had been misappropriated by mr Wickfield?' said Traddles.	true	1319.06	1323.46	18
1958_144503_000066_000000	'Of course I did,' said my aunt, 'and was therefore easily silenced. Agnes, not a word!'	'Of course I did,' said my aunt, 'and was therefore easily silenced. Agnes, not a word!'	true	1323.74	1329.64	19.88034
1958_144503_000067_000000	'And indeed,' said Traddles, 'it was sold, by virtue of the power of management he held from you; but I needn't say by whom sold, or on whose actual signature.	'And indeed,' said Traddles, 'it was sold, by virtue of the power of management he held from you; but I needn't say by whom sold, or on whose actual signature.	true	1331.06	1341.16	20.648392
1958_144503_000067_000001	It was afterwards pretended to Mr. Wickfield, by that rascal,--and proved, too, by figures,--that he had possessed himself of the money (on general instructions, he said) to keep other deficiencies and difficulties from the light.	It was afterwards pretended to mr Wickfield, by that rascal,--and proved, too, by figures,--that he had possessed himself of the money (on general instructions, he said) to keep other deficiencies and difficulties from the light.	true	1341.65	1357.12	20.736378
1958_144503_000067_000002	Mr. Wickfield, being so weak and helpless in his hands as to pay you, afterwards, several sums of interest on a pretended principal which he knew did not exist, made himself, unhappily, a party to the fraud.'	mr Wickfield, being so weak and helpless in his hands as to pay you, afterwards, several sums of interest on a pretended principal which he knew did not exist, made himself, unhappily, a party to the fraud.'	true	1358.03	1372.84	20.447168
1958_144503_000068_000000	'And at last took the blame upon himself,' added my aunt; 'and wrote me a mad letter, charging himself with robbery, and wrong unheard of.	'And at last took the blame upon himself,' added my aunt; 'and wrote me a mad letter, charging himself with robbery, and wrong unheard of.	true	1374.05	1383.46	19.568481
1958_144503_000068_000001	Upon which I paid him a visit early one morning, called for a candle, burnt the letter, and told him if he ever could right me and himself, to do it; and if he couldn't, to keep his own counsel for his daughter's sake.---If anybody speaks to me, I'll leave the house!'	Upon which I paid him a visit early one morning, called for a candle, burnt the letter, and told him if he ever could right me and himself, to do it; and if he couldn't, to keep his own counsel for his daughter's sake.---If anybody speaks to me, I'll leave the house!'	true	1384.4	1400.35	21.368553
1958_144503_000069_000000	We all remained quiet; Agnes covering her face.	We all remained quiet; Agnes covering her face.	true	1401.29	1404.52	19.410727
1958_144503_000070_000000	'Well, my dear friend,' said my aunt, after a pause, 'and you have really extorted the money back from him?'	'Well, my dear friend,' said my aunt, after a pause, 'and you have really extorted the money back from him?'	true	1406.09	1411.99	19
1958_144503_000071_000000	'Why, the fact is,' returned Traddles, 'Mr.	'Why, the fact is,' returned Traddles, 'mr	true	1413.47	1416.3	22.09982
1958_144503_000071_000001	Micawber had so completely hemmed him in, and was always ready with so many new points if an old one failed, that he could not escape from us.	Micawber had so completely hemmed him in, and was always ready with so many new points if an old one failed, that he could not escape from us.	true	1416.3	1425.61	21.193977
1958_144503_000071_000002	A most remarkable circumstance is, that I really don't think he grasped this sum even so much for the gratification of his avarice, which was inordinate, as in the hatred he felt for Copperfield.	A most remarkable circumstance is, that I really don't think he grasped this sum even so much for the gratification of his avarice, which was inordinate, as in the hatred he felt for Copperfield.	false	1426.31	1438.12	18
1958_144503_000071_000003	He said so to me, plainly.	He said so to me, plainly.	true	1438.4	1440.25	21
1958_144503_000071_000004	He said he would even have spent as much, to baulk or injure Copperfield.'	He said he would even have spent as much, to baulk or injure Copperfield.'	true	1440.5	1444.69	18
1958_144503_000072_000000	'Ha!' said my aunt, knitting her brows thoughtfully, and glancing at Agnes. 'And what's become of him?'	'Ha!' said my aunt, knitting her brows thoughtfully, and glancing at Agnes. 'And what's become of him?'	true	1445.36	1451.2	20.072767
1958_144503_000073_000000	'I don't know.	'I don't know.	true	1451.9	1453.03	20.465054
1958_144503_000073_000001	He left here,' said Traddles, 'with his mother, who had been clamouring, and beseeching, and disclosing, the whole time.	He left here,' said Traddles, 'with his mother, who had been clamouring, and beseeching, and disclosing, the whole time.	true	1453.34	1459.39	14
1958_144503_000073_000002	They went away by one of the London night coaches, and I know no more about him; except that his malevolence to me at parting was audacious.	They went away by one of the London night coaches, and I know no more about him; except that his malevolence to me at parting was audacious.	true	1459.82	1468.21	17
1958_144503_000073_000003	He seemed to consider himself hardly less indebted to me, than to Mr. Micawber; which I consider (as I told him) quite a compliment.'	He seemed to consider himself hardly less indebted to me, than to mr Micawber; which I consider (as I told him) quite a compliment.'	true	1468.67	1477.93	21.224094
1958_144503_000074_000000	'Do you suppose he has any money, Traddles?' I asked.	'Do you suppose he has any money, Traddles?' I asked.	true	1478.96	1482.43	19.330421
1958_144503_000075_000000	'Oh dear, yes, I should think so,' he replied, shaking his head, seriously.	'Oh dear, yes, I should think so,' he replied, shaking his head, seriously.	true	1482.95	1487.35	15
1958_144503_000075_000001	'I should say he must have pocketed a good deal, in one way or other.	'I should say he must have pocketed a good deal, in one way or other.	false	1488.02	1493.2	21.116993
1958_144503_000075_000002	But, I think you would find, Copperfield, if you had an opportunity of observing his course, that money would never keep that man out of mischief.	But, I think you would find, Copperfield, if you had an opportunity of observing his course, that money would never keep that man out of mischief.	false	1493.57	1501.81	17
1958_144503_000075_000003	He is such an incarnate hypocrite, that whatever object he pursues, he must pursue crookedly.	He is such an incarnate hypocrite, that whatever object he pursues, he must pursue crookedly.	true	1502.24	1509.61	20
1958_144503_000075_000004	It's his only compensation for the outward restraints he puts upon himself.	It's his only compensation for the outward restraints he puts upon himself.	true	1510.4	1514.8	13
1958_144503_000075_000005	Always creeping along the ground to some small end or other, he will always magnify every object in the way; and consequently will hate and suspect everybody that comes, in the most innocent manner, between him and it.	Always creeping along the ground to some small end or other, he will always magnify every object in the way; and consequently will hate and suspect everybody that comes, in the most innocent manner, between him and it.	true	1515.77	1531	20.343134
1958_144503_000075_000006	So the crooked courses will become crookeder, at any moment, for the least reason, or for none.	So the crooked courses will become crookeder, at any moment, for the least reason, or for none.	true	1531.67	1538.2	19.716562
1958_144503_000075_000007	It's only necessary to consider his history here,' said Traddles, 'to know that.'	It's only necessary to consider his history here,' said Traddles, 'to know that.'	true	1538.9	1544.23	19
1958_144503_000076_000000	'He's a monster of meanness!' said my aunt.	'He's a monster of meanness!' said my aunt.	true	1544.87	1547.44	15
1958_144503_000077_000000	'Really I don't know about that,' observed Traddles thoughtfully.	'Really I don't know about that,' observed Traddles thoughtfully.	true	1548.68	1552.39	21.282017
1958_144503_000077_000001	'Many people can be very mean, when they give their minds to it.'	'Many people can be very mean, when they give their minds to it.'	true	1552.73	1556.14	17
1958_144503_000078_000000	'And now, touching Mr. Micawber,' said my aunt.	'And now, touching mr Micawber,' said my aunt.	true	1557.44	1561.57	19.037619
1958_144503_000079_000000	'Well, really,' said Traddles, cheerfully, 'I must, once more, give Mr. Micawber high praise.	'Well, really,' said Traddles, cheerfully, 'I must, once more, give mr Micawber high praise.	true	1562.06	1569.01	17.401297
1958_144503_000079_000001	But for his having been so patient and persevering for so long a time, we never could have hoped to do anything worth speaking of.	But for his having been so patient and persevering for so long a time, we never could have hoped to do anything worth speaking of.	true	1569.41	1577.05	19
1958_144503_000079_000002	And I think we ought to consider that Mr. Micawber did right, for right's sake, when we reflect what terms he might have made with Uriah Heep himself, for his silence.'	And I think we ought to consider that mr Micawber did right, for right's sake, when we reflect what terms he might have made with Uriah Heep himself, for his silence.'	true	1577.96	1588.93	19.26707
1958_144503_000080_000000	'I think so too,' said I.	'I think so too,' said i	true	1589.63	1591.54	17
1958_144503_000081_000000	'Now, what would you give him?' inquired my aunt.	'Now, what would you give him?' inquired my aunt.	true	1592.51	1595.04	17
1958_144503_000082_000000	'Oh!	'Oh!	false	1595.04	1596.45	20.989687
1958_144503_000082_000001	Before you come to that,' said Traddles, a little disconcerted, 'I am afraid I thought it discreet to omit (not being able to carry everything before me) two points, in making this lawless adjustment--for it's perfectly lawless from beginning to end--of a difficult affair. Those I.O.U.'s, and so forth, which Mr. Micawber gave him for the advances he had--'	Before you come to that,' said Traddles, a little disconcerted, 'I am afraid I thought it discreet to omit (not being able to carry everything before me) two points, in making this lawless adjustment-for it's perfectly lawless from beginning to end-of a difficult affair. Those i o u's, and so forth, which mr Micawber gave him for the advances he had-'	false	1596.45	1618.23	20.061293
1958_144503_000083_000000	'Well!	'Well!	true	1618.23	1618.62	21.414612
1958_144503_000083_000001	They must be paid,' said my aunt.	They must be paid,' said my aunt.	true	1618.62	1620.64	17
1958_144503_000084_000000	'Yes, but I don't know when they may be proceeded on, or where they are,' rejoined Traddles, opening his eyes; 'and I anticipate, that, between this time and his departure, Mr. Micawber will be constantly arrested, or taken in execution.'	'Yes, but I don't know when they may be proceeded on, or where they are,' rejoined Traddles, opening his eyes; 'and I anticipate, that, between this time and his departure, mr Micawber will be constantly arrested, or taken in execution.'	true	1621.31	1636.54	21.624123
1958_144503_000085_000000	'Then he must be constantly set free again, and taken out of execution,' said my aunt.	'Then he must be constantly set free again, and taken out of execution,' said my aunt.	true	1637.42	1642.09	19
1958_144503_000085_000001	'What's the amount altogether?'	'What's the amount altogether?'	true	1642.43	1644.46	22.088
1958_144503_000086_000000	'Why, Mr. Micawber has entered the transactions--he calls them transactions--with great form, in a book,' rejoined Traddles, smiling; 'and he makes the amount a hundred and three pounds, five.'	'Why, mr Micawber has entered the transactions-he calls them transactions-with great form, in a book,' rejoined Traddles, smiling; 'and he makes the amount a hundred and three pounds, five.'	true	1645.61	1659.97	20.963266
1958_144503_000087_000000	'Now, what shall we give him, that sum included?' said my aunt.	'Now, what shall we give him, that sum included?' said my aunt.	true	1660.04	1663.81	19
1958_144503_000087_000001	'Agnes, my dear, you and I can talk about division of it afterwards.	'Agnes, my dear, you and I can talk about division of it afterwards.	true	1663.94	1667.53	14
1958_144503_000087_000002	What should it be?	What should it be?	true	1667.96	1669.03	20.085476
1958_144503_000087_000003	Five hundred pounds?'	Five hundred pounds?'	true	1669.04	1670.29	21
1958_144503_000088_000000	Upon this, Traddles and I both struck in at once.	Upon this, Traddles and I both struck in at once.	true	1671.26	1674.37	17
1958_144503_000088_000001	We both recommended a small sum in money, and the payment, without stipulation to Mr. Micawber, of the Uriah claims as they came in.	We both recommended a small sum in money, and the payment, without stipulation to mr Micawber, of the Uriah claims as they came in.	true	1674.74	1683.28	20.106937
1958_144503_000088_000002	We proposed that the family should have their passage and their outfit, and a hundred pounds; and that Mr. Micawber's arrangement for the repayment of the advances should be gravely entered into, as it might be wholesome for him to suppose himself under that responsibility.	We proposed that the family should have their passage and their outfit, and a hundred pounds; and that mr Micawber's arrangement for the repayment of the advances should be gravely entered into, as it might be wholesome for him to suppose himself under that responsibility.	true	1684.58	1700.41	18
1958_144503_000088_000003	To this, I added the suggestion, that I should give some explanation of his character and history to Mr. Peggotty, who I knew could be relied on; and that to Mr. Peggotty should be quietly entrusted the discretion of advancing another hundred.	To this, I added the suggestion, that I should give some explanation of his character and history to mr Peggotty, who I knew could be relied on; and that to mr Peggotty should be quietly entrusted the discretion of advancing another hundred.	true	1701.29	1716.4	20.629995
1958_144503_000088_000004	I further proposed to interest Mr. Micawber in Mr. Peggotty, by confiding so much of Mr. Peggotty's story to him as I might feel justified in relating, or might think expedient; and to endeavour to bring each of them to bear upon the other, for the common advantage.	I further proposed to interest mr Micawber in mr Peggotty, by confiding so much of mr Peggotty's story to him as I might feel justified in relating, or might think expedient; and to endeavour to bring each of them to bear upon the other, for the common advantage.	false	1717.04	1735.18	22.065042
1958_144503_000088_000005	We all entered warmly into these views; and I may mention at once, that the principals themselves did so, shortly afterwards, with perfect good will and harmony.	We all entered warmly into these views; and I may mention at once, that the principals themselves did so, shortly afterwards, with perfect good will and harmony.	false	1735.97	1746.88	19.336874
1958_144503_000089_000000	Seeing that Traddles now glanced anxiously at my aunt again, I reminded him of the second and last point to which he had adverted.	Seeing that Traddles now glanced anxiously at my aunt again, I reminded him of the second and last point to which he had adverted.	true	1748.66	1757.14	19.501158
1958_144503_000090_000000	'You and your aunt will excuse me, Copperfield, if I touch upon a painful theme, as I greatly fear I shall,' said Traddles, hesitating; 'but I think it necessary to bring it to your recollection.	'You and your aunt will excuse me, Copperfield, if I touch upon a painful theme, as I greatly fear I shall,' said Traddles, hesitating; 'but I think it necessary to bring it to your recollection.	false	1758.83	1771.57	20.38186
1958_144503_000090_000001	On the day of Mr. Micawber's memorable denunciation a threatening allusion was made by Uriah Heep to your aunt's--husband.'	On the day of mr Micawber's memorable denunciation a threatening allusion was made by Uriah Heep to your aunt's-husband.'	true	1771.7	1779.82	17
1958_144503_000091_000000	My aunt, retaining her stiff position, and apparent composure, assented with a nod.	My aunt, retaining her stiff position, and apparent composure, assented with a nod.	true	1780.61	1787.5	16.90493
1958_144503_000092_000000	'Perhaps,' observed Traddles, 'it was mere purposeless impertinence?'	'Perhaps,' observed Traddles, 'it was mere purposeless impertinence?'	true	1787.57	1791.67	12
1958_144503_000093_000000	'No,' returned my aunt.	'No,' returned my aunt.	true	1791.89	1793.59	17.809526
1958_144503_000094_000000	'There was--pardon me--really such a person, and at all in his power?' hinted Traddles.	'There was-pardon me-really such a person, and at all in his power?' hinted Traddles.	true	1794.38	1802.73	21.069866
1958_144503_000095_000000	'Yes, my good friend,' said my aunt.	'Yes, my good friend,' said my aunt.	true	1802.73	1804.84	18.47102
1958_144503_000096_000000	Traddles, with a perceptible lengthening of his face, explained that he had not been able to approach this subject; that it had shared the fate of Mr. Micawber's liabilities, in not being comprehended in the terms he had made; that we were no longer of any authority with Uriah Heep; and that if he could do us, or any of us, any injury or annoyance, no doubt he would.	Traddles, with a perceptible lengthening of his face, explained that he had not been able to approach this subject; that it had shared the fate of mr Micawber's liabilities, in not being comprehended in the terms he had made; that we were no longer of any authority with Uriah Heep; and that if he could do us, or any of us, any injury or annoyance, no doubt he would.	true	1805.84	1829.89	19.149704
1958_144503_000097_000000	My aunt remained quiet; until again some stray tears found their way to her cheeks.	My aunt remained quiet; until again some stray tears found their way to her cheeks.	true	1831.52	1837.54	15
1958_144503_000097_000001	'You are quite right,' she said.	'You are quite right,' she said.	true	1838.48	1840.45	23.856956
1958_144503_000097_000002	'It was very thoughtful to mention it.'	'It was very thoughtful to mention it.'	true	1840.45	1842.4	17
1958_144503_000098_000000	'Can I--or Copperfield--do anything?' asked Traddles, gently.	'Can I-or Copperfield-do anything?' asked Traddles, gently.	true	1844.12	1849	18.484125
1958_144503_000099_000000	'Nothing,' said my aunt.	'Nothing,' said my aunt.	true	1849.52	1851.1	14
1958_144503_000099_000001	'I thank you many times.	'I thank you many times.	true	1851.32	1853.11	17
1958_144503_000099_000002	Trot, my dear, a vain threat!	Trot, my dear, a vain threat!	true	1853.9	1856.35	19.198664
1958_144503_000099_000003	Let us have Mr. and Mrs. Micawber back.	Let us have mr and mrs Micawber back.	true	1856.45	1858.85	19
1958_144503_000099_000004	And don't any of you speak to me!' With that she smoothed her dress, and sat, with her upright carriage, looking at the door.	And don't any of you speak to me!' With that she smoothed her dress, and sat, with her upright carriage, looking at the door.	true	1858.85	1866.1	20.305742
1958_144503_000100_000000	'Well, Mr. and Mrs. Micawber!' said my aunt, when they entered.	'Well, mr and mrs Micawber!' said my aunt, when they entered.	true	1867.25	1870.57	19.003845
1958_144503_000100_000001	'We have been discussing your emigration, with many apologies to you for keeping you out of the room so long; and I'll tell you what arrangements we propose.'	'We have been discussing your emigration, with many apologies to you for keeping you out of the room so long; and I'll tell you what arrangements we propose.'	true	1870.88	1880.62	19.37429
1958_144503_000101_000000	These she explained to the unbounded satisfaction of the family,--children and all being then present,--and so much to the awakening of Mr. Micawber's punctual habits in the opening stage of all bill transactions, that he could not be dissuaded from immediately rushing out, in the highest spirits, to buy the stamps for his notes of hand.	These she explained to the unbounded satisfaction of the family,--children and all being then present,--and so much to the awakening of mr Micawber's punctual habits in the opening stage of all bill transactions, that he could not be dissuaded from immediately rushing out, in the highest spirits, to buy the stamps for his notes of hand.	true	1881.68	1904.29	19
1958_144503_000101_000001	But, his joy received a sudden check; for within five minutes, he returned in the custody of a sheriff 's officer, informing us, in a flood of tears, that all was lost.	But, his joy received a sudden check; for within five minutes, he returned in the custody of a sheriff 's officer, informing us, in a flood of tears, that all was lost.	false	1904.96	1918.62	19.205568
1958_144503_000101_000002	We, being quite prepared for this event, which was of course a proceeding of Uriah Heep's, soon paid the money; and in five minutes more Mr. Micawber was seated at the table, filling up the stamps with an expression of perfect joy, which only that congenial employment, or the making of punch, could impart in full completeness to his shining face.	We, being quite prepared for this event, which was of course a proceeding of Uriah Heep's, soon paid the money; and in five minutes more mr Micawber was seated at the table, filling up the stamps with an expression of perfect joy, which only that congenial employment, or the making of punch, could impart in full completeness to his shining face.	true	1918.62	1943.38	20.452366
1958_144503_000101_000003	To see him at work on the stamps, with the relish of an artist, touching them like pictures, looking at them sideways, taking weighty notes of dates and amounts in his pocket-book, and contemplating them when finished, with a high sense of their precious value, was a sight indeed.	To see him at work on the stamps, with the relish of an artist, touching them like pictures, looking at them sideways, taking weighty notes of dates and amounts in his pocket book, and contemplating them when finished, with a high sense of their precious value, was a sight indeed.	true	1944.83	1963.57	22.52308
1958_144503_000102_000000	'Now, the best thing you can do, sir, if you'll allow me to advise you,' said my aunt, after silently observing him, 'is to abjure that occupation for evermore.'	'Now, the best thing you can do, sir, if you'll allow me to advise you,' said my aunt, after silently observing him, 'is to abjure that occupation for evermore.'	true	1964.93	1975.54	19
1958_144503_000103_000000	'Madam,' replied Mr. Micawber, 'it is my intention to register such a vow on the virgin page of the future.	'Madam,' replied mr Micawber, 'it is my intention to register such a vow on the virgin page of the future.	true	1976.42	1982.92	14
1958_144503_000103_000001	Mrs. Micawber will attest it.	mrs Micawber will attest it.	true	1983.89	1985.79	15
1958_144503_000103_000002	I trust,' said Mr. Micawber, solemnly, 'that my son Wilkins will ever bear in mind, that he had infinitely better put his fist in the fire, than use it to handle the serpents that have poisoned the life-blood of his unhappy parent!' Deeply affected, and changed in a moment to the image of despair, Mr. Micawber regarded the serpents with a look of gloomy abhorrence (in which his late admiration of them was not quite subdued), folded them up and put them in his pocket.	I trust,' said mr Micawber, solemnly, 'that my son Wilkins will ever bear in mind, that he had infinitely better put his fist in the fire, than use it to handle the serpents that have poisoned the life blood of his unhappy parent!' Deeply affected, and changed in a moment to the image of despair, mr Micawber regarded the serpents with a look of gloomy abhorrence (in which his late admiration of them was not quite subdued), folded them up and put them in his pocket.	true	1985.79	2017.72	19.830484
1958_144503_000104_000000	This closed the proceedings of the evening.	This closed the proceedings of the evening.	true	2019.65	2022.07	19
1958_144503_000104_000001	We were weary with sorrow and fatigue, and my aunt and I were to return to London on the morrow. It was arranged that the Micawbers should follow us, after effecting a sale of their goods to a broker; that Mr. Wickfield's affairs should be brought to a settlement, with all convenient speed, under the direction of Traddles; and that Agnes should also come to London, pending those arrangements.	We were weary with sorrow and fatigue, and my aunt and I were to return to London on the morrow. It was arranged that the Micawbers should follow us, after effecting a sale of their goods to a broker; that mr Wickfield's affairs should be brought to a settlement, with all convenient speed, under the direction of Traddles; and that Agnes should also come to London, pending those arrangements.	true	2022.5	2046.28	18.789383
1958_144503_000104_000002	We passed the night at the old house, which, freed from the presence of the Heeps, seemed purged of a disease; and I lay in my old room, like a shipwrecked wanderer come home.	We passed the night at the old house, which, freed from the presence of the Heeps, seemed purged of a disease; and I lay in my old room, like a shipwrecked wanderer come home.	true	2047.46	2059.75	20.460133
1958_144503_000105_000000	We went back next day to my aunt's house--not to mine--and when she and I sat alone, as of old, before going to bed, she said:	We went back next day to my aunt's house-not to mine-and when she and I sat alone, as of old, before going to bed, she said:	true	2061.62	2069.83	19
1958_144503_000106_000000	'Trot, do you really wish to know what I have had upon my mind lately?'	'Trot, do you really wish to know what I have had upon my mind lately?'	true	2070.17	2074.24	15
1958_144503_000107_000000	'Indeed I do, aunt.	'Indeed I do, aunt.	false	2074.91	2076.63	17.524372
1958_144503_000107_000001	If there ever was a time when I felt unwilling that you should have a sorrow or anxiety which I could not share, it is now.'	If there ever was a time when I felt unwilling that you should have a sorrow or anxiety which I could not share, it is now.'	true	2076.63	2083.57	15
1958_144503_000108_000000	'You have had sorrow enough, child,' said my aunt, affectionately, 'without the addition of my little miseries.	'You have had sorrow enough, child,' said my aunt, affectionately, 'without the addition of my little miseries.	true	2084.63	2090.59	16.79479
1958_144503_000108_000001	I could have no other motive, Trot, in keeping anything from you.'	I could have no other motive, Trot, in keeping anything from you.'	true	2091.14	2095.51	19.47765
1958_144503_000109_000000	'I know that well,' said I. 'But tell me now.'	'I know that well,' said i 'But tell me now.'	true	2096.27	2099.41	19.341362
1958_144503_000110_000000	'Would you ride with me a little way tomorrow morning?' asked my aunt.	'Would you ride with me a little way tomorrow morning?' asked my aunt.	true	2100.68	2104.24	15
1958_144503_000111_000000	'Of course.'	'Of course.'	true	2104.52	2105.41	17.436495
1958_144503_000112_000000	'At nine,' said she.	'At nine,' said she.	true	2106.2	2107.61	14
1958_144503_000112_000001	'I'll tell you then, my dear.'	'I'll tell you then, my dear.'	true	2107.61	2109.37	17.175972
1958_144503_000113_000000	At nine, accordingly, we went out in a little chariot, and drove to London.	At nine, accordingly, we went out in a little chariot, and drove to London.	true	2110.22	2114.77	19
1958_144503_000113_000001	We drove a long way through the streets, until we came to one of the large hospitals.	We drove a long way through the streets, until we came to one of the large hospitals.	true	2115.41	2119.75	15
1958_144503_000113_000002	Standing hard by the building was a plain hearse. The driver recognized my aunt, and, in obedience to a motion of her hand at the window, drove slowly off; we following.	Standing hard by the building was a plain hearse. The driver recognized my aunt, and, in obedience to a motion of her hand at the window, drove slowly off; we following.	true	2121.02	2133.25	18.916487
1958_144503_000114_000000	'You understand it now, Trot,' said my aunt.	'You understand it now, Trot,' said my aunt.	true	2135.12	2137.57	20
1958_144503_000114_000001	'He is gone!'	'He is gone!'	true	2137.57	2138.71	19.755512
1958_144503_000115_000000	'Did he die in the hospital?'	'Did he die in the hospital?'	true	2139.44	2141.02	21
