501_125128_000002_000001	Mr Boffin's face denoted Care and Complication.	Mr Boffin's face denoted Care and Complication.
501_125128_000151_000000	This draft on Mr Boffin's philosophy could only be met by that gentleman with the remark that everything that is at all, must begin at some time. Then, tucking his wife's arm under his own, that she might not be left by herself to be troubled again, he descended to release Wegg.	This draft on Mr Boffin's philosophy could only be met by that gentleman with the remark that everything that is at all, must begin at some time. Then, tucking his wife's arm under his own, that she might not be left by herself to be troubled again, he descended to release Wegg.
501_125128_000151_000001	Who, being something drowsy after his plentiful repast, and constitutionally of a shirking temperament, was well enough pleased to stump away, without doing what he had come to do, and was paid for doing.	Who, being something drowsy after his plentiful repast, and constitutionally of a shirking temperament, was well enough pleased to stump away, without doing what he had come to do, and was paid for doing.
501_125128_000152_000000	Mr Boffin then put on his hat, and Mrs Boffin her shawl; and the pair, further provided with a bunch of keys and a lighted lantern, went all over the dismal house--dismal everywhere, but in their own two rooms--from cellar to cock-loft.	Mr Boffin then put on his hat, and Mrs Boffin her shawl; and the pair, further provided with a bunch of keys and a lighted lantern, went all over the dismal house-dismal everywhere, but in their own two rooms-from cellar to cock loft.
501_125128_000153_000001	'That was the treatment, you see.	'That was the treatment, you see.
501_125128_000154_000000	'Yes, deary,' said Mrs Boffin, laying aside her shawl.	'Yes, deary,' said Mrs Boffin, laying aside her shawl.
501_125128_000154_000001	'I'm not nervous any more.	'I'm not nervous any more.
501_125128_000154_000004	But--'	But-'
501_125128_000158_000001	The old man's face, and it gets younger.	The old man's face, and it gets younger.
501_125128_000158_000002	The two children's faces, and they get older.	The two children's faces, and they get older.
501_125128_000158_000003	A face that I don't know.	A face that I don't know.
