2929_85685_000000_000000	FOOTNOTES:	FOOTNOTES:	false	0	0.15	-20
2929_85685_000015_000009	In such a conflict it will be Germany, and not France, that will have pawned her strength to the English-speaking peoples on the high seas.	In such a conflict it will be Germany, and not France, that will have pawned her strength to the English speaking peoples on the high seas.	true	1066.89	1074.19	18
2929_85685_000015_000010	And France will not fight alone.	And France will not fight alone.	true	1074.23	1076.25	19.461723
2929_85685_000015_000011	She will fight for Switzerland or Luxembourg, or the mouth of the Rhine.	She will fight for Switzerland or Luxembourg, or the mouth of the Rhine.	true	1076.25	1080.22	20.754772
2929_85685_000015_000012	She will fight with the gravity of remembered humiliations, with the whole awakened Slav-race at the back of her antagonist, and very probably with the support of the English-speaking peoples.	She will fight with the gravity of remembered humiliations, with the whole awakened Slav race at the back of her antagonist, and very probably with the support of the English speaking peoples.	true	1080.22	1090.89	21.549067
2929_85685_000016_000000	It must be pointed out how strong seems the tendency of the German Empire to repeat the history of Holland upon a larger scale.	It must be pointed out how strong seems the tendency of the German Empire to repeat the history of Holland upon a larger scale.	true	1090.89	1097.44	17
2929_85685_000016_000001	While the Dutch poured out all their strength upon the seas, in a conflict with the English that at the utmost could give them only trade, they let the possibilities of a great Low German synthesis pass utterly out of being. (In those days Low Germany stretched to Arras and Douay.) They positively dragged the English into the number of their enemies.	While the Dutch poured out all their strength upon the seas, in a conflict with the English that at the utmost could give them only trade, they let the possibilities of a great Low German synthesis pass utterly out of being. (In those days Low Germany stretched to Arras and Douay.) They positively dragged the English into the number of their enemies.	true	1097.44	1115.83	17
2929_85685_000016_000002	And to-day the Germans invade the sea with a threat and intention that will certainly create a countervailing American navy, fundamentally modify the policy of Great Britain, such as it is, and very possibly go far to effect the synthesis of the English-speaking peoples.	And to day the Germans invade the sea with a threat and intention that will certainly create a countervailing American navy, fundamentally modify the policy of Great Britain, such as it is, and very possibly go far to effect the synthesis of the English speaking peoples.	false	1115.84	1131.1	18
2929_85685_000017_000000	So involved, I do not see that the existing Germanic synthesis is likely to prevail in the close economic unity, the urban region that will arise in Western Europe.	So involved, I do not see that the existing Germanic synthesis is likely to prevail in the close economic unity, the urban region that will arise in Western Europe.	true	1131.11	1140.73	18
2929_85685_000017_000001	I imagine that the German Empire--that is, the organized expression of German aggression to-day--will be either shattered or weakened to the pitch of great compromises by a series of wars by land and sea; it will be forced to develop the autonomy of its rational middle class in the struggles that will render these compromises possible, and it will be finally not Imperial German ideas, but central European ideas possibly more akin to Swiss conceptions, a civilized republicanism finding its clearest expression in the French language, that will be established upon a bilingual basis throughout Western Europe, and increasingly predominant over the whole European mainland and the Mediterranean basin, as the twentieth century closes. The splendid dream of a Federal Europe, which opened the nineteenth century for France, may perhaps, after all, come to something like realization at the opening of the twenty-first.	I imagine that the German Empire-that is, the organized expression of German aggression to day-will be either shattered or weakened to the pitch of great compromises by a series of wars by land and sea; it will be forced to develop the autonomy of its rational middle class in the struggles that will render these compromises possible, and it will be finally not Imperial German ideas, but central European ideas possibly more akin to Swiss conceptions, a civilized republicanism finding its clearest expression in the French language, that will be established upon a bilingual basis throughout Western Europe, and increasingly predominant over the whole European mainland and the Mediterranean basin, as the twentieth century closes. The splendid dream of a Federal Europe, which opened the nineteenth century for France, may perhaps, after all, come to something like realization at the opening of the twenty first.	false	1140.73	1191.54	17
2929_85685_000017_000002	But just how long these things take, just how easily or violently they are brought about, depends, after all, entirely upon the rise in general intelligence in Europe.	But just how long these things take, just how easily or violently they are brought about, depends, after all, entirely upon the rise in general intelligence in Europe.	true	1191.54	1200.94	19
2929_85685_000017_000003	An ignorant, a merely trained or a merely cultured people, will not understand these coalescences, will fondle old animosities and stage hatreds, and for such a people there must needs be disaster, forcible conformities and war.	An ignorant, a merely trained or a merely cultured people, will not understand these coalescences, will fondle old animosities and stage hatreds, and for such a people there must needs be disaster, forcible conformities and war.	true	1200.94	1214.95	19
2929_85685_000017_000004	Europe will have her Irelands as well as her Scotlands, her Irelands of unforgettable wrongs, kicking, squalling, bawling most desolatingly, for nothing that any one can understand. There will be great scope for the shareholding dilettanti, great opportunities for literary quacks, in "national" movements, language leagues, picturesque plotting, and the invention of such "national" costumes as the world has never seen.	Europe will have her Irelands as well as her Scotlands, her Irelands of unforgettable wrongs, kicking, squalling, bawling most desolatingly, for nothing that any one can understand. There will be great scope for the shareholding dilettanti, great opportunities for literary quacks, in "national" movements, language leagues, picturesque plotting, and the invention of such "national" costumes as the world has never seen.	true	1214.95	1239.53	21
2929_85685_000017_000005	The cry of the little nations will go up to heaven, asserting the inalienable right of all little nations to sit down firmly in the middle of the high-road, in the midst of the thickening traffic, and with all their dear little toys about them, play and play--just as they used to play before the road had come....	The cry of the little nations will go up to heaven, asserting the inalienable right of all little nations to sit down firmly in the middle of the high road, in the midst of the thickening traffic, and with all their dear little toys about them, play and play-just as they used to play before the road had come....	false	1239.53	1260.87	21.832924
