1018_133447_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	true	4.59	6.52	20.459574
1018_133447_000057_000000	"No--that would never be!" she said.	"No-that would never be!" she said.	true	965.18	967.455	19.123102
1018_133447_000057_000001	"But--don't you understand? I--wanted to know--something.	"But-don't you understand? I-wanted to know-something.	true	967.455	971.62	23.609793
1018_133447_000057_000002	Thank you.	Thank you.	true	971.84	972.495	21.459791
1018_133447_000057_000003	I won't ask more now."	I won't ask more now."	true	972.495	973.93	25
1018_133447_000058_000000	"I've always meant to tell you--a good deal," remarked Ransford, after another pause.	"I've always meant to tell you-a good deal," remarked Ransford, after another pause.	true	974.57	979.75	22.481821
1018_133447_000058_000001	"You see, I can scarcely--yet--realize that you're both growing up!	"You see, I can scarcely-yet-realize that you're both growing up!	true	980	984.31	25.544235
1018_133447_000058_000002	You were at school a year ago.	You were at school a year ago.	true	984.5	986.265	21.269535
1018_133447_000058_000003	And Dick is still very young. Are--are you more satisfied now?" he went on anxiously.	And Dick is still very young. Are-are you more satisfied now?" he went on anxiously.	true	986.265	992.04	22.110243
1018_133447_000058_000004	"If not--"	"If not-"	true	992.04	992.89	23
1018_133447_000059_000000	"I'm quite satisfied," she answered.	"I'm quite satisfied," she answered.	true	992.9	995.175	22
1018_133447_000059_000001	"Perhaps--some day--you'll tell me more about our father and mother?--but never mind even that now.	"Perhaps-some day-you'll tell me more about our father and mother?--but never mind even that now.	true	995.175	1001.08	20.014654
1018_133447_000059_000002	You're sure you haven't minded my asking--what I have asked?"	You're sure you haven't minded my asking-what I have asked?"	true	1001.18	1005.07	21.770447
1018_133447_000060_000000	"Of course not--of course not!" he said hastily.	"Of course not-of course not!" he said hastily.	true	1005.2	1007.89	22.701958
1018_133447_000060_000001	"I ought to have remembered.	"I ought to have remembered.	true	1007.99	1009.51	19.045588
1018_133447_000060_000002	And--but we'll talk again.	And-but we'll talk again.	true	1009.61	1011.61	23.87821
1018_133447_000060_000003	I must get into the surgery--and have a word with Bryce, too."	I must get into the surgery-and have a word with Bryce, too."	true	1011.65	1015	22.438137
1018_133447_000061_000000	"If you could only make him see reason and promise not to offend again," she said.	"If you could only make him see reason and promise not to offend again," she said.	true	1016.39	1020.86	18
1018_133447_000061_000001	"Wouldn't that solve the difficulty?"	"Wouldn't that solve the difficulty?"	true	1020.86	1022.65	20.380695
1018_133447_000062_000000	Ransford shook his head and made no answer.	Ransford shook his head and made no answer.	true	1023.38	1025.85	22.381788
1018_133447_000062_000001	He picked up his letters again and went out, and down a long stone-walled passage which led to his surgery at the side of the house.	He picked up his letters again and went out, and down a long stone walled passage which led to his surgery at the side of the house.	false	1025.85	1033.66	19.886202
1018_133447_000062_000002	He was alone there when he had shut the door--and he relieved his feelings with a deep groan.	He was alone there when he had shut the door-and he relieved his feelings with a deep groan.	true	1033.76	1038.97	22.39252
1018_133447_000063_000000	"Heaven help me if the lad ever insists on the real truth and on having proofs and facts given to him!" he muttered.	"Heaven help me if the lad ever insists on the real truth and on having proofs and facts given to him!" he muttered.	true	1039.34	1046.11	22.617004
1018_133447_000063_000001	"I shouldn't mind telling her, when she's a bit older--but he wouldn't understand as she would. Anyway, thank God I can keep up the pleasant fiction about the money without her ever knowing that I told her a deliberate lie just now. But--what's in the future?	"I shouldn't mind telling her, when she's a bit older-but he wouldn't understand as she would. Anyway, thank God I can keep up the pleasant fiction about the money without her ever knowing that I told her a deliberate lie just now. But-what's in the future?	true	1046.39	1062.28	22.641262
1018_133447_000063_000002	Here's one man to be dismissed already, and there'll be others, and one of them will be the favoured man.	Here's one man to be dismissed already, and there'll be others, and one of them will be the favoured man.	true	1062.56	1068.61	20.41949
1018_133447_000063_000003	That man will have to be told!	That man will have to be told!	true	1069.13	1071.31	24.543413
1018_133447_000063_000004	And--so will she, then.	And-so will she, then.	true	1071.56	1073.89	21.790678
1018_133447_000063_000005	And--my God! she doesn't see, and mustn't see, that I'm madly in love with her myself!	And-my God! she doesn't see, and mustn't see, that I'm madly in love with her myself!	true	1074.11	1079.74	18
1018_133447_000063_000006	She's no idea of it--and she shan't have; I must--must continue to be--only the guardian!"	She's no idea of it-and she shan't have; I must-must continue to be-only the guardian!"	true	1079.78	1086.7	23.7453
1018_133447_000064_000000	He laughed a little cynically as he laid his letters down on his desk and proceeded to open them--in which occupation he was presently interrupted by the opening of the side-door and the entrance of Mr. Pemberton Bryce.	He laughed a little cynically as he laid his letters down on his desk and proceeded to open them-in which occupation he was presently interrupted by the opening of the side door and the entrance of mr Pemberton Bryce.	false	1087.64	1110.69	22.4097
