8722_296473_000000_000000	He, worthy creature, also rejoiced at sight of her, and hugged her to his manly breast.	He, worthy creature, also rejoiced at sight of her, and hugged her to his manly breast.	false	0	2.46	15.616094
8722_296473_000075_000000	Another test was to place the suspected witch in the middle of a room, upon a stool or table, cross-legged, or in some other uneasy posture, and if she were refractory, she was tied too by cords, and kept without meat or sleep for a space of four-and-twenty hours; all this time she was strictly watched, because it was believed that in the course of that time her imp would come to suck her, for whom some hole or ingress was provided.	Another test was to place the suspected witch in the middle of a room, upon a stool or table, cross legged, or in some other uneasy posture, and if she were refractory, she was tied too by cords, and kept without meat or sleep for a space of four and twenty hours; all this time she was strictly watched, because it was believed that in the course of that time her imp would come to suck her, for whom some hole or ingress was provided.	true	986.96	1012.18	15
8722_296473_000075_000001	The watchers swept the room frequently, so that nothing might escape them; and should a fly or spider be found that had the activity to elude them, they were assured these were the imps.	The watchers swept the room frequently, so that nothing might escape them; and should a fly or spider be found that had the activity to elude them, they were assured these were the imps.	true	1012.4	1022.94	16
8722_296473_000075_000002	In 1645 one was hanged at Cambridge, who kept a tame frog which was sworn to be her imp; and one at Gloucester, in 1649, who was convicted for having suckled a sow in the form of a little black creature.	In sixteen forty five one was hanged at Cambridge, who kept a tame frog which was sworn to be her imp; and one at Gloucester, in sixteen forty nine, who was convicted for having suckled a sow in the form of a little black creature.	false	1022.94	1036.78	16
8722_296473_000075_000003	In "a Tryal of Witches, at Bury St. Edmunds, 1664," a witness deposed to having caught one of these imps in a blanket, waiting for her child, who slept in it and was bewitched; that it was in the form of a toad, and was caught and thrown into the fire, where "it made a great and horrible noise, and after a space there was a flashing in the fire like gunpowder, making a noise like the discharge of a pistol, and thereupon the toad was no more seen nor heard." All of which was the simple natural result of this cruel proceeding, but which was received by judge and jury, at that time, of the poor toad being an imp!	In "a Tryal of Witches, at Bury st Edmunds, sixteen sixty four," a witness deposed to having caught one of these imps in a blanket, waiting for her child, who slept in it and was bewitched; that it was in the form of a toad, and was caught and thrown into the fire, where "it made a great and horrible noise, and after a space there was a flashing in the fire like gunpowder, making a noise like the discharge of a pistol, and thereupon the toad was no more seen nor heard." All of which was the simple natural result of this cruel proceeding, but which was received by judge and jury, at that time, of the poor toad being an imp!	false	1036.91	1076.17	17
8722_296473_000076_000000	Hutchinson, in his essay on witchcraft, says:--"It was very requisite that these witch-finders should take care to go to no towns but where they might do what they would without being controlled by sticklers; but if the times had not been as they were, they would have found but few towns where they might be suffered to use the trial of the stool, which was as bad as most tortures.	Hutchinson, in his essay on witchcraft, says:--"It was very requisite that these witch finders should take care to go to no towns but where they might do what they would without being controlled by sticklers; but if the times had not been as they were, they would have found but few towns where they might be suffered to use the trial of the stool, which was as bad as most tortures.	true	1076.36	1095.1	15
8722_296473_000076_000001	Do but imagine a poor old creature, under all the weakness and infirmities of old age, set like a fool in the middle of a room, with a rabble of ten towns about her home; then her legs tied across, that all the weight of her body might rest upon her seat.	Do but imagine a poor old creature, under all the weakness and infirmities of old age, set like a fool in the middle of a room, with a rabble of ten towns about her home; then her legs tied across, that all the weight of her body might rest upon her seat.	false	1095.47	1110.94	15
8722_296473_000076_000002	By that means, after some hours, the circulation of the blood would be stopped, and her sitting would be as painful as the wooden horse.	By that means, after some hours, the circulation of the blood would be stopped, and her sitting would be as painful as the wooden horse.	true	1111.07	1118.44	11
8722_296473_000076_000003	Then must she continue in pain four-and-twenty hours, without either sleep or meat; and since this was their ungodly way of trial, what wonder was it if, when they were weary of their lives, they confessed many tales that would please them, and many times they knew not what."	Then must she continue in pain four and twenty hours, without either sleep or meat; and since this was their ungodly way of trial, what wonder was it if, when they were weary of their lives, they confessed many tales that would please them, and many times they knew not what."	true	1118.66	1134.25	12
8722_296473_000077_000000	Hopkins' favourite and ultimate method of proof was by swimming, as before narrated.	Hopkins' favourite and ultimate method of proof was by swimming, as before narrated.	true	1134.98	1139.77	14
8722_296473_000077_000001	They tied together the thumbs and toes of the suspected person, about whose waist was fastened a cord, the ends of which were held on the banks of the river by two men, whose power it was to strain or slacken it.	They tied together the thumbs and toes of the suspected person, about whose waist was fastened a cord, the ends of which were held on the banks of the river by two men, whose power it was to strain or slacken it.	true	1139.93	1151.32	14
8722_296473_000077_000002	If they floated, they were witches.	If they floated, they were witches.	true	1151.66	1153.57	16
8722_296473_000077_000003	After a considerable course of wicked accusation on the part of Hopkins and his accomplices, testing all by these modes of trial, and ending in the cruel deaths of many wretched old persons, a reaction against him took place, probably at the instigation of some whose friends had been condemned innocently, or of those who were too wise to believe in his tests, and disgusted with his cold wickedness.	After a considerable course of wicked accusation on the part of Hopkins and his accomplices, testing all by these modes of trial, and ending in the cruel deaths of many wretched old persons, a reaction against him took place, probably at the instigation of some whose friends had been condemned innocently, or of those who were too wise to believe in his tests, and disgusted with his cold wickedness.	true	1153.64	1175.65	12
8722_296473_000077_000004	His own famous and conclusive evidence--the experiment of swimming--was tried _upon himself_; and this wretch, who had sacrificed so many, by the same test, was found to be _guilty_, too.	His own famous and conclusive evidence-the experiment of swimming-was tried underscore upon himself underscore; and this wretch, who had sacrificed so many, by the same test, was found to be underscore guilty underscore, too.	false	1175.99	1188.3	18
8722_296473_000077_000005	He was deservedly condemned, and suffered death himself as a wizard.	He was deservedly condemned, and suffered death himself as a wizard.	true	1188.3	1192.57	15
8722_296473_000078_000000	Dr. Harsenet, Archbishop of York, in his _Declaration of Popish Impostures_, says, "Out of those is shap'd us the true idea of a witch, an old weather-beaten crone, having her chin and knees meeting for age, walking like a bow leaning on a staff, hollow ey'd, untooth'd, furrow'd on her face, having her lips trembling with the palsy, going mumbling in the streets--one that hath forgotten her pater-noster, and yet hath a shrewd tongue to call a drab a drab!--if she hath learned of an old wife in a chimney end, pax, max, fax, for a spell, or can say Sir John Grantham's curse for a nuller's eels--'All ye that have stolen the miller's eels, Laudate Dominum de Coelis, and they that have consented thereto, Benedicamus Domino,' why then, beware, look about you, my neighbours.	dr Harsenet, Archbishop of York, in his underscore Declaration of Popish Impostures underscore, says, "Out of those is shap'd us the true idea of a witch, an old weather beaten crone, having her chin and knees meeting for age, walking like a bow leaning on a staff, hollow ey'd, untooth'd, furrow'd on her face, having her lips trembling with the palsy, going mumbling in the streets-one that hath forgotten her pater noster, and yet hath a shrewd tongue to call a drab a drab!--if she hath learned of an old wife in a chimney end, pax, max, fax, for a spell, or can say Sir john Grantham's curse for a nuller's eels-'All ye that have stolen the miller's eels, Laudate Dominum de Coelis, and they that have consented thereto, Benedicamus Domino,' why then, beware, look about you, my neighbours.	false	1192.91	1245.79	15
8722_296473_000078_000001	If any of you have a sheep sick of the giddies, or a hog of the mumps, or a horse of the staggers, or a knavish boy of the school, or an idle girl of the wheel, or a young drab of the sullens, and hath not fat enough for her porridge, or butter enough for her bread, and she hath a little help of the epilepsy or cramp to teach her to roll her eyes, wry her mouth, gnash her teeth, startle with her body, hold her arms and hands stiff, etc.	If any of you have a sheep sick of the giddies, or a hog of the mumps, or a horse of the staggers, or a knavish boy of the school, or an idle girl of the wheel, or a young drab of the sullens, and hath not fat enough for her porridge, or butter enough for her bread, and she hath a little help of the epilepsy or cramp to teach her to roll her eyes, wry her mouth, gnash her teeth, startle with her body, hold her arms and hands stiff, etc	false	1245.83	1273.15	13
8722_296473_000078_000002	And then, when an old Mother Nobs hath by chance called her 'idle young housewife,' or bid the devil scratch her, then no doubt but Mother Nobs is the witch, and the young girl is owl-blasted, etc.	And then, when an old Mother Nobs hath by chance called her 'idle young housewife,' or bid the devil scratch her, then no doubt but Mother Nobs is the witch, and the young girl is owl blasted, etc	true	1273.31	1286.77	17
8722_296473_000078_000003	They that have their brains baited, and their fancies distempered, with the imaginations and apprehensions of witches, conjurors, and fairies, and all that lymphatical chimera, I find to be marshalled in one of these five ranks:--Children, fools, women, cowards, sick or black melancholic discomposed wits."	They that have their brains baited, and their fancies distempered, with the imaginations and apprehensions of witches, conjurors, and fairies, and all that lymphatical chimera, I find to be marshalled in one of these five ranks:--Children, fools, women, cowards, sick or black melancholic discomposed wits."	true	1287.11	1308.04	16
8722_296473_000079_000000	Many hundreds of poor old women, and many a Cat, were sacrificed to the zealous Master Hopkins, for Cats and Kittens were frequently said to be imps, who had taken that form.	Many hundreds of poor old women, and many a Cat, were sacrificed to the zealous Master Hopkins, for Cats and Kittens were frequently said to be imps, who had taken that form.	true	1309.19	1319.17	16
8722_296473_000079_000001	However, he was not the only scoundrel who made witch-finding a trade.	However, he was not the only scoundrel who made witch finding a trade.	true	1319.24	1323.07	16
8722_296473_000080_000000	In Syke's _Local Recorder_, mention is made of a Scotchman, who pretended great powers of discovering witchcraft, and was engaged by the townsmen of Newcastle to practise there; and one man and fifteen women were hanged by him.	In Syke's underscore Local Recorder underscore, mention is made of a Scotchman, who pretended great powers of discovering witchcraft, and was engaged by the townsmen of Newcastle to practise there; and one man and fifteen women were hanged by him.	false	1324.16	1335.94	14
8722_296473_000080_000001	But he ultimately shared, as Hopkins did, the cruel fate he had awarded to so many others.	But he ultimately shared, as Hopkins did, the cruel fate he had awarded to so many others.	true	1336.31	1341.79	15
8722_296473_000080_000002	"When the witch-finder had done in Newcastle, and received his wages, he went into Northumberland to try women there, and got three pounds a-piece; but Henry Doyle, Esq., laid hold on him, and required bond of him to answer at the Sessions.	"When the witch finder had done in Newcastle, and received his wages, he went into Northumberland to try women there, and got three pounds a piece; but Henry Doyle, e s q., laid hold on him, and required bond of him to answer at the Sessions.	false	1341.98	1356.43	17
8722_296473_000080_000003	He escaped into Scotland, where he was made prisoner, indicted, arraigned, and condemned for such-like villany exercised in Scotland, and confessed at the gallows that he had been the death of above two hundred and twenty women in England and Scotland."	He escaped into Scotland, where he was made prisoner, indicted, arraigned, and condemned for such like villany exercised in Scotland, and confessed at the gallows that he had been the death of above two hundred and twenty women in England and Scotland."	true	1356.56	1370.71	13
8722_296473_000081_000000	Here is an account of the death of a famous witch's famous Cat:--	Here is an account of the death of a famous witch's famous Cat:--	true	1372.85	1376.56	19
8722_296473_000082_000000	"Ye rats, in triumph elevate your ears! Exult, ye mice! for Fate's abhorred shears Of Dick's nine lives have slit the Cat-guts nine; Henceforth he mews 'midst choirs of Cats divine!"	"Ye rats, in triumph elevate your ears! Exult, ye mice! for Fate's abhorred shears Of Dick's nine lives have slit the Cat guts nine; Henceforth he mews 'midst choirs of Cats divine!"	false	1378.07	1390.33	12
8722_296473_000083_000000	So sings Mr. Huddesford, in a "Monody on the death of Dick, an Academical Cat," with this motto:--	So sings mr Huddesford, in a "Monody on the death of Dick, an Academical Cat," with this motto:--	false	1391.57	1398.63	16
8722_296473_000084_000000	"Mi-Cat inter omnes." _Hor.	"Mi Cat inter omnes." underscore h o r.	false	1398.63	1402.68	18.22792
8722_296473_000084_000001	Carm._, Lib.	Carm.underscore, Lib.	false	1402.68	1404.12	17.242237
8722_296473_000084_000002	i., Ode 12.	i., Ode twelve.	false	1404.12	1406.11	18.25219
8722_296473_000085_000000	He brings his Cat, Dick, from the Flood, and consequently through Rutterkin, a Cat who was "cater-cousin to the great-great-great-great-great-great-great-great-great-grandmother of Grimalkin, and first Cat in the Caterie of an old woman, who was tried for bewitching a daughter of the Countess of Rutland, in the beginning of the sixteenth century." The monodist connects him with Cats of great renown in the annals of witchcraft; a science whereto they have been allied as closely as poor old women, one of whom, it appears, on the authority of an old pamphlet, entitled "_Mewes from Scotland_," etc., printed in the year 1591, "confessed that she took a Cat and christened it, etc., and that in the night following, the said Cat was conveyed into the middest of the sea by all these witches sayling in their riddles, or cives, so left the said Cat right before the towne of Leith, in Scotland.	He brings his Cat, Dick, from the Flood, and consequently through Rutterkin, a Cat who was "cater cousin to the great great great great great great great great great grandmother of Grimalkin, and first Cat in the Caterie of an old woman, who was tried for bewitching a daughter of the Countess of Rutland, in the beginning of the sixteenth century." The monodist connects him with Cats of great renown in the annals of witchcraft; a science whereto they have been allied as closely as poor old women, one of whom, it appears, on the authority of an old pamphlet, entitled "underscore Mewes from Scotland underscore," etc, printed in the year fifteen ninety one, "confessed that she took a Cat and christened it, etc, and that in the night following, the said Cat was conveyed into the middest of the sea by all these witches sayling in their riddles, or cives, so left the said Cat right before the towne of Leith, in Scotland.	false	1406.93	1460.47	14
8722_296473_000085_000001	This done, there did arise such a tempest at sea, as a greater hath not been seen since. Againe it is confessed that the said christened Cat was the cause of the Kinge's majestie's shippe, at his coming forthe of Denmark, had a contrarie winde to the rest of the shippes then being in his companie, which thing was most straunge and true, as the Kinge's Majestie acknowledgeth, for when the rest of the shippes had a fair and good winde, then was the winde contrarie, and altogether against his Majestie," etc.	This done, there did arise such a tempest at sea, as a greater hath not been seen since. Againe it is confessed that the said christened Cat was the cause of the Kinge's majestie's shippe, at his coming forthe of Denmark, had a contrarie winde to the rest of the shippes then being in his companie, which thing was most straunge and true, as the Kinge's Majestie acknowledgeth, for when the rest of the shippes had a fair and good winde, then was the winde contrarie, and altogether against his Majestie," etc	false	1460.69	1489.36	12
8722_296473_000086_000000	All sorts of Cats, according to Huddesford, lamented the death of his favourite, whom he calls "premier Cat upon the catalogue," and who, preferring sprats to all other fish:--	All sorts of Cats, according to Huddesford, lamented the death of his favourite, whom he calls "premier Cat upon the catalogue," and who, preferring sprats to all other fish:--	true	1489.91	1501.12	17
8722_296473_000087_000000	"Had swallow'd down a score, without remorse, And three fat mice slew for a second course; But, while the third his grinders dyed with gore, Sudden those grinders clos'd--to grind no more! And, dire to tell!	"Had swallow'd down a score, without remorse, And three fat mice slew for a second course; But, while the third his grinders dyed with gore, Sudden those grinders clos'd-to grind no more! And, dire to tell!	false	1502.24	1514.88	16
8722_296473_000087_000001	commission'd by old Nick, A catalepsy made an end of Dick. Calumnious Cats, who circulate _faux pas_, And reputations maul with murderous claws; Shrill Cats, whom fierce domestic brawls delight, Cross Cats, who nothing want but teeth to bite; Starch Cats of puritanic aspect sad, And learned Cats, who talk their husbands mad; Confounded Cats, who cough, and croak, and cry, And maudlin Cats who drink eternally; Fastidious Cats, who pine for costly cates, And jealous Cats who catechise their mates; Cat prudes who, when they're ask'd the question, squall, And ne'er give answer categorical; Uncleanly Cats, who never pare their nails, Cat-gossips, full of Canterbury tales; Cat-grandams, vex'd with asthmas and catarrhs, And superstitious Cats, who curse their stars; Cats of each class, craft, calling, and degree, Mourn Dick's calamitous catastrophe! Yet while I chant the cause of Richard's end, Ye sympathising Cats, your tears suspend! Then shed enough to float a dozen whales, And use for pocket handkerchiefs your tails! Ah! though thy bust adorn no sculptur'd shrine, No vase thy relics rare to fame consign; No rev'rend characters thy rank express, Nor hail thee, Dick, 'D.D. nor F.R.S.' Though no funereal cypress shade thy tomb, For thee the wreaths of Paradise shall bloom; There, while Grimalkin's mew her Richard greets, A thousand Cats shall purr on purple seats. E'en now I see, descending from his throne, Thy venerable Cat, O Whittington! The kindred excellence of Richard hail, And wave with joy his gratulating tail! There shall the worthies of the whiskered race Elysian mice o'er floors of sapphire chase, Midst beds of aromatic marum stray, Or raptur'd rove beside the milky way. Kittens, than eastern houris fairer seen, Whose bright eyes glisten with immortal green, Shall smooth for tabby swains their yielding fur, And, to their amorous mews, assenting purr;-- There, like Alcmena's, shall Grimalkin's son In bliss repose,--his mousing labours done, Fate, envy, curs, time, tide, and traps defy, And caterwaul to all eternity."	commission'd by old Nick, A catalepsy made an end of Dick. Calumnious Cats, who circulate underscore faux pas underscore, And reputations maul with murderous claws; Shrill Cats, whom fierce domestic brawls delight, Cross Cats, who nothing want but teeth to bite; Starch Cats of puritanic aspect sad, And learned Cats, who talk their husbands mad; Confounded Cats, who cough, and croak, and cry, And maudlin Cats who drink eternally; Fastidious Cats, who pine for costly cates, And jealous Cats who catechise their mates; Cat prudes who, when they're ask'd the question, squall, And ne'er give answer categorical; Uncleanly Cats, who never pare their nails, Cat gossips, full of Canterbury tales; Cat grandams, vex'd with asthmas and catarrhs, And superstitious Cats, who curse their stars; Cats of each class, craft, calling, and degree, Mourn Dick's calamitous catastrophe! Yet while I chant the cause of Richard's end, Ye sympathising Cats, your tears suspend! Then shed enough to float a dozen whales, And use for pocket handkerchiefs your tails! Ah! though thy bust adorn no sculptur'd shrine, No vase thy relics rare to fame consign; No rev'rend characters thy rank express, Nor hail thee, Dick, 'd d nor f r s' Though no funereal cypress shade thy tomb, For thee the wreaths of Paradise shall bloom; There, while Grimalkin's mew her Richard greets, A thousand Cats shall purr on purple seats. E'en now I see, descending from his throne, Thy venerable Cat, O Whittington! The kindred excellence of Richard hail, And wave with joy his gratulating tail! There shall the worthies of the whiskered race Elysian mice o'er floors of sapphire chase, Midst beds of aromatic marum stray, Or raptur'd rove beside the milky way. Kittens, than eastern houris fairer seen, Whose bright eyes glisten with immortal green, Shall smooth for tabby swains their yielding fur, And, to their amorous mews, assenting purr;-- There, like Alcmena's, shall Grimalkin's son In bliss repose,--his mousing labours done, Fate, envy, curs, time, tide, and traps defy, And caterwaul to all eternity."	false	1514.88	1657.2	16
8722_296473_000088_000000	To conclude this Chapter, an incident which took place only a few days ago, in Essex, at a village within forty miles of London, and which came under the personal knowledge of the writer, may be adduced, to show that, however witchcraft may have been laughed away--and laughter has been more effectual to rid the world of it than rope or stake--there are still to be found individuals who believe in the evil powers of hook-nosed crones, black Cats, and broom-sticks.	To conclude this Chapter, an incident which took place only a few days ago, in Essex, at a village within forty miles of London, and which came under the personal knowledge of the writer, may be adduced, to show that, however witchcraft may have been laughed away-and laughter has been more effectual to rid the world of it than rope or stake-there are still to be found individuals who believe in the evil powers of hook nosed crones, black Cats, and broom sticks.	false	1657.2	1680.97	13
8722_296473_000089_000000	In a squalid hut lived a miserable dame, whose only claims to a demoniacal connection were her excessive age and her sombre Cat.	In a squalid hut lived a miserable dame, whose only claims to a demoniacal connection were her excessive age and her sombre Cat.	true	1681.19	1688.68	13
8722_296473_000089_000001	Whether the neighbours thought the Cat was more of a witch than the woman, or whether they had a wholesome dread of the punishment inflicted upon murderers, it was upon the _animal_ the bewitched ones determined to wreak their vengeance, and then it was that the true satanic nature of poor Puss appeared.	Whether the neighbours thought the Cat was more of a witch than the woman, or whether they had a wholesome dread of the punishment inflicted upon murderers, it was upon the underscore animal underscore the bewitched ones determined to wreak their vengeance, and then it was that the true satanic nature of poor Puss appeared.	false	1689.5	1705.06	13
8722_296473_000089_000002	Traps were set to catch her, but she would not be caught; ropes were purchased to hang her, but she would not bow her head to the noose; and, finally, a blunderbuss was loaded to shoot her--loaded to the very muzzle.	Traps were set to catch her, but she would not be caught; ropes were purchased to hang her, but she would not bow her head to the noose; and, finally, a blunderbuss was loaded to shoot her-loaded to the very muzzle.	true	1705.25	1717.54	14
8722_296473_000089_000003	By conjurations and enchantments, when that gun was fired, it knocked the holder backwards, and never injured the black Cat.	By conjurations and enchantments, when that gun was fired, it knocked the holder backwards, and never injured the black Cat.	true	1717.61	1725.25	14
8722_296473_000089_000004	Another man tried, with the same result, and yet another.	Another man tried, with the same result, and yet another.	true	1725.44	1728.94	16
8722_296473_000089_000005	It was evident the gun was bewitched, so Pussy's murder was given up for the time, and, with the exception of the tip of her tail, lost in one of the traps, passed the remainder of her life happy and unmutilated.	It was evident the gun was bewitched, so Pussy's murder was given up for the time, and, with the exception of the tip of her tail, lost in one of the traps, passed the remainder of her life happy and unmutilated.	false	1729.07	1749.15	17.656649
