6189_21305_000000_000000	CHAPTER VI.	CHAPTER six.	false	1.86	20.98	22.298904
6189_21305_000061_000001	He had lately joined the Venturists.	He had lately joined the Venturists.	true	959.57	961.84	29
6189_21305_000061_000002	Anthony had taken a fancy to him.	Anthony had taken a fancy to him.	true	961.91	964.05	23.107687
6189_21305_000061_000003	Louis as yet knew little or nothing of him.	Louis as yet knew little or nothing of him.	true	964.05	967.245	24.556324
6189_21305_000062_000000	"Ah, well!" he said, in reply to his brother, "I don't know.	"Ah, well!" he said, in reply to his brother, "I don't know.	true	967.245	971.38	22.057419
6189_21305_000062_000001	I think the _Clarion can_ do something.	I think the underscore Clarion can underscore do something.	false	971.48	973.71	22.216377
6189_21305_000062_000002	The press grows more and more powerful in these things."	The press grows more and more powerful in these things."	true	973.71	976.845	13
6189_21305_000063_000000	And he repeated some of the statements that Wharton had made--that Wharton always did make, in talking of the _Clarion_--as to its growth under his hands, and increasing influence in Labour disputes.	And he repeated some of the statements that Wharton had made-that Wharton always did make, in talking of the underscore Clarion underscore--as to its growth under his hands, and increasing influence in Labour disputes.	false	976.845	988.06	21
6189_21305_000064_000000	"Bunkum!" interrupted Anthony drily; "pure bunkum!	"Bunkum!" interrupted Anthony drily; "pure bunkum!	true	988.22	992.625	26.681103
6189_21305_000064_000001	My own belief is that the _Clarion_ is a rotten property, and that he knows it!"	My own belief is that the underscore Clarion underscore is a rotten property, and that he knows it!"	false	992.625	997.75	22.395359
6189_21305_000065_000000	At this both Marcella and Louis laughed out.	At this both Marcella and Louis laughed out.	true	998.06	1001.65	25.556477
6189_21305_000065_000001	Extravagance after a certain point becomes amusing.	Extravagance after a certain point becomes amusing.	true	1001.65	1005.32	21.061445
6189_21305_000065_000002	They dropped their vexation, and Anthony for the next ten minutes had to submit to the part of the fractious person whom one humours but does not argue with.	They dropped their vexation, and Anthony for the next ten minutes had to submit to the part of the fractious person whom one humours but does not argue with.	true	1005.32	1014.25	25.985312
6189_21305_000065_000003	He accepted the part, saying little, his eager, feverish eyes, full of hostility, glancing from one to the other.	He accepted the part, saying little, his eager, feverish eyes, full of hostility, glancing from one to the other.	true	1014.44	1022.14	22.218937
6189_21305_000066_000000	However, at the end, Marcella bade him a perfectly friendly farewell.	However, at the end, Marcella bade him a perfectly friendly farewell.	true	1022.33	1026.7	23.637957
6189_21305_000066_000001	It was always in her mind that Anthony Craven was lame and solitary, and her pity no less than her respect for him had long since yielded him the right to be rude.	It was always in her mind that Anthony Craven was lame and solitary, and her pity no less than her respect for him had long since yielded him the right to be rude.	true	1026.7	1037.59	20.742292
6189_21305_000067_000000	"How are you getting on?" he said to her abruptly as he dropped her hand.	"How are you getting on?" he said to her abruptly as he dropped her hand.	true	1037.78	1041.97	19.93509
6189_21305_000068_000000	"Oh, very well! my superintendent leaves me almost alone now, which is a compliment.	"Oh, very well! my superintendent leaves me almost alone now, which is a compliment.	false	1042.22	1048.51	23.051163
6189_21305_000068_000001	There is a parish doctor who calls me 'my good woman,' and a sanitary inspector who tells me to go to him whenever I want advice. Those are my chief grievances, I think."	There is a parish doctor who calls me 'my good woman,' and a sanitary inspector who tells me to go to him whenever I want advice. Those are my chief grievances, I think."	true	1048.67	1059.31	24.50573
6189_21305_000069_000000	"And you are as much in love with the poor as ever?"	"And you are as much in love with the poor as ever?"	true	1059.53	1063.45	20.862734
6189_21305_000070_000000	She stiffened at the note of sarcasm, and a retaliatory impulse made her say:--	She stiffened at the note of sarcasm, and a retaliatory impulse made her say:--	true	1063.7	1068.83	23
6189_21305_000071_000000	"I see a great deal more happiness than I expected."	"I see a great deal more happiness than I expected."	true	1068.83	1071.88	34
6189_21305_000072_000000	He laughed.	He laughed.	true	1072.07	1073.14	20.695782
6189_21305_000073_000000	"How like a woman!	"How like a woman!	true	1073.15	1074.56	28.421434
6189_21305_000073_000001	A few ill-housed villagers made you a democrat.	A few ill housed villagers made you a democrat.	true	1074.56	1078.03	20.480196
6189_21305_000073_000002	A few well-paid London artisans will carry you safely back to your class.	A few well paid London artisans will carry you safely back to your class.	true	1078.19	1083.7	22.931572
6189_21305_000073_000003	Your people were wise to let you take this work."	Your people were wise to let you take this work."	true	1083.83	1086.96	21.547659
6189_21305_000074_000000	"Do you suppose I nurse none but well-paid artisans?" she asked him, mocking.	"Do you suppose I nurse none but well paid artisans?" she asked him, mocking.	true	1086.96	1092.58	18
6189_21305_000074_000001	"And I didn't say 'money' or 'comfort,' did I? but 'happiness.' As for my 'democracy,' you are not perhaps the best judge."	"And I didn't say 'money' or 'comfort,' did I? but 'happiness.' As for my 'democracy,' you are not perhaps the best judge."	false	1092.86	1100.92	24.17194
6189_21305_000075_000000	She stood resting both hands on a little table behind her, in an attitude touched with the wild freedom which best became her, a gleam of storm in her great eyes.	She stood resting both hands on a little table behind her, in an attitude touched with the wild freedom which best became her, a gleam of storm in her great eyes.	true	1100.93	1111.3	24
6189_21305_000076_000000	"Why are you still a Venturist?" he asked her abruptly.	"Why are you still a Venturist?" he asked her abruptly.	true	1111.52	1114.6	28.391052
6189_21305_000077_000000	"Because I have every right to be!	"Because I have every right to be!	true	1114.79	1116.85	22.114983
6189_21305_000077_000001	I joined a society, pledged to work 'for a better future.' According to my lights, I do what poor work I can in that spirit."	I joined a society, pledged to work 'for a better future.' According to my lights, I do what poor work I can in that spirit."	true	1116.92	1124.67	25.212032
6189_21305_000078_000000	"_You_ are not a Socialist.	"underscore You underscore are not a Socialist.	false	1124.67	1126.83	29.432772
6189_21305_000078_000001	Half the things you say, or imply, show it. And we _are_ Socialists."	Half the things you say, or imply, show it. And we underscore are underscore Socialists."	false	1126.83	1132.27	20.819246
6189_21305_000079_000000	She hesitated, looking at him steadily.	She hesitated, looking at him steadily.	true	1132.67	1135.39	29.112804
6189_21305_000080_000000	"No!--so far as Socialism means a political system--the trampling out of private enterprise and competition, and all the rest of it--I find myself slipping away from it more and more.	"No!--so far as Socialism means a political system-the trampling out of private enterprise and competition, and all the rest of it-I find myself slipping away from it more and more.	true	1135.61	1147	21.755522
6189_21305_000080_000001	No!--as I go about among these wage-earners, the emphasis--do what I will--comes to lie less and less on possession--more and more on character.	No!--as I go about among these wage earners, the emphasis-do what I will-comes to lie less and less on possession-more and more on character.	true	1147.16	1157.62	20.747364
6189_21305_000080_000002	I go to two tenements in the same building.	I go to two tenements in the same building.	true	1157.78	1160.61	24.800987
6189_21305_000080_000003	One is Hell--the other Heaven.	One is Hell-the other Heaven.	true	1160.61	1163.34	25.557283
6189_21305_000080_000004	Why?	Why?	true	1163.34	1164.01	29.067108
6189_21305_000080_000005	Both belong to well-paid artisans with equal opportunities.	Both belong to well paid artisans with equal opportunities.	true	1164.17	1168.38	25
6189_21305_000080_000006	Both, so far as I can see, might have a decent and pleasant life of it.	Both, so far as I can see, might have a decent and pleasant life of it.	true	1168.38	1172.77	24.817312
6189_21305_000080_000007	But one is a man--the other, with all his belongings, will soon be a vagabond.	But one is a man-the other, with all his belongings, will soon be a vagabond.	true	1172.78	1178.32	20.969885
6189_21305_000080_000008	That is not all, I know--oh! don't trouble to tell me so!--but it is more than I thought.	That is not all, I know-oh! don't trouble to tell me so!--but it is more than I thought.	true	1178.45	1184.92	22.12682
6189_21305_000080_000009	No!--my sympathies in this district where I work are not so much with the Socialists that I know here--saving your presence! but--with the people, for instance, that slave at Charity Organisation! and get all the abuse from all sides."	No!--my sympathies in this district where I work are not so much with the Socialists that I know here-saving your presence! but-with the people, for instance, that slave at Charity Organisation! and get all the abuse from all sides."	true	1184.99	1199.14	22.822477
6189_21305_000081_000000	Anthony laughed scornfully.	Anthony laughed scornfully.	true	1199.45	1201.47	28.053183
6189_21305_000082_000000	"It is always the way with a woman," he said; "she invariably prefers the tinkers to the reformers."	"It is always the way with a woman," he said; "she invariably prefers the tinkers to the reformers."	true	1201.47	1208.59	21.673258
6189_21305_000083_000000	"And as to your Socialism," she went on, unheeding, the thought of many days finding defiant expression--"it seems to me like all other interesting and important things--destined to help something else! Christianity begins with the poor and division of goods--it becomes the great bulwark of property and the feudal state.	"And as to your Socialism," she went on, unheeding, the thought of many days finding defiant expression-"it seems to me like all other interesting and important things-destined to help something else! Christianity begins with the poor and division of goods-it becomes the great bulwark of property and the feudal state.	true	1208.6	1229.23	23.77458
6189_21305_000083_000001	The Crusades--they set out to recover the tomb of the Lord!--what they did was to increase trade and knowledge.	The Crusades-they set out to recover the tomb of the Lord!--what they did was to increase trade and knowledge.	true	1229.33	1236.07	20.823748
6189_21305_000083_000002	And so with Socialism.	And so with Socialism.	true	1236.29	1238.2	24.20042
6189_21305_000083_000003	It talks of a new order--what it _will_ do is to help to make the old sound!"	It talks of a new order-what it underscore will underscore do is to help to make the old sound!"	false	1238.3	1243.84	24.264874
6189_21305_000084_000000	Anthony clapped her ironically.	Anthony clapped her ironically.	true	1244.12	1246.45	30.789228
6189_21305_000085_000000	"Excellent!	"Excellent!	true	1246.58	1247.71	25.13745
6189_21305_000085_000001	When the Liberty and Property Defence people have got hold of you--ask me to come and hear!"	When the Liberty and Property Defence people have got hold of you-ask me to come and hear!"	true	1247.72	1253.35	23
6189_21305_000086_000000	Meanwhile, Louis stood behind, with his hands on his sides, a smile in his blinking eyes.	Meanwhile, Louis stood behind, with his hands on his sides, a smile in his blinking eyes.	true	1253.93	1259.62	22.02725
6189_21305_000086_000001	He really had a contempt for what a handsome half-taught girl of twenty-three might think.	He really had a contempt for what a handsome half taught girl of twenty three might think.	true	1259.78	1264.93	25.64713
6189_21305_000086_000002	Anthony only pretended or desired to have it.	Anthony only pretended or desired to have it.	true	1265.03	1268.29	24.945745
6189_21305_000087_000000	Nevertheless, Louis said good-bye to his hostess with real, and, for him, rare effusion.	Nevertheless, Louis said good bye to his hostess with real, and, for him, rare effusion.	true	1268.81	1274.14	22.59163
6189_21305_000087_000001	Two years before, for the space of some months, he had been in love with her.	Two years before, for the space of some months, he had been in love with her.	true	1274.57	1279.39	21.397095
6189_21305_000087_000002	That she had never responded with anything warmer than liking and comradeship he knew; and his Anna now possessed him wholly.	That she had never responded with anything warmer than liking and comradeship he knew; and his Anna now possessed him wholly.	true	1279.55	1287.76	22.308287
6189_21305_000087_000003	But there was a deep and gentle chivalry at the bottom of all his stern social faiths; and the woman towards whom he had once felt as he had towards Marcella Boyce could never lose the glamour lent her by that moment of passionate youth.	But there was a deep and gentle chivalry at the bottom of all his stern social faiths; and the woman towards whom he had once felt as he had towards Marcella Boyce could never lose the glamour lent her by that moment of passionate youth.	true	1287.95	1301.74	19
6189_21305_000087_000004	And now, so kindly, so eagerly!--she had given him his Anna.	And now, so kindly, so eagerly!--she had given him his Anna.	true	1301.93	1307.5	23.7426
6189_21305_000088_000000	When they were all gone Marcella threw herself into her chair a moment to think.	When they were all gone Marcella threw herself into her chair a moment to think.	true	1307.96	1312.45	23.194363
6189_21305_000088_000001	Her wrath with Anthony was soon dismissed.	Her wrath with Anthony was soon dismissed.	false	1312.45	1315.03	23.506584
6189_21305_000088_000002	But Louis's thanks had filled her with delicious pleasure.	But Louis's thanks had filled her with delicious pleasure.	true	1315.04	1318.77	21.145227
6189_21305_000088_000003	Her cheek, her eye had a child's brightness.	Her cheek, her eye had a child's brightness.	true	1318.77	1321.78	23.197578
6189_21305_000088_000004	The old passion for ruling and influencing was all alive and happy.	The old passion for ruling and influencing was all alive and happy.	true	1321.94	1327.09	20
6189_21305_000089_000000	"I will see it is all right," she was saying to herself.	"I will see it is all right," she was saying to herself.	true	1327.55	1330.76	19.33938
6189_21305_000089_000001	"I will look after them."	"I will look after them."	true	1330.76	1332.55	22.08271
6189_21305_000090_000000	What she meant was, "I will see that Mr. Wharton looks after them!" and through the link of thought, memory flew quickly back to that _tete-a-tete_ with him which had preceded the Cravens' arrival.	What she meant was, "I will see that mr Wharton looks after them!" and through the link of thought, memory flew quickly back to that underscore tete a tete underscore with him which had preceded the Cravens' arrival.	false	1332.71	1344.13	24
6189_21305_000091_000000	How changed he was, yet how much the same!	How changed he was, yet how much the same!	true	1344.35	1347.64	25.026838
6189_21305_000091_000001	He had not sat beside her for ten minutes before each was once more vividly, specially conscious of the other.	He had not sat beside her for ten minutes before each was once more vividly, specially conscious of the other.	true	1347.64	1355.58	24
6189_21305_000091_000002	She felt in him the old life and daring, the old imperious claim to confidence, to intimacy--on the other hand a new atmosphere, a new gravity, which suggested growing responsibilities, the difficulties of power, a great position--everything fitted to touch such an imagination as Marcella's, which, whatever its faults, was noble, both in quality and range.	She felt in him the old life and daring, the old imperious claim to confidence, to intimacy-on the other hand a new atmosphere, a new gravity, which suggested growing responsibilities, the difficulties of power, a great position-everything fitted to touch such an imagination as Marcella's, which, whatever its faults, was noble, both in quality and range.	true	1355.58	1381.15	23.863335
6189_21305_000091_000003	The brow beneath the bright chestnut curls had gained lines that pleased her--lines that a woman marks, because she thinks they mean experience an I mastery.	The brow beneath the bright chestnut curls had gained lines that pleased her-lines that a woman marks, because she thinks they mean experience an I mastery.	false	1381.49	1390.54	22.492748
6189_21305_000092_000000	Altogether, to have met him again was pleasure; to think of him was pleasure; to look forward to hearing him speak in Parliament was pleasure; so too was his new connection with her old friends.	Altogether, to have met him again was pleasure; to think of him was pleasure; to look forward to hearing him speak in Parliament was pleasure; so too was his new connection with her old friends.	true	1391.03	1404.29	25.109404
6189_21305_000092_000001	And a pleasure which took nothing from self-respect; which was open, honourable, eager.	And a pleasure which took nothing from self respect; which was open, honourable, eager.	true	1404.29	1410.46	23.396194
6189_21305_000092_000002	As for that ugly folly of the past, she frowned at the thought of it, only to thrust the remembrance passionately away. That _he_ should remember or allude to it, would put an end to friendship.	As for that ugly folly of the past, she frowned at the thought of it, only to thrust the remembrance passionately away. That underscore he underscore should remember or allude to it, would put an end to friendship.	false	1410.68	1422.81	22.579576
6189_21305_000092_000003	Otherwise friends they would and should be; and the personal interest in his public career should lift her out of the cramping influences that flow from the perpetual commerce of poverty and suffering.	Otherwise friends they would and should be; and the personal interest in his public career should lift her out of the cramping influences that flow from the perpetual commerce of poverty and suffering.	true	1422.81	1435.54	21.903536
6189_21305_000092_000004	Why not?	Why not?	true	1435.64	1436.65	34.56179
6189_21305_000092_000005	Such equal friendships between men and women grow more possible every day.	Such equal friendships between men and women grow more possible every day.	true	1436.69	1441.42	22.3221
6189_21305_000092_000006	While, as for Hallin's distrust, and Anthony Craven's jealous hostility, why should a third person be bound by either of them?	While, as for Hallin's distrust, and Anthony Craven's jealous hostility, why should a third person be bound by either of them?	true	1441.7	1450.03	23.441422
6189_21305_000092_000007	Could any one suppose that such a temperament as Wharton's would be congenial to Hallin or to Craven--or--to yet another person, of whom she did not want to think?	Could any one suppose that such a temperament as Wharton's would be congenial to Hallin or to Craven-or-to yet another person, of whom she did not want to think?	true	1450.04	1461.01	23.388573
6189_21305_000092_000008	Besides, who wished to make a hero of him?	Besides, who wished to make a hero of him?	true	1461.47	1464.26	25.829477
6189_21305_000092_000009	It was the very complexity and puzzle of the character that made its force.	It was the very complexity and puzzle of the character that made its force.	true	1464.26	1469.05	24.61072
6189_21305_000093_000000	So with a reddened cheek, she lost herself a few minutes in this pleasant sense of a new wealth in life; and was only roused from the dreamy running to and fro of thought by the appearance of Minta, who came to clear away the tea.	So with a reddened cheek, she lost herself a few minutes in this pleasant sense of a new wealth in life; and was only roused from the dreamy running to and fro of thought by the appearance of Minta, who came to clear away the tea.	true	1469.63	1484.32	22.084507
6189_21305_000094_000000	"Why, it is close on the half-hour!" cried Marcella, springing up. "Where are my things?"	"Why, it is close on the half hour!" cried Marcella, springing up. "Where are my things?"	true	1484.75	1490.22	23.177856
6189_21305_000095_000000	She looked down the notes of her cases, satisfied herself that her bag contained all she wanted, and then hastily tied on her bonnet and cloak.	She looked down the notes of her cases, satisfied herself that her bag contained all she wanted, and then hastily tied on her bonnet and cloak.	true	1490.22	1499.02	25.270668
6189_21305_000096_000000	Suddenly--the room was empty, for Minta had just gone away with the tea--by a kind of subtle reaction, the face in that photograph on Hallin's table flashed into her mind--its look--the grizzled hair.	Suddenly-the room was empty, for Minta had just gone away with the tea-by a kind of subtle reaction, the face in that photograph on Hallin's table flashed into her mind-its look-the grizzled hair.	true	1499.09	1511.71	25.677244
6189_21305_000096_000001	With an uncontrollable pang of pain she dropped her hands from the fastenings of her cloak, and wrung them together in front of her--a dumb gesture of contrition and of grief.	With an uncontrollable pang of pain she dropped her hands from the fastenings of her cloak, and wrung them together in front of her-a dumb gesture of contrition and of grief.	true	1512.05	1522.69	24.978987
6189_21305_000097_000000	She!--she talk of social reform and "character," she give her opinion, as of right, on points of speculation and of ethics, she, whose main achievement so far had been to make a good man suffer!	She!--she talk of social reform and "character," she give her opinion, as of right, on points of speculation and of ethics, she, whose main achievement so far had been to make a good man suffer!	false	1522.69	1537.72	23.331318
6189_21305_000097_000001	Something belittling and withering swept over all her estimate of herself, all her pleasant self-conceit.	Something belittling and withering swept over all her estimate of herself, all her pleasant self conceit.	true	1538.21	1545.52	22.386778
6189_21305_000097_000002	Quietly, with downcast eyes, she went her way.	Quietly, with downcast eyes, she went her way.	false	1545.59	1559.19	23.103825
