5776_46889_000000_000000	CHAPTER NINE.	CHAPTER NINE.	false	0.15	14.79	23.990913
5776_46889_000051_000000	"Well," said I, "I trust we shall not fall in with him again.	"Well," said I, "I trust we shall not fall in with him again.	true	1116.56	1120.78	23.488672
5776_46889_000051_000001	The Pacific is a pretty big place, and it's not so easy to find a craft in it when you don't know where to look for her.	The Pacific is a pretty big place, and it's not so easy to find a craft in it when you don't know where to look for her.	false	1120.88	1126.69	23.404358
5776_46889_000051_000002	If we _do_ meet with him again, we must do all we can to avoid him, and hope for the best."	If we underscore do underscore meet with him again, we must do all we can to avoid him, and hope for the best."	false	1126.91	1132.89	26.442005
5776_46889_000052_000000	"Ay, ay," returned Bob, "`hope for the best and prepare for the worst' is a good maxim for any man.	"Ay, ay," returned Bob, "backquote hope for the best and prepare for the worst' is a good maxim for any man.	false	1132.89	1138.75	24.247232
5776_46889_000052_000001	It takes him clear of many a difficulty, and enables him to lay his course on the v'yage of life clean full, and with slack bowlines.	It takes him clear of many a difficulty, and enables him to lay his course on the v'yage of life clean full, and with slack bowlines.	false	1138.79	1146.22	22
5776_46889_000052_000002	As for this here Johnson, I'd ask nothing better than to have him just out of gun-shot under our lee, with a nice breeze, and not too much sea for the little _Lily_, and then let him catch us if he's man enough for the job."	As for this here Johnson, I'd ask nothing better than to have him just out of gun shot under our lee, with a nice breeze, and not too much sea for the little underscore Lily underscore, and then let him catch us if he's man enough for the job."	false	1146.56	1159.34	21
5776_46889_000053_000000	I certainly could not echo this wish of Bob's; but it was satisfactory to find that he had such great confidence in the boat and in her ability to escape from the _Albatross_, so I allowed him to remain in undisturbed enjoyment of his own opinion, especially as it seemed to afford him considerable entertainment, and went on deck to take another look at the weather.	I certainly could not echo this wish of Bob's; but it was satisfactory to find that he had such great confidence in the boat and in her ability to escape from the underscore Albatross underscore, so I allowed him to remain in undisturbed enjoyment of his own opinion, especially as it seemed to afford him considerable entertainment, and went on deck to take another look at the weather.	false	1159.34	1180.33	21.554995
5776_46889_000054_000000	There was no sign of the gale breaking; in fact, it seemed to be scarcely at its height, for away to windward it looked as dirty and as full of wind as ever; and the sea was something awful to contemplate. It looked, of course, worse to us than it would to those on the deck of a large ship; but even allowing for that, it was unquestionably running far higher than anything I had ever seen before.	There was no sign of the gale breaking; in fact, it seemed to be scarcely at its height, for away to windward it looked as dirty and as full of wind as ever; and the sea was something awful to contemplate. It looked, of course, worse to us than it would to those on the deck of a large ship; but even allowing for that, it was unquestionably running far higher than anything I had ever seen before.	false	1180.73	1207.44	22.361105
5776_46889_000055_000000	I have read somewhere that scientific men assert that even in the heaviest gales and in mid-ocean the sea never attains a greater height than twenty feet from trough to crest; but with all due respect to them and their science-founded opinions, I take leave to assert that they are in this instance mistaken.	I have read somewhere that scientific men assert that even in the heaviest gales and in mid ocean the sea never attains a greater height than twenty feet from trough to crest; but with all due respect to them and their science founded opinions, I take leave to assert that they are in this instance mistaken.	false	1207.44	1227.87	23.718824
5776_46889_000056_000000	An intelligent sailor (and I modestly claim to be at least this much) is as capable of judging the height of a sea as the most scientific of mortals; and I am confident of this, that _many_ of the seas I watched that morning ran as high as our cross-trees, which were a trifle over thirty feet above the surface of the water.	An intelligent sailor (and I modestly claim to be at least this much) is as capable of judging the height of a sea as the most scientific of mortals; and I am confident of this, that underscore many underscore of the seas I watched that morning ran as high as our cross trees, which were a trifle over thirty feet above the surface of the water.	false	1227.87	1249.63	21.441145
5776_46889_000057_000000	Indeed, to satisfy myself _thoroughly_ upon this point I climbed so high (with the utmost difficulty, and at very great risk of being blown overboard), and whilst looking over the cross-trees, I saw the crest of more than one sea rearing itself between my eye and the horizon.	Indeed, to satisfy myself underscore thoroughly underscore upon this point I climbed so high (with the utmost difficulty, and at very great risk of being blown overboard), and whilst looking over the cross trees, I saw the crest of more than one sea rearing itself between my eye and the horizon.	false	1249.97	1267	21.905684
5776_46889_000058_000000	So far the _Water Lily_ had weathered the gale scatheless; there was not so much as a ropeyarn out of its place or carried away; and as there seemed to be no greater danger than there had been through the night, and as I had taken a good look round when aloft without seeing anything, we both went below to enjoy the comfort of the cabin, for on deck everything was cold, wet, and dismal in the extreme.	So far the underscore Water Lily underscore had weathered the gale scatheless; there was not so much as a ropeyarn out of its place or carried away; and as there seemed to be no greater danger than there had been through the night, and as I had taken a good look round when aloft without seeing anything, we both went below to enjoy the comfort of the cabin, for on deck everything was cold, wet, and dismal in the extreme.	false	1267.37	1292.2	23
5776_46889_000059_000000	I was anxious to get a sight of the sun at noon, if possible, so as to ascertain our exact latitude.	I was anxious to get a sight of the sun at noon, if possible, so as to ascertain our exact latitude.	false	1292.81	1299.36	17
5776_46889_000059_000001	I knew we were not very far to the southward of Staten; and I did not know but there might be a current setting us toward it, in which case we might find ourselves very awkwardly situated.	I knew we were not very far to the southward of Staten; and I did not know but there might be a current setting us toward it, in which case we might find ourselves very awkwardly situated.	false	1299.36	1311.4	23.73503
5776_46889_000060_000000	It looked half inclined to break away two or three times during the morning; but as mid-day approached it became as bad as ever, and I had the vexation of seeing noon pass by without so much as a momentary glimpse of the sun.	It looked half inclined to break away two or three times during the morning; but as mid day approached it became as bad as ever, and I had the vexation of seeing noon pass by without so much as a momentary glimpse of the sun	true	1312.16	1328.65	24.425907
5776_46889_000061_000000	Towards evening, therefore, I took advantage of an exceptionally clear moment, and again scrambled aloft and took a thorough good look all round, and especially to the northward.	Towards evening, therefore, I took advantage of an exceptionally clear moment, and again scrambled aloft and took a thorough good look all round, and especially to the northward.	false	1329.17	1339.65	23.079786
5776_46889_000061_000001	There was nothing in sight, and with this I was obliged to rest satisfied.	There was nothing in sight, and with this I was obliged to rest satisfied.	true	1339.65	1344.58	24.901241
5776_46889_000062_000000	We noticed just about this time that the seas were beginning to break on board again, so I concluded that our bottle of oil was exhausted, and accordingly got out another, and having bored holes in the cork, as I had done with the first, it was bent on to the cable, more cable paid out, and we again rode all the easier.	We noticed just about this time that the seas were beginning to break on board again, so I concluded that our bottle of oil was exhausted, and accordingly got out another, and having bored holes in the cork, as I had done with the first, it was bent on to the cable, more cable paid out, and we again rode all the easier.	false	1344.86	1364.2	23.786224
5776_46889_000062_000001	Our anchor-light was trimmed and lighted and hoisted up, and we went below to our tea, or _supper_, as sailors generally term it.	Our anchor light was trimmed and lighted and hoisted up, and we went below to our tea, or underscore supper underscore, as sailors generally term it.	false	1364.87	1373.58	24.294819
5776_46889_000063_000000	We had found the day dreadfully tedious, cooped up as we were in our low cabin, and a meal was a most welcome break in the monotony.	We had found the day dreadfully tedious, cooped up as we were in our low cabin, and a meal was a most welcome break in the monotony.	true	1373.58	1384.66	24.480911
5776_46889_000064_000000	We sat long over this one, therefore, prolonging it to its utmost extent; and when it was over, we both turned to and cleared up the wreck.	We sat long over this one, therefore, prolonging it to its utmost extent; and when it was over, we both turned to and cleared up the wreck.	true	1385.24	1396.72	20.657566
5776_46889_000065_000000	By the time that all was done it was intensely dark; but, before settling down below for the night, we both put our heads up through the companion to take a last look round.	By the time that all was done it was intensely dark; but, before settling down below for the night, we both put our heads up through the companion to take a last look round.	false	1396.73	1408.56	23.124107
5776_46889_000066_000000	Bob was rather beforehand with me, and he had no sooner put his head outside than he pulled it in again, exclaiming, in an awe-struck tone:	Bob was rather beforehand with me, and he had no sooner put his head outside than he pulled it in again, exclaiming, in an awe struck tone:	false	1408.56	1418.68	21.748629
5776_46889_000067_000000	"Look here, Harry; what d'ye think of this?"	"Look here, Harry; what d'ye think of this?"	true	1418.9	1421.38	25.85976
5776_46889_000068_000000	I looked in the direction he indicated, and there, upon our lower-mast- head, and also upon the trysail gaff-end, was a globe of pale, sickly green light, which wavered to and fro, lengthening out and flattening in again as the cutter tossed wildly over the mountainous seas.	I looked in the direction he indicated, and there, upon our lower mast head, and also upon the trysail gaff end, was a globe of pale, sickly green light, which wavered to and fro, lengthening out and flattening in again as the cutter tossed wildly over the mountainous seas.	false	1421.72	1440.52	19
5776_46889_000069_000000	It had not the appearance of flame, but rather of highly luminous mist, brilliant at the core, and softening off and becoming more dim as the circumference of the globe was reached; and it emitted a feeble and unearthly light of no great power.	It had not the appearance of flame, but rather of highly luminous mist, brilliant at the core, and softening off and becoming more dim as the circumference of the globe was reached; and it emitted a feeble and unearthly light of no great power.	false	1440.8	1456.36	22.098444
5776_46889_000070_000000	I had never seen such a thing before, but I had often heard of it, and I recognised our strange visitors at once as _corposants_, or "lamps of Saint Elmo," as they are called by the seamen of the Mediterranean; though our own sailors call them by the less dignified name of "Davy Jones' lanterns."	I had never seen such a thing before, but I had often heard of it, and I recognised our strange visitors at once as underscore corposants underscore, or "lamps of Saint Elmo," as they are called by the seamen of the Mediterranean; though our own sailors call them by the less dignified name of "Davy Jones' lanterns."	false	1456.67	1476.66	20.591965
5776_46889_000071_000000	"What d'ye think of bein' boarded by the likes of that?" again queried Bob, in a hoarse whisper.	"What d'ye think of bein' boarded by the likes of that?" again queried Bob, in a hoarse whisper.	false	1476.66	1482.13	23.080378
5776_46889_000071_000001	"Old Davy is out on a cruise to-night, I reckon; and it looks as though he meant to pay _us_ a visit, by his h'isting them two lanterns of his'n in our rigging.	"Old Davy is out on a cruise to night, I reckon; and it looks as though he meant to pay underscore us underscore a visit, by his h'isting them two lanterns of his'n in our rigging.	false	1482.32	1492.17	23.494347
5776_46889_000071_000002	Did ye ever see anything like it afore, Harry, lad?"	Did ye ever see anything like it afore, Harry, lad?"	false	1492.17	1494.97	17
5776_46889_000072_000000	"Never," replied I, "but I have often heard them spoken of, old man; and though they certainly _are_ rather queer to look at, they are easily accounted for.	"Never," replied I, "but I have often heard them spoken of, old man; and though they certainly underscore are underscore rather queer to look at, they are easily accounted for.	false	1495.28	1506.64	21.755611
5776_46889_000072_000001	I have heard, it said that they are the result of a peculiar electrical condition of the atmosphere, and that the electricity, attracted by any such points as the yard-arms or mast-heads of a ship, accumulates there until it becomes visible in the form we are now looking at."	I have heard, it said that they are the result of a peculiar electrical condition of the atmosphere, and that the electricity, attracted by any such points as the yard arms or mast heads of a ship, accumulates there until it becomes visible in the form we are now looking at."	false	1506.77	1521.73	19
5776_46889_000073_000000	"And is the light never visible except at the end of a spar?" queried Bob.	"And is the light never visible except at the end of a spar?" queried Bob.	false	1521.95	1526.82	24
5776_46889_000074_000000	"I believe not," I replied; "but--"	"I believe not," I replied; "but-"	false	1526.82	1530.67	24.305874
5776_46889_000075_000000	"Then sail ho!" exclaimed Bob excitedly, pointing in the direction of our starboard-bow.	"Then sail ho!" exclaimed Bob excitedly, pointing in the direction of our starboard bow.	false	1530.74	1535.47	26.076952
5776_46889_000076_000000	I looked in the direction he indicated, but was too late: we were on the very summit of a wave at the moment that Bob spoke, but were now settling into the trough.	I looked in the direction he indicated, but was too late: we were on the very summit of a wave at the moment that Bob spoke, but were now settling into the trough.	false	1535.72	1547.55	21.894058
5776_46889_000076_000001	As we rose to the next sea, however, I not only saw the ghostly light, but also got an indistinct view of the ship herself.	As we rose to the next sea, however, I not only saw the ghostly light, but also got an indistinct view of the ship herself.	false	1547.55	1556.5	22.409262
5776_46889_000077_000000	She was fearfully close, but appeared to be at the moment sheering away from us.	She was fearfully close, but appeared to be at the moment sheering away from us.	true	1556.63	1562.74	22.209526
5776_46889_000077_000001	She looked long enough for a three-masted vessel, but one mast only was standing, evidently the mainmast.	She looked long enough for a three masted vessel, but one mast only was standing, evidently the mainmast.	false	1562.87	1569.58	22
5776_46889_000077_000002	The corposant appeared to have attached itself to the stump of her foremast, which had been carried away about fifteen or twenty feet from the deck, and I thought her bowsprit seemed also to be missing.	The corposant appeared to have attached itself to the stump of her foremast, which had been carried away about fifteen or twenty feet from the deck, and I thought her bowsprit seemed also to be missing.	false	1569.8	1584.64	22.004383
5776_46889_000078_000000	She was scudding under close-reefed maintopsail, and, from her sluggish movements, was evidently very much overloaded, or, what I thought more probable, had a great deal of water in her.	She was scudding under close reefed maintopsail, and, from her sluggish movements, was evidently very much overloaded, or, what I thought more probable, had a great deal of water in her.	false	1585.25	1598.25	20.151703
5776_46889_000078_000001	I was the more inclined to this opinion from the peculiar character of her motions.	I was the more inclined to this opinion from the peculiar character of her motions.	false	1598.25	1602.87	21
5776_46889_000079_000000	As she rose on the back of a sea, her stern seemed at first to be _pinned down_, as it were, until it appeared as though the following wave would run clean over her; but gradually her stern rose until it was a considerable height above the water, whilst her bow in its turn seemed weighed down, as would be the case with a large body of water rushing from aft forward.	As she rose on the back of a sea, her stern seemed at first to be underscore pinned down underscore, as it were, until it appeared as though the following wave would run clean over her; but gradually her stern rose until it was a considerable height above the water, whilst her bow in its turn seemed weighed down, as would be the case with a large body of water rushing from aft forward.	false	1602.87	1628.38	20.903845
5776_46889_000080_000000	They evidently saw our light, for a faint hail of "-- ahoy!" came down the wind to us from her.	They evidently saw our light, for a faint hail of "-- ahoy!" came down the wind to us from her.	false	1628.72	1635.73	24.090345
5776_46889_000081_000000	"In distress and wants assistance, by the look of it," remarked Bob. "But, poor chaps, it's little of that we can give 'em.	"In distress and wants assistance, by the look of it," remarked Bob. "But, poor chaps, it's little of that we can give 'em.	false	1635.86	1643.13	23.935862
5776_46889_000081_000001	Heaven and 'arth! look at that, Harry."	Heaven and 'arth! look at that, Harry."	false	1643.13	1645.26	24.842516
5776_46889_000082_000000	As he spoke, the ship, which was rushing forward furiously on the back of a sea, suddenly sheered wildly to port, until she lay broadside-to; the crest of the sea overtook her, and, breaking on board her in one vast volume of wildly flashing foam, threw her down upon her beam-ends, and, as it swept over her, her mast declined more and more towards the water, until it lay submerged.	As he spoke, the ship, which was rushing forward furiously on the back of a sea, suddenly sheered wildly to port, until she lay broadside to; the crest of the sea overtook her, and, breaking on board her in one vast volume of wildly flashing foam, threw her down upon her beam ends, and, as it swept over her, her mast declined more and more towards the water, until it lay submerged.	false	1645.26	1672.11	21
5776_46889_000083_000000	Then, as we gazed in speechless horror at the dreadful catastrophe, a loud, piercing shriek rang out clear and shrill above the hoarse diapason of the howling tempest.	Then, as we gazed in speechless horror at the dreadful catastrophe, a loud, piercing shriek rang out clear and shrill above the hoarse diapason of the howling tempest.	false	1672.11	1683.75	21
5776_46889_000083_000001	She rolled completely bottom upwards, and then disappeared.	She rolled completely bottom upwards, and then disappeared.	true	1683.75	1687.62	26.38475
5776_46889_000084_000000	"Broached to, and capsized!" ejaculated we both in the same breath.	"Broached to, and capsized!" ejaculated we both in the same breath.	false	1687.62	1693.98	20.686998
5776_46889_000085_000000	"Jump below, Bob, and rouse up a coil of line, whilst I get the life- buoys ready," exclaimed I, after a single moment's pause to collect my scattered faculties.	"Jump below, Bob, and rouse up a coil of line, whilst I get the life buoys ready," exclaimed I, after a single moment's pause to collect my scattered faculties.	false	1693.98	1703.17	21
5776_46889_000086_000000	In an instant I had all four of the buoys ready, and two of them bent on to the longest rope-ends I could lay my hands on, and, in another, that glorious Bob appeared with a coil of ratline on his shoulder and a lighted blue-light in his hand.	In an instant I had all four of the buoys ready, and two of them bent on to the longest rope ends I could lay my hands on, and, in another, that glorious Bob appeared with a coil of ratline on his shoulder and a lighted blue light in his hand.	false	1704.38	1720.48	19
5776_46889_000087_000000	The stops were cut and the ends of the coil cleared in no time, and the two remaining buoys bent on, while Bob held the blue-light aloft at arm's length, for the double purpose of throwing the light as far as possible over the water, and also to indicate our whereabouts to any strong swimmer who might be struggling for his life among the mountain surges, and to guide him to our tiny ark of refuge.	The stops were cut and the ends of the coil cleared in no time, and the two remaining buoys bent on, while Bob held the blue light aloft at arm's length, for the double purpose of throwing the light as far as possible over the water, and also to indicate our whereabouts to any strong swimmer who might be struggling for his life among the mountain surges, and to guide him to our tiny ark of refuge.	false	1720.82	1744.93	20
5776_46889_000088_000000	For nearly an hour did we peer anxiously into the gloom, in the hope of seeing some poor soul within reach of such assistance as it was in our power to afford, but in vain; there is no doubt that the vessel sucked all hands down with her when she sank into her watery grave.	For nearly an hour did we peer anxiously into the gloom, in the hope of seeing some poor soul within reach of such assistance as it was in our power to afford, but in vain; there is no doubt that the vessel sucked all hands down with her when she sank into her watery grave.	false	1745.6	1763.53	18
5776_46889_000089_000000	When at last we reluctantly desisted from our efforts, and were in the act of securing the lifebuoys once more, Bob cast his eyes aloft, and called my attention to the fact that the corposants had disappeared.	When at last we reluctantly desisted from our efforts, and were in the act of securing the lifebuoys once more, Bob cast his eyes aloft, and called my attention to the fact that the corposants had disappeared.	false	1763.75	1777.24	22.290615
5776_46889_000090_000000	"Depend on't, Harry," quoth he, "them lanterns didn't come aboard of us for nothing.	"Depend on't, Harry," quoth he, "them lanterns didn't come aboard of us for nothing.	false	1777.46	1782.1	20.301872
5776_46889_000090_000001	They mightn't have meant mischief for _us_ exactly--for you can't always read Old Davy's signs aright; but you see they _did_ mean mischief, and plenty of it too, for they no sooner appears aloft than a fine ship and her crew goes down close alongside of us; and as soon as that bit of work was over, away they go somewhere else to light up the scene of further devilry, I make no manner of doubt."	They mightn't have meant mischief for underscore us underscore exactly-for you can't always read Old Davy's signs aright; but you see they underscore did underscore mean mischief, and plenty of it too, for they no sooner appears aloft than a fine ship and her crew goes down close alongside of us; and as soon as that bit of work was over, away they go somewhere else to light up the scene of further devilry, I make no manner of doubt."	false	1782.29	1807.41	23.186483
5776_46889_000091_000000	It was utterly in vain that I attempted to argue the honest fellow out of his belief that their appearance was a portent of disaster, for his mind was deeply imbued with all those superstitious notions which appear to take such peculiarly firm hold on the ideas of sailors; and against superstitions of lifelong duration, argument and reason are of but little avail.	It was utterly in vain that I attempted to argue the honest fellow out of his belief that their appearance was a portent of disaster, for his mind was deeply imbued with all those superstitious notions which appear to take such peculiarly firm hold on the ideas of sailors; and against superstitions of lifelong duration, argument and reason are of but little avail.	false	1807.41	1829.98	14
5776_46889_000092_000000	As may readily be believed, our slumbers that night, after witnessing so distressing a scene, were anything but sound.	As may readily be believed, our slumbers that night, after witnessing so distressing a scene, were anything but sound.	true	1830.53	1837.93	19
5776_46889_000092_000001	Bob and I were up and down between the deck and the cabin at least half a dozen times before morning, and it was with a sense of unutterable relief that, as day broke, we found that the gale was breaking also.	Bob and I were up and down between the deck and the cabin at least half a dozen times before morning, and it was with a sense of unutterable relief that, as day broke, we found that the gale was breaking also.	false	1838.24	1850.74	24
5776_46889_000093_000000	By the time that breakfast was over there was a sensible diminution in the force of the wind, and by noon it cleared away sufficiently overhead to enable me to get an observation, not a particularly good one certainly--the sea was running far too high for that; but it enabled me to ascertain that we were at least sixty miles to the southward of Staten.	By the time that breakfast was over there was a sensible diminution in the force of the wind, and by noon it cleared away sufficiently overhead to enable me to get an observation, not a particularly good one certainly-the sea was running far too high for that; but it enabled me to ascertain that we were at least sixty miles to the southward of Staten.	false	1851.47	1874.56	21.584822
5776_46889_000094_000000	About four p.m.	About four p.m.	true	1875.02	1876.35	20.910192
5776_46889_000094_000001	I got a very much better observation for my longitude, and I found by it that our drift had not been anything like so great as I had calculated it would be.	I got a very much better observation for my longitude, and I found by it that our drift had not been anything like so great as I had calculated it would be.	false	1876.35	1886.44	23.680042
5776_46889_000094_000002	This I thought might possibly arise from our being in a weather-setting current.	This I thought might possibly arise from our being in a weather setting current.	false	1886.72	1892.59	23.34114
5776_46889_000095_000000	There was still rather too much of both wind and sea to make us disposed to get under way that night, but we managed to get the craft up to the buoy of our floating-anchor, which we weighed and let go again with five fathoms of buoy-rope.	There was still rather too much of both wind and sea to make us disposed to get under way that night, but we managed to get the craft up to the buoy of our floating anchor, which we weighed and let go again with five fathoms of buoy rope.	false	1892.9	1909.06	23.047188
5776_46889_000096_000000	This was to prevent as much as possible any further drift to leeward, and to take full advantage of the current, the existence of which we suspected.	This was to prevent as much as possible any further drift to leeward, and to take full advantage of the current, the existence of which we suspected.	false	1909.19	1953	21.549343
