3228_4687_000000_000000	CHAPTER VIII.	CHAPTER eight.	false	0.48	2.79	30.200579
3228_4687_000020_000001	Thus they fought more than two hours, but often Sir Tristram smote such strokes at Sir Palomides that he made him to kneel; and Sir Palomides brake and cut away many pieces of Sir Tristram's shield; and then Sir Palomides wounded Sir Tristram, for he was a well fighting man.	Thus they fought more than two hours, but often Sir Tristram smote such strokes at Sir Palomides that he made him to kneel; and Sir Palomides brake and cut away many pieces of Sir Tristram's shield; and then Sir Palomides wounded Sir Tristram, for he was a well fighting man.	false	850.31	865.42	23
3228_4687_000020_000002	Then Sir Tristram was wood wroth out of measure, and rushed upon Sir Palomides with such a might that Sir Palomides fell grovelling to the earth; and therewithal he leapt up lightly upon his feet, and then Sir Tristram wounded Palomides sore through the shoulder.	Then Sir Tristram was wood wroth out of measure, and rushed upon Sir Palomides with such a might that Sir Palomides fell grovelling to the earth; and therewithal he leapt up lightly upon his feet, and then Sir Tristram wounded Palomides sore through the shoulder.	false	865.85	880.11	23
3228_4687_000020_000003	And ever Sir Tristram fought still in like hard, and Sir Palomides failed not, but gave him many sad strokes.	And ever Sir Tristram fought still in like hard, and Sir Palomides failed not, but gave him many sad strokes.	false	880.11	886.33	25
3228_4687_000020_000004	And at the last Sir Tristram doubled his strokes, and by fortune Sir Tristram smote Sir Palomides sword out of his hand, and if Sir Palomides had stooped for his sword he had been slain.	And at the last Sir Tristram doubled his strokes, and by fortune Sir Tristram smote Sir Palomides sword out of his hand, and if Sir Palomides had stooped for his sword he had been slain.	false	886.49	896.35	22.240408
3228_4687_000021_000000	Then Palomides stood still and beheld his sword with a sorrowful heart. How now, said Sir Tristram unto Palomides, now have I thee at advantage as thou haddest me this day; but it shall never be said in no court, nor among good knights, that Sir Tristram shall slay any knight that is weaponless; and therefore take thou thy sword, and let us make an end of this battle.	Then Palomides stood still and beheld his sword with a sorrowful heart. How now, said Sir Tristram unto Palomides, now have I thee at advantage as thou haddest me this day; but it shall never be said in no court, nor among good knights, that Sir Tristram shall slay any knight that is weaponless; and therefore take thou thy sword, and let us make an end of this battle.	true	896.66	916.78	21.857006
3228_4687_000021_000001	As for to do this battle, said Palomides, I dare right well end it, but I have no great lust to fight no more.	As for to do this battle, said Palomides, I dare right well end it, but I have no great lust to fight no more.	false	916.97	923.35	21
3228_4687_000021_000002	And for this cause, said Palomides: mine offence to you is not so great but that we may be friends.	And for this cause, said Palomides: mine offence to you is not so great but that we may be friends.	true	923.78	929.62	25
3228_4687_000021_000003	All that I have offended is and was for the love of La Beale Isoud.	All that I have offended is and was for the love of La Beale Isoud.	false	929.69	934.14	22.414642
3228_4687_000021_000004	And as for her, I dare say she is peerless above all other ladies, and also I proffered her never no dishonour; and by her I have gotten the most part of my worship.	And as for her, I dare say she is peerless above all other ladies, and also I proffered her never no dishonour; and by her I have gotten the most part of my worship.	true	934.14	944.38	22.764065
3228_4687_000021_000005	And sithen I offended never as to her own person, and as for the offence that I have done, it was against your own person, and for that offence ye have given me this day many sad strokes, and some I have given you again; and now I dare say I felt never man of your might, nor so well breathed, but if it were Sir Launcelot du Lake; wherefore I require you, my lord, forgive me all that I have offended unto you; and this same day have me to the next church, and first let me be clean confessed, and after see you now that I be truly baptised.	And sithen I offended never as to her own person, and as for the offence that I have done, it was against your own person, and for that offence ye have given me this day many sad strokes, and some I have given you again; and now I dare say I felt never man of your might, nor so well breathed, but if it were Sir Launcelot du Lake; wherefore I require you, my lord, forgive me all that I have offended unto you; and this same day have me to the next church, and first let me be clean confessed, and after see you now that I be truly baptised.	false	944.51	976.78	22.52301
3228_4687_000021_000006	And then will we all ride together unto the court of Arthur, that we be there at the high feast.	And then will we all ride together unto the court of Arthur, that we be there at the high feast.	true	976.91	982.51	23.785496
3228_4687_000021_000007	Now take your horse, said Sir Tristram, and as ye say so it shall be, and all thine evil will God forgive it you, and I do.	Now take your horse, said Sir Tristram, and as ye say so it shall be, and all thine evil will God forgive it you, and I do.	true	982.55	990.34	23.190014
3228_4687_000021_000008	And here within this mile is the Suffragan of Carlisle that shall give you the sacrament of baptism.	And here within this mile is the Suffragan of Carlisle that shall give you the sacrament of baptism.	true	990.92	996.73	20
3228_4687_000022_000000	Then they took their horses and Sir Galleron rode with them.	Then they took their horses and Sir Galleron rode with them.	true	997.22	1000.15	23.165062
3228_4687_000022_000001	And when they came to the Suffragan Sir Tristram told him their desire.	And when they came to the Suffragan Sir Tristram told him their desire.	true	1000.15	1003.63	18
3228_4687_000022_000002	Then the Suffragan let fill a great vessel with water, and when he had hallowed it he then confessed clean Sir Palomides, and Sir Tristram and Sir Galleron were his godfathers.	Then the Suffragan let fill a great vessel with water, and when he had hallowed it he then confessed clean Sir Palomides, and Sir Tristram and Sir Galleron were his godfathers.	false	1003.76	1013.11	21.704466
3228_4687_000022_000003	And then soon after they departed, riding toward Camelot, where King Arthur and Queen Guenever was, and for the most part all the knights of the Round Table.	And then soon after they departed, riding toward Camelot, where King Arthur and Queen Guenever was, and for the most part all the knights of the Round Table.	true	1013.33	1021.18	23
3228_4687_000022_000004	And so the king and all the court were glad that Sir Palomides was christened.	And so the king and all the court were glad that Sir Palomides was christened.	true	1021.37	1025.08	22.896177
3228_4687_000022_000005	And at the same feast in came Galahad and sat in the Siege Perilous.	And at the same feast in came Galahad and sat in the Siege Perilous.	true	1025.42	1029.58	18
3228_4687_000022_000006	And so therewithal departed and dissevered all the knights of the Round Table.	And so therewithal departed and dissevered all the knights of the Round Table.	true	1029.68	1033.81	20
3228_4687_000022_000007	And Sir Tristram returned again unto Joyous Gard, and Sir Palomides followed the Questing Beast.	And Sir Tristram returned again unto Joyous Gard, and Sir Palomides followed the Questing Beast.	true	1033.94	1039.32	20
3228_4687_000023_000000	_Here endeth the second book of Sir Tristram that was drawn out of French into English.	underscore Here endeth the second book of Sir Tristram that was drawn out of French into English.	false	1039.32	1044.93	27.20777
3228_4687_000023_000001	But here is no rehersal of the third book.	But here is no rehersal of the third book.	true	1044.93	1047.4	24.736279
3228_4687_000023_000002	And here followeth the noble tale of the Sangreal, that called is the Holy Vessel; and the signification of the blessed blood of our Lord Jesus Christ, blessed mote it be, the which was brought into this land by Joseph Aramathie.	And here followeth the noble tale of the Sangreal, that called is the Holy Vessel; and the signification of the blessed blood of our Lord Jesus Christ, blessed mote it be, the which was brought into this land by Joseph Aramathie.	false	1047.4	1061.02	23
3228_4687_000023_000003	Therefore on all sinful souls blessed Lord have thou mercy.	Therefore on all sinful souls blessed Lord have thou mercy.	false	1061.24	1077.24	25.546509
