1987_144135_000000_000000	CHAPTER VIII	CHAPTER eight	false	3.81	28.125	15.416259
1987_144135_000010_000014	As he turned, not without dexterity, to right and left, he kept one leg slightly dragging behind the other, like a short tail or comma.	As he turned, not without dexterity, to right and left, he kept one leg slightly dragging behind the other, like a short tail or comma.	true	1142.24	1151.14	14
1987_144135_000010_000015	This trick the ladies particularly admired.	This trick the ladies particularly admired.	true	1151.42	1154.41	13
1987_144135_000010_000016	In short, they not only discovered in him a host of recommendations and attractions, but also began to see in his face a sort of grand, Mars-like, military expression--a thing which, as we know, never fails to please the feminine eye.	In short, they not only discovered in him a host of recommendations and attractions, but also began to see in his face a sort of grand, Mars like, military expression-a thing which, as we know, never fails to please the feminine eye.	true	1154.42	1169.65	14
1987_144135_000010_000017	Certain of the ladies even took to bickering over him, and, on perceiving that he spent most of his time standing near the door, some of their number hastened to occupy chairs nearer to his post of vantage.	Certain of the ladies even took to bickering over him, and, on perceiving that he spent most of his time standing near the door, some of their number hastened to occupy chairs nearer to his post of vantage.	true	1170.08	1181.2	12
1987_144135_000010_000018	In fact, when a certain dame chanced to have the good fortune to anticipate a hated rival in the race there very nearly ensued a most lamentable scene--which, to many of those who had been desirous of doing exactly the same thing, seemed a peculiarly horrible instance of brazen-faced audacity.	In fact, when a certain dame chanced to have the good fortune to anticipate a hated rival in the race there very nearly ensued a most lamentable scene-which, to many of those who had been desirous of doing exactly the same thing, seemed a peculiarly horrible instance of brazen faced audacity.	true	1181.51	1199.29	11
1987_144135_000011_000000	So deeply did Chichikov become plunged in conversation with his fair pursuers--or rather, so deeply did those fair pursuers enmesh him in the toils of small talk (which they accomplished through the expedient of asking him endless subtle riddles which brought the sweat to his brow in his attempts to guess them)--that he forgot the claims of courtesy which required him first of all to greet his hostess.	So deeply did Chichikov become plunged in conversation with his fair pursuers-or rather, so deeply did those fair pursuers enmesh him in the toils of small talk (which they accomplished through the expedient of asking him endless subtle riddles which brought the sweat to his brow in his attempts to guess them)--that he forgot the claims of courtesy which required him first of all to greet his hostess.	false	1199.36	1222.84	14
1987_144135_000011_000001	In fact, he remembered those claims only on hearing the Governor's wife herself addressing him. She had been standing before him for several minutes, and now greeted him with suave expressement and the words, "So HERE you are, Paul Ivanovitch!"	In fact, he remembered those claims only on hearing the Governor's wife herself addressing him. She had been standing before him for several minutes, and now greeted him with suave expressement and the words, "So HERE you are, Paul Ivanovitch!"	false	1223.21	1239.49	17.866724
1987_144135_000011_000002	But what she said next I am not in a position to report, for she spoke in the ultra-refined tone and vein wherein ladies and gentlemen customarily express themselves in high-class novels which have been written by experts more qualified than I am to describe salons, and able to boast of some acquaintance with good society.	But what she said next I am not in a position to report, for she spoke in the ultra refined tone and vein wherein ladies and gentlemen customarily express themselves in high class novels which have been written by experts more qualified than I am to describe salons, and able to boast of some acquaintance with good society.	true	1239.95	1260.61	13
1987_144135_000011_000003	In effect, what the Governor's wife said was that she hoped--she greatly hoped--that Monsieur Chichikov's heart still contained a corner--even the smallest possible corner--for those whom he had so cruelly forgotten.	In effect, what the Governor's wife said was that she hoped-she greatly hoped-that Monsieur Chichikov's heart still contained a corner-even the smallest possible corner-for those whom he had so cruelly forgotten.	true	1261.22	1275.79	16
1987_144135_000011_000004	Upon that Chichikov turned to her, and was on the point of returning a reply at least no worse than that which would have been returned, under similar circumstances, by the hero of a fashionable novelette, when he stopped short, as though thunderstruck.	Upon that Chichikov turned to her, and was on the point of returning a reply at least no worse than that which would have been returned, under similar circumstances, by the hero of a fashionable novelette, when he stopped short, as though thunderstruck.	true	1276.31	1290.88	15
1987_144135_000012_000000	Before him there was standing not only Madame, but also a young girl whom she was holding by the hand.	Before him there was standing not only Madame, but also a young girl whom she was holding by the hand.	true	1290.98	1298.02	19.023863
1987_144135_000012_000001	The golden hair, the fine-drawn, delicate contours, the face with its bewitching oval--a face which might have served as a model for the countenance of the Madonna, since it was of a type rarely to be met with in Russia, where nearly everything, from plains to human feet, is, rather, on the gigantic scale; these features, I say, were those of the identical maiden whom Chichikov had encountered on the road when he had been fleeing from Nozdrev's.	The golden hair, the fine drawn, delicate contours, the face with its bewitching oval-a face which might have served as a model for the countenance of the Madonna, since it was of a type rarely to be met with in Russia, where nearly everything, from plains to human feet, is, rather, on the gigantic scale; these features, I say, were those of the identical maiden whom Chichikov had encountered on the road when he had been fleeing from Nozdrev's.	true	1298.48	1326.97	20.147522
1987_144135_000012_000002	His emotion was such that he could not formulate a single intelligible syllable; he could merely murmur the devil only knows what, though certainly nothing of the kind which would have risen to the lips of the hero of a fashionable novel.	His emotion was such that he could not formulate a single intelligible syllable; he could merely murmur the devil only knows what, though certainly nothing of the kind which would have risen to the lips of the hero of a fashionable novel.	true	1327.55	1340.92	18.920206
1987_144135_000013_000000	"I think that you have not met my daughter before?" said Madame.	"I think that you have not met my daughter before?" said Madame.	true	1341.5	1345.09	21.795908
1987_144135_000013_000001	"She is just fresh from school."	"She is just fresh from school."	true	1345.22	1347.34	20.038029
1987_144135_000014_000000	He replied that he HAD had the happiness of meeting Mademoiselle before, and under rather unexpected circumstances; but on his trying to say something further his tongue completely failed him.	He replied that he HAD had the happiness of meeting Mademoiselle before, and under rather unexpected circumstances; but on his trying to say something further his tongue completely failed him.	true	1347.8	1360.99	20.954788
1987_144135_000014_000001	The Governor's wife added a word or two, and then carried off her daughter to speak to some of the other guests.	The Governor's wife added a word or two, and then carried off her daughter to speak to some of the other guests.	false	1361.21	1367.41	21.451754
1987_144135_000015_000000	Chichikov stood rooted to the spot, like a man who, after issuing into the street for a pleasant walk, has suddenly come to a halt on remembering that something has been left behind him.	Chichikov stood rooted to the spot, like a man who, after issuing into the street for a pleasant walk, has suddenly come to a halt on remembering that something has been left behind him.	true	1367.75	1378.66	22.216908
1987_144135_000015_000001	In a moment, as he struggles to recall what that something is, the mien of careless expectancy disappears from his face, and he no longer sees a single person or a single object in his vicinity.	In a moment, as he struggles to recall what that something is, the mien of careless expectancy disappears from his face, and he no longer sees a single person or a single object in his vicinity.	false	1378.88	1391.08	19.790518
1987_144135_000015_000002	In the same way did Chichikov suddenly become oblivious to the scene around him.	In the same way did Chichikov suddenly become oblivious to the scene around him.	true	1391.57	1396.21	18.140278
1987_144135_000015_000003	Yet all the while the melodious tongues of ladies were plying him with multitudinous hints and questions--hints and questions inspired with a desire to captivate. "Might we poor cumberers of the ground make so bold as to ask you what you are thinking of?" "Pray tell us where lie the happy regions in which your thoughts are wandering?" "Might we be informed of the name of her who has plunged you into this sweet abandonment of meditation?"--such were the phrases thrown at him.	Yet all the while the melodious tongues of ladies were plying him with multitudinous hints and questions-hints and questions inspired with a desire to captivate. "Might we poor cumberers of the ground make so bold as to ask you what you are thinking of?" "Pray tell us where lie the happy regions in which your thoughts are wandering?" "Might we be informed of the name of her who has plunged you into this sweet abandonment of meditation?"--such were the phrases thrown at him.	true	1396.52	1428.52	20.898651
1987_144135_000015_000004	But to everything he turned a dead ear, and the phrases in question might as well have been stones dropped into a pool.	But to everything he turned a dead ear, and the phrases in question might as well have been stones dropped into a pool.	false	1428.8	1435.75	20.270033
1987_144135_000015_000005	Indeed, his rudeness soon reached the pitch of his walking away altogether, in order that he might go and reconnoitre wither the Governor's wife and daughter had retreated.	Indeed, his rudeness soon reached the pitch of his walking away altogether, in order that he might go and reconnoitre wither the Governor's wife and daughter had retreated.	false	1436.3	1447.6	21.361881
1987_144135_000015_000006	But the ladies were not going to let him off so easily.	But the ladies were not going to let him off so easily.	false	1448.24	1451.67	20.062302
1987_144135_000015_000007	Every one of them had made up her mind to use upon him her every weapon, and to exhibit whatsoever might chance to constitute her best point.	Every one of them had made up her mind to use upon him her every weapon, and to exhibit whatsoever might chance to constitute her best point.	true	1451.67	1461.07	20.844635
1987_144135_000015_000008	Yet the ladies' wiles proved useless, for Chichikov paid not the smallest attention to them, even when the dancing had begun, but kept raising himself on tiptoe to peer over people's heads and ascertain in which direction the bewitching maiden with the golden hair had gone.	Yet the ladies' wiles proved useless, for Chichikov paid not the smallest attention to them, even when the dancing had begun, but kept raising himself on tiptoe to peer over people's heads and ascertain in which direction the bewitching maiden with the golden hair had gone.	true	1461.5	1477.96	21.192484
1987_144135_000015_000009	Also, when seated, he continued to peep between his neighbours' backs and shoulders, until at last he discovered her sitting beside her mother, who was wearing a sort of Oriental turban and feather.	Also, when seated, he continued to peep between his neighbours' backs and shoulders, until at last he discovered her sitting beside her mother, who was wearing a sort of Oriental turban and feather.	true	1479.02	1489.6	18.917768
1987_144135_000015_000010	Upon that one would have thought that his purpose was to carry the position by storm; for, whether moved by the influence of spring, or whether moved by a push from behind, he pressed forward with such desperate resolution that his elbow caused the Commissioner of Taxes to stagger on his feet, and would have caused him to lose his balance altogether but for the supporting row of guests in the rear.	Upon that one would have thought that his purpose was to carry the position by storm; for, whether moved by the influence of spring, or whether moved by a push from behind, he pressed forward with such desperate resolution that his elbow caused the Commissioner of Taxes to stagger on his feet, and would have caused him to lose his balance altogether but for the supporting row of guests in the rear.	true	1489.91	1512.7	21.422995
1987_144135_000015_000011	Likewise the Postmaster was made to give ground; whereupon he turned and eyed Chichikov with mingled astonishment and subtle irony.	Likewise the Postmaster was made to give ground; whereupon he turned and eyed Chichikov with mingled astonishment and subtle irony.	false	1513.07	1521.46	21.544882
1987_144135_000015_000012	But Chichikov never even noticed him; he saw in the distance only the golden-haired beauty.	But Chichikov never even noticed him; he saw in the distance only the golden haired beauty.	true	1521.83	1527.76	20.628754
1987_144135_000015_000013	At that moment she was drawing on a long glove and, doubtless, pining to be flying over the dancing-floor, where, with clicking heels, four couples had now begun to thread the mazes of the mazurka.	At that moment she was drawing on a long glove and, doubtless, pining to be flying over the dancing floor, where, with clicking heels, four couples had now begun to thread the mazes of the mazurka.	true	1528.16	1540.21	20.163242
1987_144135_000015_000014	In particular was a military staff-captain working body and soul and arms and legs to compass such a series of steps as were never before performed, even in a dream.	In particular was a military staff captain working body and soul and arms and legs to compass such a series of steps as were never before performed, even in a dream.	true	1540.49	1551.82	19.836473
1987_144135_000015_000015	However, Chichikov slipped past the mazurka dancers, and, almost treading on their heels, made his way towards the spot where Madame and her daughter were seated.	However, Chichikov slipped past the mazurka dancers, and, almost treading on their heels, made his way towards the spot where Madame and her daughter were seated.	true	1552.31	1561.99	20.481115
1987_144135_000015_000016	Yet he approached them with great diffidence and none of his late mincing and prancing.	Yet he approached them with great diffidence and none of his late mincing and prancing.	true	1562.27	1567.06	21.08484
1987_144135_000015_000017	Nay, he even faltered as he walked; his every movement had about it an air of awkwardness.	Nay, he even faltered as he walked; his every movement had about it an air of awkwardness.	true	1567.28	1573.87	19.655127
1987_144135_000016_000000	It is difficult to say whether or not the feeling which had awakened in our hero's breast was the feeling of love; for it is problematical whether or not men who are neither stout nor thin are capable of any such sentiment.	It is difficult to say whether or not the feeling which had awakened in our hero's breast was the feeling of love; for it is problematical whether or not men who are neither stout nor thin are capable of any such sentiment.	false	1574	1587.82	19.829468
1987_144135_000016_000001	Nevertheless, something strange, something which he could not altogether explain, had come upon him.	Nevertheless, something strange, something which he could not altogether explain, had come upon him.	true	1587.95	1594.33	20.473732
1987_144135_000016_000002	It seemed as though the ball, with its talk and its clatter, had suddenly become a thing remote--that the orchestra had withdrawn behind a hill, and the scene grown misty, like the carelessly painted-in background of a picture.	It seemed as though the ball, with its talk and its clatter, had suddenly become a thing remote-that the orchestra had withdrawn behind a hill, and the scene grown misty, like the carelessly painted in background of a picture.	true	1594.46	1607.62	20.074654
1987_144135_000016_000003	And from that misty void there could be seen glimmering only the delicate outlines of the bewitching maiden.	And from that misty void there could be seen glimmering only the delicate outlines of the bewitching maiden.	true	1607.81	1613.77	19.24288
1987_144135_000016_000004	Somehow her exquisite shape reminded him of an ivory toy, in such fair, white, transparent relief did it stand out against the dull blur of the surrounding throng.	Somehow her exquisite shape reminded him of an ivory toy, in such fair, white, transparent relief did it stand out against the dull blur of the surrounding throng.	false	1614.29	1624.77	20.772402
1987_144135_000017_000000	Herein we see a phenomenon not infrequently observed--the phenomenon of the Chichikovs of this world becoming temporarily poets.	Herein we see a phenomenon not infrequently observed-the phenomenon of the Chichikovs of this world becoming temporarily poets.	false	1624.77	1633.03	20.251179
1987_144135_000017_000001	At all events, for a moment or two our Chichikov felt that he was a young man again, if not exactly a military officer.	At all events, for a moment or two our Chichikov felt that he was a young man again, if not exactly a military officer.	true	1633.31	1639.72	19.951387
1987_144135_000017_000002	On perceiving an empty chair beside the mother and daughter, he hastened to occupy it, and though conversation at first hung fire, things gradually improved, and he acquired more confidence.	On perceiving an empty chair beside the mother and daughter, he hastened to occupy it, and though conversation at first hung fire, things gradually improved, and he acquired more confidence.	true	1640.09	1650.7	22.439224
1987_144135_000018_000000	At this point I must reluctantly deviate to say that men of weight and high office are always a trifle ponderous when conversing with ladies. Young lieutenants--or, at all events, officers not above the rank of captain--are far more successful at the game.	At this point I must reluctantly deviate to say that men of weight and high office are always a trifle ponderous when conversing with ladies. Young lieutenants-or, at all events, officers not above the rank of captain-are far more successful at the game.	true	1650.7	1665.43	20.012133
1987_144135_000018_000001	How they contrive to be so God only knows.	How they contrive to be so God only knows.	true	1665.53	1669	19.343765
1987_144135_000018_000002	Let them but make the most inane of remarks, and at once the maiden by their side will be rocking with laughter; whereas, should a State Councillor enter into conversation with a damsel, and remark that the Russian Empire is one of vast extent, or utter a compliment which he has elaborated not without a certain measure of intelligence (however strongly the said compliment may smack of a book), of a surety the thing will fall flat.	Let them but make the most inane of remarks, and at once the maiden by their side will be rocking with laughter; whereas, should a State Councillor enter into conversation with a damsel, and remark that the Russian Empire is one of vast extent, or utter a compliment which he has elaborated not without a certain measure of intelligence (however strongly the said compliment may smack of a book), of a surety the thing will fall flat.	true	1669.16	1694.26	20.07666
1987_144135_000018_000003	Even a witticism from him will be laughed at far more by him himself than it will by the lady who may happen to be listening to his remarks.	Even a witticism from him will be laughed at far more by him himself than it will by the lady who may happen to be listening to his remarks.	false	1694.66	1703.05	19.877392
1987_144135_000019_000000	These comments I have interposed for the purpose of explaining to the reader why, as our hero conversed, the maiden began to yawn.	These comments I have interposed for the purpose of explaining to the reader why, as our hero conversed, the maiden began to yawn.	false	1703.09	1711.14	19.035149
1987_144135_000019_000001	Blind to this, however, he continued to relate to her sundry adventures which had befallen him in different parts of the world.	Blind to this, however, he continued to relate to her sundry adventures which had befallen him in different parts of the world.	true	1711.14	1718.05	19.540823
1987_144135_000019_000002	Meanwhile (as need hardly be said) the rest of the ladies had taken umbrage at his behaviour.	Meanwhile (as need hardly be said) the rest of the ladies had taken umbrage at his behaviour.	true	1718.27	1724.47	19.371038
1987_144135_000019_000003	One of them purposely stalked past him to intimate to him the fact, as well as to jostle the Governor's daughter, and let the flying end of a scarf flick her face; while from a lady seated behind the pair came both a whiff of violets and a very venomous and sarcastic remark.	One of them purposely stalked past him to intimate to him the fact, as well as to jostle the Governor's daughter, and let the flying end of a scarf flick her face; while from a lady seated behind the pair came both a whiff of violets and a very venomous and sarcastic remark.	false	1724.75	1742.14	20.40772
1987_144135_000019_000004	Nevertheless, either he did not hear the remark or he PRETENDED not to hear it.	Nevertheless, either he did not hear the remark or he PRETENDED not to hear it.	true	1742.72	1747.69	19.558685
1987_144135_000019_000005	This was unwise of him, since it never does to disregard ladies' opinions. Later-but too late--he was destined to learn this to his cost.	This was unwise of him, since it never does to disregard ladies' opinions. Later but too late-he was destined to learn this to his cost.	true	1748.06	1757.71	20.22268
1987_144135_000020_000000	In short, dissatisfaction began to display itself on every feminine face.	In short, dissatisfaction began to display itself on every feminine face.	true	1757.71	1763.08	20.126938
1987_144135_000020_000001	No matter how high Chichikov might stand in society, and no matter how much he might be a millionaire and include in his expression of countenance an indefinable element of grandness and martial ardour, there are certain things which no lady will pardon, whosoever be the person concerned.	No matter how high Chichikov might stand in society, and no matter how much he might be a millionaire and include in his expression of countenance an indefinable element of grandness and martial ardour, there are certain things which no lady will pardon, whosoever be the person concerned.	true	1763.3	1780.93	19.885225
1987_144135_000020_000002	We know that at Governor's balls it is customary for the onlookers to compose verses at the expense of the dancers; and in this case the verses were directed to Chichikov's address.	We know that at Governor's balls it is customary for the onlookers to compose verses at the expense of the dancers; and in this case the verses were directed to Chichikov's address.	true	1781.24	1793.08	19.337845
1987_144135_000020_000003	Briefly, the prevailing dissatisfaction grew until a tacit edict of proscription had been issued against both him and the poor young maiden.	Briefly, the prevailing dissatisfaction grew until a tacit edict of proscription had been issued against both him and the poor young maiden.	true	1793.57	1801.85	17
1987_144135_000021_000000	But an even more unpleasant surprise was in store for our hero; for whilst the young lady was still yawning as Chichikov recounted to her certain of his past adventures and also touched lightly upon the subject of Greek philosophy, there appeared from an adjoining room the figure of Nozdrev.	But an even more unpleasant surprise was in store for our hero; for whilst the young lady was still yawning as Chichikov recounted to her certain of his past adventures and also touched lightly upon the subject of Greek philosophy, there appeared from an adjoining room the figure of Nozdrev.	false	1801.85	1818.34	19.852673
1987_144135_000021_000001	Whether he had come from the buffet, or whether he had issued from a little green retreat where a game more strenuous than whist had been in progress, or whether he had left the latter resort unaided, or whether he had been expelled therefrom, is unknown; but at all events when he entered the ballroom, he was in an elevated condition, and leading by the arm the Public Prosecutor, whom he seemed to have been dragging about for a long while past, seeing that the poor man was glancing from side to side as though seeking a means of putting an end to this personally conducted tour.	Whether he had come from the buffet, or whether he had issued from a little green retreat where a game more strenuous than whist had been in progress, or whether he had left the latter resort unaided, or whether he had been expelled therefrom, is unknown; but at all events when he entered the ballroom, he was in an elevated condition, and leading by the arm the Public Prosecutor, whom he seemed to have been dragging about for a long while past, seeing that the poor man was glancing from side to side as though seeking a means of putting an end to this personally conducted tour.	false	1818.56	1850.74	19.797709
1987_144135_000021_000002	Certainly he must have found the situation almost unbearable, in view of the fact that, after deriving inspiration from two glasses of tea not wholly undiluted with rum, Nozdrev was engaged in lying unmercifully.	Certainly he must have found the situation almost unbearable, in view of the fact that, after deriving inspiration from two glasses of tea not wholly undiluted with rum, Nozdrev was engaged in lying unmercifully.	true	1851.5	1865.17	19.743858
1987_144135_000021_000003	On sighting him in the distance, Chichikov at once decided to sacrifice himself.	On sighting him in the distance, Chichikov at once decided to sacrifice himself.	true	1865.66	1871.32	21.97554
1987_144135_000021_000004	That is to say, he decided to vacate his present enviable position and make off with all possible speed, since he could see that an encounter with the newcomer would do him no good.	That is to say, he decided to vacate his present enviable position and make off with all possible speed, since he could see that an encounter with the newcomer would do him no good.	true	1871.54	1883.29	20.985577
1987_144135_000021_000005	Unfortunately at that moment the Governor buttonholed him with a request that he would come and act as arbiter between him (the Governor) and two ladies--the subject of dispute being the question as to whether or not woman's love is lasting. Simultaneously Nozdrev descried our hero and bore down upon him.	Unfortunately at that moment the Governor buttonholed him with a request that he would come and act as arbiter between him (the Governor) and two ladies-the subject of dispute being the question as to whether or not woman's love is lasting. Simultaneously Nozdrev descried our hero and bore down upon him.	false	1883.51	1904.79	20.574617
1987_144135_000022_000000	"Ah, my fine landowner of Kherson!" he cried with a smile which set his fresh, spring-rose-pink cheeks a-quiver.	"Ah, my fine landowner of Kherson!" he cried with a smile which set his fresh, spring rose pink cheeks a quiver.	true	1904.79	1912.24	21
1987_144135_000022_000001	"Have you been doing much trade in departed souls lately?" With that he turned to the Governor.	"Have you been doing much trade in departed souls lately?" With that he turned to the Governor.	true	1912.61	1918.12	20.659634
1987_144135_000022_000002	"I suppose your Excellency knows that this man traffics in dead peasants?" he bawled.	"I suppose your Excellency knows that this man traffics in dead peasants?" he bawled.	true	1918.28	1923.73	20.111671
1987_144135_000022_000003	"Look here, Chichikov.	"Look here, Chichikov.	false	1924.04	1925.79	20.995497
1987_144135_000022_000004	I tell you in the most friendly way possible that every one here likes you--yes, including even the Governor.	I tell you in the most friendly way possible that every one here likes you-yes, including even the Governor.	true	1925.79	1931.83	18.801056
1987_144135_000022_000005	Nevertheless, had I my way, I would hang you!	Nevertheless, had I my way, I would hang you!	true	1931.84	1935.01	17.854883
1987_144135_000022_000006	Yes, by God I would!"	Yes, by God I would!"	true	1935.02	1936.93	22.9814
1987_144135_000023_000000	Chichikov's discomfiture was complete.	Chichikov's discomfiture was complete.	true	1937.15	1939.6	20.67781
1987_144135_000024_000000	"And, would you believe it, your Excellency," went on Nozdrev, "but this fellow actually said to me, 'Sell me your dead souls!' Why, I laughed till I nearly became as dead as the souls.	"And, would you believe it, your Excellency," went on Nozdrev, "but this fellow actually said to me, 'Sell me your dead souls!' Why, I laughed till I nearly became as dead as the souls.	true	1939.91	1951.03	18.315304
1987_144135_000024_000001	And, behold, no sooner do I arrive here than I am told that he has bought three million roubles' worth of peasants for transferment!	And, behold, no sooner do I arrive here than I am told that he has bought three million roubles' worth of peasants for transferment!	true	1951.1	1958.68	20.398174
1987_144135_000024_000002	For transferment, indeed!	For transferment, indeed!	true	1958.93	1960.9	20.781862
1987_144135_000024_000003	And he wanted to bargain with me for my DEAD ones!	And he wanted to bargain with me for my DEAD ones!	true	1960.91	1963.9	20.121521
1987_144135_000024_000004	Look here, Chichikov.	Look here, Chichikov.	false	1964.18	1965.84	20.197338
1987_144135_000024_000005	You are a swine!	You are a swine!	true	1965.84	1967.26	19.36914
1987_144135_000024_000006	Yes, by God, you are an utter swine!	Yes, by God, you are an utter swine!	true	1967.36	1970.59	21.90426
1987_144135_000024_000007	Is not that so, your Excellency?	Is not that so, your Excellency?	false	1970.66	1972.74	21.725859
1987_144135_000024_000008	Is not that so, friend Prokurator [34]?"	Is not that so, friend Prokurator [thirty four]?"	false	1972.74	1977.48	20.66233
1987_144135_000025_000000	But both his Excellency, the Public Prosecutor, and Chichikov were too taken aback to reply.	But both his Excellency, the Public Prosecutor, and Chichikov were too taken aback to reply.	false	1977.48	1983.64	21.150316
1987_144135_000025_000001	The half-tipsy Nozdrev, without noticing them, continued his harangue as before.	The half tipsy Nozdrev, without noticing them, continued his harangue as before.	true	1983.86	1989.33	20.11974
1987_144135_000026_000000	"Ah, my fine sir!" he cried.	"Ah, my fine sir!" he cried.	false	1989.33	1992.46	19.316208
1987_144135_000026_000001	"THIS time I don't mean to let you go.	"THIS time I don't mean to let you go.	true	1992.46	1995.1	19.962116
1987_144135_000026_000002	No, not until I have learnt what all this purchasing of dead peasants means. Look here.	No, not until I have learnt what all this purchasing of dead peasants means. Look here.	false	1995.23	2000.71	19.252342
1987_144135_000026_000003	You ought to be ashamed of yourself.	You ought to be ashamed of yourself.	true	2000.72	2003.01	20.517132
1987_144135_000026_000004	Yes, _I_ say that--_I_ who am one of your best friends." Here he turned to the Governor again.	Yes, underscore I underscore say that-underscore I underscore who am one of your best friends." Here he turned to the Governor again.	false	2003.01	2010.04	21.066782
1987_144135_000026_000005	"Your Excellency," he continued, "you would never believe what inseperables this man and I have been.	"Your Excellency," he continued, "you would never believe what inseperables this man and I have been.	true	2010.14	2015.95	19.484934
1987_144135_000026_000006	Indeed, if you had stood there and said to me, 'Nozdrev, tell me on your honour which of the two you love best--your father or Chichikov?' I should have replied, 'Chichikov, by God!'" With that he tackled our hero again, "Come, come, my friend!" he urged.	Indeed, if you had stood there and said to me, 'Nozdrev, tell me on your honour which of the two you love best-your father or Chichikov?' I should have replied, 'Chichikov, by God!'" With that he tackled our hero again, "Come, come, my friend!" he urged.	true	2016.08	2033.09	20.717678
1987_144135_000026_000007	"Let me imprint upon your cheeks a baiser or two.	"Let me imprint upon your cheeks a baiser or two.	true	2033.09	2036.08	22
1987_144135_000026_000008	You will excuse me if I kiss him, will you not, your Excellency?	You will excuse me if I kiss him, will you not, your Excellency?	true	2036.33	2039.47	19
1987_144135_000026_000009	No, do not resist me, Chichikov, but allow me to imprint at least one baiser upon your lily-white cheek." And in his efforts to force upon Chichikov what he termed his "baisers" he came near to measuring his length upon the floor.	No, do not resist me, Chichikov, but allow me to imprint at least one baiser upon your lily white cheek." And in his efforts to force upon Chichikov what he termed his "baisers" he came near to measuring his length upon the floor.	true	2039.48	2052.88	20.266981
1987_144135_000027_000000	Every one now edged away, and turned a deaf ear to his further babblings; but his words on the subject of the purchase of dead souls had none the less been uttered at the top of his voice, and been accompanied with such uproarious laughter that the curiosity even of those who had happened to be sitting or standing in the remoter corners of the room had been aroused.	Every one now edged away, and turned a deaf ear to his further babblings; but his words on the subject of the purchase of dead souls had none the less been uttered at the top of his voice, and been accompanied with such uproarious laughter that the curiosity even of those who had happened to be sitting or standing in the remoter corners of the room had been aroused.	false	2053.19	2072.59	18.376669
1987_144135_000027_000001	So strange and novel seemed the idea that the company stood with faces expressive of nothing but a dumb, dull wonder.	So strange and novel seemed the idea that the company stood with faces expressive of nothing but a dumb, dull wonder.	true	2072.78	2079.97	18
1987_144135_000027_000002	Only some of the ladies (as Chichikov did not fail to remark) exchanged meaning, ill-natured winks and a series of sarcastic smiles: which circumstance still further increased his confusion.	Only some of the ladies (as Chichikov did not fail to remark) exchanged meaning, ill natured winks and a series of sarcastic smiles: which circumstance still further increased his confusion.	false	2080.22	2091.67	19.814028
1987_144135_000027_000003	That Nozdrev was a notorious liar every one, of course, knew, and that he should have given vent to an idiotic outburst of this sort had surprised no one; but a dead soul--well, what was one to make of Nozdrev's reference to such a commodity?	That Nozdrev was a notorious liar every one, of course, knew, and that he should have given vent to an idiotic outburst of this sort had surprised no one; but a dead soul-well, what was one to make of Nozdrev's reference to such a commodity?	false	2092.01	2106.1	19.22736
1987_144135_000028_000000	Naturally this unseemly contretemps had greatly upset our hero; for, however foolish be a madman's words, they may yet prove sufficient to sow doubt in the minds of saner individuals.	Naturally this unseemly contretemps had greatly upset our hero; for, however foolish be a madman's words, they may yet prove sufficient to sow doubt in the minds of saner individuals.	true	2106.41	2117.95	19.389585
1987_144135_000028_000001	He felt much as does a man who, shod with well-polished boots, has just stepped into a dirty, stinking puddle.	He felt much as does a man who, shod with well polished boots, has just stepped into a dirty, stinking puddle.	true	2118.23	2124.58	21.0139
1987_144135_000028_000002	He tried to put away from him the occurrence, and to expand, and to enjoy himself once more.	He tried to put away from him the occurrence, and to expand, and to enjoy himself once more.	true	2124.86	2130.04	20
1987_144135_000028_000003	Nay, he even took a hand at whist.	Nay, he even took a hand at whist.	true	2130.23	2132.53	19.19608
1987_144135_000028_000004	But all was of no avail--matters kept going as awry as a badly-bent hoop.	But all was of no avail-matters kept going as awry as a badly bent hoop.	true	2132.78	2137.72	20.8374
1987_144135_000028_000005	Twice he blundered in his play, and the President of the Council was at a loss to understand how his friend, Paul Ivanovitch, lately so good and so circumspect a player, could perpetrate such a mauvais pas as to throw away a particular king of spades which the President has been "trusting" as (to quote his own expression) "he would have trusted God." At supper, too, matters felt uncomfortable, even though the society at Chichikov's table was exceedingly agreeable and Nozdrev had been removed, owing to the fact that the ladies had found his conduct too scandalous to be borne, now that the delinquent had taken to seating himself on the floor and plucking at the skirts of passing lady dancers.	Twice he blundered in his play, and the President of the Council was at a loss to understand how his friend, Paul Ivanovitch, lately so good and so circumspect a player, could perpetrate such a mauvais pas as to throw away a particular king of spades which the President has been "trusting" as (to quote his own expression) "he would have trusted God." At supper, too, matters felt uncomfortable, even though the society at Chichikov's table was exceedingly agreeable and Nozdrev had been removed, owing to the fact that the ladies had found his conduct too scandalous to be borne, now that the delinquent had taken to seating himself on the floor and plucking at the skirts of passing lady dancers.	false	2137.91	2177.35	21.310791
1987_144135_000028_000006	As I say, therefore, Chichikov found the situation not a little awkward, and eventually put an end to it by leaving the supper room before the meal was over, and long before the hour when usually he returned to the inn.	As I say, therefore, Chichikov found the situation not a little awkward, and eventually put an end to it by leaving the supper room before the meal was over, and long before the hour when usually he returned to the inn.	false	2177.66	2190.66	19.503773
