6206_14958_000000_000000	CHAPTER VI	CHAPTER six	false	0.63	6.645	20.117563
6206_14958_000044_000002	He said he wanted you to understand thoroughly."	He said he wanted you to understand thoroughly."	true	853.37	855.91	20.139322
6206_14958_000045_000000	Julia Cloud turned and walked with swift step to the little parlor where lay the paper she and Mr. Luddington had just signed, and a copy of which he had taken with him.	Julia Cloud turned and walked with swift step to the little parlor where lay the paper she and mr Luddington had just signed, and a copy of which he had taken with him.	true	856.7	867.12	24.736824
6206_14958_000045_000001	She returned to her astonished sister with the paper in her hand.	She returned to her astonished sister with the paper in her hand.	true	867.12	870.4	21.448544
6206_14958_000046_000000	"Perhaps it would be just as well for you to read this," she said with dignity, and put the paper into Ellen's hands, going back to her clearing of the table.	"Perhaps it would be just as well for you to read this," she said with dignity, and put the paper into Ellen's hands, going back to her clearing of the table.	true	870.62	878.53	21
6206_14958_000047_000000	There was silence in the dining-room while Ellen read, Julia moving on quiet feet about the table, putting things to rights.	There was silence in the dining room while Ellen read, Julia moving on quiet feet about the table, putting things to rights.	true	878.9	885.79	19.93936
6206_14958_000047_000001	She had finished her part of the argument.	She had finished her part of the argument.	true	886.01	887.925	22
6206_14958_000047_000002	She was resolutely putting out of her mind the things her sister had just said, and refusing altogether to think of Herbert.	She was resolutely putting out of her mind the things her sister had just said, and refusing altogether to think of Herbert.	true	887.925	894.46	22
6206_14958_000047_000003	She knew in her heart just how Herbert had looked when he had said those things, even to the snarl at the corner of his nose. She knew, too, that Ellen had probably not reported the message even so disagreeably as the original, and she knew that it would be better to forget.	She knew in her heart just how Herbert had looked when he had said those things, even to the snarl at the corner of his nose. She knew, too, that Ellen had probably not reported the message even so disagreeably as the original, and she knew that it would be better to forget.	true	894.5	909.76	21.909039
6206_14958_000048_000000	"Well," said Ellen, rising after a long perusal, laying the paper on the table, "that sounds all very well in writing.	"Well," said Ellen, rising after a long perusal, laying the paper on the table, "that sounds all very well in writing.	true	910.73	917.76	22.344025
6206_14958_000048_000001	The thing is to see how it comes out.	The thing is to see how it comes out.	true	917.76	919.78	26.433199
6206_14958_000048_000002	The proof of the pudding is in the eating, and you needn't tell me that any man in his senses will pay all that salary merely for a 'chaperon,' as he calls it.	The proof of the pudding is in the eating, and you needn't tell me that any man in his senses will pay all that salary merely for a 'chaperon,' as he calls it.	true	920	928.15	16
6206_14958_000048_000003	If he does, he's a fool; that's all I've got to say.	If he does, he's a fool; that's all I've got to say.	true	928.22	931.48	21.488085
6206_14958_000048_000004	But I suppose nothing short of getting caught in a trap will make you see it; so I better save my breath.	But I suppose nothing short of getting caught in a trap will make you see it; so I better save my breath.	true	931.55	936.99	23.057518
6206_14958_000048_000005	I'm sure I hope you won't go to the poorhouse through your stubbornness. I've done all I could to keep you from it, and it's pretty hard to have my only sister leave me--so soo-oo-on after mother's--death."	I'm sure I hope you won't go to the poorhouse through your stubbornness. I've done all I could to keep you from it, and it's pretty hard to have my only sister leave me-so soo oo on after mother's-death."	false	936.99	949.09	22.600426
6206_14958_000049_000000	"Well, Ellen," said Julia Cloud, looking at her speculatively, "I'm sure I never dreamed you cared about having me away from here.	"Well, Ellen," said Julia Cloud, looking at her speculatively, "I'm sure I never dreamed you cared about having me away from here.	true	949.91	957.13	20
6206_14958_000049_000001	You've never shown much interest in being with me.	You've never shown much interest in being with me.	true	957.29	959.86	18
6206_14958_000049_000002	But I'm sorry if you feel it that way, and I'm sure I'll write to you and try to do little things for the children often, now that I shall have something to do with." But her kindly feeling was cut short by Ellen interrupting her.	But I'm sorry if you feel it that way, and I'm sure I'll write to you and try to do little things for the children often, now that I shall have something to do with." But her kindly feeling was cut short by Ellen interrupting her.	true	960.05	972.25	21.097399
6206_14958_000050_000000	"Oh, you needn't trouble yourself!	"Oh, you needn't trouble yourself!	true	972.59	974.685	21.553823
6206_14958_000050_000001	We can look after the children ourselves.	We can look after the children ourselves.	true	974.685	976.815	20
6206_14958_000050_000002	You better save what you get to look after yourself when those two get over this whim!"	You better save what you get to look after yourself when those two get over this whim!"	true	976.815	981.04	19
6206_14958_000051_000000	And then to her great relief Julia Cloud heard the car returning from the station, and the two young people rushing into the hall.	And then to her great relief Julia Cloud heard the car returning from the station, and the two young people rushing into the hall.	true	981.29	988.26	19
6206_14958_000052_000000	CHAPTER VII	CHAPTER seven	false	988.26	988.29	-20
6206_14958_000053_000000	"I'm going up-stairs to put on that calico wrapper you loaned me, Aunt Jewel," shouted Leslie, putting a rosy face into the dining-room for an instant and then vanishing.	"I'm going up stairs to put on that calico wrapper you loaned me, Aunt Jewel," shouted Leslie, putting a rosy face into the dining room for an instant and then vanishing.	false	988.29	995.37	18.532833
