1413_121799_000000_000000	II	two	false	9.33	9.87	4
1413_121799_000018_000007	The attendant circumstances of the analysis render it admissible that the influence of this second group of conceptions caused the displacement of amyl to propyl.	The attendant circumstances of the analysis render it admissible that the influence of this second group of conceptions caused the displacement of amyl to propyl.	true	1137.56	1146	19
1413_121799_000018_000008	_Propyl_ is, so to say, the mean idea between _amyl_ and _propyloea_; it got into the dream as a kind of _compromise_ by simultaneous condensation and displacement.	underscore Propyl underscore is, so to say, the mean idea between underscore amyl underscore and underscore propyloea underscore; it got into the dream as a kind of underscore compromise underscore by simultaneous condensation and displacement.	false	1146	1157.77	19.306501
1413_121799_000019_000000	The need of discovering some motive for this bewildering work of the dream is even more called for in the case of displacement than in condensation.	The need of discovering some motive for this bewildering work of the dream is even more called for in the case of displacement than in condensation.	false	1158.98	1168.18	19.031265
1413_121799_000020_000000	Although the work of displacement must be held mainly responsible if the dream thoughts are not refound or recognized in the dream content (unless the motive of the changes be guessed), it is another and milder kind of transformation which will be considered with the dream thoughts which leads to the discovery of a new but readily understood act of the dream work.	Although the work of displacement must be held mainly responsible if the dream thoughts are not refound or recognized in the dream content (unless the motive of the changes be guessed), it is another and milder kind of transformation which will be considered with the dream thoughts which leads to the discovery of a new but readily understood act of the dream work.	false	1169.15	1188.55	20.331457
1413_121799_000020_000001	The first dream thoughts which are unravelled by analysis frequently strike one by their unusual wording.	The first dream thoughts which are unravelled by analysis frequently strike one by their unusual wording.	true	1190.33	1196.2	20.610666
1413_121799_000020_000002	They do not appear to be expressed in the sober form which our thinking prefers; rather are they expressed symbolically by allegories and metaphors like the figurative language of the poets.	They do not appear to be expressed in the sober form which our thinking prefers; rather are they expressed symbolically by allegories and metaphors like the figurative language of the poets.	false	1196.54	1207.33	19.622046
1413_121799_000020_000003	It is not difficult to find the motives for this degree of constraint in the expression of dream ideas.	It is not difficult to find the motives for this degree of constraint in the expression of dream ideas.	false	1208.03	1213.27	17
1413_121799_000020_000004	The dream content consists chiefly of visual scenes; hence the dream ideas must, in the first place, be prepared to make use of these forms of presentation. Conceive that a political leader's or a barrister's address had to be transposed into pantomime, and it will be easy to understand the transformations to which the dream work is constrained by regard for this _dramatization of the dream content_.	The dream content consists chiefly of visual scenes; hence the dream ideas must, in the first place, be prepared to make use of these forms of presentation. Conceive that a political leader's or a barrister's address had to be transposed into pantomime, and it will be easy to understand the transformations to which the dream work is constrained by regard for this underscore dramatization of the dream content underscore.	false	1213.61	1239.27	19.635054
1413_121799_000021_000000	Around the psychical stuff of dream thoughts there are ever found reminiscences of impressions, not infrequently of early childhood--scenes which, as a rule, have been visually grasped.	Around the psychical stuff of dream thoughts there are ever found reminiscences of impressions, not infrequently of early childhood-scenes which, as a rule, have been visually grasped.	true	1239.27	1249.3	18
1413_121799_000021_000001	Whenever possible, this portion of the dream ideas exercises a definite influence upon the modelling of the dream content; it works like a center of crystallization, by attracting and rearranging the stuff of the dream thoughts.	Whenever possible, this portion of the dream ideas exercises a definite influence upon the modelling of the dream content; it works like a center of crystallization, by attracting and rearranging the stuff of the dream thoughts.	false	1249.58	1261.75	19
1413_121799_000021_000002	The scene of the dream is not infrequently nothing but a modified repetition, complicated by interpolations of events that have left such an impression; the dream but very seldom reproduces accurate and unmixed reproductions of real scenes.	The scene of the dream is not infrequently nothing but a modified repetition, complicated by interpolations of events that have left such an impression; the dream but very seldom reproduces accurate and unmixed reproductions of real scenes.	true	1262.6	1277.26	18.81614
1413_121799_000022_000000	The dream content does not, however, consist exclusively of scenes, but it also includes scattered fragments of visual images, conversations, and even bits of unchanged thoughts.	The dream content does not, however, consist exclusively of scenes, but it also includes scattered fragments of visual images, conversations, and even bits of unchanged thoughts.	true	1280.81	1291.69	19.335533
1413_121799_000022_000001	It will be perhaps to the point if we instance in the briefest way the means of dramatization which are at the disposal of the dream work for the repetition of the dream thoughts in the peculiar language of the dream.	It will be perhaps to the point if we instance in the briefest way the means of dramatization which are at the disposal of the dream work for the repetition of the dream thoughts in the peculiar language of the dream.	false	1292.03	1302.61	19
1413_121799_000023_000000	The dream thoughts which we learn from the analysis exhibit themselves as a psychical complex of the most complicated superstructure.	The dream thoughts which we learn from the analysis exhibit themselves as a psychical complex of the most complicated superstructure.	false	1305.98	1313.56	19
1413_121799_000023_000001	Their parts stand in the most diverse relationship to each other; they form backgrounds and foregrounds, stipulations, digressions, illustrations, demonstrations, and protestations.	Their parts stand in the most diverse relationship to each other; they form backgrounds and foregrounds, stipulations, digressions, illustrations, demonstrations, and protestations.	true	1314.02	1324.09	19.206533
1413_121799_000023_000002	It may be said to be almost the rule that one train of thought is followed by its contradictory.	It may be said to be almost the rule that one train of thought is followed by its contradictory.	true	1325.24	1330.54	19.72378
1413_121799_000023_000003	No feature known to our reason whilst awake is absent.	No feature known to our reason whilst awake is absent.	true	1330.88	1334.05	19
1413_121799_000023_000004	If a dream is to grow out of all this, the psychical matter is submitted to a pressure which condenses it extremely, to an inner shrinking and displacement, creating at the same time fresh surfaces, to a selective interweaving among the constituents best adapted for the construction of these scenes.	If a dream is to grow out of all this, the psychical matter is submitted to a pressure which condenses it extremely, to an inner shrinking and displacement, creating at the same time fresh surfaces, to a selective interweaving among the constituents best adapted for the construction of these scenes.	true	1334.42	1351.39	19.47806
1413_121799_000023_000005	Having regard to the origin of this stuff, the term _regression_ can be fairly applied to this process.	Having regard to the origin of this stuff, the term underscore regression underscore can be fairly applied to this process.	false	1351.91	1358.41	19.76985
1413_121799_000023_000006	The logical chains which hitherto held the psychical stuff together become lost in this transformation to the dream content.	The logical chains which hitherto held the psychical stuff together become lost in this transformation to the dream content.	false	1358.84	1368.19	20.497639
1413_121799_000023_000007	The dream work takes on, as it were, only the essential content of the dream thoughts for elaboration.	The dream work takes on, as it were, only the essential content of the dream thoughts for elaboration.	true	1368.59	1374.4	19
1413_121799_000023_000008	It is left to analysis to restore the connection which the dream work has destroyed.	It is left to analysis to restore the connection which the dream work has destroyed.	true	1374.62	1379.35	19.85083
1413_121799_000024_000000	The dream's means of expression must therefore be regarded as meager in comparison with those of our imagination, though the dream does not renounce all claims to the restitution of logical relation to the dream thoughts.	The dream's means of expression must therefore be regarded as meager in comparison with those of our imagination, though the dream does not renounce all claims to the restitution of logical relation to the dream thoughts.	false	1380.53	1391.5	18
1413_121799_000024_000001	It rather succeeds with tolerable frequency in replacing these by formal characters of its own.	It rather succeeds with tolerable frequency in replacing these by formal characters of its own.	true	1392.11	1396.72	19.329826
1413_121799_000025_000000	By reason of the undoubted connection existing between all the parts of dream thoughts, the dream is able to embody this matter into a single scene.	By reason of the undoubted connection existing between all the parts of dream thoughts, the dream is able to embody this matter into a single scene.	false	1397.9	1405.93	19.821863
1413_121799_000025_000001	It upholds a _logical connection_ as _approximation in time and space_, just as the painter, who groups all the poets for his picture of Parnassus who, though they have never been all together on a mountain peak, yet form ideally a community.	It upholds a underscore logical connection underscore as underscore approximation in time and space underscore, just as the painter, who groups all the poets for his picture of Parnassus who, though they have never been all together on a mountain peak, yet form ideally a community.	false	1406.18	1420.21	19.064217
1413_121799_000025_000002	The dream continues this method of presentation in individual dreams, and often when it displays two elements close together in the dream content it warrants some special inner connection between what they represent in the dream thoughts.	The dream continues this method of presentation in individual dreams, and often when it displays two elements close together in the dream content it warrants some special inner connection between what they represent in the dream thoughts.	false	1420.58	1432.48	19.396744
1413_121799_000025_000003	It should be, moreover, observed that all the dreams of one night prove on analysis to originate from the same sphere of thought.	It should be, moreover, observed that all the dreams of one night prove on analysis to originate from the same sphere of thought.	true	1433.75	1440.22	17
1413_121799_000026_000000	The causal connection between two ideas is either left without presentation, or replaced by two different long portions of dreams one after the other.	The causal connection between two ideas is either left without presentation, or replaced by two different long portions of dreams one after the other.	true	1441.07	1449.85	21
1413_121799_000026_000001	This presentation is frequently a reversed one, the beginning of the dream being the deduction, and its end the hypothesis. The direct _transformation_ of one thing into another in the dream seems to serve the relationship of _cause_ and _effect_.	This presentation is frequently a reversed one, the beginning of the dream being the deduction, and its end the hypothesis. The direct underscore transformation underscore of one thing into another in the dream seems to serve the relationship of underscore cause underscore and underscore effect underscore.	false	1450.79	1465.92	18.16345
1413_121799_000027_000000	The dream never utters the _alternative "either-or,"_ but accepts both as having equal rights in the same connection.	The dream never utters the underscore alternative "either or,"underscore but accepts both as having equal rights in the same connection.	false	1465.92	1471.72	16
1413_121799_000027_000001	When "either-or" is used in the reproduction of dreams, it is, as I have already mentioned, to be replaced by "_and_."	When "either or" is used in the reproduction of dreams, it is, as I have already mentioned, to be replaced by "underscore and underscore."	false	1471.91	1479.69	19.107548
1413_121799_000028_000000	Conceptions which stand in opposition to one another are preferably expressed in dreams by the same element.[2] There seems no "not" in dreams.	Conceptions which stand in opposition to one another are preferably expressed in dreams by the same element.[two] There seems no "not" in dreams.	false	1479.69	1488.09	18
1413_121799_000028_000001	Opposition between two ideas, the relation of conversion, is represented in dreams in a very remarkable way.	Opposition between two ideas, the relation of conversion, is represented in dreams in a very remarkable way.	false	1488.09	1494.42	16
1413_121799_000028_000002	It is expressed by the reversal of another part of the dream content just as if by way of appendix.	It is expressed by the reversal of another part of the dream content just as if by way of appendix.	false	1494.42	1499.95	18.6551
1413_121799_000028_000003	We shall later on deal with another form of expressing disagreement.	We shall later on deal with another form of expressing disagreement.	true	1500.38	1503.64	19.966492
1413_121799_000028_000004	The common dream sensation of _movement checked_ serves the purpose of representing disagreement of impulses--a _conflict of the will_.	The common dream sensation of underscore movement checked underscore serves the purpose of representing disagreement of impulses-a underscore conflict of the will underscore.	false	1506.05	1513.98	18.990942
1413_121799_000029_000000	Only one of the logical relationships--that of _similarity, identity, agreement_--is found highly developed in the mechanism of dream formation.	Only one of the logical relationships-that of underscore similarity, identity, agreement underscore--is found highly developed in the mechanism of dream formation.	false	1513.98	1521.97	19.262066
1413_121799_000029_000001	Dream work makes use of these cases as a starting-point for condensation, drawing together everything which shows such agreement to a _fresh unity_.	Dream work makes use of these cases as a starting point for condensation, drawing together everything which shows such agreement to a underscore fresh unity underscore.	false	1522.52	1534.8	19.299427
1413_121799_000030_000000	These short, crude observations naturally do not suffice as an estimate of the abundance of the dream's formal means of presenting the logical relationships of the dream thoughts.	These short, crude observations naturally do not suffice as an estimate of the abundance of the dream's formal means of presenting the logical relationships of the dream thoughts.	true	1534.8	1543.69	17
1413_121799_000030_000001	In this respect, individual dreams are worked up more nicely or more carelessly, our text will have been followed more or less closely, auxiliaries of the dream work will have been taken more or less into consideration.	In this respect, individual dreams are worked up more nicely or more carelessly, our text will have been followed more or less closely, auxiliaries of the dream work will have been taken more or less into consideration.	false	1545.14	1556.95	19
1413_121799_000030_000002	In the latter case they appear obscure, intricate, incoherent.	In the latter case they appear obscure, intricate, incoherent.	true	1557.32	1561.03	21.88031
1413_121799_000030_000003	When the dream appears openly absurd, when it contains an obvious paradox in its content, it is so of purpose.	When the dream appears openly absurd, when it contains an obvious paradox in its content, it is so of purpose.	true	1561.1	1567.87	20.625856
1413_121799_000030_000004	Through its apparent disregard of all logical claims, it expresses a part of the intellectual content of the dream ideas. Absurdity in the dream denotes _disagreement, scorn, disdain_ in the dream thoughts.	Through its apparent disregard of all logical claims, it expresses a part of the intellectual content of the dream ideas. Absurdity in the dream denotes underscore disagreement, scorn, disdain underscore in the dream thoughts.	false	1569.71	1581.85	18.109179
1413_121799_000030_000005	As this explanation is in entire disagreement with the view that the dream owes its origin to dissociated, uncritical cerebral activity, I will emphasize my view by an example:	As this explanation is in entire disagreement with the view that the dream owes its origin to dissociated, uncritical cerebral activity, I will emphasize my view by an example:	true	1582.61	1593.39	20.600464
1413_121799_000031_000000	_"One of my acquaintances, Mr. M----, has been attacked by no less a person than Goethe in an essay with, we all maintain, unwarrantable violence.	underscore"One of my acquaintances, mr M----, has been attacked by no less a person than Goethe in an essay with, we all maintain, unwarrantable violence.	false	1593.39	1605.62	18.77011
1413_121799_000031_000001	Mr. M---- has naturally been ruined by this attack.	mr M---- has naturally been ruined by this attack.	true	1605.62	1608.55	19
1413_121799_000031_000002	He complains very bitterly of this at a dinner-party, but his respect for Goethe has not diminished through this personal experience.	He complains very bitterly of this at a dinner party, but his respect for Goethe has not diminished through this personal experience.	true	1608.74	1615.36	22.356525
1413_121799_000031_000003	I now attempt to clear up the chronological relations which strike me as improbable.	I now attempt to clear up the chronological relations which strike me as improbable.	false	1615.91	1620.64	20.094719
1413_121799_000031_000004	Goethe died in 1832.	Goethe died in eighteen thirty two.	true	1620.8	1622.76	22
1413_121799_000031_000005	As his attack upon Mr. M---- must, of course, have taken place before, Mr. M---- must have been then a very young man.	As his attack upon mr M---- must, of course, have taken place before, mr M---- must have been then a very young man.	true	1622.76	1631.98	18.886232
1413_121799_000031_000006	It seems to me plausible that he was eighteen.	It seems to me plausible that he was eighteen.	true	1632.44	1634.92	19.668182
1413_121799_000031_000007	I am not certain, however, what year we are actually in, and the whole calculation falls into obscurity.	I am not certain, however, what year we are actually in, and the whole calculation falls into obscurity.	false	1635.2	1640.68	19
1413_121799_000031_000008	The attack was, moreover, contained in Goethe's well-known essay on 'Nature.'"_	The attack was, moreover, contained in Goethe's well-known essay on 'Nature.'"underscore	false	1640.84	1646.01	18.098036
1413_121799_000032_000000	The absurdity of the dream becomes the more glaring when I state that Mr. M---- is a young business man without any poetical or literary interests.	The absurdity of the dream becomes the more glaring when I state that mr M---- is a young business man without any poetical or literary interests.	false	1646.01	1653.45	15
1413_121799_000032_000001	My analysis of the dream will show what method there is in this madness.	My analysis of the dream will show what method there is in this madness.	false	1653.45	1658.94	17.454578
1413_121799_000032_000002	The dream has derived its material from three sources:	The dream has derived its material from three sources:	true	1658.94	1661.41	18.551851
1413_121799_000033_000000	1.	one.	true	1661.41	1661.98	18.979229
1413_121799_000033_000001	Mr. M----, to whom I was introduced at a dinner-party, begged me one day to examine his elder brother, who showed signs of mental trouble.	mr M----, to whom I was introduced at a dinner party, begged me one day to examine his elder brother, who showed signs of mental trouble.	true	1662.29	1670.2	18.439514
1413_121799_000033_000002	In conversation with the patient, an unpleasant episode occurred.	In conversation with the patient, an unpleasant episode occurred.	true	1670.6	1674.07	19
1413_121799_000033_000003	Without the slightest occasion he disclosed one of his brother's _youthful escapades_.	Without the slightest occasion he disclosed one of his brother's underscore youthful escapades underscore.	false	1674.32	1679.37	17.98399
1413_121799_000033_000004	I had asked the patient the _year of his birth_ (_year of death_ in dream), and led him to various calculations which might show up his want of memory.	I had asked the patient the underscore year of his birth underscore (underscore year of death underscore in dream), and led him to various calculations which might show up his want of memory.	false	1679.37	1688.82	20.355808
1413_121799_000034_000000	2.	two.	false	1688.82	1690.14	4
1413_121799_000034_000001	A medical journal which displayed my name among others on the cover had published a _ruinous_ review of a book by my friend F---- of Berlin, from the pen of a very _juvenile_ reviewer.	A medical journal which displayed my name among others on the cover had published a underscore ruinous underscore review of a book by my friend F---- of Berlin, from the pen of a very underscore juvenile underscore reviewer.	false	1690.14	1701.04	17.910719
1413_121799_000034_000002	I communicated with the editor, who, indeed, expressed his regret, but would not promise any redress.	I communicated with the editor, who, indeed, expressed his regret, but would not promise any redress.	false	1701.95	1708.57	19.489573
1413_121799_000034_000003	Thereupon I broke off my connection with the paper; in my letter of resignation I expressed the hope that our _personal relations would not suffer from this_.	Thereupon I broke off my connection with the paper; in my letter of resignation I expressed the hope that our underscore personal relations would not suffer from this underscore.	false	1708.91	1717.41	19.862354
1413_121799_000034_000004	Here is the real source of the dream.	Here is the real source of the dream.	true	1717.41	1719.19	18.424578
1413_121799_000034_000005	The derogatory reception of my friend's work had made a deep impression upon me.	The derogatory reception of my friend's work had made a deep impression upon me.	true	1719.29	1723.63	21
1413_121799_000034_000006	In my judgment, it contained a fundamental biological discovery which only now, several years later, commences to find favor among the professors.	In my judgment, it contained a fundamental biological discovery which only now, several years later, commences to find favor among the professors.	true	1723.85	1732.08	20.575562
1413_121799_000035_000000	3.	three.	false	1732.08	1734.24	-2
1413_121799_000035_000001	A little while before, a patient gave me the medical history of her brother, who, exclaiming "_Nature, Nature!_" had gone out of his mind. The doctors considered that the exclamation arose from a study of _Goethe's_ beautiful essay, and indicated that the patient had been overworking.	A little while before, a patient gave me the medical history of her brother, who, exclaiming "underscore Nature, Nature!underscore" had gone out of his mind. The doctors considered that the exclamation arose from a study of underscore Goethe's underscore beautiful essay, and indicated that the patient had been overworking.	false	1734.24	1749.79	19.81318
1413_121799_000035_000002	I expressed the opinion that it seemed more _plausible_ to me that the exclamation "Nature!" was to be taken in that sexual meaning known also to the less educated in our country.	I expressed the opinion that it seemed more underscore plausible underscore to me that the exclamation "Nature!" was to be taken in that sexual meaning known also to the less educated in our country.	false	1749.8	1760.35	19.00443
1413_121799_000035_000003	It seemed to me that this view had something in it, because the unfortunate youth afterwards mutilated his genital organs.	It seemed to me that this view had something in it, because the unfortunate youth afterwards mutilated his genital organs.	true	1760.99	1768	20.449903
1413_121799_000035_000004	The patient was eighteen years old when the attack occurred.	The patient was eighteen years old when the attack occurred.	true	1768.28	1771.42	17
1413_121799_000036_000000	The first person in the dream-thoughts behind the ego was my friend who had been so scandalously treated.	The first person in the dream thoughts behind the ego was my friend who had been so scandalously treated.	true	1773.11	1779.54	20.077085
1413_121799_000036_000001	_"I now attempted to clear up the chronological relation."_ My friend's book deals with the chronological relations of life, and, amongst other things, correlates _Goethe's_ duration of life with a number of days in many ways important to biology.	underscore"I now attempted to clear up the chronological relation."underscore My friend's book deals with the chronological relations of life, and, amongst other things, correlates underscore Goethe's underscore duration of life with a number of days in many ways important to biology.	false	1779.54	1794.88	17.986279
1413_121799_000036_000002	The ego is, however, represented as a general paralytic (_"I am not certain what year we are actually in"_).	The ego is, however, represented as a general paralytic (underscore"I am not certain what year we are actually in"underscore).	false	1795.07	1802.46	18.170378
1413_121799_000036_000003	The dream exhibits my friend as behaving like a general paralytic, and thus riots in absurdity.	The dream exhibits my friend as behaving like a general paralytic, and thus riots in absurdity.	false	1802.46	1807.63	16
1413_121799_000036_000004	But the dream thoughts run ironically.	But the dream thoughts run ironically.	false	1807.94	1810.96	18.965546
1413_121799_000036_000005	"Of course he is a madman, a fool, and you are the genius who understands all about it.	"Of course he is a madman, a fool, and you are the genius who understands all about it.	false	1811.39	1816.02	18.510647
1413_121799_000036_000006	But shouldn't it be the _other way round_?"	But shouldn't it be the underscore other way round underscore?"	false	1816.02	1818.39	14.670102
1413_121799_000036_000007	This inversion obviously took place in the dream when Goethe attacked the young man, which is absurd, whilst any one, however young, can to-day easily attack the great Goethe.	This inversion obviously took place in the dream when Goethe attacked the young man, which is absurd, whilst any one, however young, can to day easily attack the great Goethe.	false	1818.39	1832.31	17.750656
1413_121799_000037_000000	I am prepared to maintain that no dream is inspired by other than egoistic emotions.	I am prepared to maintain that no dream is inspired by other than egoistic emotions.	true	1832.31	1837.09	14
1413_121799_000037_000001	The ego in the dream does not, indeed, represent only my friend, but stands for myself also.	The ego in the dream does not, indeed, represent only my friend, but stands for myself also.	true	1837.4	1843.06	18.973127
1413_121799_000037_000002	I identify myself with him because the fate of his discovery appears to me typical of the acceptance of _my own_.	I identify myself with him because the fate of his discovery appears to me typical of the acceptance of underscore my own underscore.	false	1843.79	1850.13	18
1413_121799_000037_000003	If I were to publish my own theory, which gives sexuality predominance in the aetiology of psychoneurotic disorders (see the allusion to the eighteen-year-old patient--_"Nature, Nature!"_), the same criticism would be leveled at me, and it would even now meet with the same contempt.	If I were to publish my own theory, which gives sexuality predominance in the aetiology of psychoneurotic disorders (see the allusion to the eighteen year old patient-underscore"Nature, Nature!"underscore), the same criticism would be leveled at me, and it would even now meet with the same contempt.	false	1850.13	1867.36	19
1413_121799_000038_000000	When I follow out the dream thoughts closely, I ever find only _scorn_ and _contempt_ as _correlated with the dream's absurdity_.	When I follow out the dream thoughts closely, I ever find only underscore scorn underscore and underscore contempt underscore as underscore correlated with the dream's absurdity underscore.	false	1868.45	1875.57	19.144266
1413_121799_000038_000001	It is well known that the discovery of a cracked sheep's skull on the Lido in Venice gave Goethe the hint for the so-called vertebral theory of the skull.	It is well known that the discovery of a cracked sheep's skull on the Lido in Venice gave Goethe the hint for the so-called vertebral theory of the skull.	true	1875.57	1883.17	17
1413_121799_000038_000002	My friend plumes himself on having as a student raised a hubbub for the resignation of an aged professor who had done good work (including some in this very subject of comparative anatomy), but who, on account of _decrepitude_, had become quite incapable of teaching.	My friend plumes himself on having as a student raised a hubbub for the resignation of an aged professor who had done good work (including some in this very subject of comparative anatomy), but who, on account of underscore decrepitude underscore, had become quite incapable of teaching.	false	1883.33	1898.59	18.538551
1413_121799_000038_000003	The agitation my friend inspired was so successful because in the German Universities an _age limit_ is not demanded for academic work.	The agitation my friend inspired was so successful because in the German Universities an underscore age limit underscore is not demanded for academic work.	false	1898.96	1906.8	16
1413_121799_000038_000004	_Age is no protection against folly._ In the hospital here I had for years the honor to serve under a chief who, long fossilized, was for decades notoriously _feebleminded_, and was yet permitted to continue in his responsible office.	underscore Age is no protection against folly.underscore In the hospital here I had for years the honor to serve under a chief who, long fossilized, was for decades notoriously underscore feebleminded underscore, and was yet permitted to continue in his responsible office.	false	1906.8	1921.96	18.645517
1413_121799_000038_000005	A trait, after the manner of the find in the Lido, forces itself upon me here.	A trait, after the manner of the find in the Lido, forces itself upon me here.	true	1923.08	1928.86	20.464352
1413_121799_000038_000006	It was to this man that some youthful colleagues in the hospital adapted the then popular slang of that day: "No Goethe has written that," "No Schiller composed that," etc.	It was to this man that some youthful colleagues in the hospital adapted the then popular slang of that day: "No Goethe has written that," "No Schiller composed that," etc	false	1928.93	1939.42	19.076141
1413_121799_000039_000000	We have not exhausted our valuation of the dream work.	We have not exhausted our valuation of the dream work.	true	1939.61	1942.42	16.19392
1413_121799_000039_000001	In addition to condensation, displacement, and definite arrangement of the psychical matter, we must ascribe to it yet another activity--one which is, indeed, not shared by every dream.	In addition to condensation, displacement, and definite arrangement of the psychical matter, we must ascribe to it yet another activity-one which is, indeed, not shared by every dream.	false	1942.67	1953.67	19.395813
1413_121799_000039_000002	I shall not treat this position of the dream work exhaustively; I will only point out that the readiest way to arrive at a conception of it is to take for granted, probably unfairly, that it _only subsequently influences the dream content which has already been built up_.	I shall not treat this position of the dream work exhaustively; I will only point out that the readiest way to arrive at a conception of it is to take for granted, probably unfairly, that it underscore only subsequently influences the dream content which has already been built up underscore.	false	1953.95	1970.58	19.712172
1413_121799_000039_000003	Its mode of action thus consists in so cooerdinating the parts of the dream that these coalesce to a coherent whole, to a dream composition.	Its mode of action thus consists in so cooerdinating the parts of the dream that these coalesce to a coherent whole, to a dream composition.	true	1970.58	1978.99	21.07448
1413_121799_000039_000004	The dream gets a kind of facade which, it is true, does not conceal the whole of its content.	The dream gets a kind of facade which, it is true, does not conceal the whole of its content.	false	1979.48	1984.84	19.728392
1413_121799_000039_000005	There is a sort of preliminary explanation to be strengthened by interpolations and slight alterations.	There is a sort of preliminary explanation to be strengthened by interpolations and slight alterations.	true	1985.24	1991.59	19.104849
1413_121799_000039_000006	Such elaboration of the dream content must not be too pronounced; the misconception of the dream thoughts to which it gives rise is merely superficial, and our first piece of work in analyzing a dream is to get rid of these early attempts at interpretation.	Such elaboration of the dream content must not be too pronounced; the misconception of the dream thoughts to which it gives rise is merely superficial, and our first piece of work in analyzing a dream is to get rid of these early attempts at interpretation.	false	1991.75	2005.72	18.916115
1413_121799_000040_000000	The motives for this part of the dream work are easily gauged.	The motives for this part of the dream work are easily gauged.	true	2007.38	2010.9	20.162077
1413_121799_000040_000001	This final elaboration of the dream is due to a _regard for intelligibility_--a fact at once betraying the origin of an action which behaves towards the actual dream content just as our normal psychical action behaves towards some proffered perception that is to our liking. The dream content is thus secured under the pretense of certain expectations, is perceptually classified by the supposition of its intelligibility, thereby risking its falsification, whilst, in fact, the most extraordinary misconceptions arise if the dream can be correlated with nothing familiar.	This final elaboration of the dream is due to a underscore regard for intelligibility underscore--a fact at once betraying the origin of an action which behaves towards the actual dream content just as our normal psychical action behaves towards some proffered perception that is to our liking. The dream content is thus secured under the pretense of certain expectations, is perceptually classified by the supposition of its intelligibility, thereby risking its falsification, whilst, in fact, the most extraordinary misconceptions arise if the dream can be correlated with nothing familiar.	false	2010.9	2048.14	18.879839
1413_121799_000040_000002	Every one is aware that we are unable to look at any series of unfamiliar signs, or to listen to a discussion of unknown words, without at once making perpetual changes through _our regard for intelligibility_, through our falling back upon what is familiar.	Every one is aware that we are unable to look at any series of unfamiliar signs, or to listen to a discussion of unknown words, without at once making perpetual changes through underscore our regard for intelligibility underscore, through our falling back upon what is familiar.	false	2049.17	2065.39	18.295523
1413_121799_000041_000000	We can call those dreams _properly made up_ which are the result of an elaboration in every way analogous to the psychical action of our waking life.	We can call those dreams underscore properly made up underscore which are the result of an elaboration in every way analogous to the psychical action of our waking life.	false	2066.45	2074.63	19
1413_121799_000041_000001	In other dreams there is no such action; not even an attempt is made to bring about order and meaning.	In other dreams there is no such action; not even an attempt is made to bring about order and meaning.	true	2075	2081.65	17.246174
1413_121799_000041_000002	We regard the dream as "quite mad," because on awaking it is with this last-named part of the dream work, the dream elaboration, that we identify ourselves.	We regard the dream as "quite mad," because on awaking it is with this last named part of the dream work, the dream elaboration, that we identify ourselves.	false	2081.93	2089.96	18
1413_121799_000041_000003	So far, however, as our analysis is concerned, the dream, which resembles a medley of disconnected fragments, is of as much value as the one with a smooth and beautifully polished surface.	So far, however, as our analysis is concerned, the dream, which resembles a medley of disconnected fragments, is of as much value as the one with a smooth and beautifully polished surface.	true	2090.42	2100.79	18
1413_121799_000041_000004	In the former case we are spared, to some extent, the trouble of breaking down the super-elaboration of the dream content.	In the former case we are spared, to some extent, the trouble of breaking down the super elaboration of the dream content.	true	2101.01	2106.46	18.93438
1413_121799_000042_000000	All the same, it would be an error to see in the dream facade nothing but the misunderstood and somewhat arbitrary elaboration of the dream carried out at the instance of our psychical life.	All the same, it would be an error to see in the dream facade nothing but the misunderstood and somewhat arbitrary elaboration of the dream carried out at the instance of our psychical life.	true	2108.57	2118.04	14
1413_121799_000042_000001	Wishes and phantasies are not infrequently employed in the erection of this facade, which were already fashioned in the dream thoughts; they are akin to those of our waking life--"day-dreams," as they are very properly called.	Wishes and phantasies are not infrequently employed in the erection of this facade, which were already fashioned in the dream thoughts; they are akin to those of our waking life-"day dreams," as they are very properly called.	false	2119.79	2131.36	17.618677
1413_121799_000042_000002	These wishes and phantasies, which analysis discloses in our dreams at night, often present themselves as repetitions and refashionings of the scenes of infancy.	These wishes and phantasies, which analysis discloses in our dreams at night, often present themselves as repetitions and refashionings of the scenes of infancy.	true	2131.76	2140.71	15
1413_121799_000042_000003	Thus the dream facade may show us directly the true core of the dream, distorted through admixture with other matter.	Thus the dream facade may show us directly the true core of the dream, distorted through admixture with other matter.	false	2140.71	2146.93	19.752373
1413_121799_000043_000000	Beyond these four activities there is nothing else to be discovered in the dream work.	Beyond these four activities there is nothing else to be discovered in the dream work.	true	2149.01	2153.02	19
1413_121799_000043_000001	If we keep closely to the definition that dream work denotes the transference of dream thoughts to dream content, we are compelled to say that the dream work is not creative; it develops no fancies of its own, it judges nothing, decides nothing.	If we keep closely to the definition that dream work denotes the transference of dream thoughts to dream content, we are compelled to say that the dream work is not creative; it develops no fancies of its own, it judges nothing, decides nothing.	true	2153.15	2166.91	20.282988
1413_121799_000043_000002	It does nothing but prepare the matter for condensation and displacement, and refashions it for dramatization, to which must be added the inconstant last-named mechanism--that of explanatory elaboration.	It does nothing but prepare the matter for condensation and displacement, and refashions it for dramatization, to which must be added the inconstant last named mechanism-that of explanatory elaboration.	false	2167.31	2181.16	20.192757
