4222_12898_000000_000000	CHAPTER IV.	CHAPTER four.	false	2.61	9.18	24.40426
4222_12898_000036_000001	The English fired; several of the militia were killed, nine wounded, and the rest dispersed.	The English fired; several of the militia were killed, nine wounded, and the rest dispersed.	true	1075.28	1080.33	19.632813
4222_12898_000036_000002	There was no further fighting and the English marched on, unopposed, to Concord.	There was no further fighting and the English marched on, unopposed, to Concord.	false	1080.33	1084.56	22.535015
4222_12898_000037_000000	As they approached the town the militia retreated from it.	As they approached the town the militia retreated from it.	true	1084.56	1087.87	25.60745
4222_12898_000037_000001	The English took possession of a bridge behind the place and held this while the troops were engaged in destroying the ammunition and gun-carriages.	The English took possession of a bridge behind the place and held this while the troops were engaged in destroying the ammunition and gun carriages.	true	1088.27	1096.39	19.991106
4222_12898_000037_000002	Most of the guns had been removed and only two twenty-four pounders were taken.	Most of the guns had been removed and only two twenty four pounders were taken.	true	1096.97	1101.43	19.774044
4222_12898_000037_000003	In destroying the stores by fire the court-house took flames.	In destroying the stores by fire the court house took flames.	true	1101.86	1105.75	20.329678
4222_12898_000037_000004	At the sight of this fire the militia and armed countrymen advanced down the hill toward the bridge.	At the sight of this fire the militia and armed countrymen advanced down the hill toward the bridge.	true	1105.76	1111.42	23.069008
4222_12898_000037_000005	The English tried to pull up the planks, but the Americans ran forward rapidly.	The English tried to pull up the planks, but the Americans ran forward rapidly.	true	1111.85	1116.13	22.452494
4222_12898_000037_000006	The English guard fired; the colonists returned the fire. Some of the English were killed and wounded and the party fell back into the town.	The English guard fired; the colonists returned the fire. Some of the English were killed and wounded and the party fell back into the town.	false	1116.47	1124.08	22.070871
4222_12898_000037_000007	Half an hour later Colonel Smith, having performed the duty that he was sent to do, resumed the homeward march with the whole of his troops.	Half an hour later Colonel Smith, having performed the duty that he was sent to do, resumed the homeward march with the whole of his troops.	true	1124.66	1132.83	22
4222_12898_000038_000000	Then the militiamen of Concord, with those from many villages around and every man in the district capable of bearing arms, fell upon the retiring English.	Then the militiamen of Concord, with those from many villages around and every man in the district capable of bearing arms, fell upon the retiring English.	false	1132.83	1142.5	18.830841
4222_12898_000039_000000	The road led through several defiles, and every tree, every rock, every depression of ground was taken advantage of by the Americans. Scarcely a man was to be seen, but their deadly fire rained thick upon the tired troops.	The road led through several defiles, and every tree, every rock, every depression of ground was taken advantage of by the Americans. Scarcely a man was to be seen, but their deadly fire rained thick upon the tired troops.	true	1143.11	1157.26	19.026361
4222_12898_000039_000001	This they vainly attempted to return, but they could do nothing against an invisible foe, every man of whom possessed a skill with his rifle far beyond that of the British soldier.	This they vainly attempted to return, but they could do nothing against an invisible foe, every man of whom possessed a skill with his rifle far beyond that of the British soldier.	true	1157.75	1168.09	19.974949
4222_12898_000039_000002	Very many fell and the retreat was fast becoming a rout, when, near Lexington, the column met a strong re-enforcement which had been sent out from Boston.	Very many fell and the retreat was fast becoming a rout, when, near Lexington, the column met a strong re enforcement which had been sent out from Boston.	false	1168.49	1177.36	20.559113
4222_12898_000039_000003	This was commanded by Lord Percy, who formed his detachment into square, in which Colonel Smith's party, now so utterly exhausted that they were obliged to lie down for some time, took refuge.	This was commanded by Lord Percy, who formed his detachment into square, in which Colonel Smith's party, now so utterly exhausted that they were obliged to lie down for some time, took refuge.	false	1177.91	1189.63	21.477436
4222_12898_000039_000004	When they were rested the whole force moved forward again toward Boston, harassed the whole way by the Americans, who from behind stone walls and other places of shelter kept up an incessant fire upon both flanks, as well as in the front and rear, against which the troops could do nothing.	When they were rested the whole force moved forward again toward Boston, harassed the whole way by the Americans, who from behind stone walls and other places of shelter kept up an incessant fire upon both flanks, as well as in the front and rear, against which the troops could do nothing.	false	1190.39	1206.46	18.768215
4222_12898_000039_000005	At last the retreating column safely arrived at Boston, spent and worn out with fatigue. Their loss was 65 men killed, 136 wounded, 49 missing.	At last the retreating column safely arrived at Boston, spent and worn out with fatigue. Their loss was sixty five men killed, one hundred thirty six wounded, forty nine missing.	false	1206.98	1218.87	19.702013
4222_12898_000040_000000	Such was the beginning of the war of independence.	Such was the beginning of the war of independence.	true	1218.87	1221.67	20.018417
4222_12898_000040_000001	Many American writers have declared that previous to that battle there was no desire for independence on the part of the colonists, but this is emphatically contradicted by the language used at the meetings and in the newspapers which have come down to us.	Many American writers have declared that previous to that battle there was no desire for independence on the part of the colonists, but this is emphatically contradicted by the language used at the meetings and in the newspapers which have come down to us.	true	1221.86	1234.96	21.108013
4222_12898_000040_000002	The leaders may not have wished to go so far--may not have intended to gain more than an entire immunity from taxation and an absolute power for the colonists to manage their own affairs.	The leaders may not have wished to go so far-may not have intended to gain more than an entire immunity from taxation and an absolute power for the colonists to manage their own affairs.	true	1235.09	1246.6	15
4222_12898_000040_000003	But experience has shown that when the spark of revolution is once lighted, when resistance to the law has once commenced, things are carried to a point far beyond that dreamed of by the first leaders.	But experience has shown that when the spark of revolution is once lighted, when resistance to the law has once commenced, things are carried to a point far beyond that dreamed of by the first leaders.	true	1247.03	1258.57	18
4222_12898_000041_000000	Those who commenced the French Revolution were moderate men who desired only that some slight check should be placed on the arbitrary power of the king--that the people should be relieved in some slight degree from the horrible tyranny of the nobles, from the misery and wretchedness in which they lived.	Those who commenced the French Revolution were moderate men who desired only that some slight check should be placed on the arbitrary power of the king-that the people should be relieved in some slight degree from the horrible tyranny of the nobles, from the misery and wretchedness in which they lived.	true	1258.67	1274.38	19
4222_12898_000041_000001	These just demands increased step by step until they culminated in the Reign of Terror and the most horrible scenes of bloodshed and massacre of modern times.	These just demands increased step by step until they culminated in the Reign of Terror and the most horrible scenes of bloodshed and massacre of modern times.	true	1274.57	1283.71	18
4222_12898_000042_000000	Men like Washington and Franklin and Adams may have desired only that the colonists should be free from imperial taxation, but the popular voice went far beyond this.	Men like Washington and Franklin and Adams may have desired only that the colonists should be free from imperial taxation, but the popular voice went far beyond this.	false	1283.71	1293.38	19
4222_12898_000042_000001	Three years earlier wise counsels in the British Parliament might have averted a catastrophe and delayed for many years the separation of the colonies from their mother country. At the time the march began from Boston to Concord the American colonists stood virtually in armed rebellion.	Three years earlier wise counsels in the British Parliament might have averted a catastrophe and delayed for many years the separation of the colonies from their mother country. At the time the march began from Boston to Concord the American colonists stood virtually in armed rebellion.	true	1293.38	1309.99	18.649282
4222_12898_000042_000002	The militia throughout New England were ready to fight.	The militia throughout New England were ready to fight.	true	1310.45	1313.8	18
4222_12898_000042_000003	Arms, ammunition, and military stores were collected in Rhode Island and New Hampshire.	Arms, ammunition, and military stores were collected in Rhode Island and New Hampshire.	true	1314.08	1319.89	18.993423
4222_12898_000042_000004	The cannon and military stores belonging to the Crown had been carried off by the people, forty cannon being seized in Rhode Island alone.	The cannon and military stores belonging to the Crown had been carried off by the people, forty cannon being seized in Rhode Island alone.	true	1320.59	1328.53	16
4222_12898_000042_000005	Such being the case, it is nonsense to speak of the fray at Lexington as the cause of the Revolutionary War.	Such being the case, it is nonsense to speak of the fray at Lexington as the cause of the Revolutionary War.	true	1329.02	1335.49	17
4222_12898_000042_000006	It was but the spark in the powder.	It was but the spark in the powder.	true	1335.89	1337.89	21.867376
4222_12898_000042_000007	The magazine was ready and primed, the explosion was inevitable, and the fight at Lexington was the accidental incident which set fire to it.	The magazine was ready and primed, the explosion was inevitable, and the fight at Lexington was the accidental incident which set fire to it.	false	1338.2	1347.27	22.137117
4222_12898_000043_000000	The efforts of American writers to conceal the real facts of the case, to minimize the rebellious language, the violent acts of the colonists, and to make England responsible for the war because a body of troops were sent to seize cannon and military stores intended to be used against them are so absurd, as well as so untrue, that it is astonishing how wide a credence such statements have received.	The efforts of American writers to conceal the real facts of the case, to minimize the rebellious language, the violent acts of the colonists, and to make England responsible for the war because a body of troops were sent to seize cannon and military stores intended to be used against them are so absurd, as well as so untrue, that it is astonishing how wide a credence such statements have received.	true	1347.27	1371.1	17
4222_12898_000044_000000	From an eminence at some distance from the line of retreat Captain Wilson and his son watched sorrowfully the attack upon the British troops.	From an eminence at some distance from the line of retreat Captain Wilson and his son watched sorrowfully the attack upon the British troops.	true	1371.5	1379.23	20
4222_12898_000044_000001	When at last the combatants disappeared from sight through one of the defiles Captain Wilson turned his horse's head homeward.	When at last the combatants disappeared from sight through one of the defiles Captain Wilson turned his horse's head homeward.	true	1379.3	1385.47	19
4222_12898_000045_000000	"The die is cast," he said to his wife as she met him at the door. "The war has begun, and I fear it can have but one termination.	"The die is cast," he said to his wife as she met him at the door. "The war has begun, and I fear it can have but one termination.	true	1385.47	1392.82	20
4222_12898_000045_000001	The colonists can place forces in the field twenty times as numerous as any army that England can spare.	The colonists can place forces in the field twenty times as numerous as any army that England can spare.	true	1393.25	1399.12	14
4222_12898_000045_000002	They are inferior in drill and in discipline, but these things, which are of such vast consequence in a European battlefield, matter but little in such a country as this. Skill with the rifle and knowledge of forest warfare are far more important.	They are inferior in drill and in discipline, but these things, which are of such vast consequence in a European battlefield, matter but little in such a country as this. Skill with the rifle and knowledge of forest warfare are far more important.	false	1399.7	1415.44	19.275257
4222_12898_000045_000003	In these points the colonists are as superior to the English soldiers as they are in point of numbers.	In these points the colonists are as superior to the English soldiers as they are in point of numbers.	false	1415.9	1421.2	13
4222_12898_000045_000004	Nevertheless, my dear, my duty is plain.	Nevertheless, my dear, my duty is plain.	true	1421.99	1424.71	17.715902
4222_12898_000045_000005	I am an Englishman and have borne his Majesty's commission, and I must fight for the king.	I am an Englishman and have borne his Majesty's commission, and I must fight for the king.	false	1425.29	1430.77	14
4222_12898_000045_000006	Harold has spoken to me as we rode home together, and he wishes to fight by my side.	Harold has spoken to me as we rode home together, and he wishes to fight by my side.	true	1431.29	1436.41	15
4222_12898_000045_000007	I have pointed out to him that as he was born here he can without dishonor remain neutral in the struggle.	I have pointed out to him that as he was born here he can without dishonor remain neutral in the struggle.	true	1436.54	1442.62	20.051264
4222_12898_000045_000008	He, however, insists that as a royal subject of the king he is entitled to fight for him. He saw to-day many lads not older than himself in the rebel ranks, and he has pleaded strongly for permission to go with me.	He, however, insists that as a royal subject of the king he is entitled to fight for him. He saw to day many lads not older than himself in the rebel ranks, and he has pleaded strongly for permission to go with me.	false	1442.96	1455.61	20.077003
4222_12898_000045_000009	To this I have agreed.	To this I have agreed.	true	1456.46	1457.98	20.319403
4222_12898_000045_000010	Which would you prefer, Mary--to stay quietly here, where I imagine you would not be molested on account of the part I take, or will you move into Boston and stop with your relations there until the struggle has ended one way or the other?"	Which would you prefer, Mary-to stay quietly here, where I imagine you would not be molested on account of the part one take, or will you move into Boston and stop with your relations there until the struggle has ended one way or the other?"	false	1458.89	1471.89	19
4222_12898_000046_000000	As Mrs. Wilson had frequently talked over with her husband the course that he would take in the event of civil war actually breaking out, the news that he would at once offer his services to the British authorities did not come as a shock upon her.	As mrs Wilson had frequently talked over with her husband the course that he would take in the event of civil war actually breaking out, the news that he would at once offer his services to the British authorities did not come as a shock upon her.	false	1471.89	1486.06	19.380653
4222_12898_000046_000001	Even the question of Harold accompanying his father had been talked over; and although her heart bled at the thought of husband and son being both engaged in such a struggle, she agreed to acquiesce in any decision that Harold might arrive at.	Even the question of Harold accompanying his father had been talked over; and although her heart bled at the thought of husband and son being both engaged in such a struggle, she agreed to acquiesce in any decision that Harold might arrive at.	false	1486.1	1499.98	20.411072
4222_12898_000046_000002	He was now nearly sixteen, and in the colonies a lad of this age is, in point of independence and self-reliance, older than an English boy.	He was now nearly sixteen, and in the colonies a lad of this age is, in point of independence and self reliance, older than an English boy.	true	1500.2	1508.89	19.992973
4222_12898_000046_000003	Harold, too, had already shown that he possessed discretion and coolness as well as courage, and although now that the moment had come Mrs. Wilson wept passionately at the thought of their leaving her, she abstained from saying any word to dissuade them from the course they had determined upon.	Harold, too, had already shown that he possessed discretion and coolness as well as courage, and although now that the moment had come mrs Wilson wept passionately at the thought of their leaving her, she abstained from saying any word to dissuade them from the course they had determined upon.	false	1509.02	1525	18.288774
4222_12898_000046_000004	When she recovered from her fit of crying she said that she would accompany them at once to Boston, as in the first place their duties might for some time lie in that city, and that in any case she would obtain far more speedy news there of what was going on throughout the country than she would at Concord.	When she recovered from her fit of crying she said that she would accompany them at once to Boston, as in the first place their duties might for some time lie in that city, and that in any case she would obtain far more speedy news there of what was going on throughout the country than she would at Concord.	false	1525.61	1542.7	19.183361
4222_12898_000046_000005	She would, too, be living among her friends and would meet with many of the same convictions and opinions as her husband's, whereas in Concord the whole population would be hostile.	She would, too, be living among her friends and would meet with many of the same convictions and opinions as her husband's, whereas in Concord the whole population would be hostile.	true	1542.86	1553.02	20.506939
4222_12898_000047_000000	Captain Wilson said that there was no time to be lost, as the whole town was in a tumult.	Captain Wilson said that there was no time to be lost, as the whole town was in a tumult.	false	1553.03	1557.75	20
4222_12898_000047_000001	He therefore advised her to pack up such necessary articles as could be carried in the valises, on the horses' backs.	He therefore advised her to pack up such necessary articles as could be carried in the valises, on the horses' backs.	false	1557.75	1564.56	20.405157
4222_12898_000048_000000	Pompey and the other servants were to pack up the most valuable effects and to forward them to a relation of Mrs. Wilson's who lived about three miles from Boston.	Pompey and the other servants were to pack up the most valuable effects and to forward them to a relation of mrs Wilson's who lived about three miles from Boston.	false	1564.56	1572.52	17
4222_12898_000048_000001	There they would be in safety and could be brought into the town, if necessary.	There they would be in safety and could be brought into the town, if necessary.	false	1573.04	1577.29	18.118727
4222_12898_000048_000002	Pompey and two other old servants were to remain in charge of the house and its contents. Jake, an active young negro some twenty-three or twenty-four years old, who was much attached to Harold, whose personal attendant and companion he had always been, was to accompany them on horseback, as was Judy, Mrs. Wilson's negro maid.	Pompey and two other old servants were to remain in charge of the house and its contents. Jake, an active young negro some twenty three or twenty four years old, who was much attached to Harold, whose personal attendant and companion he had always been, was to accompany them on horseback, as was Judy, mrs Wilson's negro maid.	false	1577.6	1616.55	19.576834
