7011_66622_000000_000000	CHAPTER VIII	CHAPTER eight	true	19.695	20.71	29.301453
7011_66622_000055_000005	Frequently the two would stop and scan the openings for signs of life.	Frequently the two would stop and scan the openings for signs of life.	true	837.89	841.81	22
7011_66622_000055_000006	Twice they set fox traps where there were evident signs of runways; in a wild ravine, strewn with tumbled trees and masses of rock, they struck a lynx track and set a trap for him at each end of the ravine; but even during these operations Mukoki's interest was divided.	Twice they set fox traps where there were evident signs of runways; in a wild ravine, strewn with tumbled trees and masses of rock, they struck a lynx track and set a trap for him at each end of the ravine; but even during these operations Mukoki's interest was divided.	false	841.82	856.84	19.787703
7011_66622_000055_000007	The hunters now walked abreast, about fifty yards apart, Rod never forging a foot ahead of the cautious Mukoki.	The hunters now walked abreast, about fifty yards apart, Rod never forging a foot ahead of the cautious Mukoki.	true	856.91	863.32	19.674332
7011_66622_000055_000008	Suddenly the youth heard a low call and he saw his companion beckoning to him with frantic enthusiasm.	Suddenly the youth heard a low call and he saw his companion beckoning to him with frantic enthusiasm.	true	863.33	869.02	19
7011_66622_000056_000000	"Wolf!" whispered Mukoki as Rod joined him.	"Wolf!" whispered Mukoki as Rod joined him.	true	869.03	871.75	18.738804
7011_66622_000057_000000	In the snow were a number of tracks that reminded Rod of those made by a dog.	In the snow were a number of tracks that reminded Rod of those made by a dog.	false	871.88	876.13	17
7011_66622_000058_000000	"T'ree wolf!" continued the Indian jubilantly.	"T'ree wolf!" continued the Indian jubilantly.	true	876.32	879.13	20.090351
7011_66622_000058_000001	"Travel early this morning.	"Travel early this morning.	true	879.32	880.785	21.438503
7011_66622_000058_000002	Somewhere in warm sun on mountain!"	Somewhere in warm sun on mountain!"	true	880.785	882.82	14.117961
7011_66622_000059_000000	They followed now in the wolf trail.	They followed now in the wolf trail.	true	883.07	885.25	20.632421
7011_66622_000059_000001	A little way on Rod found part of the carcass of a rabbit with fox tracks about it.	A little way on Rod found part of the carcass of a rabbit with fox tracks about it.	true	885.32	890.05	15.298627
7011_66622_000059_000002	Here Mukoki set another trap.	Here Mukoki set another trap.	true	890.51	892.51	26.056494
7011_66622_000059_000003	A little farther still they came across a fisher trail and another trap was laid.	A little farther still they came across a fisher trail and another trap was laid.	true	892.73	897.13	25.44794
7011_66622_000059_000004	Caribou and deer tracks crossed and recrossed the creek, but the Indian paid little attention to them.	Caribou and deer tracks crossed and recrossed the creek, but the Indian paid little attention to them.	true	897.26	902.83	22.309702
7011_66622_000059_000005	A fourth wolf joined the pack, and a fifth, and half an hour later the trail of three other wolves cut at right angles across the one they were following and disappeared in the direction of the thickly timbered plains.	A fourth wolf joined the pack, and a fifth, and half an hour later the trail of three other wolves cut at right angles across the one they were following and disappeared in the direction of the thickly timbered plains.	true	902.99	914.89	24.385147
7011_66622_000059_000006	Mukoki's face was crinkled with joy.	Mukoki's face was crinkled with joy.	true	915.02	917.95	25.246569
7011_66622_000060_000000	"Many wolf near," he exclaimed.	"Many wolf near," he exclaimed.	true	918.08	920.295	22.857866
7011_66622_000060_000001	"Many wolf off there 'n' off there 'n' off there.	"Many wolf off there 'n' off there 'n' off there.	false	920.295	922.69	25.15537
7011_66622_000060_000002	Good place for night hunt."	Good place for night hunt."	true	922.97	924.61	21.889542
7011_66622_000061_000000	Soon the creek swung out from the ridge and cut a circuitous channel through a small swamp.	Soon the creek swung out from the ridge and cut a circuitous channel through a small swamp.	true	925.25	930.34	26.414621
7011_66622_000061_000001	Here there were signs of wild life which set Rod's heart thumping and his blood tingling with excitement.	Here there were signs of wild life which set Rod's heart thumping and his blood tingling with excitement.	false	930.59	936.04	19.51653
7011_66622_000061_000002	In places the snow was literally packed with deer tracks.	In places the snow was literally packed with deer tracks.	true	936.41	939.82	24.902765
7011_66622_000061_000003	Trails ran in every direction, the bark had been rubbed from scores of saplings, and every step gave fresh evidence of the near presence of game.	Trails ran in every direction, the bark had been rubbed from scores of saplings, and every step gave fresh evidence of the near presence of game.	true	939.95	948.7	23.491491
7011_66622_000061_000004	The stealth with which Mukoki now advanced was almost painful.	The stealth with which Mukoki now advanced was almost painful.	true	948.92	952.81	22.773815
7011_66622_000061_000005	Every twig was pressed behind him noiselessly, and once when Rod struck his snow-shoe against the butt of a small tree the old Indian held up his hands in mock horror.	Every twig was pressed behind him noiselessly, and once when Rod struck his snow shoe against the butt of a small tree the old Indian held up his hands in mock horror.	true	953.03	962.62	23.717228
7011_66622_000061_000006	Ten minutes, fifteen--twenty of them passed in this cautious, breathless trailing of the swamp.	Ten minutes, fifteen-twenty of them passed in this cautious, breathless trailing of the swamp.	true	963.08	969.34	23.472347
7011_66622_000062_000000	Suddenly Mukoki stopped, and a hand was held out behind him warningly. He turned his face back, and Rod knew that he saw game.	Suddenly Mukoki stopped, and a hand was held out behind him warningly. He turned his face back, and Rod knew that he saw game.	true	969.53	977.32	23.149935
7011_66622_000062_000001	Inch by inch he crouched upon his snow-shoes, and beckoned for Rod to approach, slowly, quietly.	Inch by inch he crouched upon his snow shoes, and beckoned for Rod to approach, slowly, quietly.	true	977.66	983.83	25.124435
7011_66622_000062_000002	When the boy had come near enough he passed back his rifle, and his lips formed the almost noiseless word, "Shoot!"	When the boy had come near enough he passed back his rifle, and his lips formed the almost noiseless word, "Shoot!"	true	984.74	991.9	22.126848
7011_66622_000063_000000	Tremblingly Rod seized the gun and looked into the swamp ahead, Mukoki doubling down in front of him.	Tremblingly Rod seized the gun and looked into the swamp ahead, Mukoki doubling down in front of him.	true	993.53	999.07	18
7011_66622_000063_000001	What he saw sent him for a moment into the first nervous tremor of buck fever.	What he saw sent him for a moment into the first nervous tremor of buck fever.	true	999.44	1003.93	19
7011_66622_000063_000002	Not more than a hundred yards away stood a magnificent buck browsing the tips of a clump of hazel, and just beyond him were two does.	Not more than a hundred yards away stood a magnificent buck browsing the tips of a clump of hazel, and just beyond him were two does.	true	1004.27	1011.79	19
7011_66622_000063_000003	With a powerful effort Rod steadied himself.	With a powerful effort Rod steadied himself.	true	1012.1	1014.97	21.759773
7011_66622_000063_000004	The buck was standing broadside, his head and neck stretched up, offering a beautiful shot at the vital spot behind his fore leg.	The buck was standing broadside, his head and neck stretched up, offering a beautiful shot at the vital spot behind his fore leg.	true	1015.34	1022.32	24
7011_66622_000063_000005	At this the young hunter aimed and fired.	At this the young hunter aimed and fired.	true	1022.51	1024.96	25.565521
7011_66622_000063_000006	With one spasmodic bound the animal dropped dead.	With one spasmodic bound the animal dropped dead.	true	1024.96	1028.26	23.709764
7011_66622_000064_000000	Hardly had Rod seen the effect of his shot before Mukoki was traveling swiftly toward the fallen game, unstrapping his pack as he ran.	Hardly had Rod seen the effect of his shot before Mukoki was traveling swiftly toward the fallen game, unstrapping his pack as he ran.	true	1028.81	1035.79	21
7011_66622_000064_000001	By the time the youth reached his quarry the old Indian had produced a large whisky flask holding about a quart.	By the time the youth reached his quarry the old Indian had produced a large whisky flask holding about a quart.	false	1036.04	1042.09	20
7011_66622_000064_000002	Without explanation he now proceeded to thrust his knife into the quivering animal's throat and fill this flask with blood.	Without explanation he now proceeded to thrust his knife into the quivering animal's throat and fill this flask with blood.	false	1042.16	1048.6	23.39625
7011_66622_000064_000003	When he had finished his task he held it up with an air of unbounded satisfaction.	When he had finished his task he held it up with an air of unbounded satisfaction.	true	1048.73	1053.73	22.130344
7011_66622_000065_000000	"Blood for wolf.	"Blood for wolf.	true	1054.64	1055.58	19.197943
7011_66622_000065_000001	Heem like blood.	Heem like blood.	true	1055.58	1056.43	28.775633
7011_66622_000065_000002	Smell um--come make big shoot to-night.	Smell um-come make big shoot to night.	true	1056.43	1059.46	24.993832
7011_66622_000065_000003	No blood, no bait--no wolf shoot!"	No blood, no bait-no wolf shoot!"	false	1059.98	1062.58	20.74546
7011_66622_000066_000000	Mukoki no longer maintained his usual quiet, and it was evident to Rod that the Indian considered his mission for that day practically accomplished.	Mukoki no longer maintained his usual quiet, and it was evident to Rod that the Indian considered his mission for that day practically accomplished.	true	1063.07	1070.71	21
7011_66622_000066_000001	After taking the heart, liver and one of the hind quarters of the buck Mukoki drew a long rope of babeesh from his pack, tied one end of it around the animal's neck, flung the other end over a near limb, and with his companion's assistance hoisted the carcass until it was clear of the ground.	After taking the heart, liver and one of the hind quarters of the buck Mukoki drew a long rope of babeesh from his pack, tied one end of it around the animal's neck, flung the other end over a near limb, and with his companion's assistance hoisted the carcass until it was clear of the ground.	true	1071.2	1086.16	20
7011_66622_000067_000000	"If somethin' happen we no come back to-night heem safe from wolf," he explained.	"If somethin' happen we no come back to night heem safe from wolf," he explained.	true	1086.38	1090.63	25.278202
7011_66622_000068_000000	The two now continued through the swamp.	The two now continued through the swamp.	true	1090.82	1093.12	24.540066
7011_66622_000068_000001	At its farther edge the ground rose gently from the creek toward the hills, and this sloping plain was covered with huge boulders and a thin growth of large spruce and birch. Just beyond the creek was a gigantic rock which immediately caught Mukoki's attention.	At its farther edge the ground rose gently from the creek toward the hills, and this sloping plain was covered with huge boulders and a thin growth of large spruce and birch. Just beyond the creek was a gigantic rock which immediately caught Mukoki's attention.	true	1093.19	1107.37	20
7011_66622_000068_000002	All sides except one were too precipitous for ascent, and even this one could not be climbed without the assistance of a sapling or two.	All sides except one were too precipitous for ascent, and even this one could not be climbed without the assistance of a sapling or two.	false	1107.71	1115.14	21
7011_66622_000068_000003	They could see, however, that the top of the, rock was flat, and Mukoki called attention to this fact with an exultant chuckle.	They could see, however, that the top of the, rock was flat, and Mukoki called attention to this fact with an exultant chuckle.	true	1115.36	1121.98	23
7011_66622_000069_000000	"Fine place for wolf hunt!" he exclaimed.	"Fine place for wolf hunt!" he exclaimed.	false	1122.08	1124.89	21.272728
7011_66622_000069_000001	"Many wolf off there in swamp an' in hill.	"Many wolf off there in swamp an' in hill.	true	1125.05	1127.74	19.977919
7011_66622_000069_000002	We call heem here.	We call heem here.	true	1127.75	1128.88	22.735764
7011_66622_000069_000003	Shoot from there!" He pointed to a clump of spruce a dozen rods away.	Shoot from there!" He pointed to a clump of spruce a dozen rods away.	true	1128.88	1133.54	23.803322
7011_66622_000070_000000	By Rod's watch it was now nearly noon and the two sat down to eat the sandwiches they had brought with them.	By Rod's watch it was now nearly noon and the two sat down to eat the sandwiches they had brought with them.	true	1133.54	1139.29	21
7011_66622_000070_000001	Only a few minutes were lost in taking up the home trail.	Only a few minutes were lost in taking up the home trail.	true	1139.48	1142.44	19
7011_66622_000070_000002	Beyond the swamp Mukoki cut at right angles to their trap-line until he had ascended to the top of the ridge that had been on their right and which would take them very near their camp.	Beyond the swamp Mukoki cut at right angles to their trap line until he had ascended to the top of the ridge that had been on their right and which would take them very near their camp.	false	1142.87	1151.74	20
7011_66622_000070_000003	From this ridge Rod could look about him upon a wild and rugged scene.	From this ridge Rod could look about him upon a wild and rugged scene.	true	1152.26	1156.23	17
7011_66622_000070_000004	On one side it sloped down to the plains, but on the other it fell in almost sheer walls, forming at its base five hundred feet below a narrow and gloomy chasm, through which a small stream found its way.	On one side it sloped down to the plains, but on the other it fell in almost sheer walls, forming at its base five hundred feet below a narrow and gloomy chasm, through which a small stream found its way.	false	1156.23	1168.87	21.936516
7011_66622_000070_000005	Several times Mukoki stopped and leaned perilously close to the dizzy edge of the mountain, peering down with critical eyes, and once when he pulled himself back cautiously by means of a small sapling he explained his interest by saying:	Several times Mukoki stopped and leaned perilously close to the dizzy edge of the mountain, peering down with critical eyes, and once when he pulled himself back cautiously by means of a small sapling he explained his interest by saying:	true	1169.57	1182.46	20
7011_66622_000071_000000	"Plenty bear there in spring!"	"Plenty bear there in spring!"	true	1182.5	1184.27	23.677618
7011_66622_000072_000000	But Rod was not thinking of bears.	But Rod was not thinking of bears.	true	1184.27	1186.24	25
7011_66622_000072_000001	Once more his head was filled with the thought of gold.	Once more his head was filled with the thought of gold.	true	1186.58	1189.28	18.954393
7011_66622_000072_000002	Perhaps that very chasm held the priceless secret that had died with its owners half a century ago.	Perhaps that very chasm held the priceless secret that had died with its owners half a century ago.	true	1189.28	1194.97	21
7011_66622_000072_000003	The dark and gloomy silence that hung between those two walls of rock, the death-like desolation, the stealthy windings of the creek--everything in that dim and mysterious world between the two mountains, unshattered by sound and impenetrable to the winter sun, seemed in his mind to link itself with the tragedy of long ago.	The dark and gloomy silence that hung between those two walls of rock, the death like desolation, the stealthy windings of the creek-everything in that dim and mysterious world between the two mountains, unshattered by sound and impenetrable to the winter sun, seemed in his mind to link itself with the tragedy of long ago.	true	1195.28	1214.05	21
7011_66622_000073_000000	Did that chasm hold the secret of the dead men?	Did that chasm hold the secret of the dead men?	true	1214.63	1217.32	21
7011_66622_000074_000000	Again and again Rod found himself asking this question as he followed Mukoki, and the oftener he asked it the nearer he seemed to an answer, until at last, with a curious, thrilling certainty that set his blood tingling he caught Mukoki by the arm and pointing back, said:	Again and again Rod found himself asking this question as he followed Mukoki, and the oftener he asked it the nearer he seemed to an answer, until at last, with a curious, thrilling certainty that set his blood tingling he caught Mukoki by the arm and pointing back, said:	false	1217.69	1233.28	20
7011_66622_000075_000000	"Mukoki--the gold was found between those mountains!"	"Mukoki-the gold was found between those mountains!"	true	1233.59	1237.41	21.517561
7011_66622_000076_000000	CHAPTER IX	CHAPTER nine	false	1237.41	1237.5	-20
7011_66622_000077_000000	WOLF TAKES VENGEANCE UPON HIS PEOPLE	WOLF TAKES VENGEANCE UPON HIS PEOPLE	false	1237.5	1237.83	-20
7011_66622_000078_000000	From that hour was born in Roderick Drew's breast a strange, imperishable desire.	From that hour was born in Roderick Drew's breast a strange, imperishable desire.	false	1237.83	1238.49	6
7011_66622_000078_000001	Willingly at this moment would he have given up the winter trapping to have pursued that golden _ignis fatuus_ of all ages--the lure of gold.	Willingly at this moment would he have given up the winter trapping to have pursued that golden underscore ignis fatuus underscore of all ages-the lure of gold.	false	1238.49	1239.9	19.752409
7011_66622_000078_000002	To him the story of the old cabin, the skeletons and the treasure of the buckskin bag was complete.	To him the story of the old cabin, the skeletons and the treasure of the buckskin bag was complete.	false	1239.9	1240.47	25
7011_66622_000078_000003	Those skeletons had once been men.	Those skeletons had once been men.	false	1240.47	1240.65	11
7011_66622_000078_000004	They had found a mine--a place where they had picked up nuggets with their fingers.	They had found a mine-a place where they had picked up nuggets with their fingers.	false	1240.65	1241.13	64
7011_66622_000078_000005	And that treasure ground was somewhere near. No longer was he puzzled by the fact that they had discovered no more gold in the old log cabin.	And that treasure ground was somewhere near. No longer was he puzzled by the fact that they had discovered no more gold in the old log cabin.	false	1241.13	1242.18	16
7011_66622_000078_000006	In a flash he had solved that mystery.	In a flash he had solved that mystery.	false	1242.18	1243.17	23.492548
7011_66622_000078_000007	The men had just begun to gather their treasure when they had fought.	The men had just begun to gather their treasure when they had fought.	false	1243.17	1244.16	22.96518
7011_66622_000078_000008	What was more logical than that?	What was more logical than that?	false	1244.16	1244.91	5
7011_66622_000078_000009	One day, two, three--and they had quarreled over division, over rights.	One day, two, three-and they had quarreled over division, over rights.	false	1244.91	1246.23	29.488049
7011_66622_000078_000010	That was the time when they were most likely to quarrel.	That was the time when they were most likely to quarrel.	false	1246.23	1247.88	26.65898
7011_66622_000078_000011	Perhaps one had discovered the gold and had therefore claimed a larger share.	Perhaps one had discovered the gold and had therefore claimed a larger share.	false	1247.88	1252.47	23
7011_66622_000078_000012	Anyway, the contents of the buckskin bag represented but a few days' labor.	Anyway, the contents of the buckskin bag represented but a few days' labor.	false	1252.47	1255.11	20.90627
7011_66622_000078_000013	Rod was sure of that.	Rod was sure of that.	false	1255.11	1256.13	-20
