3482_170452_000000_000000	CHAPTER V	CHAPTER five	false	2.28	27.94	21.752344
3482_170452_000037_000013	These are our three great plays, that are not kept secret.	These are our three great plays, that are not kept secret.	false	1081.04	1084.48	22.918255
3482_170452_000037_000014	Emily's and my best plays were established the 1st of December, 1827; the others March, 1828.	Emily's and my best plays were established the first of December, eighteen twenty seven; the others March, eighteen twenty eight.	false	1085	1092.49	22.399218
3482_170452_000037_000015	Best plays mean secret plays; they are very nice ones.	Best plays mean secret plays; they are very nice ones.	true	1093.19	1097.35	24.060787
3482_170452_000037_000016	All our plays are very strange ones.	All our plays are very strange ones.	true	1097.63	1099.9	25.549294
3482_170452_000037_000017	Their nature I need not write on paper, for I think I shall always remember them.	Their nature I need not write on paper, for I think I shall always remember them.	true	1100.12	1105.15	23.415405
3482_170452_000037_000018	The 'Young Men's' play took its rise from some wooden soldiers Branwell had: 'Our Fellows' from 'AEsop's Fables;' and the 'Islanders' from several events which happened.	The 'Young Men's' play took its rise from some wooden soldiers Branwell had: 'Our Fellows' from 'AEsop's Fables;' and the 'Islanders' from several events which happened.	true	1105.58	1116.25	19.677353
3482_170452_000037_000019	I will sketch out the origin of our plays more explicitly if I can.	I will sketch out the origin of our plays more explicitly if I can.	true	1116.68	1120.48	26.979605
3482_170452_000037_000020	First, 'Young Men.' Papa bought Branwell some wooden soldiers at Leeds; when Papa came home it was night, and we were in bed, so next morning Branwell came to our door with a box of soldiers.	First, 'Young Men.' Papa bought Branwell some wooden soldiers at Leeds; when Papa came home it was night, and we were in bed, so next morning Branwell came to our door with a box of soldiers.	false	1121.12	1134.61	22.202902
3482_170452_000037_000021	Emily and I jumped out of bed, and I snatched up one and exclaimed, 'This is the Duke of Wellington!	Emily and I jumped out of bed, and I snatched up one and exclaimed, 'This is the Duke of Wellington!	true	1135.31	1141.48	22.82654
3482_170452_000037_000022	This shall be the Duke!' When I had said this, Emily likewise took up one and said it should be hers; when Anne came down, she said one should be hers.	This shall be the Duke!' When I had said this, Emily likewise took up one and said it should be hers; when Anne came down, she said one should be hers.	true	1141.7	1151.68	23.1979
3482_170452_000037_000023	Mine was the prettiest of the whole, and the tallest, and the most perfect in every part.	Mine was the prettiest of the whole, and the tallest, and the most perfect in every part.	true	1152.08	1157.23	23.856035
3482_170452_000037_000024	Emily's was a grave-looking fellow, and we called him 'Gravey.' Anne's was a queer little thing, much like herself, and we called him 'Waiting-Boy.' Branwell chose his, and called him 'Buonaparte.'"	Emily's was a grave looking fellow, and we called him 'Gravey.' Anne's was a queer little thing, much like herself, and we called him 'Waiting Boy.' Branwell chose his, and called him 'Buonaparte.'"	false	1157.81	1170.91	22.651585
3482_170452_000038_000000	The foregoing extract shows something of the kind of reading in which the little Brontes were interested; but their desire for knowledge must have been excited in many directions, for I find a "list of painters whose works I wish to see," drawn up by Charlotte when she was scarcely thirteen:--	The foregoing extract shows something of the kind of reading in which the little Brontes were interested; but their desire for knowledge must have been excited in many directions, for I find a "list of painters whose works I wish to see," drawn up by Charlotte when she was scarcely thirteen:--	false	1171.94	1189.9	22.597328
3482_170452_000039_000000	"Guido Reni, Julio Romano, Titian, Raphael, Michael Angelo, Correggio, Annibal Caracci, Leonardo da Vinci, Fra Bartolomeo, Carlo Cignani, Vandyke, Rubens, Bartolomeo Ramerghi."	"Guido Reni, Julio Romano, Titian, Raphael, Michael Angelo, Correggio, Annibal Caracci, Leonardo da Vinci, Fra Bartolomeo, Carlo Cignani, Vandyke, Rubens, Bartolomeo Ramerghi."	true	1190.36	1210.59	21.160965
3482_170452_000040_000000	Here is this little girl, in a remote Yorkshire parsonage, who has probably never seen anything worthy the name of a painting in her life, studying the names and characteristics of the great old Italian and Flemish masters, whose works she longs to see some time, in the dim future that lies before her!	Here is this little girl, in a remote Yorkshire parsonage, who has probably never seen anything worthy the name of a painting in her life, studying the names and characteristics of the great old Italian and Flemish masters, whose works she longs to see some time, in the dim future that lies before her!	false	1210.59	1231.99	21.952599
3482_170452_000040_000001	There is a paper remaining which contains minute studies of, and criticisms upon, the engravings in "Friendship's Offering for 1829;" showing how she had early formed those habits of close observation, and patient analysis of cause and effect, which served so well in after-life as handmaids to her genius.	There is a paper remaining which contains minute studies of, and criticisms upon, the engravings in "Friendship's Offering for eighteen twenty nine;" showing how she had early formed those habits of close observation, and patient analysis of cause and effect, which served so well in after life as handmaids to her genius.	false	1233.2	1254.61	21.124168
3482_170452_000041_000000	The way in which Mr. Bronte made his children sympathise with him in his great interest in politics, must have done much to lift them above the chances of their minds being limited or tainted by petty local gossip.	The way in which mr Bronte made his children sympathise with him in his great interest in politics, must have done much to lift them above the chances of their minds being limited or tainted by petty local gossip.	false	1255.16	1268.26	23.055218
3482_170452_000041_000001	I take the only other remaining personal fragment out of "Tales of the Islanders;" it is a sort of apology, contained in the introduction to the second volume, for their not having been continued before; the writers had been for a long time too busy, and latterly too much absorbed in politics.	I take the only other remaining personal fragment out of "Tales of the Islanders;" it is a sort of apology, contained in the introduction to the second volume, for their not having been continued before; the writers had been for a long time too busy, and latterly too much absorbed in politics.	false	1268.69	1287.25	20.845694
3482_170452_000042_000000	"Parliament was opened, and the great Catholic question was brought forward, and the Duke's measures were disclosed, and all was slander, violence, party-spirit, and confusion.	"Parliament was opened, and the great Catholic question was brought forward, and the Duke's measures were disclosed, and all was slander, violence, party spirit, and confusion.	false	1287.65	1299.04	21.159382
3482_170452_000042_000001	Oh, those six months, from the time of the King's speech to the end!	Oh, those six months, from the time of the King's speech to the end!	true	1299.92	1304.08	25.020063
3482_170452_000042_000002	Nobody could write, think, or speak on any subject but the Catholic question, and the Duke of Wellington, and Mr. Peel.	Nobody could write, think, or speak on any subject but the Catholic question, and the Duke of Wellington, and mr Peel.	true	1304.54	1312.3	26.229057
3482_170452_000042_000003	I remember the day when the Intelligence Extraordinary came with Mr. Peel's speech in it, containing the terms on which the Catholics were to be let in!	I remember the day when the Intelligence Extraordinary came with mr Peel's speech in it, containing the terms on which the Catholics were to be let in!	true	1312.94	1321.9	22.951694
3482_170452_000042_000004	With what eagerness Papa tore off the cover, and how we all gathered round him, and with what breathless anxiety we listened, as one by one they were disclosed, and explained, and argued upon so ably, and so well! and then when it was all out, how aunt said that she thought it was excellent, and that the Catholics could do no harm with such good security!	With what eagerness Papa tore off the cover, and how we all gathered round him, and with what breathless anxiety we listened, as one by one they were disclosed, and explained, and argued upon so ably, and so well! and then when it was all out, how aunt said that she thought it was excellent, and that the Catholics could do no harm with such good security!	false	1322.48	1344.61	22.500156
3482_170452_000042_000005	I remember also the doubts as to whether it would pass the House of Lords, and the prophecies that it would not; and when the paper came which was to decide the question, the anxiety was almost dreadful with which we listened to the whole affair: the opening of the doors; the hush; the royal dukes in their robes, and the great duke in green sash and waistcoat; the rising of all the peeresses when he rose; the reading of his speech--Papa saying that his words were like precious gold; and lastly, the majority of one to four (sic) in favour of the Bill.	I remember also the doubts as to whether it would pass the House of Lords, and the prophecies that it would not; and when the paper came which was to decide the question, the anxiety was almost dreadful with which we listened to the whole affair: the opening of the doors; the hush; the royal dukes in their robes, and the great duke in green sash and waistcoat; the rising of all the peeresses when he rose; the reading of his speech-Papa saying that his words were like precious gold; and lastly, the majority of one to four (sic) in favour of the Bill.	false	1345.49	1381.36	22.189384
3482_170452_000042_000006	But this is a digression," &c., &c.	But this is a digression," and c., and c.	false	1381.85	1386.24	24.021969
3482_170452_000043_000000	This must have been written when she was between thirteen and fourteen.	This must have been written when she was between thirteen and fourteen.	true	1386.24	1390	19.055538
3482_170452_000044_000000	It will be interesting to some of my readers to know what was the character of her purely imaginative writing at this period.	It will be interesting to some of my readers to know what was the character of her purely imaginative writing at this period.	true	1390.55	1397.92	22.110237
3482_170452_000044_000001	While her description of any real occurrence is, as we have seen, homely, graphic, and forcible, when she gives way to her powers of creation, her fancy and her language alike run riot, sometimes to the very borders of apparent delirium.	While her description of any real occurrence is, as we have seen, homely, graphic, and forcible, when she gives way to her powers of creation, her fancy and her language alike run riot, sometimes to the very borders of apparent delirium.	true	1398.5	1414.21	21.210114
3482_170452_000044_000002	Of this wild weird writing, a single example will suffice.	Of this wild weird writing, a single example will suffice.	true	1414.73	1419.1	20.83425
3482_170452_000044_000003	It is a letter to the editor of one of the "Little Magazines."	It is a letter to the editor of one of the "Little Magazines."	true	1419.23	1423	21.035486
3482_170452_000045_000000	"Sir,--It is well known that the Genii have declared that unless they perform certain arduous duties every year, of a mysterious nature, all the worlds in the firmament will be burnt up, and gathered together in one mighty globe, which will roll in solitary grandeur through the vast wilderness of space, inhabited only by the four high princes of the Genii, till time shall be succeeded by Eternity; and the impudence of this is only to be paralleled by another of their assertions, namely, that by their magic might they can reduce the world to a desert, the purest waters to streams of livid poison, and the clearest lakes to stagnant waters, the pestilential vapours of which shall slay all living creatures, except the blood-thirsty beast of the forest, and the ravenous bird of the rock.	"Sir,--It is well known that the Genii have declared that unless they perform certain arduous duties every year, of a mysterious nature, all the worlds in the firmament will be burnt up, and gathered together in one mighty globe, which will roll in solitary grandeur through the vast wilderness of space, inhabited only by the four high princes of the Genii, till time shall be succeeded by Eternity; and the impudence of this is only to be paralleled by another of their assertions, namely, that by their magic might they can reduce the world to a desert, the purest waters to streams of livid poison, and the clearest lakes to stagnant waters, the pestilential vapours of which shall slay all living creatures, except the blood thirsty beast of the forest, and the ravenous bird of the rock.	true	1423.46	1474.81	21.28296
3482_170452_000045_000001	But that in the midst of this desolation the palace of the Chief Genii shall rise sparkling in the wilderness, and the horrible howl of their war-cry shall spread over the land at morning, at noontide and night; but that they shall have their annual feast over the bones of the dead, and shall yearly rejoice with the joy of victors.	But that in the midst of this desolation the palace of the Chief Genii shall rise sparkling in the wilderness, and the horrible howl of their war cry shall spread over the land at morning, at noontide and night; but that they shall have their annual feast over the bones of the dead, and shall yearly rejoice with the joy of victors.	false	1475.06	1495.66	22.880608
3482_170452_000045_000002	I think, sir, that the horrible wickedness of this needs no remark, and therefore I haste to subscribe myself, &c.	I think, sir, that the horrible wickedness of this needs no remark, and therefore I haste to subscribe myself, and c.	false	1496.03	1504.71	23.135817
3482_170452_000046_000000	"July 14, 1829."	"july fourteenth eighteen twenty nine."	true	1504.71	1506.79	19.883654
3482_170452_000047_000000	It is not unlikely that the foregoing letter may have had some allegorical or political reference, invisible to our eyes, but very clear to the bright little minds for whom it was intended.	It is not unlikely that the foregoing letter may have had some allegorical or political reference, invisible to our eyes, but very clear to the bright little minds for whom it was intended.	false	1507.34	1519.48	22.420307
3482_170452_000047_000001	Politics were evidently their grand interest; the Duke of Wellington their demi-god. All that related to him belonged to the heroic age.	Politics were evidently their grand interest; the Duke of Wellington their demi god. All that related to him belonged to the heroic age.	true	1519.85	1529.35	25.136896
3482_170452_000047_000002	Did Charlotte want a knight-errant, or a devoted lover, the Marquis of Douro, or Lord Charles Wellesley, came ready to her hand.	Did Charlotte want a knight errant, or a devoted lover, the Marquis of Douro, or Lord Charles Wellesley, came ready to her hand.	true	1529.81	1537.57	23.625114
3482_170452_000047_000003	There is hardly one of her prose-writings at this time in which they are not the principal personages, and in which their "august father" does not appear as a sort of Jupiter Tonans, or Deus ex Machina.	There is hardly one of her prose writings at this time in which they are not the principal personages, and in which their "august father" does not appear as a sort of Jupiter Tonans, or Deus ex Machina.	false	1537.91	1551.04	22.65195
3482_170452_000048_000000	As one evidence how Wellesley haunted her imagination, I copy out a few of the titles to her papers in the various magazines.	As one evidence how Wellesley haunted her imagination, I copy out a few of the titles to her papers in the various magazines.	true	1551.59	1559.68	21.520697
3482_170452_000049_000000	"Liffey Castle," a Tale by Lord C. Wellesley.	"Liffey Castle," a Tale by Lord c Wellesley.	true	1560.02	1563.37	21.907524
3482_170452_000050_000000	"Lines to the River Aragua," by the Marquis of Douro.	"Lines to the River Aragua," by the Marquis of Douro.	false	1563.65	1567.92	22.776184
3482_170452_000051_000000	"An Extraordinary Dream," by Lord C. Wellesley.	"An Extraordinary Dream," by Lord c Wellesley.	true	1567.92	1570.87	20.666475
3482_170452_000052_000000	"The Green Dwarf, a Tale of the Perfect Tense," by the Lord Charles Albert Florian Wellesley.	"The Green Dwarf, a Tale of the Perfect Tense," by the Lord Charles Albert Florian Wellesley.	true	1571.54	1578.25	22.88005
3482_170452_000053_000000	"Strange Events," by Lord C. A. F. Wellesley.	"Strange Events," by Lord c a f Wellesley.	true	1578.56	1582.24	24.736668
3482_170452_000054_000000	Life in an isolated village, or a lonely country-house, presents many little occurrences which sink into the mind of childhood, there to be brooded over.	Life in an isolated village, or a lonely country house, presents many little occurrences which sink into the mind of childhood, there to be brooded over.	true	1583.21	1592.83	21.538065
3482_170452_000054_000001	No other event may have happened, or be likely to happen, for days, to push one of these aside, before it has assumed a vague and mysterious importance.	No other event may have happened, or be likely to happen, for days, to push one of these aside, before it has assumed a vague and mysterious importance.	false	1593.02	1602.97	21.785269
3482_170452_000054_000002	Thus, children leading a secluded life are often thoughtful and dreamy: the impressions made upon them by the world without--the unusual sights of earth and sky--the accidental meetings with strange faces and figures (rare occurrences in those out-of-the-way places)--are sometimes magnified by them into things so deeply significant as to be almost supernatural.	Thus, children leading a secluded life are often thoughtful and dreamy: the impressions made upon them by the world without-the unusual sights of earth and sky-the accidental meetings with strange faces and figures (rare occurrences in those out of the way places)--are sometimes magnified by them into things so deeply significant as to be almost supernatural.	false	1603.28	1626.97	22.346357
3482_170452_000054_000003	This peculiarity I perceive very strongly in Charlotte's writings at this time.	This peculiarity I perceive very strongly in Charlotte's writings at this time.	true	1627.31	1632.19	23.375912
3482_170452_000054_000004	Indeed, under the circumstances, it is no peculiarity.	Indeed, under the circumstances, it is no peculiarity.	true	1632.35	1636.33	22.84131
3482_170452_000054_000005	It has been common to all, from the Chaldean shepherds--"the lonely herdsman stretched on the soft grass through half a summer's day"--the solitary monk--to all whose impressions from without have had time to grow and vivify in the imagination, till they have been received as actual personifications, or supernatural visions, to doubt which would be blasphemy.	It has been common to all, from the Chaldean shepherds-"the lonely herdsman stretched on the soft grass through half a summer's day"--the solitary monk-to all whose impressions from without have had time to grow and vivify in the imagination, till they have been received as actual personifications, or supernatural visions, to doubt which would be blasphemy.	false	1636.61	1658.98	21.539299
3482_170452_000055_000000	To counterbalance this tendency in Charlotte, was the strong common sense natural to her, and daily called into exercise by the requirements of her practical life.	To counterbalance this tendency in Charlotte, was the strong common sense natural to her, and daily called into exercise by the requirements of her practical life.	true	1659.59	1669.15	21.183672
3482_170452_000055_000001	Her duties were not merely to learn her lessons, to read a certain quantity, to gain certain ideas; she had, besides, to brush rooms, to run errands up and down stairs, to help in the simpler forms of cooking, to be by turns play-fellow and monitress to her younger sisters and brother, to make and to mend, and to study economy under her careful aunt.	Her duties were not merely to learn her lessons, to read a certain quantity, to gain certain ideas; she had, besides, to brush rooms, to run errands up and down stairs, to help in the simpler forms of cooking, to be by turns play fellow and monitress to her younger sisters and brother, to make and to mend, and to study economy under her careful aunt.	false	1669.58	1691.53	23.204227
3482_170452_000055_000002	Thus we see that, while her imagination received vivid impressions, her excellent understanding had full power to rectify them before her fancies became realities.	Thus we see that, while her imagination received vivid impressions, her excellent understanding had full power to rectify them before her fancies became realities.	true	1692.26	1702.03	23.160383
3482_170452_000055_000003	On a scrap of paper, she has written down the following relation:--	On a scrap of paper, she has written down the following relation:--	true	1702.43	1705.99	22.381237
3482_170452_000056_000000	"June 22, 1830, 6 o'clock p.m. "Haworth, near Bradford.	"june twenty second eighteen thirty, six o'clock p.m. "Haworth, near Bradford.	true	1706.75	1712.65	22.396456
3482_170452_000057_000000	"The following strange occurrence happened on the 22nd of June, 1830:--At the time Papa was very ill, confined to his bed, and so weak that he could not rise without assistance.	"The following strange occurrence happened on the twenty second of June, eighteen thirty:--At the time Papa was very ill, confined to his bed, and so weak that he could not rise without assistance.	true	1713.41	1725.01	21.559973
3482_170452_000057_000001	Tabby and I were alone in the kitchen, about half-past nine ante-meridian.	Tabby and I were alone in the kitchen, about half past nine ante meridian.	true	1725.47	1730.23	20.937645
3482_170452_000057_000002	Suddenly we heard a knock at the door; Tabby rose and opened it.	Suddenly we heard a knock at the door; Tabby rose and opened it.	true	1730.57	1734.67	20.19379
3482_170452_000057_000003	An old man appeared, standing without, who accosted her thus:--	An old man appeared, standing without, who accosted her thus:--	true	1734.92	1738.98	23.360323
3482_170452_000058_000000	"_Old Man_.--'Does the parson live here?'	"underscore Old Man underscore.--'Does the parson live here?'	false	1738.98	1742.22	20.513952
3482_170452_000059_000000	"_Tabby_.--'Yes.'	"underscore Tabby underscore.--'Yes.'	false	1742.22	1743.93	23.223703
3482_170452_000060_000000	"_Old Man_.--'I wish to see him.'	"underscore Old Man underscore.--'I wish to see him.'	false	1743.93	1746.54	21.438816
3482_170452_000061_000000	"_Tabby_.--'He is poorly in bed.'	"underscore Tabby underscore.--'He is poorly in bed.'	false	1746.54	1749.15	21.676077
3482_170452_000062_000000	"_Old Man_.--'I have a message for him.'	"underscore Old Man underscore.--'I have a message for him.'	false	1749.15	1752	21.256142
3482_170452_000063_000000	"_Tabby_.--'Who from?'	"underscore Tabby underscore.--'Who from?'	false	1752	1753.95	17.963808
3482_170452_000064_000000	"_Old Man_.--'From the Lord.'	"underscore Old Man underscore.--'From the Lord.'	false	1753.95	1756.47	19.080921
3482_170452_000065_000000	"_Tabby_.--'Who?'	"underscore Tabby underscore.--'Who?'	false	1756.47	1758.42	23.70841
3482_170452_000066_000000	"_Old Man_.--'The Lord.	"underscore Old Man underscore.--'The Lord.	false	1758.42	1760.92	19.612085
3482_170452_000066_000001	He desires me to say that the Bridegroom is coming, and that we must prepare to meet him; that the cords are about to be loosed, and the golden bowl broken; the pitcher broken at the fountain.'	He desires me to say that the Bridegroom is coming, and that we must prepare to meet him; that the cords are about to be loosed, and the golden bowl broken; the pitcher broken at the fountain.'	true	1761.14	1772.55	22.231571
3482_170452_000067_000000	"Here he concluded his discourse, and abruptly went his way.	"Here he concluded his discourse, and abruptly went his way.	false	1772.55	1777.03	21.216381
3482_170452_000067_000001	As Tabby closed the door, I asked her if she knew him.	As Tabby closed the door, I asked her if she knew him.	true	1777.34	1780.78	23.36155
3482_170452_000067_000002	Her reply was, that she had never seen him before, nor any one like him.	Her reply was, that she had never seen him before, nor any one like him.	true	1780.91	1785.7	20.61089
3482_170452_000067_000003	Though I am fully persuaded that he was some fanatical enthusiast, well meaning perhaps, but utterly ignorant of true piety; yet I could not forbear weeping at his words, spoken so unexpectedly at that particular period."	Though I am fully persuaded that he was some fanatical enthusiast, well meaning perhaps, but utterly ignorant of true piety; yet I could not forbear weeping at his words, spoken so unexpectedly at that particular period."	true	1785.95	1801.27	22.669683
3482_170452_000068_000000	Though the date of the following poem is a little uncertain, it may be most convenient to introduce it here.	Though the date of the following poem is a little uncertain, it may be most convenient to introduce it here.	true	1801.85	1808.26	22.123327
3482_170452_000068_000001	It must have been written before 1833, but how much earlier there are no means of determining.	It must have been written before eighteen thirty three, but how much earlier there are no means of determining.	true	1808.99	1814.83	23.538095
3482_170452_000068_000002	I give it as a specimen of the remarkable poetical talent shown in the various diminutive writings of this time; at least, in all of them which I have been able to read.	I give it as a specimen of the remarkable poetical talent shown in the various diminutive writings of this time; at least, in all of them which I have been able to read.	true	1815.47	1826.5	23.148209
3482_170452_000069_000000	THE WOUNDED STAG.	THE WOUNDED STAG.	true	1827.29	1828.93	20.305021
3482_170452_000070_000000	Passing amid the deepest shade Of the wood's sombre heart, Last night I saw a wounded deer Laid lonely and apart.	Passing amid the deepest shade Of the wood's sombre heart, Last night I saw a wounded deer Laid lonely and apart.	true	1829.51	1837.96	20.580894
3482_170452_000071_000000	Such light as pierced the crowded boughs (Light scattered, scant and dim,) Passed through the fern that formed his couch And centred full on him.	Such light as pierced the crowded boughs (Light scattered, scant and dim,) Passed through the fern that formed his couch And centred full on him.	true	1838.99	1848.07	21.145016
3482_170452_000072_000000	Pain trembled in his weary limbs, Pain filled his patient eye, Pain-crushed amid the shadowy fern His branchy crown did lie.	Pain trembled in his weary limbs, Pain filled his patient eye, Pain crushed amid the shadowy fern His branchy crown did lie.	false	1848.74	1905.87	20.315327
