7949_39970_000000_000000	Summary.	Summary.	false	0	0.24	-20
7949_39970_000023_000001	Mind appears in experience as ability to respond to present stimuli on the basis of anticipation of future possible consequences, and with a view to controlling the kind of consequences that are to take place.	Mind appears in experience as ability to respond to present stimuli on the basis of anticipation of future possible consequences, and with a view to controlling the kind of consequences that are to take place.	true	1210.73	1225.48	20
7949_39970_000023_000002	The things, the subject matter known, consist of whatever is recognized as having a bearing upon the anticipated course of events, whether assisting or retarding it.	The things, the subject matter known, consist of whatever is recognized as having a bearing upon the anticipated course of events, whether assisting or retarding it.	true	1226.12	1237.15	20
7949_39970_000023_000003	These statements are too formal to be very intelligible.	These statements are too formal to be very intelligible.	true	1238.42	1241.46	18
7949_39970_000023_000004	An illustration may clear up their significance.	An illustration may clear up their significance.	true	1241.46	1244.59	23.977573
7949_39970_000023_000005	You are engaged in a certain occupation, say writing with a typewriter.	You are engaged in a certain occupation, say writing with a typewriter.	true	1245.26	1250.22	21.906578
7949_39970_000023_000006	If you are an expert, your formed habits take care of the physical movements and leave your thoughts free to consider your topic.	If you are an expert, your formed habits take care of the physical movements and leave your thoughts free to consider your topic.	false	1250.22	1258.06	19.941433
7949_39970_000023_000007	Suppose, however, you are not skilled, or that, even if you are, the machine does not work well.	Suppose, however, you are not skilled, or that, even if you are, the machine does not work well.	true	1259.09	1264.08	18
7949_39970_000023_000008	You then have to use intelligence.	You then have to use intelligence.	false	1264.08	1266.94	16.2849
7949_39970_000023_000009	You do not wish to strike the keys at random and let the consequences be what they may; you wish to record certain words in a given order so as to make sense.	You do not wish to strike the keys at random and let the consequences be what they may; you wish to record certain words in a given order so as to make sense.	true	1267.1	1275.49	19
7949_39970_000023_000010	You attend to the keys, to what you have written, to your movements, to the ribbon or the mechanism of the machine.	You attend to the keys, to what you have written, to your movements, to the ribbon or the mechanism of the machine.	true	1276.52	1282.99	20
7949_39970_000023_000011	Your attention is not distributed indifferently and miscellaneously to any and every detail.	Your attention is not distributed indifferently and miscellaneously to any and every detail.	true	1283.84	1290.18	18
7949_39970_000023_000012	It is centered upon whatever has a bearing upon the effective pursuit of your occupation.	It is centered upon whatever has a bearing upon the effective pursuit of your occupation.	true	1290.18	1295.05	16
7949_39970_000023_000013	Your look is ahead, and you are concerned to note the existing facts because and in so far as they are factors in the achievement of the result intended.	Your look is ahead, and you are concerned to note the existing facts because and in so far as they are factors in the achievement of the result intended.	true	1295.42	1304.44	17
7949_39970_000023_000014	You have to find out what your resources are, what conditions are at command, and what the difficulties and obstacles are.	You have to find out what your resources are, what conditions are at command, and what the difficulties and obstacles are.	true	1304.69	1311.97	23.245968
7949_39970_000023_000015	This foresight and this survey with reference to what is foreseen constitute mind.	This foresight and this survey with reference to what is foreseen constitute mind.	true	1312.25	1318.63	21.95656
7949_39970_000023_000016	Action that does not involve such a forecast of results and such an examination of means and hindrances is either a matter of habit or else it is blind.	Action that does not involve such a forecast of results and such an examination of means and hindrances is either a matter of habit or else it is blind.	true	1319.33	1329.91	18
7949_39970_000023_000017	In neither case is it intelligent.	In neither case is it intelligent.	true	1330.79	1333.09	24
7949_39970_000023_000018	To be vague and uncertain as to what is intended and careless in observation of conditions of its realization is to be, in that degree, stupid or partially intelligent.	To be vague and uncertain as to what is intended and careless in observation of conditions of its realization is to be, in that degree, stupid or partially intelligent.	false	1333.64	1346.02	19.625214
7949_39970_000024_000000	If we recur to the case where mind is not concerned with the physical manipulation of the instruments but with what one intends to write, the case is the same.	If we recur to the case where mind is not concerned with the physical manipulation of the instruments but with what one intends to write, the case is the same.	true	1347.47	1360.08	22.763144
7949_39970_000024_000001	There is an activity in process; one is taken up with the development of a theme.	There is an activity in process; one is taken up with the development of a theme.	true	1360.08	1365.34	20
7949_39970_000024_000002	Unless one writes as a phonograph talks, this means intelligence; namely, alertness in foreseeing the various conclusions to which present data and considerations are tending, together with continually renewed observation and recollection to get hold of the subject matter which bears upon the conclusions to be reached.	Unless one writes as a phonograph talks, this means intelligence; namely, alertness in foreseeing the various conclusions to which present data and considerations are tending, together with continually renewed observation and recollection to get hold of the subject matter which bears upon the conclusions to be reached.	false	1365.35	1383.46	18
7949_39970_000024_000003	The whole attitude is one of concern with what is to be, and with what is so far as the latter enters into the movement toward the end.	The whole attitude is one of concern with what is to be, and with what is so far as the latter enters into the movement toward the end.	true	1384.16	1393.03	21.110106
7949_39970_000024_000004	Leave out the direction which depends upon foresight of possible future results, and there is no intelligence in present behavior.	Leave out the direction which depends upon foresight of possible future results, and there is no intelligence in present behavior.	true	1393.58	1401.07	21
7949_39970_000024_000005	Let there be imaginative forecast but no attention to the conditions upon which its attainment depends, and there is self-deception or idle dreaming--abortive intelligence.	Let there be imaginative forecast but no attention to the conditions upon which its attainment depends, and there is self deception or idle dreaming-abortive intelligence.	true	1401.92	1412.74	18
7949_39970_000025_000000	If this illustration is typical, mind is not a name for something complete by itself; it is a name for a course of action in so far as that is intelligently directed; in so far, that is to say, as aims, ends, enter into it, with selection of means to further the attainment of aims.	If this illustration is typical, mind is not a name for something complete by itself; it is a name for a course of action in so far as that is intelligently directed; in so far, that is to say, as aims, ends, enter into it, with selection of means to further the attainment of aims.	true	1413.44	1432.09	21.906603
7949_39970_000025_000001	Intelligence is not a peculiar possession which a person owns; but a person is intelligent in so far as the activities in which he plays a part have the qualities mentioned.	Intelligence is not a peculiar possession which a person owns; but a person is intelligent in so far as the activities in which he plays a part have the qualities mentioned.	true	1433.39	1444.87	20
7949_39970_000025_000002	Nor are the activities in which a person engages, whether intelligently or not, exclusive properties of himself; they are something in which he engages and partakes.	Nor are the activities in which a person engages, whether intelligently or not, exclusive properties of himself; they are something in which he engages and partakes.	true	1445.93	1457.35	20
7949_39970_000025_000003	Other things, the independent changes of other things and persons, cooperate and hinder.	Other things, the independent changes of other things and persons, cooperate and hinder.	true	1458.11	1467.34	21.105146
7949_39970_000025_000004	The individual's act may be initial in a course of events, but the outcome depends upon the interaction of his response with energies supplied by other agencies.	The individual's act may be initial in a course of events, but the outcome depends upon the interaction of his response with energies supplied by other agencies.	false	1467.41	1477.78	16
7949_39970_000025_000005	Conceive mind as anything but one factor partaking along with others in the production of consequences, and it becomes meaningless.	Conceive mind as anything but one factor partaking along with others in the production of consequences, and it becomes meaningless.	false	1478.39	1486	19
7949_39970_000026_000000	The problem of instruction is thus that of finding material which will engage a person in specific activities having an aim or purpose of moment or interest to him, and dealing with things not as gymnastic appliances but as conditions for the attainment of ends.	The problem of instruction is thus that of finding material which will engage a person in specific activities having an aim or purpose of moment or interest to him, and dealing with things not as gymnastic appliances but as conditions for the attainment of ends.	true	1487.24	1505.5	23
7949_39970_000026_000001	The remedy for the evils attending the doctrine of formal discipline previously spoken of, is not to be found by substituting a doctrine of specialized disciplines, but by reforming the notion of mind and its training. Discovery of typical modes of activity, whether play or useful occupations, in which individuals are concerned, in whose outcome they recognize they have something at stake, and which cannot be carried through without reflection and use of judgment to select material of observation and recollection, is the remedy.	The remedy for the evils attending the doctrine of formal discipline previously spoken of, is not to be found by substituting a doctrine of specialized disciplines, but by reforming the notion of mind and its training. Discovery of typical modes of activity, whether play or useful occupations, in which individuals are concerned, in whose outcome they recognize they have something at stake, and which cannot be carried through without reflection and use of judgment to select material of observation and recollection, is the remedy.	false	1506.11	1539.73	22
7949_39970_000026_000002	In short, the root of the error long prevalent in the conception of training of mind consists in leaving out of account movements of things to future results in which an individual shares, and in the direction of which observation, imagination, and memory are enlisted.	In short, the root of the error long prevalent in the conception of training of mind consists in leaving out of account movements of things to future results in which an individual shares, and in the direction of which observation, imagination, and memory are enlisted.	false	1540.04	1558.6	21
7949_39970_000026_000003	It consists in regarding mind as complete in itself, ready to be directly applied to a present material.	It consists in regarding mind as complete in itself, ready to be directly applied to a present material.	true	1559.09	1567.87	17.19498
7949_39970_000027_000000	In historic practice the error has cut two ways.	In historic practice the error has cut two ways.	true	1569.5	1573.66	23.770226
7949_39970_000027_000001	On one hand, it has screened and protected traditional studies and methods of teaching from intelligent criticism and needed revisions.	On one hand, it has screened and protected traditional studies and methods of teaching from intelligent criticism and needed revisions.	true	1573.82	1581.67	15
7949_39970_000027_000002	To say that they are "disciplinary" has safeguarded them from all inquiry.	To say that they are "disciplinary" has safeguarded them from all inquiry.	false	1581.95	1586.08	18
7949_39970_000027_000003	It has not been enough to show that they were of no use in life or that they did not really contribute to the cultivation of the self.	It has not been enough to show that they were of no use in life or that they did not really contribute to the cultivation of the self.	true	1586.18	1594.47	18
7949_39970_000027_000004	That they were "disciplinary" stifled every question, subdued every doubt, and removed the subject from the realm of rational discussion.	That they were "disciplinary" stifled every question, subdued every doubt, and removed the subject from the realm of rational discussion.	true	1594.47	1601.44	15
7949_39970_000027_000005	By its nature, the allegation could not be checked up.	By its nature, the allegation could not be checked up.	true	1602.83	1605.97	23.426455
7949_39970_000027_000006	Even when discipline did not accrue as matter of fact, when the pupil even grew in laxity of application and lost power of intelligent self-direction, the fault lay with him, not with the study or the methods of teaching.	Even when discipline did not accrue as matter of fact, when the pupil even grew in laxity of application and lost power of intelligent self direction, the fault lay with him, not with the study or the methods of teaching.	true	1606.49	1619.95	22
7949_39970_000027_000007	His failure was but proof that he needed more discipline, and thus afforded a reason for retaining the old methods.	His failure was but proof that he needed more discipline, and thus afforded a reason for retaining the old methods.	true	1620.71	1628.26	20.843325
7949_39970_000027_000008	The responsibility was transferred from the educator to the pupil because the material did not have to meet specific tests; it did not have to be shown that it fulfilled any particular need or served any specific end.	The responsibility was transferred from the educator to the pupil because the material did not have to meet specific tests; it did not have to be shown that it fulfilled any particular need or served any specific end.	true	1628.6	1641.7	21
7949_39970_000027_000009	It was designed to discipline in general, and if it failed, it was because the individual was unwilling to be disciplined. In the other direction, the tendency was towards a negative conception of discipline, instead of an identification of it with growth in constructive power of achievement.	It was designed to discipline in general, and if it failed, it was because the individual was unwilling to be disciplined. In the other direction, the tendency was towards a negative conception of discipline, instead of an identification of it with growth in constructive power of achievement.	false	1641.89	1659.04	21.822453
7949_39970_000027_000010	As we have already seen, will means an attitude toward the future, toward the production of possible consequences, an attitude involving effort to foresee clearly and comprehensively the probable results of ways of acting, and an active identification with some anticipated consequences.	As we have already seen, will means an attitude toward the future, toward the production of possible consequences, an attitude involving effort to foresee clearly and comprehensively the probable results of ways of acting, and an active identification with some anticipated consequences.	false	1659.2	1679.56	20.19993
7949_39970_000027_000011	Identification of will, or effort, with mere strain, results when a mind is set up, endowed with powers that are only to be applied to existing material.	Identification of will, or effort, with mere strain, results when a mind is set up, endowed with powers that are only to be applied to existing material.	true	1680.56	1691.68	22.052458
7949_39970_000027_000012	A person just either will or will not apply himself to the matter in hand. The more indifferent the subject matter, the less concern it has for the habits and preferences of the individual, the more demand there is for an effort to bring the mind to bear upon it--and hence the more discipline of will.	A person just either will or will not apply himself to the matter in hand. The more indifferent the subject matter, the less concern it has for the habits and preferences of the individual, the more demand there is for an effort to bring the mind to bear upon it-and hence the more discipline of will.	false	1691.81	1711.48	20
7949_39970_000027_000013	To attend to material because there is something to be done in which the person is concerned is not disciplinary in this view; not even if it results in a desirable increase of constructive power.	To attend to material because there is something to be done in which the person is concerned is not disciplinary in this view; not even if it results in a desirable increase of constructive power.	true	1711.88	1724.8	20
7949_39970_000027_000014	Application just for the sake of application, for the sake of training, is alone disciplinary.	Application just for the sake of application, for the sake of training, is alone disciplinary.	false	1725.95	1731.58	22
7949_39970_000027_000015	This is more likely to occur if the subject matter presented is uncongenial, for then there is no motive (so it is supposed) except the acknowledgment of duty or the value of discipline.	This is more likely to occur if the subject matter presented is uncongenial, for then there is no motive (so it is supposed) except the acknowledgment of duty or the value of discipline.	true	1731.59	1742.92	20.661
7949_39970_000027_000016	The logical result is expressed with literal truth in the words of an American humorist: "It makes no difference what you teach a boy so long as he doesn't like it."	The logical result is expressed with literal truth in the words of an American humorist: "It makes no difference what you teach a boy so long as he doesn't like it."	true	1743.47	1754.74	20.019365
7949_39970_000028_000000	The counterpart of the isolation of mind from activities dealing with objects to accomplish ends is isolation of the subject matter to be learned.	The counterpart of the isolation of mind from activities dealing with objects to accomplish ends is isolation of the subject matter to be learned.	true	1757.18	1768.42	19.845577
7949_39970_000028_000001	In the traditional schemes of education, subject matter means so much material to be studied.	In the traditional schemes of education, subject matter means so much material to be studied.	true	1768.82	1773.43	15
7949_39970_000028_000002	Various branches of study represent so many independent branches, each having its principles of arrangement complete within itself.	Various branches of study represent so many independent branches, each having its principles of arrangement complete within itself.	true	1773.77	1781.56	23
7949_39970_000028_000003	History is one such group of facts; algebra another; geography another, and so on till we have run through the entire curriculum.	History is one such group of facts; algebra another; geography another, and so on till we have run through the entire curriculum.	true	1781.84	1790.11	20.805767
7949_39970_000028_000004	Having a ready-made existence on their own account, their relation to mind is exhausted in what they furnish it to acquire. This idea corresponds to the conventional practice in which the program of school work, for the day, month, and successive years, consists of "studies" all marked off from one another, and each supposed to be complete by itself--for educational purposes at least.	Having a ready made existence on their own account, their relation to mind is exhausted in what they furnish it to acquire. This idea corresponds to the conventional practice in which the program of school work, for the day, month, and successive years, consists of "studies" all marked off from one another, and each supposed to be complete by itself-for educational purposes at least.	true	1791.62	1817.44	21.17258
7949_39970_000029_000000	Later on a chapter is devoted to the special consideration of the meaning of the subject matter of instruction.	Later on a chapter is devoted to the special consideration of the meaning of the subject matter of instruction.	true	1819.82	1825.54	17
7949_39970_000029_000001	At this point, we need only to say that, in contrast with the traditional theory, anything which intelligence studies represents things in the part which they play in the carrying forward of active lines of interest.	At this point, we need only to say that, in contrast with the traditional theory, anything which intelligence studies represents things in the part which they play in the carrying forward of active lines of interest.	false	1826.03	1841.23	23.133862
7949_39970_000029_000002	Just as one "studies" his typewriter as part of the operation of putting it to use to effect results, so with any fact or truth.	Just as one "studies" his typewriter as part of the operation of putting it to use to effect results, so with any fact or truth.	true	1842.26	1851.49	26.647532
7949_39970_000029_000003	It becomes an object of study--that is, of inquiry and reflection--when it figures as a factor to be reckoned with in the completion of a course of events in which one is engaged and by whose outcome one is affected.	It becomes an object of study-that is, of inquiry and reflection-when it figures as a factor to be reckoned with in the completion of a course of events in which one is engaged and by whose outcome one is affected.	true	1852.19	1865.5	20.682356
7949_39970_000029_000004	Numbers are not objects of study just because they are numbers already constituting a branch of learning called mathematics, but because they represent qualities and relations of the world in which our action goes on, because they are factors upon which the accomplishment of our purposes depends.	Numbers are not objects of study just because they are numbers already constituting a branch of learning called mathematics, but because they represent qualities and relations of the world in which our action goes on, because they are factors upon which the accomplishment of our purposes depends.	true	1866.62	1883.92	19.95505
7949_39970_000029_000005	Stated thus broadly, the formula may appear abstract.	Stated thus broadly, the formula may appear abstract.	true	1884.77	1887.97	24.672445
7949_39970_000029_000006	Translated into details, it means that the act of learning or studying is artificial and ineffective in the degree in which pupils are merely presented with a lesson to be learned.	Translated into details, it means that the act of learning or studying is artificial and ineffective in the degree in which pupils are merely presented with a lesson to be learned.	true	1888.25	1899.01	20
7949_39970_000029_000007	Study is effectual in the degree in which the pupil realizes the place of the numerical truth he is dealing with in carrying to fruition activities in which he is concerned.	Study is effectual in the degree in which the pupil realizes the place of the numerical truth he is dealing with in carrying to fruition activities in which he is concerned.	false	1900.43	1909.24	16
7949_39970_000029_000008	This connection of an object and a topic with the promotion of an activity having a purpose is the first and the last word of a genuine theory of interest in education.	This connection of an object and a topic with the promotion of an activity having a purpose is the first and the last word of a genuine theory of interest in education.	false	1909.73	1923	22.599838
7949_39970_000030_000000	3.	three.	true	1923	1923.39	14
7949_39970_000030_000001	Some Social Aspects of the Question.	Some Social Aspects of the Question.	true	1923.39	1926.31	16
7949_39970_000030_000002	While the theoretical errors of which we have been speaking have their expressions in the conduct of schools, they are themselves the outcome of conditions of social life. A change confined to the theoretical conviction of educators will not remove the difficulties, though it should render more effective efforts to modify social conditions.	While the theoretical errors of which we have been speaking have their expressions in the conduct of schools, they are themselves the outcome of conditions of social life. A change confined to the theoretical conviction of educators will not remove the difficulties, though it should render more effective efforts to modify social conditions.	true	1926.71	1949.23	21.003016
7949_39970_000030_000003	Men's fundamental attitudes toward the world are fixed by the scope and qualities of the activities in which they partake.	Men's fundamental attitudes toward the world are fixed by the scope and qualities of the activities in which they partake.	true	1949.84	1956.34	16
7949_39970_000030_000004	The ideal of interest is exemplified in the artistic attitude.	The ideal of interest is exemplified in the artistic attitude.	true	1957.64	1962.56	19.48485
7949_39970_000030_000005	Art is neither merely internal nor merely external; merely mental nor merely physical.	Art is neither merely internal nor merely external; merely mental nor merely physical.	true	1962.56	1970.14	22.359137
7949_39970_000030_000006	Like every mode of action, it brings about changes in the world.	Like every mode of action, it brings about changes in the world.	true	1970.18	1973.38	17
7949_39970_000030_000007	The changes made by some actions (those which by contrast may be called mechanical) are external; they are shifting things about.	The changes made by some actions (those which by contrast may be called mechanical) are external; they are shifting things about.	true	1973.66	1981.72	21.449015
7949_39970_000030_000008	No ideal reward, no enrichment of emotion and intellect, accompanies them.	No ideal reward, no enrichment of emotion and intellect, accompanies them.	true	1982.33	1988.68	20.261635
7949_39970_000030_000009	Others contribute to the maintenance of life, and to its external adornment and display.	Others contribute to the maintenance of life, and to its external adornment and display.	true	1989.05	1994.8	20
7949_39970_000030_000010	Many of our existing social activities, industrial and political, fall in these two classes.	Many of our existing social activities, industrial and political, fall in these two classes.	true	1995.26	2000.77	21
7949_39970_000030_000011	Neither the people who engage in them, nor those who are directly affected by them, are capable of full and free interest in their work.	Neither the people who engage in them, nor those who are directly affected by them, are capable of full and free interest in their work.	true	2001.05	2009.8	20.811842
7949_39970_000030_000012	Because of the lack of any purpose in the work for the one doing it, or because of the restricted character of its aim, intelligence is not adequately engaged.	Because of the lack of any purpose in the work for the one doing it, or because of the restricted character of its aim, intelligence is not adequately engaged.	true	2010.26	2021.92	21.88576
7949_39970_000030_000013	The same conditions force many people back upon themselves. They take refuge in an inner play of sentiment and fancies.	The same conditions force many people back upon themselves. They take refuge in an inner play of sentiment and fancies.	true	2022.2	2031.64	21
7949_39970_000030_000014	They are aesthetic but not artistic, since their feelings and ideas are turned upon themselves, instead of being methods in acts which modify conditions.	They are aesthetic but not artistic, since their feelings and ideas are turned upon themselves, instead of being methods in acts which modify conditions.	false	2031.89	2040.22	21
7949_39970_000030_000015	Their mental life is sentimental; an enjoyment of an inner landscape.	Their mental life is sentimental; an enjoyment of an inner landscape.	true	2040.74	2045.59	23.67093
7949_39970_000030_000016	Even the pursuit of science may become an asylum of refuge from the hard conditions of life--not a temporary retreat for the sake of recuperation and clarification in future dealings with the world.	Even the pursuit of science may become an asylum of refuge from the hard conditions of life-not a temporary retreat for the sake of recuperation and clarification in future dealings with the world.	true	2045.75	2057.65	20
7949_39970_000030_000017	The very word art may become associated not with specific transformation of things, making them more significant for mind, but with stimulations of eccentric fancy and with emotional indulgences.	The very word art may become associated not with specific transformation of things, making them more significant for mind, but with stimulations of eccentric fancy and with emotional indulgences.	true	2058.44	2071.9	20.025845
7949_39970_000030_000018	The separation and mutual contempt of the "practical" man and the man of theory or culture, the divorce of fine and industrial arts, are indications of this situation.	The separation and mutual contempt of the "practical" man and the man of theory or culture, the divorce of fine and industrial arts, are indications of this situation.	true	2072.45	2083.57	19
7949_39970_000030_000019	Thus interest and mind are either narrowed, or else made perverse.	Thus interest and mind are either narrowed, or else made perverse.	true	2084.06	2088.25	15
7949_39970_000030_000020	Compare what was said in an earlier chapter about the one-sided meanings which have come to attach to the ideas of efficiency and of culture.	Compare what was said in an earlier chapter about the one sided meanings which have come to attach to the ideas of efficiency and of culture.	true	2088.41	2098.78	20.088472
7949_39970_000031_000000	This state of affairs must exist so far as society is organized on a basis of division between laboring classes and leisure classes.	This state of affairs must exist so far as society is organized on a basis of division between laboring classes and leisure classes.	true	2101.13	2111.56	21.434532
7949_39970_000031_000001	The intelligence of those who do things becomes hard in the unremitting struggle with things; that of those freed from the discipline of occupation becomes luxurious and effeminate.	The intelligence of those who do things becomes hard in the unremitting struggle with things; that of those freed from the discipline of occupation becomes luxurious and effeminate.	true	2112.26	2123.26	19.046326
7949_39970_000031_000002	Moreover, the majority of human beings still lack economic freedom.	Moreover, the majority of human beings still lack economic freedom.	true	2124.41	2128.33	19.740595
7949_39970_000031_000003	Their pursuits are fixed by accident and necessity of circumstance; they are not the normal expression of their own powers interacting with the needs and resources of the environment.	Their pursuits are fixed by accident and necessity of circumstance; they are not the normal expression of their own powers interacting with the needs and resources of the environment.	true	2128.52	2140.39	20
7949_39970_000031_000004	Our economic conditions still relegate many men to a servile status.	Our economic conditions still relegate many men to a servile status.	true	2142.74	2146.9	16
7949_39970_000031_000005	As a consequence, the intelligence of those in control of the practical situation is not liberal.	As a consequence, the intelligence of those in control of the practical situation is not liberal.	true	2146.94	2152.09	15
7949_39970_000031_000006	Instead of playing freely upon the subjugation of the world for human ends, it is devoted to the manipulation of other men for ends that are non-human in so far as they are exclusive.	Instead of playing freely upon the subjugation of the world for human ends, it is devoted to the manipulation of other men for ends that are non-human in so far as they are exclusive.	true	2152.46	2164.87	19.993608
7949_39970_000032_000000	This state of affairs explains many things in our historic educational traditions.	This state of affairs explains many things in our historic educational traditions.	true	2165.63	2171.1	20.936552
7949_39970_000032_000001	It throws light upon the clash of aims manifested in different portions of the school system; the narrowly utilitarian character of most elementary education, and the narrowly disciplinary or cultural character of most higher education.	It throws light upon the clash of aims manifested in different portions of the school system; the narrowly utilitarian character of most elementary education, and the narrowly disciplinary or cultural character of most higher education.	true	2171.1	2187.67	22.05838
7949_39970_000032_000002	It accounts for the tendency to isolate intellectual matters till knowledge is scholastic, academic, and professionally technical, and for the widespread conviction that liberal education is opposed to the requirements of an education which shall count in the vocations of life.	It accounts for the tendency to isolate intellectual matters till knowledge is scholastic, academic, and professionally technical, and for the widespread conviction that liberal education is opposed to the requirements of an education which shall count in the vocations of life.	true	2188.1	2205.07	21
7949_39970_000032_000003	But it also helps define the peculiar problem of present education.	But it also helps define the peculiar problem of present education.	false	2206.64	2210.65	21
7949_39970_000032_000004	The school cannot immediately escape from the ideals set by prior social conditions.	The school cannot immediately escape from the ideals set by prior social conditions.	true	2211.47	2216.62	17
7949_39970_000032_000005	But it should contribute through the type of intellectual and emotional disposition which it forms to the improvement of those conditions.	But it should contribute through the type of intellectual and emotional disposition which it forms to the improvement of those conditions.	true	2217.14	2228.02	21.877958
7949_39970_000032_000006	And just here the true conceptions of interest and discipline are full of significance.	And just here the true conceptions of interest and discipline are full of significance.	true	2228.6	2234.83	23.049698
7949_39970_000032_000007	Persons whose interests have been enlarged and intelligence trained by dealing with things and facts in active occupations having a purpose (whether in play or work) will be those most likely to escape the alternatives of an academic and aloof knowledge and a hard, narrow, and merely "practical" practice.	Persons whose interests have been enlarged and intelligence trained by dealing with things and facts in active occupations having a purpose (whether in play or work) will be those most likely to escape the alternatives of an academic and aloof knowledge and a hard, narrow, and merely "practical" practice.	true	2235.53	2259.13	21.138456
7949_39970_000032_000008	To organize education so that natural active tendencies shall be fully enlisted in doing something, while seeing to it that the doing requires observation, the acquisition of information, and the use of a constructive imagination, is what most needs to be done to improve social conditions.	To organize education so that natural active tendencies shall be fully enlisted in doing something, while seeing to it that the doing requires observation, the acquisition of information, and the use of a constructive imagination, is what most needs to be done to improve social conditions.	true	2259.8	2277.94	16
7949_39970_000032_000009	To oscillate between drill exercises that strive to attain efficiency in outward doing without the use of intelligence, and an accumulation of knowledge that is supposed to be an ultimate end in itself, means that education accepts the present social conditions as final, and thereby takes upon itself the responsibility for perpetuating them.	To oscillate between drill exercises that strive to attain efficiency in outward doing without the use of intelligence, and an accumulation of knowledge that is supposed to be an ultimate end in itself, means that education accepts the present social conditions as final, and thereby takes upon itself the responsibility for perpetuating them.	true	2278.67	2302.36	21.523718
7949_39970_000032_000010	A reorganization of education so that learning takes place in connection with the intelligent carrying forward of purposeful activities is a slow work.	A reorganization of education so that learning takes place in connection with the intelligent carrying forward of purposeful activities is a slow work.	true	2303.99	2314.56	20.15682
7949_39970_000032_000011	It can only be accomplished piecemeal, a step at a time.	It can only be accomplished piecemeal, a step at a time.	true	2314.56	2317.87	21
7949_39970_000032_000012	But this is not a reason for nominally accepting one educational philosophy and accommodating ourselves in practice to another.	But this is not a reason for nominally accepting one educational philosophy and accommodating ourselves in practice to another.	true	2318.48	2326.78	18
7949_39970_000032_000013	It is a challenge to undertake the task of reorganization courageously and to keep at it persistently.	It is a challenge to undertake the task of reorganization courageously and to keep at it persistently.	true	2327.21	2337.97	20.608595
7949_39970_000033_000000	Summary.	Summary.	true	2337.98	2338.96	17.51962
7949_39970_000033_000001	Interest and discipline are correlative aspects of activity having an aim.	Interest and discipline are correlative aspects of activity having an aim.	false	2339.72	2346.79	23.791086
7949_39970_000033_000002	Interest means that one is identified with the objects which define the activity and which furnish the means and obstacles to its realization.	Interest means that one is identified with the objects which define the activity and which furnish the means and obstacles to its realization.	true	2348.48	2357.98	20
7949_39970_000033_000003	Any activity with an aim implies a distinction between an earlier incomplete phase and later completing phase; it implies also intermediate steps.	Any activity with an aim implies a distinction between an earlier incomplete phase and later completing phase; it implies also intermediate steps.	true	2359.34	2369.5	22.31318
7949_39970_000033_000004	To have an interest is to take things as entering into such a continuously developing situation, instead of taking them in isolation.	To have an interest is to take things as entering into such a continuously developing situation, instead of taking them in isolation.	true	2370.32	2378.89	18
7949_39970_000033_000005	The time difference between the given incomplete state of affairs and the desired fulfillment exacts effort in transformation, it demands continuity of attention and endurance.	The time difference between the given incomplete state of affairs and the desired fulfillment exacts effort in transformation, it demands continuity of attention and endurance.	false	2379.68	2390.86	19
7949_39970_000033_000006	This attitude is what is practically meant by will.	This attitude is what is practically meant by will.	false	2391.53	2395.66	20.369165
7949_39970_000033_000007	Discipline or development of power of continuous attention is its fruit.	Discipline or development of power of continuous attention is its fruit.	true	2396.66	2402.08	21.348087
7949_39970_000033_000008	The significance of this doctrine for the theory of education is twofold.	The significance of this doctrine for the theory of education is twofold.	true	2402.21	2406.28	19
7949_39970_000033_000009	On the one hand it protects us from the notion that mind and mental states are something complete in themselves, which then happen to be applied to some ready-made objects and topics so that knowledge results.	On the one hand it protects us from the notion that mind and mental states are something complete in themselves, which then happen to be applied to some ready made objects and topics so that knowledge results.	true	2406.38	2417.65	19
7949_39970_000033_000010	It shows that mind and intelligent or purposeful engagement in a course of action into which things enter are identical.	It shows that mind and intelligent or purposeful engagement in a course of action into which things enter are identical.	true	2417.96	2425.36	23.374514
7949_39970_000033_000011	Hence to develop and train mind is to provide an environment which induces such activity.	Hence to develop and train mind is to provide an environment which induces such activity.	true	2425.43	2431.33	23
7949_39970_000033_000012	On the other side, it protects us from the notion that subject matter on its side is something isolated and independent.	On the other side, it protects us from the notion that subject matter on its side is something isolated and independent.	true	2432.21	2440.24	21.26833
7949_39970_000033_000013	It shows that subject matter of learning is identical with all the objects, ideas, and principles which enter as resources or obstacles into the continuous intentional pursuit of a course of action. The developing course of action, whose end and conditions are perceived, is the unity which holds together what are often divided into an independent mind on one side and an independent world of objects and facts on the other.	It shows that subject matter of learning is identical with all the objects, ideas, and principles which enter as resources or obstacles into the continuous intentional pursuit of a course of action. The developing course of action, whose end and conditions are perceived, is the unity which holds together what are often divided into an independent mind on one side and an independent world of objects and facts on the other.	false	2440.73	2486.28	19.11635
