783_126739_000000_000000	CHAPTER X	CHAPTER ten	true	5.295	6.28	8
783_126739_000062_000001	On entering the smaller of the two drawing-rooms he saw his wife in a small group near the piano.	On entering the smaller of the two drawing rooms he saw his wife in a small group near the piano.	true	960.35	965.95	21.705635
783_126739_000062_000002	A youngish composer in pass of becoming famous was discoursing from a music stool to two thick men whose backs looked old, and three slender women whose backs looked young.	A youngish composer in pass of becoming famous was discoursing from a music stool to two thick men whose backs looked old, and three slender women whose backs looked young.	false	966.47	977.65	20.820024
783_126739_000062_000003	Behind the screen the great lady had only two persons with her: a man and a woman, who sat side by side on arm-chairs at the foot of her couch.	Behind the screen the great lady had only two persons with her: a man and a woman, who sat side by side on arm chairs at the foot of her couch.	true	978.11	986.86	21.22422
783_126739_000062_000004	She extended her hand to the Assistant Commissioner.	She extended her hand to the Assistant Commissioner.	true	987.71	990.55	21.479496
783_126739_000063_000000	"I never hoped to see you here to-night.	"I never hoped to see you here to night.	true	991.76	994.06	24.304369
783_126739_000063_000001	Annie told me--"	Annie told me-"	true	994.13	995.38	22.68766
783_126739_000064_000000	"Yes.	"Yes.	true	995.66	996.345	21.08273
783_126739_000064_000001	I had no idea myself that my work would be over so soon."	I had no idea myself that my work would be over so soon."	true	996.345	999.55	20.504765
783_126739_000065_000000	The Assistant Commissioner added in a low tone: "I am glad to tell you that Michaelis is altogether clear of this--"	The Assistant Commissioner added in a low tone: "I am glad to tell you that Michaelis is altogether clear of this-"	true	1000.01	1006.09	21.696104
783_126739_000066_000000	The patroness of the ex-convict received this assurance indignantly.	The patroness of the ex convict received this assurance indignantly.	true	1007.03	1011.01	20.781994
783_126739_000067_000000	"Why?	"Why?	true	1011.83	1012.51	20.475094
783_126739_000067_000001	Were your people stupid enough to connect him with--"	Were your people stupid enough to connect him with-"	true	1012.51	1015.51	23.062265
783_126739_000068_000000	"Not stupid," interrupted the Assistant Commissioner, contradicting deferentially.	"Not stupid," interrupted the Assistant Commissioner, contradicting deferentially.	true	1015.79	1020.4	22.8968
783_126739_000068_000001	"Clever enough--quite clever enough for that."	"Clever enough-quite clever enough for that."	true	1020.71	1023.61	21.571795
783_126739_000069_000000	A silence fell.	A silence fell.	true	1024.55	1026.01	20.718079
783_126739_000069_000001	The man at the foot of the couch had stopped speaking to the lady, and looked on with a faint smile.	The man at the foot of the couch had stopped speaking to the lady, and looked on with a faint smile.	true	1026.47	1032.22	24.527206
783_126739_000070_000000	"I don't know whether you ever met before," said the great lady.	"I don't know whether you ever met before," said the great lady.	false	1034.18	1037.38	19.601667
783_126739_000071_000000	Mr Vladimir and the Assistant Commissioner, introduced, acknowledged each other's existence with punctilious and guarded courtesy.	Mr Vladimir and the Assistant Commissioner, introduced, acknowledged each other's existence with punctilious and guarded courtesy.	true	1038.29	1046.38	21.514084
783_126739_000072_000000	"He's been frightening me," declared suddenly the lady who sat by the side of Mr Vladimir, with an inclination of the head towards that gentleman.	"He's been frightening me," declared suddenly the lady who sat by the side of Mr Vladimir, with an inclination of the head towards that gentleman.	false	1047.35	1055.11	21.152147
783_126739_000072_000001	The Assistant Commissioner knew the lady.	The Assistant Commissioner knew the lady.	true	1055.54	1057.63	20.951727
783_126739_000073_000000	"You do not look frightened," he pronounced, after surveying her conscientiously with his tired and equable gaze.	"You do not look frightened," he pronounced, after surveying her conscientiously with his tired and equable gaze.	true	1058.96	1065.43	22
783_126739_000073_000001	He was thinking meantime to himself that in this house one met everybody sooner or later. Mr Vladimir's rosy countenance was wreathed in smiles, because he was witty, but his eyes remained serious, like the eyes of convinced man.	He was thinking meantime to himself that in this house one met everybody sooner or later. Mr Vladimir's rosy countenance was wreathed in smiles, because he was witty, but his eyes remained serious, like the eyes of convinced man.	false	1065.89	1081	19.837063
783_126739_000074_000000	"Well, he tried to at least," amended the lady.	"Well, he tried to at least," amended the lady.	true	1082.06	1086.31	21.833538
783_126739_000075_000000	"Force of habit perhaps," said the Assistant Commissioner, moved by an irresistible inspiration.	"Force of habit perhaps," said the Assistant Commissioner, moved by an irresistible inspiration.	true	1086.5	1092.73	22.683191
783_126739_000076_000000	"He has been threatening society with all sorts of horrors," continued the lady, whose enunciation was caressing and slow, "apropos of this explosion in Greenwich Park.	"He has been threatening society with all sorts of horrors," continued the lady, whose enunciation was caressing and slow, "apropos of this explosion in Greenwich Park.	true	1093.4	1104.07	20.94505
783_126739_000076_000001	It appears we all ought to quake in our shoes at what's coming if those people are not suppressed all over the world.	It appears we all ought to quake in our shoes at what's coming if those people are not suppressed all over the world.	true	1104.41	1110.82	22.298409
783_126739_000076_000002	I had no idea this was such a grave affair."	I had no idea this was such a grave affair."	true	1111.01	1113.88	22.13188
783_126739_000077_000000	Mr Vladimir, affecting not to listen, leaned towards the couch, talking amiably in subdued tones, but he heard the Assistant Commissioner say:	Mr Vladimir, affecting not to listen, leaned towards the couch, talking amiably in subdued tones, but he heard the Assistant Commissioner say:	true	1115.15	1124.68	22.092129
783_126739_000078_000000	"I've no doubt that Mr Vladimir has a very precise notion of the true importance of this affair."	"I've no doubt that Mr Vladimir has a very precise notion of the true importance of this affair."	true	1125.02	1130.44	20.88662
783_126739_000079_000000	Mr Vladimir asked himself what that confounded and intrusive policeman was driving at.	Mr Vladimir asked himself what that confounded and intrusive policeman was driving at.	false	1131.56	1136.71	20
783_126739_000079_000001	Descended from generations victimised by the instruments of an arbitrary power, he was racially, nationally, and individually afraid of the police.	Descended from generations victimised by the instruments of an arbitrary power, he was racially, nationally, and individually afraid of the police.	true	1137.65	1147.48	12
783_126739_000079_000002	It was an inherited weakness, altogether independent of his judgment, of his reason, of his experience.	It was an inherited weakness, altogether independent of his judgment, of his reason, of his experience.	true	1148.12	1154.92	10
783_126739_000079_000003	He was born to it.	He was born to it.	true	1155.95	1157.38	10
783_126739_000079_000004	But that sentiment, which resembled the irrational horror some people have of cats, did not stand in the way of his immense contempt for the English police.	But that sentiment, which resembled the irrational horror some people have of cats, did not stand in the way of his immense contempt for the English police.	true	1158.32	1167.49	9
783_126739_000079_000005	He finished the sentence addressed to the great lady, and turned slightly in his chair.	He finished the sentence addressed to the great lady, and turned slightly in his chair.	false	1168.4	1172.8	10
783_126739_000080_000000	"You mean that we have a great experience of these people.	"You mean that we have a great experience of these people.	true	1174.1	1177.07	11
783_126739_000080_000001	Yes; indeed, we suffer greatly from their activity, while you"--Mr Vladimir hesitated for a moment, in smiling perplexity--"while you suffer their presence gladly in your midst," he finished, displaying a dimple on each clean-shaven cheek.	Yes; indeed, we suffer greatly from their activity, while you"--Mr Vladimir hesitated for a moment, in smiling perplexity-"while you suffer their presence gladly in your midst," he finished, displaying a dimple on each clean shaven cheek.	false	1177.07	1192	9
783_126739_000080_000002	Then he added more gravely: "I may even say--because you do."	Then he added more gravely: "I may even say-because you do."	true	1192.4	1196.68	11
783_126739_000081_000000	When Mr Vladimir ceased speaking the Assistant Commissioner lowered his glance, and the conversation dropped.	When Mr Vladimir ceased speaking the Assistant Commissioner lowered his glance, and the conversation dropped.	true	1198.07	1204.93	9
783_126739_000081_000001	Almost immediately afterwards Mr Vladimir took leave.	Almost immediately afterwards Mr Vladimir took leave.	true	1205.57	1209.04	9
783_126739_000082_000000	Directly his back was turned on the couch the Assistant Commissioner rose too.	Directly his back was turned on the couch the Assistant Commissioner rose too.	true	1209.38	1214.23	10
783_126739_000083_000000	"I thought you were going to stay and take Annie home," said the lady patroness of Michaelis.	"I thought you were going to stay and take Annie home," said the lady patroness of Michaelis.	true	1216.31	1221.1	9
783_126739_000084_000000	"I find that I've yet a little work to do to-night."	"I find that I've yet a little work to do to night."	true	1222.67	1225.54	11
783_126739_000085_000000	"In connection--?"	"In connection-?"	true	1226.63	1227.88	9
783_126739_000086_000000	"Well, yes--in a way."	"Well, yes-in a way."	true	1228.22	1229.92	14
783_126739_000087_000000	"Tell me, what is it really--this horror?"	"Tell me, what is it really-this horror?"	true	1230.95	1233.49	10
783_126739_000088_000000	"It's difficult to say what it is, but it may yet be a _cause celebre_," said the Assistant Commissioner.	"It's difficult to say what it is, but it may yet be a underscore cause celebre underscore," said the Assistant Commissioner.	false	1234.88	1240.72	12
783_126739_000089_000000	He left the drawing-room hurriedly, and found Mr Vladimir still in the hall, wrapping up his throat carefully in a large silk handkerchief. Behind him a footman waited, holding his overcoat.	He left the drawing room hurriedly, and found Mr Vladimir still in the hall, wrapping up his throat carefully in a large silk handkerchief. Behind him a footman waited, holding his overcoat.	true	1242.05	1254.01	11
783_126739_000089_000001	Another stood ready to open the door.	Another stood ready to open the door.	true	1254.59	1256.68	9
783_126739_000089_000002	The Assistant Commissioner was duly helped into his coat, and let out at once.	The Assistant Commissioner was duly helped into his coat, and let out at once.	true	1257.53	1261.75	9
783_126739_000089_000003	After descending the front steps he stopped, as if to consider the way he should take.	After descending the front steps he stopped, as if to consider the way he should take.	true	1262.51	1267.3	9
783_126739_000089_000004	On seeing this through the door held open, Mr Vladimir lingered in the hall to get out a cigar and asked for a light.	On seeing this through the door held open, Mr Vladimir lingered in the hall to get out a cigar and asked for a light.	true	1267.94	1274.92	16.795729
783_126739_000089_000005	It was furnished to him by an elderly man out of livery with an air of calm solicitude.	It was furnished to him by an elderly man out of livery with an air of calm solicitude.	true	1275.41	1280.62	8
783_126739_000089_000006	But the match went out; the footman then closed the door, and Mr Vladimir lighted his large Havana with leisurely care.	But the match went out; the footman then closed the door, and Mr Vladimir lighted his large Havana with leisurely care.	true	1281.11	1288.15	9
783_126739_000090_000000	When at last he got out of the house, he saw with disgust the "confounded policeman" still standing on the pavement.	When at last he got out of the house, he saw with disgust the "confounded policeman" still standing on the pavement.	true	1289.15	1296.1	11
783_126739_000091_000000	"Can he be waiting for me," thought Mr Vladimir, looking up and down for some signs of a hansom.	"Can he be waiting for me," thought Mr Vladimir, looking up and down for some signs of a hansom.	true	1296.95	1303.57	6
783_126739_000091_000001	He saw none.	He saw none.	true	1304.69	1305.82	9
783_126739_000091_000002	A couple of carriages waited by the curbstone, their lamps blazing steadily, the horses standing perfectly still, as if carved in stone, the coachmen sitting motionless under the big fur capes, without as much as a quiver stirring the white thongs of their big whips.	A couple of carriages waited by the curbstone, their lamps blazing steadily, the horses standing perfectly still, as if carved in stone, the coachmen sitting motionless under the big fur capes, without as much as a quiver stirring the white thongs of their big whips.	false	1306.46	1323.1	9
783_126739_000091_000003	Mr Vladimir walked on, and the "confounded policeman" fell into step at his elbow.	Mr Vladimir walked on, and the "confounded policeman" fell into step at his elbow.	true	1324.28	1329.7	8
783_126739_000091_000004	He said nothing.	He said nothing.	true	1330.1	1331.29	15
783_126739_000091_000005	At the end of the fourth stride Mr Vladimir felt infuriated and uneasy.	At the end of the fourth stride Mr Vladimir felt infuriated and uneasy.	true	1331.66	1336.24	8
783_126739_000091_000006	This could not last.	This could not last.	true	1336.28	1337.83	11
783_126739_000092_000000	"Rotten weather," he growled savagely.	"Rotten weather," he growled savagely.	true	1338.47	1341.1	9
783_126739_000093_000000	"Mild," said the Assistant Commissioner without passion.	"Mild," said the Assistant Commissioner without passion.	true	1342.04	1345.48	8
783_126739_000093_000001	He remained silent for a little while.	He remained silent for a little while.	true	1346.06	1348	10
783_126739_000093_000002	"We've got hold of a man called Verloc," he announced casually.	"We've got hold of a man called Verloc," he announced casually.	true	1349.78	1353.55	10
783_126739_000094_000000	Mr Vladimir did not stumble, did not stagger back, did not change his stride.	Mr Vladimir did not stumble, did not stagger back, did not change his stride.	false	1354.58	1359.64	9
783_126739_000094_000001	But he could not prevent himself from exclaiming: "What?" The Assistant Commissioner did not repeat his statement.	But he could not prevent himself from exclaiming: "What?" The Assistant Commissioner did not repeat his statement.	true	1359.95	1366.87	9
783_126739_000094_000002	"You know him," he went on in the same tone.	"You know him," he went on in the same tone.	true	1367.78	1372.18	7
783_126739_000095_000000	Mr Vladimir stopped, and became guttural.	Mr Vladimir stopped, and became guttural.	true	1372.49	1375	9
783_126739_000095_000001	"What makes you say that?"	"What makes you say that?"	true	1376.21	1377.82	14
783_126739_000096_000000	"I don't.	"I don't.	false	1378.88	1379.91	15
783_126739_000096_000001	It's Verloc who says that."	It's Verloc who says that."	false	1379.91	1381.45	11
783_126739_000097_000000	"A lying dog of some sort," said Mr Vladimir in somewhat Oriental phraseology.	"A lying dog of some sort," said Mr Vladimir in somewhat Oriental phraseology.	true	1382.54	1388.02	6
783_126739_000097_000001	But in his heart he was almost awed by the miraculous cleverness of the English police.	But in his heart he was almost awed by the miraculous cleverness of the English police.	true	1388.45	1393.27	8
783_126739_000097_000002	The change of his opinion on the subject was so violent that it made him for a moment feel slightly sick. He threw away his cigar, and moved on.	The change of his opinion on the subject was so violent that it made him for a moment feel slightly sick. He threw away his cigar, and moved on.	true	1393.76	1402.3	9
783_126739_000098_000000	"What pleased me most in this affair," the Assistant went on, talking slowly, "is that it makes such an excellent starting-point for a piece of work which I've felt must be taken in hand--that is, the clearing out of this country of all the foreign political spies, police, and that sort of--of--dogs.	"What pleased me most in this affair," the Assistant went on, talking slowly, "is that it makes such an excellent starting point for a piece of work which I've felt must be taken in hand-that is, the clearing out of this country of all the foreign political spies, police, and that sort of-of-dogs.	false	1403.21	1422.04	8
783_126739_000098_000001	In my opinion they are a ghastly nuisance; also an element of danger.	In my opinion they are a ghastly nuisance; also an element of danger.	true	1422.65	1427.29	10
783_126739_000098_000002	But we can't very well seek them out individually.	But we can't very well seek them out individually.	true	1427.48	1430.32	10
783_126739_000098_000003	The only way is to make their employment unpleasant to their employers.	The only way is to make their employment unpleasant to their employers.	true	1430.6	1434.52	9
783_126739_000098_000004	The thing's becoming indecent.	The thing's becoming indecent.	true	1435.67	1437.46	9
783_126739_000098_000005	And dangerous too, for us, here."	And dangerous too, for us, here."	true	1437.46	1439.77	9
783_126739_000099_000000	Mr Vladimir stopped again for a moment.	Mr Vladimir stopped again for a moment.	true	1441.34	1443.88	9
783_126739_000100_000000	"What do you mean?"	"What do you mean?"	true	1444.43	1445.65	10
783_126739_000101_000000	"The prosecution of this Verloc will demonstrate to the public both the danger and the indecency."	"The prosecution of this Verloc will demonstrate to the public both the danger and the indecency."	true	1446.41	1451.74	9
783_126739_000102_000000	"Nobody will believe what a man of that sort says," said Mr Vladimir contemptuously.	"Nobody will believe what a man of that sort says," said Mr Vladimir contemptuously.	true	1452.83	1457.98	8
783_126739_000103_000000	"The wealth and precision of detail will carry conviction to the great mass of the public," advanced the Assistant Commissioner gently.	"The wealth and precision of detail will carry conviction to the great mass of the public," advanced the Assistant Commissioner gently.	true	1459.43	1466.14	10
783_126739_000104_000000	"So that is seriously what you mean to do."	"So that is seriously what you mean to do."	false	1466.93	1469.35	12
783_126739_000105_000000	"We've got the man; we have no choice."	"We've got the man; we have no choice."	true	1470.02	1472.53	10
783_126739_000106_000000	"You will be only feeding up the lying spirit of these revolutionary scoundrels," Mr Vladimir protested.	"You will be only feeding up the lying spirit of these revolutionary scoundrels," Mr Vladimir protested.	false	1473.53	1479.34	8
783_126739_000106_000001	"What do you want to make a scandal for?--from morality--or what?"	"What do you want to make a scandal for?--from morality-or what?"	true	1480.07	1484.29	11
783_126739_000107_000000	Mr Vladimir's anxiety was obvious.	Mr Vladimir's anxiety was obvious.	true	1485.41	1487.98	8
783_126739_000107_000001	The Assistant Commissioner having ascertained in this way that there must be some truth in the summary statements of Mr Verloc, said indifferently:	The Assistant Commissioner having ascertained in this way that there must be some truth in the summary statements of Mr Verloc, said indifferently:	true	1488.02	1496.35	8
783_126739_000108_000000	"There's a practical side too.	"There's a practical side too.	true	1497.8	1499.79	13
783_126739_000108_000001	We have really enough to do to look after the genuine article.	We have really enough to do to look after the genuine article.	true	1499.79	1503.19	9
783_126739_000108_000002	You can't say we are not effective.	You can't say we are not effective.	true	1503.38	1505.71	10
783_126739_000108_000003	But we don't intend to let ourselves be bothered by shams under any pretext whatever."	But we don't intend to let ourselves be bothered by shams under any pretext whatever."	false	1505.87	1510.96	15.958355
783_126739_000109_000000	Mr Vladimir's tone became lofty.	Mr Vladimir's tone became lofty.	true	1511.54	1513.75	10
783_126739_000110_000000	"For my part, I can't share your view.	"For my part, I can't share your view.	true	1515.35	1517.55	12
783_126739_000110_000001	It is selfish.	It is selfish.	true	1517.55	1518.73	13
783_126739_000110_000002	My sentiments for my own country cannot be doubted; but I've always felt that we ought to be good Europeans besides--I mean governments and men."	My sentiments for my own country cannot be doubted; but I've always felt that we ought to be good Europeans besides-I mean governments and men."	true	1518.8	1526.95	11
783_126739_000111_000000	"Yes," said the Assistant Commissioner simply.	"Yes," said the Assistant Commissioner simply.	true	1528.13	1530.88	8
783_126739_000111_000001	"Only you look at Europe from its other end.	"Only you look at Europe from its other end.	true	1531.01	1533.55	9
783_126739_000111_000002	But," he went on in a good-natured tone, "the foreign governments cannot complain of the inefficiency of our police. Look at this outrage; a case specially difficult to trace inasmuch as it was a sham.	But," he went on in a good-natured tone, "the foreign governments cannot complain of the inefficiency of our police. Look at this outrage; a case specially difficult to trace inasmuch as it was a sham.	false	1533.86	1546.75	9
783_126739_000111_000003	In less than twelve hours we have established the identity of a man literally blown to shreds, have found the organiser of the attempt, and have had a glimpse of the inciter behind him.	In less than twelve hours we have established the identity of a man literally blown to shreds, have found the organiser of the attempt, and have had a glimpse of the inciter behind him.	true	1547.3	1558.15	10
783_126739_000111_000004	And we could have gone further; only we stopped at the limits of our territory."	And we could have gone further; only we stopped at the limits of our territory."	true	1558.43	1562.44	9
783_126739_000112_000000	"So this instructive crime was planned abroad," Mr Vladimir said quickly. "You admit it was planned abroad?"	"So this instructive crime was planned abroad," Mr Vladimir said quickly. "You admit it was planned abroad?"	true	1563.41	1570.66	10
783_126739_000113_000000	"Theoretically.	"Theoretically.	true	1571.78	1572.84	20
783_126739_000113_000001	Theoretically only, on foreign territory; abroad only by a fiction," said the Assistant Commissioner, alluding to the character of Embassies, which are supposed to be part and parcel of the country to which they belong.	Theoretically only, on foreign territory; abroad only by a fiction," said the Assistant Commissioner, alluding to the character of Embassies, which are supposed to be part and parcel of the country to which they belong.	true	1572.84	1584.88	10
783_126739_000113_000002	"But that's a detail.	"But that's a detail.	true	1585.37	1586.83	13
783_126739_000113_000003	I talked to you of this business because it's your government that grumbles most at our police. You see that we are not so bad.	I talked to you of this business because it's your government that grumbles most at our police. You see that we are not so bad.	true	1587.32	1594.27	9
783_126739_000113_000004	I wanted particularly to tell you of our success."	I wanted particularly to tell you of our success."	true	1594.31	1597.21	10
783_126739_000114_000000	"I'm sure I'm very grateful," muttered Mr Vladimir through his teeth.	"I'm sure I'm very grateful," muttered Mr Vladimir through his teeth.	true	1598.3	1602.19	6
783_126739_000115_000000	"We can put our finger on every anarchist here," went on the Assistant Commissioner, as though he were quoting Chief Inspector Heat.	"We can put our finger on every anarchist here," went on the Assistant Commissioner, as though he were quoting Chief Inspector Heat.	false	1603.01	1609.86	10
783_126739_000115_000001	"All that's wanted now is to do away with the agent provocateur to make everything safe."	"All that's wanted now is to do away with the agent provocateur to make everything safe."	false	1609.86	1614.91	7
783_126739_000116_000000	Mr Vladimir held up his hand to a passing hansom.	Mr Vladimir held up his hand to a passing hansom.	true	1615.58	1618.99	7
783_126739_000117_000000	"You're not going in here," remarked the Assistant Commissioner, looking at a building of noble proportions and hospitable aspect, with the light of a great hall falling through its glass doors on a broad flight of steps.	"You're not going in here," remarked the Assistant Commissioner, looking at a building of noble proportions and hospitable aspect, with the light of a great hall falling through its glass doors on a broad flight of steps.	true	1620.29	1632.67	9
783_126739_000118_000000	But Mr Vladimir, sitting, stony-eyed, inside the hansom, drove off without a word.	But Mr Vladimir, sitting, stony eyed, inside the hansom, drove off without a word.	true	1633.07	1639.87	10
783_126739_000119_000000	The Assistant Commissioner himself did not turn into the noble building. It was the Explorers' Club.	The Assistant Commissioner himself did not turn into the noble building. It was the Explorers' Club.	true	1639.88	1645.93	7
783_126739_000119_000001	The thought passed through his mind that Mr Vladimir, honorary member, would not be seen very often there in the future.	The thought passed through his mind that Mr Vladimir, honorary member, would not be seen very often there in the future.	true	1646.57	1653.67	9
783_126739_000119_000002	He looked at his watch.	He looked at his watch.	true	1654.04	1655.44	6
783_126739_000119_000003	It was only half-past ten.	It was only half past ten.	true	1655.57	1657.39	7
783_126739_000119_000004	He had had a very full evening.	He had had a very full evening.	true	1657.85	1661.25	17.060904
