1776_139035_000000_000000	V.	V.	false	12.93	17.49	21.424795
1776_139035_000010_000027	In Java, when rain is wanted, two men will sometimes thrash each other with supple rods till the blood flows down their backs; the streaming blood represents the rain, and no doubt is supposed to make it fall on the ground.	In Java, when rain is wanted, two men will sometimes thrash each other with supple rods till the blood flows down their backs; the streaming blood represents the rain, and no doubt is supposed to make it fall on the ground.	true	1069.37	1080.52	21
1776_139035_000010_000028	The people of Egghiou, a district of Abyssinia, used to engage in sanguinary conflicts with each other, village against village, for a week together every January for the purpose of procuring rain.	The people of Egghiou, a district of Abyssinia, used to engage in sanguinary conflicts with each other, village against village, for a week together every January for the purpose of procuring rain.	true	1081.34	1092.13	21.434326
1776_139035_000010_000029	Some years ago the emperor Menelik forbade the custom.	Some years ago the emperor Menelik forbade the custom.	true	1092.62	1096.03	22.76507
1776_139035_000010_000030	However, the following year the rain was deficient, and the popular outcry so great that the emperor yielded to it, and allowed the murderous fights to be resumed, but for two days a year only. The writer who mentions the custom regards the blood shed on these occasions as a propitiatory sacrifice offered to spirits who control the showers; but perhaps, as in the Australian and Javanese ceremonies, it is an imitation of rain.	However, the following year the rain was deficient, and the popular outcry so great that the emperor yielded to it, and allowed the murderous fights to be resumed, but for two days a year only. The writer who mentions the custom regards the blood shed on these occasions as a propitiatory sacrifice offered to spirits who control the showers; but perhaps, as in the Australian and Javanese ceremonies, it is an imitation of rain.	true	1096.1	1121.8	20.170015
1776_139035_000010_000031	The prophets of Baal, who sought to procure rain by cutting themselves with knives till the blood gushed out, may have acted on the same principle.	The prophets of Baal, who sought to procure rain by cutting themselves with knives till the blood gushed out, may have acted on the same principle.	false	1122.2	1129.45	23
1776_139035_000011_000000	There is a widespread belief that twin children possess magical powers over nature, especially over rain and the weather.	There is a widespread belief that twin children possess magical powers over nature, especially over rain and the weather.	true	1129.64	1136.23	20.84161
1776_139035_000011_000001	This curious superstition prevails among some of the Indian tribes of British Columbia, and has led them often to impose certain singular restrictions or taboos on the parents of twins, though the exact meaning of these restrictions is generally obscure.	This curious superstition prevails among some of the Indian tribes of British Columbia, and has led them often to impose certain singular restrictions or taboos on the parents of twins, though the exact meaning of these restrictions is generally obscure.	true	1136.81	1150.39	20.219408
1776_139035_000011_000002	Thus the Tsimshian Indians of British Columbia believe that twins control the weather; therefore they pray to wind and rain, "Calm down, breath of the twins." Further, they think that the wishes of twins are always fulfilled; hence twins are feared, because they can harm the man they hate.	Thus the Tsimshian Indians of British Columbia believe that twins control the weather; therefore they pray to wind and rain, "Calm down, breath of the twins." Further, they think that the wishes of twins are always fulfilled; hence twins are feared, because they can harm the man they hate.	true	1150.39	1168.36	21.750683
1776_139035_000011_000003	They can also call the salmon and the olachen or candle-fish, and so they are known by a name which means "making plentiful." In the opinion of the Kwakiutl Indians of British Columbia twins are transformed salmon; hence they may not go near water, lest they should be changed back again into the fish.	They can also call the salmon and the olachen or candle fish, and so they are known by a name which means "making plentiful." In the opinion of the Kwakiutl Indians of British Columbia twins are transformed salmon; hence they may not go near water, lest they should be changed back again into the fish.	false	1169.06	1186.45	21.58726
1776_139035_000011_000004	In their childhood they can summon any wind by motions of their hands, and they can make fair or foul weather, and also cure diseases by swinging a large wooden rattle.	In their childhood they can summon any wind by motions of their hands, and they can make fair or foul weather, and also cure diseases by swinging a large wooden rattle.	true	1187.51	1197.61	21.576832
1776_139035_000011_000005	The Nootka Indians of British Columbia also believe that twins are somehow related to salmon. Hence among them twins may not catch salmon, and they may not eat or even handle the fresh fish.	The Nootka Indians of British Columbia also believe that twins are somehow related to salmon. Hence among them twins may not catch salmon, and they may not eat or even handle the fresh fish.	true	1198.73	1209.46	21.349085
1776_139035_000011_000006	They can make fair or foul weather, and can cause rain to fall by painting their faces black and then washing them, which may represent the rain dripping from the dark clouds.	They can make fair or foul weather, and can cause rain to fall by painting their faces black and then washing them, which may represent the rain dripping from the dark clouds.	true	1209.95	1219.12	21.22937
1776_139035_000011_000007	The Shuswap Indians, like the Thompson Indians, associate twins with the grizzly bear, for they call them "young grizzly bears." According to them, twins remain throughout life endowed with supernatural powers.	The Shuswap Indians, like the Thompson Indians, associate twins with the grizzly bear, for they call them "young grizzly bears." According to them, twins remain throughout life endowed with supernatural powers.	true	1220.69	1232.08	22.290699
1776_139035_000011_000008	In particular they can make good or bad weather.	In particular they can make good or bad weather.	true	1232.3	1235.05	20.39742
1776_139035_000011_000009	They produce rain by spilling water from a basket in the air; they make fine weather by shaking a small flat piece of wood attached to a stick by a string; they raise storms by strewing down on the ends of spruce branches.	They produce rain by spilling water from a basket in the air; they make fine weather by shaking a small flat piece of wood attached to a stick by a string; they raise storms by strewing down on the ends of spruce branches.	true	1235.21	1246.72	22.510254
1776_139035_000012_000000	The same power of influencing the weather is attributed to twins by the Baronga, a tribe of Bantu negroes who, inhabit the shores of Delagoa Bay in South-eastern Africa.	The same power of influencing the weather is attributed to twins by the Baronga, a tribe of Bantu negroes who, inhabit the shores of Delagoa Bay in south-eastern Africa.	false	1247.42	1257.19	20.865509
1776_139035_000012_000001	They bestow the name of _Tilo_--that is, the sky--on a woman who has given birth to twins, and the infants themselves are called the children of the sky.	They bestow the name of underscore Tilo underscore--that is, the sky-on a woman who has given birth to twins, and the infants themselves are called the children of the sky.	false	1257.23	1265.41	21.78665
1776_139035_000012_000002	Now when the storms which generally burst in the months of September and October have been looked for in vain, when a drought with its prospect of famine is threatening, and all nature, scorched and burnt up by a sun that has shone for six months from a cloudless sky, is panting for the beneficent showers of the South African spring, the women perform ceremonies to bring down the longed-for rain on the parched earth.	Now when the storms which generally burst in the months of September and October have been looked for in vain, when a drought with its prospect of famine is threatening, and all nature, scorched and burnt up by a sun that has shone for six months from a cloudless sky, is panting for the beneficent showers of the South African spring, the women perform ceremonies to bring down the longed for rain on the parched earth.	false	1265.96	1287.79	21.103563
1776_139035_000012_000003	Stripping themselves of all their garments, they assume in their stead girdles and head-dresses of grass, or short petticoats made of the leaves of a particular sort of creeper.	Stripping themselves of all their garments, they assume in their stead girdles and head dresses of grass, or short petticoats made of the leaves of a particular sort of creeper.	true	1288.49	1297	19
1776_139035_000012_000004	Thus attired, uttering peculiar cries and singing ribald songs, they go about from well to well, cleansing them of the mud and impurities which have accumulated in them.	Thus attired, uttering peculiar cries and singing ribald songs, they go about from well to well, cleansing them of the mud and impurities which have accumulated in them.	true	1297.55	1307.2	19.576527
1776_139035_000012_000005	The wells, it may be said, are merely holes in the sand where a little turbid unwholesome water stagnates.	The wells, it may be said, are merely holes in the sand where a little turbid unwholesome water stagnates.	true	1307.51	1313.23	17.711636
1776_139035_000012_000006	Further, the women must repair to the house of one of their gossips who has given birth to twins, and must drench her with water, which they carry in little pitchers.	Further, the women must repair to the house of one of their gossips who has given birth to twins, and must drench her with water, which they carry in little pitchers.	true	1314.53	1323.52	21.317959
1776_139035_000012_000007	Having done so they go on their way, shrieking out their loose songs and dancing immodest dances.	Having done so they go on their way, shrieking out their loose songs and dancing immodest dances.	true	1323.83	1329.7	20.069315
1776_139035_000012_000008	No man may see these leaf-clad women going their rounds.	No man may see these leaf clad women going their rounds.	false	1329.7	1332.62	15
1776_139035_000012_000009	If they meet a man, they maul him and thrust him aside.	If they meet a man, they maul him and thrust him aside.	true	1332.62	1335.64	20.460007
1776_139035_000012_000010	When they have cleansed the wells, they must go and pour water on the graves of their ancestors in the sacred grove.	When they have cleansed the wells, they must go and pour water on the graves of their ancestors in the sacred grove.	true	1336.07	1341.67	20.283976
1776_139035_000012_000011	It often happens, too, that at the bidding of the wizard they go and pour water on the graves of twins.	It often happens, too, that at the bidding of the wizard they go and pour water on the graves of twins.	true	1342.1	1347.58	22.542135
1776_139035_000012_000012	For they think that the grave of a twin ought always to be moist, for which reason twins are regularly buried near a lake.	For they think that the grave of a twin ought always to be moist, for which reason twins are regularly buried near a lake.	false	1348.22	1354.69	20.969147
1776_139035_000012_000013	If all their efforts to procure rain prove abortive, they will remember that such and such a twin was buried in a dry place on the side of a hill.	If all their efforts to procure rain prove abortive, they will remember that such and such a twin was buried in a dry place on the side of a hill.	true	1355.6	1363.12	21.713768
1776_139035_000012_000014	"No wonder," says the wizard in such a case, "that the sky is fiery.	"No wonder," says the wizard in such a case, "that the sky is fiery.	true	1363.55	1367.47	21.00837
1776_139035_000012_000015	Take up his body and dig him a grave on the shore of the lake." His orders are at once obeyed, for this is supposed to be the only means of bringing down the rain.	Take up his body and dig him a grave on the shore of the lake." His orders are at once obeyed, for this is supposed to be the only means of bringing down the rain.	true	1367.72	1376.83	19.396532
1776_139035_000013_000000	Some of the foregoing facts strongly support an interpretation which Professor Oldenberg has given of the rules to be observed by a Brahman who would learn a particular hymn of the ancient Indian collection known as the Samaveda.	Some of the foregoing facts strongly support an interpretation which Professor Oldenberg has given of the rules to be observed by a Brahman who would learn a particular hymn of the ancient Indian collection known as the Samaveda.	true	1377.68	1390.12	20
1776_139035_000013_000001	The hymn, which bears the name of the Sakvari¯ song, was believed to embody the might of Indra's weapon, the thunderbolt; and hence, on account of the dreadful and dangerous potency with which it was thus charged, the bold student who essayed to master it had to be isolated from his fellow-men, and to retire from the village into the forest.	The hymn, which bears the name of the Sakvari¯ song, was believed to embody the might of Indra's weapon, the thunderbolt; and hence, on account of the dreadful and dangerous potency with which it was thus charged, the bold student who essayed to master it had to be isolated from his fellow men, and to retire from the village into the forest.	true	1391.21	1409.02	20.639507
1776_139035_000013_000002	Here for a space of time, which might vary, according to different doctors of the law, from one to twelve years, he had to observe certain rules of life, among which were the following.	Here for a space of time, which might vary, according to different doctors of the law, from one to twelve years, he had to observe certain rules of life, among which were the following.	true	1409.3	1419.28	22.881388
1776_139035_000013_000003	Thrice a day he had to touch water; he must wear black garments and eat black food; when it rained, he might not seek the shelter of a roof, but had to sit in the rain and say, "Water is the Sakvari¯ song"; when the lightning flashed, he said, "That is like the Sakvari¯ song"; when the thunder pealed, he said, "The Great One is making a great noise." He might never cross a running stream without touching water; he might never set foot on a ship unless his life were in danger, and even then he must be sure to touch water when he went on board; "for in water," so ran the saying, "lies the virtue of the Sakvari¯ song." When at last he was allowed to learn the song itself, he had to dip his hands in a vessel of water in which plants of all sorts had been placed.	Thrice a day he had to touch water; he must wear black garments and eat black food; when it rained, he might not seek the shelter of a roof, but had to sit in the rain and say, "Water is the Sakvari¯ song"; when the lightning flashed, he said, "That is like the Sakvari¯ song"; when the thunder pealed, he said, "The Great One is making a great noise." He might never cross a running stream without touching water; he might never set foot on a ship unless his life were in danger, and even then he must be sure to touch water when he went on board; "for in water," so ran the saying, "lies the virtue of the Sakvari¯ song." When at last he was allowed to learn the song itself, he had to dip his hands in a vessel of water in which plants of all sorts had been placed.	false	1420.76	1463.86	20.928326
1776_139035_000013_000004	If a man walked in the way of all these precepts, the rain-god Parjanya, it was said, would send rain at the wish of that man.	If a man walked in the way of all these precepts, the rain god Parjanya, it was said, would send rain at the wish of that man.	true	1464.92	1472.02	22.477825
1776_139035_000013_000005	It is clear, as Professor Oldenberg well points out, that "all these rules are intended to bring the Brahman into union with water, to make him, as it were, an ally of the water powers, and to guard him against their hostility.	It is clear, as Professor Oldenberg well points out, that "all these rules are intended to bring the Brahman into union with water, to make him, as it were, an ally of the water powers, and to guard him against their hostility.	true	1473.32	1485.28	20.845642
1776_139035_000013_000006	The black garments and the black food have the same significance; no one will doubt that they refer to the rain-clouds when he remembers that a black victim is sacrificed to procure rain; 'it is black, for such is the nature of rain.' In respect of another rain-charm it is said plainly, 'He puts on a black garment edged with black, for such is the nature of rain.' We may therefore assume that here in the circle of ideas and ordinances of the Vedic schools there have been preserved magical practices of the most remote antiquity, which were intended to prepare the rain-maker for his office and dedicate him to it."	The black garments and the black food have the same significance; no one will doubt that they refer to the rain clouds when he remembers that a black victim is sacrificed to procure rain; 'it is black, for such is the nature of rain.' In respect of another rain charm it is said plainly, 'He puts on a black garment edged with black, for such is the nature of rain.' We may therefore assume that here in the circle of ideas and ordinances of the Vedic schools there have been preserved magical practices of the most remote antiquity, which were intended to prepare the rain maker for his office and dedicate him to it."	false	1485.56	1518.55	21.857197
1776_139035_000014_000000	It is interesting to observe that where an opposite result is desired, primitive logic enjoins the weather-doctor to observe precisely opposite rules of conduct.	It is interesting to observe that where an opposite result is desired, primitive logic enjoins the weather doctor to observe precisely opposite rules of conduct.	true	1519.43	1528.21	22
1776_139035_000014_000001	In the tropical island of Java, where the rich vegetation attests the abundance of the rainfall, ceremonies for the making of rain are rare, but ceremonies for the prevention of it are not uncommon.	In the tropical island of Java, where the rich vegetation attests the abundance of the rainfall, ceremonies for the making of rain are rare, but ceremonies for the prevention of it are not uncommon.	true	1530.08	1540.63	19.986109
1776_139035_000014_000002	When a man is about to give a great feast in the rainy season and has invited many people, he goes to a weather-doctor and asks him to "prop up the clouds that may be lowering." If the doctor consents to exert his professional powers, he begins to regulate his behaviour by certain rules as soon as his customer has departed.	When a man is about to give a great feast in the rainy season and has invited many people, he goes to a weather doctor and asks him to "prop up the clouds that may be lowering." If the doctor consents to exert his professional powers, he begins to regulate his behaviour by certain rules as soon as his customer has departed.	true	1541.51	1559.86	21.22926
1776_139035_000014_000003	He must observe a fast, and may neither drink nor bathe; what little he eats must be eaten dry, and in no case may he touch water.	He must observe a fast, and may neither drink nor bathe; what little he eats must be eaten dry, and in no case may he touch water.	true	1560.02	1567.63	23.120785
1776_139035_000014_000004	The host, on his side, and his servants, both male and female, must neither wash clothes nor bathe so long as the feast lasts, and they have all during its continuance to observe strict chastity.	The host, on his side, and his servants, both male and female, must neither wash clothes nor bathe so long as the feast lasts, and they have all during its continuance to observe strict chastity.	true	1568.09	1579.09	20
1776_139035_000014_000005	The doctor seats himself on a new mat in his bedroom, and before a small oil-lamp he murmurs, shortly before the feast takes place, the following prayer or incantation: "Grandfather and Grandmother Sroekoel" (the name seems to be taken at random; others are sometimes used), "return to your country.	The doctor seats himself on a new mat in his bedroom, and before a small oil lamp he murmurs, shortly before the feast takes place, the following prayer or incantation: "Grandfather and Grandmother Sroekoel" (the name seems to be taken at random; others are sometimes used), "return to your country.	false	1581.05	1598.74	21.861052
1776_139035_000014_000006	Akkemat is your country.	Akkemat is your country.	true	1598.81	1600.39	23.26949
1776_139035_000014_000007	Put down your water-cask, close it properly, that not a drop may fall out." While he utters this prayer the sorcerer looks upwards, burning incense the while.	Put down your water cask, close it properly, that not a drop may fall out." While he utters this prayer the sorcerer looks upwards, burning incense the while.	true	1600.39	1609.96	22.71097
1776_139035_000014_000008	So among the Toradjas the rain-doctor, whose special business it is to drive away rain, takes care not to touch water before, during, or after the discharge of his professional duties.	So among the Toradjas the rain doctor, whose special business it is to drive away rain, takes care not to touch water before, during, or after the discharge of his professional duties.	true	1610.21	1620.73	20.416487
1776_139035_000014_000009	He does not bathe, he eats with unwashed hands, he drinks nothing but palm wine, and if he has to cross a stream he is careful not to step in the water.	He does not bathe, he eats with unwashed hands, he drinks nothing but palm wine, and if he has to cross a stream he is careful not to step in the water.	true	1620.8	1629.49	21.62573
1776_139035_000014_000010	Having thus prepared himself for his task he has a small hut built for himself outside of the village in a rice-field, and in this hut he keeps up a little fire, which on no account may be suffered to go out.	Having thus prepared himself for his task he has a small hut built for himself outside of the village in a rice field, and in this hut he keeps up a little fire, which on no account may be suffered to go out.	true	1630.4	1641.46	22.773048
1776_139035_000014_000011	In the fire he burns various kinds of wood, which are supposed to possess the property of driving off rain; and he puffs in the direction from which the rain threatens to come, holding in his hand a packet of leaves and bark which derive a similar cloud-compelling virtue, not from their chemical composition, but from their names, which happen to signify something dry or volatile.	In the fire he burns various kinds of wood, which are supposed to possess the property of driving off rain; and he puffs in the direction from which the rain threatens to come, holding in his hand a packet of leaves and bark which derive a similar cloud compelling virtue, not from their chemical composition, but from their names, which happen to signify something dry or volatile.	true	1642.04	1661.98	22.10007
1776_139035_000014_000012	If clouds should appear in the sky while he is at work, he takes lime in the hollow of his hand and blows it towards them.	If clouds should appear in the sky while he is at work, he takes lime in the hollow of his hand and blows it towards them.	true	1662.53	1668.37	21.175037
1776_139035_000014_000013	The lime, being so very dry, is obviously well adapted to disperse the damp clouds.	The lime, being so very dry, is obviously well adapted to disperse the damp clouds.	false	1668.74	1673.83	20.305756
1776_139035_000014_000014	Should rain afterwards be wanted, he has only to pour water on his fire, and immediately the rain will descend in sheets.	Should rain afterwards be wanted, he has only to pour water on his fire, and immediately the rain will descend in sheets.	true	1675.07	1681.42	20.149323
1776_139035_000015_000000	The reader will observe how exactly the Javanese and Toradja observances, which are intended to prevent rain, form the antithesis of the Indian observances, which aim at producing it.	The reader will observe how exactly the Javanese and Toradja observances, which are intended to prevent rain, form the antithesis of the Indian observances, which aim at producing it.	true	1682.45	1692.28	19
1776_139035_000015_000001	The Indian sage is commanded to touch water thrice a day regularly as well as on various special occasions; the Javanese and Toradja wizards may not touch it at all.	The Indian sage is commanded to touch water thrice a day regularly as well as on various special occasions; the Javanese and Toradja wizards may not touch it at all.	true	1693.07	1702.9	19.177052
1776_139035_000015_000002	The Indian lives out in the forest, and even when it rains he may not take shelter; the Javanese and the Toradja sit in a house or a hut.	The Indian lives out in the forest, and even when it rains he may not take shelter; the Javanese and the Toradja sit in a house or a hut.	false	1703.51	1710.46	18.82169
1776_139035_000015_000003	The one signifies his sympathy with water by receiving the rain on his person and speaking of it respectfully; the others light a lamp or a fire and do their best to drive the rain away.	The one signifies his sympathy with water by receiving the rain on his person and speaking of it respectfully; the others light a lamp or a fire and do their best to drive the rain away.	true	1710.8	1720.51	20.140577
1776_139035_000015_000004	Yet the principle on which all three act is the same; each of them, by a sort of childish make-believe, identifies himself with the phenomenon which he desires to produce.	Yet the principle on which all three act is the same; each of them, by a sort of childish make believe, identifies himself with the phenomenon which he desires to produce.	true	1720.79	1730.35	22.414093
1776_139035_000015_000005	It is the old fallacy that the effect resembles its cause: if you would make wet weather, you must be wet; if you would make dry weather, you must be dry.	It is the old fallacy that the effect resembles its cause: if you would make wet weather, you must be wet; if you would make dry weather, you must be dry.	true	1730.87	1739.65	21.918713
1776_139035_000016_000000	In South-eastern Europe at the present day ceremonies are observed for the purpose of making rain which not only rest on the same general train of thought as the preceding, but even in their details resemble the ceremonies practised with the same intention by the Baronga of Delagoa Bay.	In south-eastern Europe at the present day ceremonies are observed for the purpose of making rain which not only rest on the same general train of thought as the preceding, but even in their details resemble the ceremonies practised with the same intention by the Baronga of Delagoa Bay.	true	1740.02	1753.93	19
1776_139035_000016_000001	Among the Greeks of Thessaly and Macedonia, when a drought has lasted a long time, it is customary to send a procession of children round to all the wells and springs of the neighbourhood.	Among the Greeks of Thessaly and Macedonia, when a drought has lasted a long time, it is customary to send a procession of children round to all the wells and springs of the neighbourhood.	true	1754.69	1764.55	20.640444
1776_139035_000016_000002	At the head of the procession walks a girl adorned with flowers, whom her companions drench with water at every halting-place, while they sing an invocation, of which the following is part:	At the head of the procession walks a girl adorned with flowers, whom her companions drench with water at every halting place, while they sing an invocation, of which the following is part:	true	1765.22	1775.11	20.893915
1776_139035_000017_000000	"Perperia all fresh bedewed, Freshen all the neighbourhood; By the woods, on the highway, As thou goest, to God now pray: O my God, upon the plain, Send thou us a still, small rain; That the fields may fruitful be, And vines in blossom we may see; That the grain be full and sound, And wealthy grow the folks around."	"Perperia all fresh bedewed, Freshen all the neighbourhood; By the woods, on the highway, As thou goest, to God now pray: O my God, upon the plain, Send thou us a still, small rain; That the fields may fruitful be, And vines in blossom we may see; That the grain be full and sound, And wealthy grow the folks around."	true	1776.44	1796.59	20.260864
1776_139035_000018_000000	In time of drought the Serbians strip a girl to her skin and clothe her from head to foot in grass, herbs, and flowers, even her face being hidden behind a veil of living green.	In time of drought the Serbians strip a girl to her skin and clothe her from head to foot in grass, herbs, and flowers, even her face being hidden behind a veil of living green.	true	1798.94	1807.9	19
1776_139035_000018_000001	Thus disguised she is called the Dodola, and goes through the village with a troop of girls.	Thus disguised she is called the Dodola, and goes through the village with a troop of girls.	true	1808.63	1813.54	23.757065
1776_139035_000018_000002	They stop before every house; the Dodola keeps turning herself round and dancing, while the other girls form a ring about her singing one of the Dodola songs, and the housewife pours a pail of water over her.	They stop before every house; the Dodola keeps turning herself round and dancing, while the other girls form a ring about her singing one of the Dodola songs, and the housewife pours a pail of water over her.	true	1813.58	1824.7	19.47589
1776_139035_000018_000003	One of the songs they sing runs thus:	One of the songs they sing runs thus:	true	1825.34	1827.76	18.199615
1776_139035_000019_000000	"We go through the village; The clouds go in the sky; We go faster, Faster go the clouds; They have overtaken us, And wetted the corn and the vine."	"We go through the village; The clouds go in the sky; We go faster, Faster go the clouds; They have overtaken us, And wetted the corn and the vine."	true	1829.06	1837.3	21.791327
1776_139035_000020_000000	At Poona in India, when rain is needed, the boys dress up one of their number in nothing but leaves and call him King of Rain.	At Poona in India, when rain is needed, the boys dress up one of their number in nothing but leaves and call him King of Rain.	true	1838.12	1844.46	15
1776_139035_000020_000001	Then they go round to every house in the village, where the house-holder or his wife sprinkles the Rain King with water, and gives the party food of various kinds.	Then they go round to every house in the village, where the house holder or his wife sprinkles the Rain King with water, and gives the party food of various kinds.	false	1844.46	1853.35	20.44512
1776_139035_000020_000002	When they have thus visited all the houses, they strip the Rain King of his leafy robes and feast upon what they have gathered.	When they have thus visited all the houses, they strip the Rain King of his leafy robes and feast upon what they have gathered.	true	1853.96	1860.01	20.210043
1776_139035_000021_000000	Bathing is practised as a rain-charm in some parts of Southern and Western Russia.	Bathing is practised as a rain charm in some parts of Southern and Western Russia.	true	1861.07	1865.17	19
1776_139035_000021_000001	Sometimes after service in church the priest in his robes has been thrown down on the ground and drenched with water by his parishioners.	Sometimes after service in church the priest in his robes has been thrown down on the ground and drenched with water by his parishioners.	true	1865.42	1871.95	19
1776_139035_000021_000002	Sometimes it is the women who, without stripping off their clothes, bathe in crowds on the day of St. John the Baptist, while they dip in the water a figure made of branches, grass, and herbs, which is supposed to represent the saint.	Sometimes it is the women who, without stripping off their clothes, bathe in crowds on the day of saint John the Baptist, while they dip in the water a figure made of branches, grass, and herbs, which is supposed to represent the saint.	false	1872.86	1884.76	21.688887
1776_139035_000021_000003	In Kursk, a province of Southern Russia, when rain is much wanted, the women seize a passing stranger and throw him into the river, or souse him from head to foot.	In Kursk, a province of Southern Russia, when rain is much wanted, the women seize a passing stranger and throw him into the river, or souse him from head to foot.	true	1886.45	1895.71	20.122452
1776_139035_000021_000004	Later on we shall see that a passing stranger is often taken for a deity or the personification of some natural power.	Later on we shall see that a passing stranger is often taken for a deity or the personification of some natural power.	true	1896.35	1903.12	22.845078
1776_139035_000021_000005	It is recorded in official documents that during a drought in 1790 the peasants of Scheroutz and Werboutz collected all the women and compelled them to bathe, in order that rain might fall.	It is recorded in official documents that during a drought in seventeen ninety the peasants of Scheroutz and Werboutz collected all the women and compelled them to bathe, in order that rain might fall.	true	1904.06	1915.24	21.952978
1776_139035_000021_000006	An Armenian rain-charm is to throw the wife of a priest into the water and drench her.	An Armenian rain charm is to throw the wife of a priest into the water and drench her.	true	1916.63	1920.91	21
1776_139035_000021_000007	The Arabs of North Africa fling a holy man, willy-nilly, into a spring as a remedy for drought.	The Arabs of North Africa fling a holy man, willy nilly, into a spring as a remedy for drought.	true	1921.34	1927.03	20.450323
1776_139035_000021_000008	In Minahassa, a province of North Celebes, the priest bathes as a rain-charm.	In Minahassa, a province of North Celebes, the priest bathes as a rain charm.	true	1927.13	1932.35	21.274275
1776_139035_000021_000009	In Central Celebes when there has been no rain for a long time and the rice-stalks begin to shrivel up, many of the villagers, especially the young folk, go to a neighbouring brook and splash each other with water, shouting noisily, or squirt water on one another through bamboo tubes.	In Central Celebes when there has been no rain for a long time and the rice stalks begin to shrivel up, many of the villagers, especially the young folk, go to a neighbouring brook and splash each other with water, shouting noisily, or squirt water on one another through bamboo tubes.	false	1932.35	1946.86	20
1776_139035_000021_000010	Sometimes they imitate the plump of rain by smacking the surface of the water with their hands, or by placing an inverted gourd on it and drumming on the gourd with their fingers.	Sometimes they imitate the plump of rain by smacking the surface of the water with their hands, or by placing an inverted gourd on it and drumming on the gourd with their fingers.	true	1947.2	1955.89	19.964787
1776_139035_000022_000000	Women are sometimes supposed to be able to make rain by ploughing, or pretending to plough.	Women are sometimes supposed to be able to make rain by ploughing, or pretending to plough.	true	1956.62	1961.08	22
1776_139035_000022_000001	Thus the Pshaws and Chewsurs of the Caucasus have a ceremony called "ploughing the rain," which they observe in time of drought.	Thus the p shaws and Chewsurs of the Caucasus have a ceremony called "ploughing the rain," which they observe in time of drought.	false	1961.18	1969.24	22.559374
1776_139035_000022_000002	Girls yoke themselves to a plough and drag it into a river, wading in the water up to their girdles.	Girls yoke themselves to a plough and drag it into a river, wading in the water up to their girdles.	true	1970.24	1975.48	20.971212
1776_139035_000022_000003	In the same circumstances Armenian girls and women do the same.	In the same circumstances Armenian girls and women do the same.	true	1975.85	1979.2	19
1776_139035_000022_000004	The oldest woman, or the priest's wife, wears the priest's dress, while the others, dressed as men, drag the plough through the water against the stream.	The oldest woman, or the priest's wife, wears the priest's dress, while the others, dressed as men, drag the plough through the water against the stream.	true	1979.33	1987.48	24.033625
1776_139035_000022_000005	In the Caucasian province of Georgia, when a drought has lasted long, marriageable girls are yoked in couples with an ox-yoke on their shoulders, a priest holds the reins, and thus harnessed they wade through rivers, puddles, and marshes, praying, screaming, weeping, and laughing.	In the Caucasian province of Georgia, when a drought has lasted long, marriageable girls are yoked in couples with an ox yoke on their shoulders, a priest holds the reins, and thus harnessed they wade through rivers, puddles, and marshes, praying, screaming, weeping, and laughing.	false	1987.85	2003.68	20.233852
1776_139035_000022_000006	In a district of Transylvania when the ground is parched with drought, some girls strip themselves naked, and, led by an older woman, who is also naked, they steal a harrow and carry it across the fields to a brook, where they set it afloat.	In a district of Transylvania when the ground is parched with drought, some girls strip themselves naked, and, led by an older woman, who is also naked, they steal a harrow and carry it across the fields to a brook, where they set it afloat.	true	2005.16	2017.63	20.579678
1776_139035_000022_000007	Next they sit on the harrow and keep a tiny flame burning on each corner of it for an hour.	Next they sit on the harrow and keep a tiny flame burning on each corner of it for an hour.	true	2018.33	2023	21.238197
1776_139035_000022_000008	Then they leave the harrow in the water and go home.	Then they leave the harrow in the water and go home.	true	2023.49	2026.24	16.75135
1776_139035_000022_000009	A similar rain-charm is resorted to in some parts of India; naked women drag a plough across a field by night, while the men keep carefully out of the way, for their presence would break the spell.	A similar rain charm is resorted to in some parts of India; naked women drag a plough across a field by night, while the men keep carefully out of the way, for their presence would break the spell.	false	2026.24	2035.66	21
1776_139035_000023_000000	Sometimes the rain-charm operates through the dead.	Sometimes the rain charm operates through the dead.	true	2036.51	2038.99	18.369806
1776_139035_000023_000001	Thus in New Caledonia the rain-makers blackened themselves all over, dug up a dead body, took the bones to a cave, jointed them, and hung the skeleton over some taro leaves.	Thus in New Caledonia the rain makers blackened themselves all over, dug up a dead body, took the bones to a cave, jointed them, and hung the skeleton over some taro leaves.	true	2038.99	2048.47	21
1776_139035_000023_000002	Water was poured over the skeleton to run down on the leaves.	Water was poured over the skeleton to run down on the leaves.	true	2049.14	2052.25	19.09154
1776_139035_000023_000003	They believed that the soul of the deceased took up the water, converted it into rain, and showered it down again.	They believed that the soul of the deceased took up the water, converted it into rain, and showered it down again.	false	2052.65	2058.16	20
1776_139035_000023_000004	In Russia, if common report may be believed, it is not long since the peasants of any district that chanced to be afflicted with drought used to dig up the corpse of some one who had drunk himself to death and sink it in the nearest swamp or lake, fully persuaded that this would ensure the fall of the needed rain.	In Russia, if common report may be believed, it is not long since the peasants of any district that chanced to be afflicted with drought used to dig up the corpse of some one who had drunk himself to death and sink it in the nearest swamp or lake, fully persuaded that this would ensure the fall of the needed rain.	false	2059.64	2076.7	22.301353
