3922_723_000000_000000	Chapter VIII.	Chapter eight.	false	1.8	26.35	22.958405
3922_723_000039_000000	"He mentioned it several times, always in anger."	"He mentioned it several times, always in anger."	true	950.54	953.41	21.74769
3922_723_000040_000000	"And did you believe he would do it?"	"And did you believe he would do it?"	true	953.72	955.39	22.699469
3922_723_000041_000000	"No, I never believed it," she answered firmly.	"No, I never believed it," she answered firmly.	true	955.85	958.87	26.613155
3922_723_000041_000001	"I had faith in his noble heart."	"I had faith in his noble heart."	true	959.06	961.33	23.049017
3922_723_000042_000000	"Gentlemen, allow me," cried Mitya suddenly, "allow me to say one word to Agrafena Alexandrovna, in your presence."	"Gentlemen, allow me," cried Mitya suddenly, "allow me to say one word to Agrafena Alexandrovna, in your presence."	true	962.21	968.56	17
3922_723_000043_000000	"You can speak," Nikolay Parfenovitch assented.	"You can speak," Nikolay Parfenovitch assented.	true	969.14	972.04	23.925459
3922_723_000044_000000	"Agrafena Alexandrovna!" Mitya got up from his chair, "have faith in God and in me.	"Agrafena Alexandrovna!" Mitya got up from his chair, "have faith in God and in me.	true	972.53	978.03	23.847292
3922_723_000044_000001	I am not guilty of my father's murder!"	I am not guilty of my father's murder!"	true	978.03	980.29	23.543938
3922_723_000045_000000	Having uttered these words Mitya sat down again on his chair.	Having uttered these words Mitya sat down again on his chair.	true	981.26	984.31	19
3922_723_000045_000001	Grushenka stood up and crossed herself devoutly before the ikon.	Grushenka stood up and crossed herself devoutly before the ikon.	true	984.86	988.39	21.694143
3922_723_000045_000002	"Thanks be to Thee, O Lord," she said, in a voice thrilled with emotion, and still standing, she turned to Nikolay Parfenovitch and added:	"Thanks be to Thee, O Lord," she said, in a voice thrilled with emotion, and still standing, she turned to Nikolay Parfenovitch and added:	false	989.15	997.72	21.087751
3922_723_000046_000000	"As he has spoken now, believe it!	"As he has spoken now, believe it!	true	998.15	1000.35	22.0376
3922_723_000046_000001	I know him.	I know him.	true	1000.35	1001.44	22.251799
3922_723_000046_000002	He'll say anything as a joke or from obstinacy, but he'll never deceive you against his conscience.	He'll say anything as a joke or from obstinacy, but he'll never deceive you against his conscience.	true	1001.66	1007.56	23.568129
3922_723_000046_000003	He's telling the whole truth, you may believe it."	He's telling the whole truth, you may believe it."	true	1007.9	1010.56	23.339092
3922_723_000047_000000	"Thanks, Agrafena Alexandrovna, you've given me fresh courage," Mitya responded in a quivering voice.	"Thanks, Agrafena Alexandrovna, you've given me fresh courage," Mitya responded in a quivering voice.	true	1010.9	1017.25	23.352528
3922_723_000048_000000	As to the money spent the previous day, she declared that she did not know what sum it was, but had heard him tell several people that he had three thousand with him.	As to the money spent the previous day, she declared that she did not know what sum it was, but had heard him tell several people that he had three thousand with him.	false	1017.98	1026.19	22.494932
3922_723_000048_000001	And to the question where he got the money, she said that he had told her that he had "stolen" it from Katerina Ivanovna, and that she had replied to that that he hadn't stolen it, and that he must pay the money back next day.	And to the question where he got the money, she said that he had told her that he had "stolen" it from Katerina Ivanovna, and that she had replied to that that he hadn't stolen it, and that he must pay the money back next day.	true	1026.83	1039.15	22.577662
3922_723_000048_000002	On the prosecutor's asking her emphatically whether the money he said he had stolen from Katerina Ivanovna was what he had spent yesterday, or what he had squandered here a month ago, she declared that he meant the money spent a month ago, and that that was how she understood him.	On the prosecutor's asking her emphatically whether the money he said he had stolen from Katerina Ivanovna was what he had spent yesterday, or what he had squandered here a month ago, she declared that he meant the money spent a month ago, and that that was how she understood him.	false	1039.67	1055.17	22.201128
3922_723_000049_000000	Grushenka was at last released, and Nikolay Parfenovitch informed her impulsively that she might at once return to the town and that if he could be of any assistance to her, with horses for example, or if she would care for an escort, he ... would be--	Grushenka was at last released, and Nikolay Parfenovitch informed her impulsively that she might at once return to the town and that if he could be of any assistance to her, with horses for example, or if she would care for an escort, he ... would be-	false	1055.36	1070.14	23.925613
3922_723_000050_000000	"I thank you sincerely," said Grushenka, bowing to him, "I'm going with this old gentleman, I am driving him back to town with me, and meanwhile, if you'll allow me, I'll wait below to hear what you decide about Dmitri Fyodorovitch."	"I thank you sincerely," said Grushenka, bowing to him, "I'm going with this old gentleman, I am driving him back to town with me, and meanwhile, if you'll allow me, I'll wait below to hear what you decide about Dmitri Fyodorovitch."	false	1070.84	1083.94	24.744514
3922_723_000051_000000	She went out.	She went out.	true	1084.52	1085.53	34.991844
3922_723_000051_000001	Mitya was calm, and even looked more cheerful, but only for a moment.	Mitya was calm, and even looked more cheerful, but only for a moment.	true	1085.9	1089.88	23.28867
3922_723_000051_000002	He felt more and more oppressed by a strange physical weakness. His eyes were closing with fatigue.	He felt more and more oppressed by a strange physical weakness. His eyes were closing with fatigue.	true	1090.19	1096.96	22.355875
3922_723_000051_000003	The examination of the witnesses was, at last, over.	The examination of the witnesses was, at last, over.	true	1097.24	1100.8	19.871218
3922_723_000051_000004	They proceeded to a final revision of the protocol.	They proceeded to a final revision of the protocol.	false	1101.41	1103.91	21.97134
3922_723_000051_000005	Mitya got up, moved from his chair to the corner by the curtain, lay down on a large chest covered with a rug, and instantly fell asleep.	Mitya got up, moved from his chair to the corner by the curtain, lay down on a large chest covered with a rug, and instantly fell asleep.	false	1103.91	1112.89	24.418442
3922_723_000052_000000	He had a strange dream, utterly out of keeping with the place and the time.	He had a strange dream, utterly out of keeping with the place and the time.	true	1113.38	1118.05	24.096296
3922_723_000053_000000	He was driving somewhere in the steppes, where he had been stationed long ago, and a peasant was driving him in a cart with a pair of horses, through snow and sleet.	He was driving somewhere in the steppes, where he had been stationed long ago, and a peasant was driving him in a cart with a pair of horses, through snow and sleet.	false	1118.72	1127.89	23.388956
3922_723_000053_000001	He was cold, it was early in November, and the snow was falling in big wet flakes, melting as soon as it touched the earth.	He was cold, it was early in November, and the snow was falling in big wet flakes, melting as soon as it touched the earth.	true	1128.29	1136.68	22.594454
3922_723_000053_000002	And the peasant drove him smartly, he had a fair, long beard.	And the peasant drove him smartly, he had a fair, long beard.	true	1137.11	1141.36	25.262888
3922_723_000053_000003	He was not an old man, somewhere about fifty, and he had on a gray peasant's smock.	He was not an old man, somewhere about fifty, and he had on a gray peasant's smock.	true	1141.64	1147.15	25.996443
3922_723_000053_000004	Not far off was a village, he could see the black huts, and half the huts were burnt down, there were only the charred beams sticking up. And as they drove in, there were peasant women drawn up along the road, a lot of women, a whole row, all thin and wan, with their faces a sort of brownish color, especially one at the edge, a tall, bony woman, who looked forty, but might have been only twenty, with a long thin face.	Not far off was a village, he could see the black huts, and half the huts were burnt down, there were only the charred beams sticking up. And as they drove in, there were peasant women drawn up along the road, a lot of women, a whole row, all thin and wan, with their faces a sort of brownish color, especially one at the edge, a tall, bony woman, who looked forty, but might have been only twenty, with a long thin face.	false	1147.73	1174.81	24.212656
3922_723_000053_000005	And in her arms was a little baby crying.	And in her arms was a little baby crying.	true	1175.39	1178.02	20.551895
3922_723_000053_000006	And her breasts seemed so dried up that there was not a drop of milk in them.	And her breasts seemed so dried up that there was not a drop of milk in them.	true	1178.63	1182.52	24.117743
3922_723_000053_000007	And the child cried and cried, and held out its little bare arms, with its little fists blue from cold.	And the child cried and cried, and held out its little bare arms, with its little fists blue from cold.	false	1183.04	1190.02	22.104898
3922_723_000054_000000	"Why are they crying?	"Why are they crying?	true	1190.72	1192.09	17.729546
3922_723_000054_000001	Why are they crying?" Mitya asked, as they dashed gayly by.	Why are they crying?" Mitya asked, as they dashed gayly by.	true	1192.13	1195.71	23.72477
3922_723_000055_000000	"It's the babe," answered the driver, "the babe weeping."	"It's the babe," answered the driver, "the babe weeping."	false	1195.71	1200.33	23.716873
3922_723_000056_000000	And Mitya was struck by his saying, in his peasant way, "the babe," and he liked the peasant's calling it a "babe." There seemed more pity in it.	And Mitya was struck by his saying, in his peasant way, "the babe," and he liked the peasant's calling it a "babe." There seemed more pity in it.	false	1200.33	1209.85	22.901834
3922_723_000057_000000	"But why is it weeping?" Mitya persisted stupidly, "why are its little arms bare?	"But why is it weeping?" Mitya persisted stupidly, "why are its little arms bare?	true	1210.67	1216.24	23.556152
3922_723_000057_000001	Why don't they wrap it up?"	Why don't they wrap it up?"	true	1216.24	1217.68	23.868444
3922_723_000058_000000	"The babe's cold, its little clothes are frozen and don't warm it."	"The babe's cold, its little clothes are frozen and don't warm it."	true	1218.2	1222.09	23.942501
3922_723_000059_000000	"But why is it?	"But why is it?	true	1222.79	1223.98	21.785643
3922_723_000059_000001	Why?" foolish Mitya still persisted.	Why?" foolish Mitya still persisted.	true	1223.98	1226.92	24.6779
3922_723_000060_000000	"Why, they're poor people, burnt out.	"Why, they're poor people, burnt out.	true	1227.44	1229.94	25.517212
3922_723_000060_000001	They've no bread.	They've no bread.	true	1229.94	1231.12	22.18734
3922_723_000060_000002	They're begging because they've been burnt out."	They're begging because they've been burnt out."	true	1231.37	1233.7	26.782553
3922_723_000061_000000	"No, no," Mitya, as it were, still did not understand.	"No, no," Mitya, as it were, still did not understand.	true	1234.22	1238.14	19.258549
3922_723_000061_000001	"Tell me why it is those poor mothers stand there?	"Tell me why it is those poor mothers stand there?	true	1238.54	1241.83	23.070698
3922_723_000061_000002	Why are people poor?	Why are people poor?	true	1242.14	1243.75	25.069033
3922_723_000061_000003	Why is the babe poor? Why is the steppe barren?	Why is the babe poor? Why is the steppe barren?	true	1243.82	1247.44	22.113062
3922_723_000061_000004	Why don't they hug each other and kiss?	Why don't they hug each other and kiss?	true	1247.44	1249.36	20.72348
3922_723_000061_000005	Why don't they sing songs of joy?	Why don't they sing songs of joy?	true	1249.55	1251.8	21.11557
3922_723_000061_000006	Why are they so dark from black misery?	Why are they so dark from black misery?	true	1251.8	1254.31	24.03286
3922_723_000061_000007	Why don't they feed the babe?"	Why don't they feed the babe?"	true	1254.74	1257.28	23.940758
3922_723_000062_000000	And he felt that, though his questions were unreasonable and senseless, yet he wanted to ask just that, and he had to ask it just in that way.	And he felt that, though his questions were unreasonable and senseless, yet he wanted to ask just that, and he had to ask it just in that way.	true	1257.8	1266.43	24.621136
3922_723_000062_000001	And he felt that a passion of pity, such as he had never known before, was rising in his heart, that he wanted to cry, that he wanted to do something for them all, so that the babe should weep no more, so that the dark-faced, dried-up mother should not weep, that no one should shed tears again from that moment, and he wanted to do it at once, at once, regardless of all obstacles, with all the recklessness of the Karamazovs.	And he felt that a passion of pity, such as he had never known before, was rising in his heart, that he wanted to cry, that he wanted to do something for them all, so that the babe should weep no more, so that the dark faced, dried up mother should not weep, that no one should shed tears again from that moment, and he wanted to do it at once, at once, regardless of all obstacles, with all the recklessness of the Karamazovs.	false	1267.01	1295.01	23.95488
3922_723_000063_000000	"And I'm coming with you.	"And I'm coming with you.	true	1295.01	1296.43	22.677458
3922_723_000063_000001	I won't leave you now for the rest of my life, I'm coming with you," he heard close beside him Grushenka's tender voice, thrilling with emotion.	I won't leave you now for the rest of my life, I'm coming with you," he heard close beside him Grushenka's tender voice, thrilling with emotion.	true	1296.71	1305.28	23.716972
3922_723_000063_000002	And his heart glowed, and he struggled forward towards the light, and he longed to live, to live, to go on and on, towards the new, beckoning light, and to hasten, hasten, now, at once!	And his heart glowed, and he struggled forward towards the light, and he longed to live, to live, to go on and on, towards the new, beckoning light, and to hasten, hasten, now, at once!	true	1306.04	1318.66	24.543627
3922_723_000064_000000	"What!	"What!	true	1319.45	1320.12	25.898811
3922_723_000064_000001	Where?" he exclaimed opening his eyes, and sitting up on the chest, as though he had revived from a swoon, smiling brightly.	Where?" he exclaimed opening his eyes, and sitting up on the chest, as though he had revived from a swoon, smiling brightly.	true	1320.12	1327.36	24.466955
3922_723_000064_000002	Nikolay Parfenovitch was standing over him, suggesting that he should hear the protocol read aloud and sign it.	Nikolay Parfenovitch was standing over him, suggesting that he should hear the protocol read aloud and sign it.	true	1328.03	1334.26	23.14054
3922_723_000064_000003	Mitya guessed that he had been asleep an hour or more, but he did not hear Nikolay Parfenovitch.	Mitya guessed that he had been asleep an hour or more, but he did not hear Nikolay Parfenovitch.	false	1334.96	1340.29	22.651524
3922_723_000064_000004	He was suddenly struck by the fact that there was a pillow under his head, which hadn't been there when he had leant back, exhausted, on the chest.	He was suddenly struck by the fact that there was a pillow under his head, which hadn't been there when he had leant back, exhausted, on the chest.	true	1340.75	1348.27	22.621527
3922_723_000065_000000	"Who put that pillow under my head?	"Who put that pillow under my head?	true	1348.91	1351.15	24.006834
3922_723_000065_000001	Who was so kind?" he cried, with a sort of ecstatic gratitude, and tears in his voice, as though some great kindness had been shown him.	Who was so kind?" he cried, with a sort of ecstatic gratitude, and tears in his voice, as though some great kindness had been shown him.	true	1351.19	1359.49	22.494335
3922_723_000066_000000	He never found out who this kind man was; perhaps one of the peasant witnesses, or Nikolay Parfenovitch's little secretary, had compassionately thought to put a pillow under his head; but his whole soul was quivering with tears.	He never found out who this kind man was; perhaps one of the peasant witnesses, or Nikolay Parfenovitch's little secretary, had compassionately thought to put a pillow under his head; but his whole soul was quivering with tears.	true	1360.37	1373.86	22.532265
3922_723_000066_000001	He went to the table and said that he would sign whatever they liked.	He went to the table and said that he would sign whatever they liked.	true	1374.44	1377.91	22.953897
3922_723_000067_000000	"I've had a good dream, gentlemen," he said in a strange voice, with a new light, as of joy, in his face.	"I've had a good dream, gentlemen," he said in a strange voice, with a new light, as of joy, in his face.	true	1378.37	1384.8	24.567165
3922_723_000068_000000	Chapter IX.	Chapter nine.	false	1384.8	1384.98	-20
3922_723_000068_000001	They Carry Mitya Away	They Carry Mitya Away	false	1384.98	1385.37	-20
3922_723_000069_000000	When the protocol had been signed, Nikolay Parfenovitch turned solemnly to the prisoner and read him the "Committal," setting forth, that in such a year, on such a day, in such a place, the investigating lawyer of such-and-such a district court, having examined so-and-so (to wit, Mitya) accused of this and of that (all the charges were carefully written out) and having considered that the accused, not pleading guilty to the charges made against him, had brought forward nothing in his defense, while the witnesses, so-and-so, and so-and-so, and the circumstances such-and-such testify against him, acting in accordance with such-and-such articles of the Statute Book, and so on, has ruled, that, in order to preclude so-and-so (Mitya) from all means of evading pursuit and judgment he be detained in such-and-such a prison, which he hereby notifies to the accused and communicates a copy of this same "Committal" to the deputy prosecutor, and so on, and so on.	When the protocol had been signed, Nikolay Parfenovitch turned solemnly to the prisoner and read him the "Committal," setting forth, that in such a year, on such a day, in such a place, the investigating lawyer of such and such a district court, having examined so and so (to wit, Mitya) accused of this and of that (all the charges were carefully written out) and having considered that the accused, not pleading guilty to the charges made against him, had brought forward nothing in his defense, while the witnesses, so and so, and so and so, and the circumstances such and such testify against him, acting in accordance with such and such articles of the Statute Book, and so on, has ruled, that, in order to preclude so and so (Mitya) from all means of evading pursuit and judgment he be detained in such and such a prison, which he hereby notifies to the accused and communicates a copy of this same "Committal" to the deputy prosecutor, and so on, and so on.	false	1385.37	1391.07	24.474138
