2256_137627_000000_000000	CHAPTER XXXVI.	CHAPTER thirty six.	false	2.25	3.21	23.874681
2256_137627_000014_000000	The meanwhile King Mark within the castle of Tintagil avoided all his barons, and all other save such as were privy with him were avoided out of his chamber.	The meanwhile King Mark within the castle of Tintagil avoided all his barons, and all other save such as were privy with him were avoided out of his chamber.	true	1037.75	1048.51	23.069868
2256_137627_000014_000001	And then he let call his nephew Sir Andred, and bade arm him and horse him lightly; and by that time it was midnight.	And then he let call his nephew Sir Andred, and bade arm him and horse him lightly; and by that time it was midnight.	true	1049.03	1056.94	22.91787
2256_137627_000014_000002	And so King Mark was armed in black, horse and all; and so at a privy postern they two issued out with their varlets with them, and rode till they came to that lake.	And so King Mark was armed in black, horse and all; and so at a privy postern they two issued out with their varlets with them, and rode till they came to that lake.	true	1057.4	1069.6	25.010931
2256_137627_000014_000003	Then Sir Kay espied them first, and gat his spear, and proffered to joust.	Then Sir Kay espied them first, and gat his spear, and proffered to joust.	false	1070.45	1077.04	22.956095
2256_137627_000014_000004	And King Mark rode against him, and smote each other full hard, for the moon shone as the bright day.	And King Mark rode against him, and smote each other full hard, for the moon shone as the bright day.	true	1077.53	1084.63	21.507286
2256_137627_000014_000005	And there at that jousts Sir Kay's horse fell down, for his horse was not so big as the king's horse, and Sir Kay's horse bruised him full sore.	And there at that jousts Sir Kay's horse fell down, for his horse was not so big as the king's horse, and Sir Kay's horse bruised him full sore.	true	1085.45	1094.62	23.771595
2256_137627_000014_000006	Then Sir Gaheris was wroth that Sir Kay had a fall.	Then Sir Gaheris was wroth that Sir Kay had a fall.	true	1095.08	1098.51	20.690369
2256_137627_000014_000007	Then he cried: Knight, sit thou fast in thy saddle, for I will revenge my fellow.	Then he cried: Knight, sit thou fast in thy saddle, for I will revenge my fellow.	false	1098.51	1104.94	22.742966
2256_137627_000014_000008	Then King Mark was afeard of Sir Gaheris, and so with evil will King Mark rode against him, and Sir Gaheris gave him such a stroke that he fell down.	Then King Mark was afeard of Sir Gaheris, and so with evil will King Mark rode against him, and Sir Gaheris gave him such a stroke that he fell down.	false	1105.34	1116.13	21.233416
2256_137627_000014_000009	So then forthwithal Sir Gaheris ran unto Sir Andred and smote him from his horse quite, that his helm smote in the earth, and nigh had broken his neck. And therewithal Sir Gaheris alighted, and gat up Sir Kay.	So then forthwithal Sir Gaheris ran unto Sir Andred and smote him from his horse quite, that his helm smote in the earth, and nigh had broken his neck. And therewithal Sir Gaheris alighted, and gat up Sir Kay.	false	1116.44	1132.18	23.24042
2256_137627_000014_000010	And then they yode both on foot to them, and bade them yield them, and tell their names outher they should die.	And then they yode both on foot to them, and bade them yield them, and tell their names outher they should die.	true	1132.34	1140.34	20.97234
2256_137627_000014_000011	Then with great pain Sir Andred spake first, and said: It is King Mark of Cornwall, therefore be ye ware what ye do, and I am Sir Andred, his cousin.	Then with great pain Sir Andred spake first, and said: It is King Mark of Cornwall, therefore be ye ware what ye do, and I am Sir Andred, his cousin.	false	1140.65	1154.11	23.13514
2256_137627_000014_000012	Fie on you both, said Sir Gaheris, for a false traitor, and false treason hast thou wrought and he both, under the feigned cheer that ye made us! it were pity, said Sir Gaheris, that thou shouldst live any longer.	Fie on you both, said Sir Gaheris, for a false traitor, and false treason hast thou wrought and he both, under the feigned cheer that ye made us! it were pity, said Sir Gaheris, that thou shouldst live any longer.	false	1154.21	1172.62	21.18193
2256_137627_000014_000013	Save my life, said King Mark, and I will make amends; and consider that I am a king anointed.	Save my life, said King Mark, and I will make amends; and consider that I am a king anointed.	true	1172.62	1181.38	24.601944
2256_137627_000014_000014	It were the more shame, said Sir Gaheris, to save thy life; thou art a king anointed with cream, and therefore thou shouldst hold with all men of worship; and therefore thou art worthy to die.	It were the more shame, said Sir Gaheris, to save thy life; thou art a king anointed with cream, and therefore thou shouldst hold with all men of worship; and therefore thou art worthy to die.	false	1181.38	1195.06	20.97285
2256_137627_000014_000015	With that he lashed at King Mark without saying any more, and covered him with his shield and defended him as he might.	With that he lashed at King Mark without saying any more, and covered him with his shield and defended him as he might.	true	1195.46	1202.89	27.035677
2256_137627_000014_000016	And then Sir Kay lashed at Sir Andred, and therewithal King Mark yielded him unto Sir Gaheris.	And then Sir Kay lashed at Sir Andred, and therewithal King Mark yielded him unto Sir Gaheris.	true	1202.93	1208.8	21.588966
2256_137627_000014_000017	And then he kneeled adown, and made his oath upon the cross of the sword, that never while he lived he would be against errant-knights.	And then he kneeled adown, and made his oath upon the cross of the sword, that never while he lived he would be against errant knights.	true	1209.23	1216.45	22.099476
2256_137627_000014_000018	And also he sware to be good friend unto Sir Tristram if ever he came into Cornwall.	And also he sware to be good friend unto Sir Tristram if ever he came into Cornwall.	true	1217.06	1222.6	22.519753
2256_137627_000015_000000	By then Sir Andred was on the earth, and Sir Kay would have slain him. Let be, said Sir Gaheris, slay him not I pray you.	By then Sir Andred was on the earth, and Sir Kay would have slain him. Let be, said Sir Gaheris, slay him not I pray you.	false	1223.75	1232.95	23.299625
2256_137627_000015_000001	It were pity, said Sir Kay, that he should live any longer, for this is nigh cousin unto Sir Tristram, and ever he hath been a traitor unto him, and by him he was exiled out of Cornwall, and therefore I will slay him, said Sir Kay. Ye shall not, said Sir Gaheris; sithen I have given the king his life, I pray you give him his life.	It were pity, said Sir Kay, that he should live any longer, for this is nigh cousin unto Sir Tristram, and ever he hath been a traitor unto him, and by him he was exiled out of Cornwall, and therefore I will slay him, said Sir Kay. Ye shall not, said Sir Gaheris; sithen I have given the king his life, I pray you give him his life.	false	1233.29	1257.85	21.262249
2256_137627_000015_000002	And therewithal Sir Kay let him go.	And therewithal Sir Kay let him go.	true	1258.1	1260.76	20.81194
2256_137627_000015_000003	And so Sir Kay and Sir Gaheris rode their way unto Dinas, the Seneschal, for because they heard say that he loved well Sir Tristram.	And so Sir Kay and Sir Gaheris rode their way unto Dinas, the Seneschal, for because they heard say that he loved well Sir Tristram.	true	1261.28	1269.37	21.04541
2256_137627_000015_000004	So they reposed them there, and soon after they rode unto the realm of Logris.	So they reposed them there, and soon after they rode unto the realm of Logris.	false	1269.77	1274.44	21
2256_137627_000015_000005	And so within a little while they met with Sir Launcelot that always had Dame Bragwaine with him, to that intent he weened to have met the sooner with Sir Tristram; and Sir Launcelot asked what tidings in Cornwall, and whether they heard of Sir Tristram or not.	And so within a little while they met with Sir Launcelot that always had Dame Bragwaine with him, to that intent he weened to have met the sooner with Sir Tristram; and Sir Launcelot asked what tidings in Cornwall, and whether they heard of Sir Tristram or not.	true	1274.93	1291.6	21.182058
2256_137627_000015_000006	Sir Kay and Sir Gaheris answered and said, that they heard not of him.	Sir Kay and Sir Gaheris answered and said, that they heard not of him.	false	1292.03	1296.76	22.69983
2256_137627_000015_000007	Then they told Sir Launcelot word by word of their adventure.	Then they told Sir Launcelot word by word of their adventure.	true	1296.83	1300.74	21
2256_137627_000015_000008	Then Sir Launcelot smiled and said: Hard it is to take out of the flesh that is bred in the bone; and so made them merry together.	Then Sir Launcelot smiled and said: Hard it is to take out of the flesh that is bred in the bone; and so made them merry together.	false	1300.74	1325.91	21.320198
