249_121331_000000_000000	CHAPTER 4.	CHAPTER four.	true	24.615	25.69	22.464014
249_121331_000077_000000	"Well, even granting that, I don't think health has anything to do with goodness; of course, it's valuable to a great saint to be able to stand enormous strains, but this fad of popular preachers rising on their toes in simulated virility, bellowing that calisthenics will save the world--no, Burne, I can't go that."	"Well, even granting that, I don't think health has anything to do with goodness; of course, it's valuable to a great saint to be able to stand enormous strains, but this fad of popular preachers rising on their toes in simulated virility, bellowing that calisthenics will save the world-no, Burne, I can't go that."	true	908.94	925.3	22.192314
249_121331_000078_000000	"Well, let's waive it--we won't get anywhere, and besides I haven't quite made up my mind about it myself.	"Well, let's waive it-we won't get anywhere, and besides I haven't quite made up my mind about it myself.	true	926.57	931.84	24.154
249_121331_000078_000001	Now, here's something I _do_ know--personal appearance has a lot to do with it."	Now, here's something I underscore do underscore know-personal appearance has a lot to do with it."	false	932.12	937.65	21.218853
249_121331_000079_000000	"Coloring?" Amory asked eagerly.	"Coloring?" Amory asked eagerly.	true	937.65	939.82	18.940008
249_121331_000080_000000	"Yes."	"Yes."	true	940.19	940.9	22.390066
249_121331_000081_000000	"That's what Tom and I figured," Amory agreed.	"That's what Tom and I figured," Amory agreed.	true	941.66	944.2	21.842766
249_121331_000081_000001	"We took the year-books for the last ten years and looked at the pictures of the senior council. I know you don't think much of that august body, but it does represent success here in a general way.	"We took the year books for the last ten years and looked at the pictures of the senior council. I know you don't think much of that august body, but it does represent success here in a general way.	false	944.36	954.73	20.968437
249_121331_000081_000002	Well, I suppose only about thirty-five per cent of every class here are blonds, are really light--yet _two-thirds_ of every senior council are light.	Well, I suppose only about thirty five per cent of every class here are blonds, are really light-yet underscore two thirds underscore of every senior council are light.	false	955.4	963.1	22.55748
249_121331_000081_000003	We looked at pictures of ten years of them, mind you; that means that out of every _fifteen_ light-haired men in the senior class _one_ is on the senior council, and of the dark-haired men it's only one in _fifty_."	We looked at pictures of ten years of them, mind you; that means that out of every underscore fifteen underscore light haired men in the senior class underscore one underscore is on the senior council, and of the dark haired men it's only one in underscore fifty underscore."	false	963.89	976.56	19.918297
249_121331_000082_000000	"It's true," Burne agreed.	"It's true," Burne agreed.	true	976.56	977.89	19
249_121331_000082_000001	"The light-haired man _is_ a higher type, generally speaking.	"The light haired man underscore is underscore a higher type, generally speaking.	false	978.26	981.7	20.99291
249_121331_000082_000002	I worked the thing out with the Presidents of the United States once, and found that way over half of them were light-haired--yet think of the preponderant number of brunettes in the race."	I worked the thing out with the Presidents of the United States once, and found that way over half of them were light haired-yet think of the preponderant number of brunettes in the race."	false	982.49	991	20.909204
249_121331_000083_000000	"People unconsciously admit it," said Amory.	"People unconsciously admit it," said Amory.	true	992.27	994.6	21
249_121331_000083_000001	"You'll notice a blond person is _expected_ to talk.	"You'll notice a blond person is underscore expected underscore to talk.	false	994.76	997.51	20.745998
249_121331_000083_000002	If a blond girl doesn't talk we call her a 'doll'; if a light-haired man is silent he's considered stupid.	If a blond girl doesn't talk we call her a 'doll'; if a light haired man is silent he's considered stupid.	true	997.73	1003.87	20.480524
249_121331_000083_000003	Yet the world is full of 'dark silent men' and 'languorous brunettes' who haven't a brain in their heads, but somehow are never accused of the dearth."	Yet the world is full of 'dark silent men' and 'languorous brunettes' who haven't a brain in their heads, but somehow are never accused of the dearth."	false	1004.21	1011.73	20.434242
249_121331_000084_000000	"And the large mouth and broad chin and rather big nose undoubtedly make the superior face."	"And the large mouth and broad chin and rather big nose undoubtedly make the superior face."	true	1012.97	1017.73	19
249_121331_000085_000000	"I'm not so sure." Amory was all for classical features.	"I'm not so sure." Amory was all for classical features.	true	1018.55	1021.9	20.909592
249_121331_000086_000000	"Oh, yes--I'll show you," and Burne pulled out of his desk a photographic collection of heavily bearded, shaggy celebrities--Tolstoi, Whitman, Carpenter, and others.	"Oh, yes-I'll show you," and Burne pulled out of his desk a photographic collection of heavily bearded, shaggy celebrities-Tolstoi, Whitman, Carpenter, and others.	true	1022.33	1031.71	21.941357
249_121331_000087_000000	"Aren't they wonderful?"	"Aren't they wonderful?"	true	1032.65	1033.87	22.269682
249_121331_000088_000000	Amory tried politely to appreciate them, and gave up laughingly.	Amory tried politely to appreciate them, and gave up laughingly.	true	1034.72	1038.43	22.341862
249_121331_000089_000000	"Burne, I think they're the ugliest-looking crowd I ever came across. They look like an old man's home."	"Burne, I think they're the ugliest looking crowd I ever came across. They look like an old man's home."	false	1038.74	1043.92	21.775196
249_121331_000090_000000	"Oh, Amory, look at that forehead on Emerson; look at Tolstoi's eyes." His tone was reproachful.	"Oh, Amory, look at that forehead on Emerson; look at Tolstoi's eyes." His tone was reproachful.	false	1044.47	1049.8	20.724194
249_121331_000091_000000	Amory shook his head.	Amory shook his head.	true	1050.26	1051.69	25.070929
249_121331_000092_000000	"No! Call them remarkable-looking or anything you want--but ugly they certainly are."	"No! Call them remarkable looking or anything you want-but ugly they certainly are."	true	1052.06	1057.15	22.687008
249_121331_000093_000000	Unabashed, Burne ran his hand lovingly across the spacious foreheads, and piling up the pictures put them back in his desk.	Unabashed, Burne ran his hand lovingly across the spacious foreheads, and piling up the pictures put them back in his desk.	true	1057.88	1064.41	20.42602
249_121331_000094_000000	Walking at night was one of his favorite pursuits, and one night he persuaded Amory to accompany him.	Walking at night was one of his favorite pursuits, and one night he persuaded Amory to accompany him.	false	1065.53	1071.51	21.919008
249_121331_000095_000000	"I hate the dark," Amory objected.	"I hate the dark," Amory objected.	true	1071.51	1073.41	23.420694
249_121331_000095_000001	"I didn't use to--except when I was particularly imaginative, but now, I really do--I'm a regular fool about it."	"I didn't use to-except when I was particularly imaginative, but now, I really do-I'm a regular fool about it."	true	1073.72	1080.67	21.107975
249_121331_000096_000000	"That's useless, you know."	"That's useless, you know."	true	1081.58	1082.92	19.637312
249_121331_000097_000000	"Quite possibly."	"Quite possibly."	true	1083.44	1084.57	21.698345
249_121331_000098_000000	"We'll go east," Burne suggested, "and down that string of roads through the woods."	"We'll go east," Burne suggested, "and down that string of roads through the woods."	true	1085.39	1089.82	20.973223
249_121331_000099_000000	"Doesn't sound very appealing to me," admitted Amory reluctantly, "but let's go."	"Doesn't sound very appealing to me," admitted Amory reluctantly, "but let's go."	true	1090.58	1095.04	20.993664
249_121331_000100_000000	They set off at a good gait, and for an hour swung along in a brisk argument until the lights of Princeton were luminous white blots behind them.	They set off at a good gait, and for an hour swung along in a brisk argument until the lights of Princeton were luminous white blots behind them.	false	1096.19	1102.84	22
249_121331_000101_000000	"Any person with any imagination is bound to be afraid," said Burne earnestly.	"Any person with any imagination is bound to be afraid," said Burne earnestly.	false	1103.78	1108.05	23.304417
249_121331_000101_000001	"And this very walking at night is one of the things I was afraid about.	"And this very walking at night is one of the things I was afraid about.	true	1108.05	1111.24	20
249_121331_000101_000002	I'm going to tell you why I can walk anywhere now and not be afraid."	I'm going to tell you why I can walk anywhere now and not be afraid."	true	1111.58	1115.11	23.895184
249_121331_000102_000000	"Go on," Amory urged eagerly.	"Go on," Amory urged eagerly.	true	1115.9	1117.96	20.508274
249_121331_000102_000001	They were striding toward the woods, Burne's nervous, enthusiastic voice warming to his subject.	They were striding toward the woods, Burne's nervous, enthusiastic voice warming to his subject.	false	1118.24	1123.69	19.988012
249_121331_000103_000000	"I used to come out here alone at night, oh, three months ago, and I always stopped at that cross-road we just passed.	"I used to come out here alone at night, oh, three months ago, and I always stopped at that cross road we just passed.	true	1124.57	1130.44	21.723927
249_121331_000103_000001	There were the woods looming up ahead, just as they do now, there were dogs howling and the shadows and no human sound.	There were the woods looming up ahead, just as they do now, there were dogs howling and the shadows and no human sound.	true	1130.96	1137.1	18.43308
249_121331_000103_000002	Of course, I peopled the woods with everything ghastly, just like you do; don't you?"	Of course, I peopled the woods with everything ghastly, just like you do; don't you?"	true	1137.29	1141.66	21.100906
249_121331_000104_000000	"I do," Amory admitted.	"I do," Amory admitted.	true	1142.63	1143.94	18.94781
249_121331_000105_000000	"Well, I began analyzing it--my imagination persisted in sticking horrors into the dark--so I stuck my imagination into the dark instead, and let it look out at me--I let it play stray dog or escaped convict or ghost, and then saw myself coming along the road.	"Well, I began analyzing it-my imagination persisted in sticking horrors into the dark-so I stuck my imagination into the dark instead, and let it look out at me-I let it play stray dog or escaped convict or ghost, and then saw myself coming along the road.	false	1145.12	1160.65	20.919245
249_121331_000105_000001	That made it all right--as it always makes everything all right to project yourself completely into another's place.	That made it all right-as it always makes everything all right to project yourself completely into another's place.	true	1160.93	1166.86	23.720455
249_121331_000105_000002	I knew that if I were the dog or the convict or the ghost I wouldn't be a menace to Burne Holiday any more than he was a menace to me.	I knew that if I were the dog or the convict or the ghost I wouldn't be a menace to Burne Holiday any more than he was a menace to me.	false	1167.5	1173.61	21.793674
249_121331_000105_000003	Then I thought of my watch.	Then I thought of my watch.	true	1174.13	1175.46	22.607225
249_121331_000105_000004	I'd better go back and leave it and then essay the woods.	I'd better go back and leave it and then essay the woods.	false	1175.46	1178.89	21.879347
249_121331_000105_000005	No; I decided, it's better on the whole that I should lose a watch than that I should turn back--and I did go into them--not only followed the road through them, but walked into them until I wasn't frightened any more--did it until one night I sat down and dozed off in there; then I knew I was through being afraid of the dark."	No; I decided, it's better on the whole that I should lose a watch than that I should turn back-and I did go into them-not only followed the road through them, but walked into them until I wasn't frightened any more-did it until one night I sat down and dozed off in there; then I knew I was through being afraid of the dark."	true	1179.23	1196.17	20.184196
249_121331_000106_000000	"Lordy," Amory breathed.	"Lordy," Amory breathed.	true	1196.9	1198.81	22.480698
249_121331_000106_000001	"I couldn't have done that.	"I couldn't have done that.	false	1198.88	1200.13	24.596779
249_121331_000106_000002	I'd have come out half-way, and the first time an automobile passed and made the dark thicker when its lamps disappeared, I'd have come in."	I'd have come out half-way, and the first time an automobile passed and made the dark thicker when its lamps disappeared, I'd have come in."	true	1200.35	1207.36	22.681847
249_121331_000107_000000	"Well," Burne said suddenly, after a few moments' silence, "we're half-way through, let's turn back."	"Well," Burne said suddenly, after a few moments' silence, "we're half-way through, let's turn back."	true	1208.54	1215.28	20.450026
249_121331_000108_000000	On the return he launched into a discussion of will.	On the return he launched into a discussion of will.	true	1215.59	1218.28	20
249_121331_000109_000000	"It's the whole thing," he asserted.	"It's the whole thing," he asserted.	false	1219.01	1220.62	17.655766
249_121331_000109_000001	"It's the one dividing line between good and evil.	"It's the one dividing line between good and evil.	true	1220.66	1223.14	18.275045
249_121331_000109_000002	I've never met a man who led a rotten life and didn't have a weak will."	I've never met a man who led a rotten life and didn't have a weak will."	true	1223.24	1226.71	21.277693
249_121331_000110_000000	"How about great criminals?"	"How about great criminals?"	true	1227.86	1229.35	23.124235
249_121331_000111_000000	"They're usually insane.	"They're usually insane.	true	1230.29	1231.56	19.037945
249_121331_000111_000001	If not, they're weak.	If not, they're weak.	true	1231.56	1233.04	23.669254
249_121331_000111_000002	There is no such thing as a strong, sane criminal."	There is no such thing as a strong, sane criminal."	true	1233.08	1235.62	18.57419
249_121331_000112_000000	"Burne, I disagree with you altogether; how about the superman?"	"Burne, I disagree with you altogether; how about the superman?"	true	1236.44	1240.06	22.51622
249_121331_000113_000000	"Well?"	"Well?"	true	1240.7	1241.35	26.33657
249_121331_000114_000000	"He's evil, I think, yet he's strong and sane."	"He's evil, I think, yet he's strong and sane."	true	1242.11	1244.62	20.959831
249_121331_000115_000000	"I've never met him.	"I've never met him.	true	1245.59	1246.62	22.079594
249_121331_000115_000001	I'll bet, though, that he's stupid or insane."	I'll bet, though, that he's stupid or insane."	false	1246.62	1248.61	22.063404
249_121331_000116_000000	"I've met him over and over and he's neither.	"I've met him over and over and he's neither.	true	1249.58	1251.64	21.550743
249_121331_000116_000001	That's why I think you're wrong."	That's why I think you're wrong."	false	1251.8	1253.44	20.062363
249_121331_000117_000000	"I'm sure I'm not--and so I don't believe in imprisonment except for the insane."	"I'm sure I'm not-and so I don't believe in imprisonment except for the insane."	true	1254.47	1258.27	20.487204
249_121331_000118_000000	On this point Amory could not agree.	On this point Amory could not agree.	true	1259.18	1261.15	23.728714
249_121331_000118_000001	It seemed to him that life and history were rife with the strong criminal, keen, but often self-deluding; in politics and business one found him and among the old statesmen and kings and generals; but Burne never agreed and their courses began to split on that point.	It seemed to him that life and history were rife with the strong criminal, keen, but often self deluding; in politics and business one found him and among the old statesmen and kings and generals; but Burne never agreed and their courses began to split on that point.	true	1261.52	1275.61	21.363077
249_121331_000119_000000	Burne was drawing farther and farther away from the world about him.	Burne was drawing farther and farther away from the world about him.	true	1276.79	1279.99	20.980589
249_121331_000119_000001	He resigned the vice-presidency of the senior class and took to reading and walking as almost his only pursuits.	He resigned the vice presidency of the senior class and took to reading and walking as almost his only pursuits.	true	1280.48	1286.53	19
249_121331_000119_000002	He voluntarily attended graduate lectures in philosophy and biology, and sat in all of them with a rather pathetically intent look in his eyes, as if waiting for something the lecturer would never quite come to.	He voluntarily attended graduate lectures in philosophy and biology, and sat in all of them with a rather pathetically intent look in his eyes, as if waiting for something the lecturer would never quite come to.	false	1287.17	1297.81	21.121685
249_121331_000119_000003	Sometimes Amory would see him squirm in his seat; and his face would light up; he was on fire to debate a point.	Sometimes Amory would see him squirm in his seat; and his face would light up; he was on fire to debate a point.	true	1298.39	1304.98	20.18046
249_121331_000120_000000	He grew more abstracted on the street and was even accused of becoming a snob, but Amory knew it was nothing of the sort, and once when Burne passed him four feet off, absolutely unseeingly, his mind a thousand miles away, Amory almost choked with the romantic joy of watching him. Burne seemed to be climbing heights where others would be forever unable to get a foothold.	He grew more abstracted on the street and was even accused of becoming a snob, but Amory knew it was nothing of the sort, and once when Burne passed him four feet off, absolutely unseeingly, his mind a thousand miles away, Amory almost choked with the romantic joy of watching him. Burne seemed to be climbing heights where others would be forever unable to get a foothold.	false	1306.7	1327.6	20.367596
249_121331_000121_000000	"I tell you," Amory declared to Tom, "he's the first contemporary I've ever met whom I'll admit is my superior in mental capacity."	"I tell you," Amory declared to Tom, "he's the first contemporary I've ever met whom I'll admit is my superior in mental capacity."	false	1328.06	1334.89	21.366432
249_121331_000122_000000	"It's a bad time to admit it--people are beginning to think he's odd."	"It's a bad time to admit it-people are beginning to think he's odd."	true	1335.86	1339.57	20.65761
249_121331_000123_000000	"He's way over their heads--you know you think so yourself when you talk to him--Good Lord, Tom, you _used_ to stand out against 'people.' Success has completely conventionalized you."	"He's way over their heads-you know you think so yourself when you talk to him-Good Lord, Tom, you underscore used underscore to stand out against 'people.' Success has completely conventionalized you."	false	1340.24	1349.89	21.849537
249_121331_000124_000000	Tom grew rather annoyed.	Tom grew rather annoyed.	true	1350.77	1352.32	21.598564
249_121331_000125_000000	"What's he trying to do--be excessively holy?"	"What's he trying to do-be excessively holy?"	true	1352.9	1355.5	21.854269
249_121331_000126_000000	"No! not like anybody you've ever seen.	"No! not like anybody you've ever seen.	true	1356.29	1358.89	21.53947
249_121331_000126_000001	Never enters the Philadelphian Society.	Never enters the Philadelphian Society.	true	1359.14	1361.41	18.895208
249_121331_000126_000002	He has no faith in that rot.	He has no faith in that rot.	true	1361.57	1363.33	22.616867
249_121331_000126_000003	He doesn't believe that public swimming-pools and a kind word in time will right the wrongs of the world; moreover, he takes a drink whenever he feels like it."	He doesn't believe that public swimming pools and a kind word in time will right the wrongs of the world; moreover, he takes a drink whenever he feels like it."	true	1363.4	1371.18	21.593636
249_121331_000127_000000	"He certainly is getting in wrong."	"He certainly is getting in wrong."	false	1371.18	1374.19	18.147717
249_121331_000128_000000	"Have you talked to him lately?"	"Have you talked to him lately?"	true	1374.86	1376.1	22
249_121331_000129_000000	"No."	"no"	false	1376.1	1377.21	19.409365
249_121331_000130_000000	"Then you haven't any conception of him."	"Then you haven't any conception of him."	false	1377.21	1380.07	21.618015
249_121331_000131_000000	The argument ended nowhere, but Amory noticed more than ever how the sentiment toward Burne had changed on the campus.	The argument ended nowhere, but Amory noticed more than ever how the sentiment toward Burne had changed on the campus.	true	1381.16	1387.36	19.82993
249_121331_000132_000000	"It's odd," Amory said to Tom one night when they had grown more amicable on the subject, "that the people who violently disapprove of Burne's radicalism are distinctly the Pharisee class--I mean they're the best-educated men in college--the editors of the papers, like yourself and Ferrenby, the younger professors....	"It's odd," Amory said to Tom one night when they had grown more amicable on the subject, "that the people who violently disapprove of Burne's radicalism are distinctly the Pharisee class-I mean they're the best educated men in college-the editors of the papers, like yourself and Ferrenby, the younger professors....	true	1388.33	1405.18	20.630785
249_121331_000132_000001	The illiterate athletes like Langueduc think he's getting eccentric, but they just say, 'Good old Burne has got some queer ideas in his head,' and pass on--the Pharisee class--Gee! they ridicule him unmercifully."	The illiterate athletes like Langueduc think he's getting eccentric, but they just say, 'Good old Burne has got some queer ideas in his head,' and pass on-the Pharisee class-Gee! they ridicule him unmercifully."	true	1405.67	1418.5	21.058567
249_121331_000133_000000	The next morning he met Burne hurrying along McCosh walk after a recitation.	The next morning he met Burne hurrying along McCosh walk after a recitation.	true	1420.01	1424.53	20
249_121331_000134_000000	"Whither bound, Tsar?"	"Whither bound, Tsar?"	true	1425.14	1426.36	21.653505
249_121331_000135_000000	"Over to the Prince office to see Ferrenby," he waved a copy of the morning's Princetonian at Amory.	"Over to the Prince office to see Ferrenby," he waved a copy of the morning's Princetonian at Amory.	true	1427.06	1432.33	21.810883
249_121331_000135_000001	"He wrote this editorial."	"He wrote this editorial."	true	1432.64	1434.1	23.449446
249_121331_000136_000000	"Going to flay him alive?"	"Going to flay him alive?"	true	1434.95	1436.41	22.202003
249_121331_000137_000000	"No--but he's got me all balled up.	"No-but he's got me all balled up.	true	1436.75	1438.96	22.442251
249_121331_000137_000001	Either I've misjudged him or he's suddenly become the world's worst radical."	Either I've misjudged him or he's suddenly become the world's worst radical."	true	1439.03	1442.83	21.573696
249_121331_000138_000000	Burne hurried on, and it was several days before Amory heard an account of the ensuing conversation.	Burne hurried on, and it was several days before Amory heard an account of the ensuing conversation.	true	1443.83	1449.13	19.100023
249_121331_000138_000001	Burne had come into the editor's sanctum displaying the paper cheerfully.	Burne had come into the editor's sanctum displaying the paper cheerfully.	true	1449.77	1453.51	23
249_121331_000139_000000	"Hello, Jesse."	"Hello, Jesse."	true	1454.12	1455.13	24.237019
249_121331_000140_000000	"Hello there, Savonarola."	"Hello there, Savonarola."	true	1455.68	1457.32	21.046757
249_121331_000141_000000	"I just read your editorial."	"I just read your editorial."	true	1458.05	1459.48	21.46725
249_121331_000142_000000	"Good boy--didn't know you stooped that low."	"Good boy-didn't know you stooped that low."	false	1460.3	1463.4	20.996819
249_121331_000143_000000	"Jesse, you startled me."	"Jesse, you startled me."	true	1463.4	1464.85	24.097864
249_121331_000144_000000	"How so?"	"How so?"	true	1465.22	1465.96	25.758993
249_121331_000145_000000	"Aren't you afraid the faculty'll get after you if you pull this irreligious stuff?"	"Aren't you afraid the faculty'll get after you if you pull this irreligious stuff?"	false	1466.84	1470.57	22
249_121331_000146_000000	"What?"	"What?"	false	1470.57	1472.79	17.817684
249_121331_000147_000000	"Like this morning."	"Like this morning."	true	1472.79	1473.73	23.999374
249_121331_000148_000000	"What the devil--that editorial was on the coaching system."	"What the devil-that editorial was on the coaching system."	true	1474.46	1478.02	23.731678
249_121331_000149_000000	"Yes, but that quotation--"	"Yes, but that quotation-"	true	1479.02	1480.6	22.88571
249_121331_000150_000000	Jesse sat up.	Jesse sat up.	true	1481.03	1482.22	24.499437
249_121331_000151_000000	"What quotation?"	"What quotation?"	true	1482.62	1483.69	22.765827
249_121331_000152_000000	"You know: 'He who is not with me is against me.'"	"You know: 'He who is not with me is against me.'"	true	1484.3	1487.41	19.769194
249_121331_000153_000000	"Well--what about it?"	"Well-what about it?"	true	1488.32	1489.45	22.556805
249_121331_000154_000000	Jesse was puzzled but not alarmed.	Jesse was puzzled but not alarmed.	true	1490.09	1492.33	23.301018
249_121331_000155_000000	"Well, you say here--let me see." Burne opened the paper and read: "'_He who is not with me is against me_, as that gentleman said who was notoriously capable of only coarse distinctions and puerile generalities.'"	"Well, you say here-let me see." Burne opened the paper and read: "'underscore He who is not with me is against me underscore, as that gentleman said who was notoriously capable of only coarse distinctions and puerile generalities.'"	false	1492.85	1546.35	20.487097
