5656_44577_000000_000000	QUESTIONS AND EXERCISES.	QUESTIONS AND EXERCISES.	false	0	0.84	14.17503
5656_44577_000058_000000	QUESTIONS AND EXERCISES.	QUESTIONS AND EXERCISES.	true	984.05	985.96	24.434612
5656_44577_000059_000000	1.	one.	true	986.33	987.07	23.968645
5656_44577_000059_000001	What is emphasis?	What is emphasis?	true	987.26	988.5	26.874878
5656_44577_000060_000000	2.	two.	false	988.5	991.17	19.752197
5656_44577_000060_000001	Describe one method of destroying monotony of thought-presentation.	Describe one method of destroying monotony of thought presentation.	true	991.17	995.35	20.96491
5656_44577_000061_000000	3.	three.	true	997.19	997.9	27.912434
5656_44577_000061_000001	What relation does this have to the use of the voice?	What relation does this have to the use of the voice?	true	998.09	1001.13	20.650333
5656_44577_000062_000000	4.	four.	false	1001.13	1003.59	25.805632
5656_44577_000062_000001	Which words should be emphasized, which subordinated, in a sentence?	Which words should be emphasized, which subordinated, in a sentence?	true	1003.59	1008.19	24.553919
5656_44577_000063_000000	5.	five.	true	1009.67	1010.62	21.021715
5656_44577_000063_000001	Read the selections on pages 50, 51, 52, 53 and 54, devoting special attention to emphasizing the important words or phrases and subordinating the unimportant ones.	Read the selections on pages fifty, fifty one, fifty two, fifty three and fifty four, devoting special attention to emphasizing the important words or phrases and subordinating the unimportant ones.	true	1010.81	1024.24	23.70712
5656_44577_000063_000002	Read again, changing emphasis slightly.	Read again, changing emphasis slightly.	true	1024.73	1027.39	24.044462
5656_44577_000063_000003	What is the effect?	What is the effect?	true	1027.58	1028.89	28.937971
5656_44577_000064_000000	6.	six.	true	1029.92	1030.72	35.63861
5656_44577_000064_000001	Read some sentence repeatedly, emphasizing a different word each time, and show how the meaning is changed, as is done on page 22.	Read some sentence repeatedly, emphasizing a different word each time, and show how the meaning is changed, as is done on page twenty two.	true	1031.06	1040.05	21.847603
5656_44577_000065_000000	7.	seven.	true	1041.32	1042.09	26.912577
5656_44577_000065_000001	What is the effect of a lack of emphasis?	What is the effect of a lack of emphasis?	true	1042.16	1044.85	29.05543
5656_44577_000066_000000	8.	eight.	true	1046.24	1046.95	38.23259
5656_44577_000066_000001	Read the selections on pages 30 and 48, emphasizing every word.	Read the selections on pages thirty and forty eight, emphasizing every word.	true	1047.14	1052.14	24.047707
5656_44577_000066_000002	What is the effect on the emphasis?	What is the effect on the emphasis?	true	1052.3	1054.39	26.43105
5656_44577_000067_000000	9.	nine.	true	1055.96	1056.88	23.401539
5656_44577_000067_000001	When is it permissible to emphasize every single word in a sentence?	When is it permissible to emphasize every single word in a sentence?	true	1056.92	1061.14	23.152239
5656_44577_000068_000000	10.	ten.	true	1062.26	1063.09	23.440117
5656_44577_000068_000001	Note the emphasis and subordination in some conversation or speech you have heard.	Note the emphasis and subordination in some conversation or speech you have heard.	true	1063.25	1067.89	23.826473
5656_44577_000068_000002	Were they well made?	Were they well made?	true	1068.26	1069.63	26.15074
5656_44577_000068_000003	Why?	Why?	true	1069.7	1070.5	22.16267
5656_44577_000068_000004	Can you suggest any improvement?	Can you suggest any improvement?	true	1070.75	1072.78	25.221714
5656_44577_000069_000000	11.	eleven.	true	1073.96	1074.79	27.891907
5656_44577_000069_000001	From a newspaper or a magazine, clip a report of an address, or a biographical eulogy.	From a newspaper or a magazine, clip a report of an address, or a biographical eulogy.	false	1075.01	1080.94	23.978893
5656_44577_000069_000002	Mark the passage for emphasis and bring it with you to class.	Mark the passage for emphasis and bring it with you to class.	true	1081.22	1084.72	25.233557
5656_44577_000070_000000	12.	twelve.	true	1085.96	1087	21.23929
5656_44577_000070_000001	In the following passage, would you make any changes in the author's markings for emphasis?	In the following passage, would you make any changes in the author's markings for emphasis?	true	1087.07	1092.25	25.230013
5656_44577_000070_000002	Where?	Where?	true	1092.74	1093.54	25.222958
5656_44577_000070_000003	Why?	Why?	true	1093.91	1094.77	20.403334
5656_44577_000070_000004	Bear in mind that not all words marked require the same _degree_ of emphasis--_in a wide variety of emphasis, and in nice shading of the gradations, lie the excellence of emphatic speech_.	Bear in mind that not all words marked require the same underscore degree underscore of emphasis-underscore in a wide variety of emphasis, and in nice shading of the gradations, lie the excellence of emphatic speech underscore.	false	1095.32	1108.92	20.84897
5656_44577_000071_000000	I would call him _Napoleon_, but Napoleon made his way to empire over _broken oaths_ and through a _sea_ of _blood_.	I would call him underscore Napoleon underscore, but Napoleon made his way to empire over underscore broken oaths underscore and through a underscore sea underscore of underscore blood underscore.	false	1108.92	1115.43	22.288471
5656_44577_000071_000001	This man _never_ broke his word.	This man underscore never underscore broke his word.	false	1115.43	1117.33	26.882097
5656_44577_000071_000002	"No Retaliation" was his great motto and the rule of his life; and the last words uttered to his son in France were these: "My boy, you will one day go back to Santo Domingo; _forget_ that _France murdered your father_." I would call him _Cromwell_, but Cromwell was _only_ a _soldier_, and the state he founded _went down_ with him into his grave.	"No Retaliation" was his great motto and the rule of his life; and the last words uttered to his son in France were these: "My boy, you will one day go back to Santo Domingo; underscore forget underscore that underscore France murdered your father underscore." I would call him underscore Cromwell underscore, but Cromwell was underscore only underscore a underscore soldier underscore, and the state he founded underscore went down underscore with him into his grave.	false	1117.73	1140.1	22.931982
5656_44577_000071_000003	I would call him _Washington_, but the great Virginian _held slaves_.	I would call him underscore Washington underscore, but the great Virginian underscore held slaves underscore.	false	1140.62	1145.64	23.60924
5656_44577_000071_000004	This man _risked_ his _empire_ rather than _permit_ the slave-trade in the _humblest village_ of his dominions.	This man underscore risked underscore his underscore empire underscore rather than underscore permit underscore the slave trade in the underscore humblest village underscore of his dominions.	false	1145.64	1222.41	24.20959
