7833_102238_000000_000000	CHAPTER VIII	CHAPTER eight	false	24.93	25.99	26.77863
7833_102238_000026_000004	He wrote his protest, saying not one word he was not ready to stand by then and thereafter, wasting not a syllable in rhetoric or feeling, keeping close to law and truth and justice.	He wrote his protest, saying not one word he was not ready to stand by then and thereafter, wasting not a syllable in rhetoric or feeling, keeping close to law and truth and justice.	true	1135.34	1145.92	25.37745
7833_102238_000026_000005	When he had finished it he showed it to some of his colleagues for their adhesion; but one and all refused, except Dan Stone, who was not a candidate for reelection, having retired from politics to a seat on the bench.	When he had finished it he showed it to some of his colleagues for their adhesion; but one and all refused, except Dan Stone, who was not a candidate for reelection, having retired from politics to a seat on the bench.	true	1146.41	1158.64	24.757801
7833_102238_000026_000006	The risk was too great for the rest to run.	The risk was too great for the rest to run.	true	1159.22	1161.88	22.341444
7833_102238_000026_000007	Lincoln was twenty-eight years old; after a youth, of singular privations and struggles he had arrived at an enviable position in the politics and the society of the State.	Lincoln was twenty eight years old; after a youth, of singular privations and struggles he had arrived at an enviable position in the politics and the society of the State.	true	1162.13	1171.93	23.665981
7833_102238_000026_000008	His intimate friends, those whom he loved and honored, were Browning, Butler, Logan, and Stuart--Kentuckians all, and strongly averse to any discussion of the question of slavery. The public opinion of his county, which was then little less than the breath of his life, was all the same way.	His intimate friends, those whom he loved and honored, were Browning, Butler, Logan, and Stuart-Kentuckians all, and strongly averse to any discussion of the question of slavery. The public opinion of his county, which was then little less than the breath of his life, was all the same way.	true	1172.3	1190.82	21.919653
7833_102238_000026_000009	But all these considerations could not withhold him from performing a simple duty--a duty which no one could have blamed him for leaving undone.	But all these considerations could not withhold him from performing a simple duty-a duty which no one could have blamed him for leaving undone.	true	1190.82	1199.56	21.487597
7833_102238_000026_000010	The crowning grace of the whole act is in the closing sentence: "The difference between these opinions and those contained in the said resolutions is their reason for entering this protest." Reason enough for the Lincolns and Luthers.	The crowning grace of the whole act is in the closing sentence: "The difference between these opinions and those contained in the said resolutions is their reason for entering this protest." Reason enough for the Lincolns and Luthers.	false	1200.14	1215.4	19.522993
7833_102238_000027_000000	He had many years of growth and development before him.	He had many years of growth and development before him.	true	1216.76	1219.51	24.045263
7833_102238_000027_000001	There was a long distance to be traversed between the guarded utterances of this protest and the heroic audacity which launched the proclamation of emancipation.	There was a long distance to be traversed between the guarded utterances of this protest and the heroic audacity which launched the proclamation of emancipation.	true	1219.64	1228.72	20.991278
7833_102238_000027_000002	But the young man who dared declare, in the prosperous beginning of his political life, in the midst of a community imbued with slave-State superstitions, that "he believed the institution of slavery was founded both on injustice and bad policy,"--attacking thus its moral and material supports, while at the same time recognizing all the constitutional guarantees which protected it,--had in him the making of a statesman and, if need be, a martyr.	But the young man who dared declare, in the prosperous beginning of his political life, in the midst of a community imbued with slave State superstitions, that "he believed the institution of slavery was founded both on injustice and bad policy,"--attacking thus its moral and material supports, while at the same time recognizing all the constitutional guarantees which protected it,--had in him the making of a statesman and, if need be, a martyr.	false	1230.02	1258.9	22.853354
7833_102238_000027_000003	His whole career was to run in the lines marked out by these words, written in the hurry of a closing session, and he was to accomplish few acts, in that great history which God reserved for him, wiser and nobler than this.	His whole career was to run in the lines marked out by these words, written in the hurry of a closing session, and he was to accomplish few acts, in that great history which God reserved for him, wiser and nobler than this.	false	1259.12	1286.01	21.47411
