4138_11079_000000_000000	CHAPTER IV.	CHAPTER four.	true	19.08	20.14	22.915346
4138_11079_000044_000001	I couldn't think what 'ad come to you so early; and you're looking ever so well again, I'm pleased to see; and 'ere's a bundle just arrived, Miss, by the Parcels Delivery."	I couldn't think what 'ad come to you so early; and you're looking ever so well again, I'm pleased to see; and 'ere's a bundle just arrived, Miss, by the Parcels Delivery."	true	941.58	950.35	24
4138_11079_000045_000000	"What!" cried simple Katy.	"What!" cried simple Katy.	true	951.05	953.2	28.276882
4138_11079_000045_000001	Then she laughed at her own foolishness, and took the "bundle," which was directed in Rose's unmistakable hand.	Then she laughed at her own foolishness, and took the "bundle," which was directed in Rose's unmistakable hand.	true	953.57	959.38	23.855316
4138_11079_000046_000000	It contained a pretty little green-bound copy of Emerson's Poems, with Katy's name and "To be read at sea," written on the flyleaf.	It contained a pretty little green bound copy of Emerson's Poems, with Katy's name and "To be read at sea," written on the flyleaf.	true	960.08	968.62	22.906977
4138_11079_000046_000001	Somehow the little gift seemed to bridge the long misty distance which stretched between the vessel's stern and Boston Bay, and to bring home and friends a great deal nearer.	Somehow the little gift seemed to bridge the long misty distance which stretched between the vessel's stern and Boston Bay, and to bring home and friends a great deal nearer.	true	969.05	978.1	19
4138_11079_000046_000002	With a half-happy, half-tearful pleasure Katy recognized the fact that distance counts for little if people love one another, and that hearts have a telegraph of their own whose messages are as sure and swift as any of those sent over the material lines which link continent to continent and shore with shore.	With a half happy, half tearful pleasure Katy recognized the fact that distance counts for little if people love one another, and that hearts have a telegraph of their own whose messages are as sure and swift as any of those sent over the material lines which link continent to continent and shore with shore.	true	978.56	996.4	23.148165
4138_11079_000047_000000	Later in the morning, Katy, going down to her stateroom for something, came across a pallid, exhausted-looking lady, who lay stretched on one of the long sofas in the cabin, with a baby in her arms and a little girl sitting at her feet, quite still, with a pair of small hands folded in her lap.	Later in the morning, Katy, going down to her stateroom for something, came across a pallid, exhausted looking lady, who lay stretched on one of the long sofas in the cabin, with a baby in her arms and a little girl sitting at her feet, quite still, with a pair of small hands folded in her lap.	true	997.64	1014.76	22.237532
4138_11079_000047_000001	The little girl did not seem to be more than four years old. She had two pig-tails of thick flaxen hair hanging over her shoulders, and at Katy's approach raised a pair of solemn blue eyes, which had so much appeal in them, though she said nothing, that Katy stopped at once.	The little girl did not seem to be more than four years old. She had two pig tails of thick flaxen hair hanging over her shoulders, and at Katy's approach raised a pair of solemn blue eyes, which had so much appeal in them, though she said nothing, that Katy stopped at once.	true	1015.16	1031.08	24.924044
4138_11079_000048_000000	"Can I do anything for you?" she asked.	"Can I do anything for you?" she asked.	true	1032.47	1034.47	22.762856
4138_11079_000048_000001	"I am afraid you have been very ill."	"I am afraid you have been very ill."	true	1034.47	1036.69	24.311285
4138_11079_000049_000000	At the sound of her voice the lady on the sofa opened her eyes.	At the sound of her voice the lady on the sofa opened her eyes.	true	1037.57	1040.89	20
4138_11079_000049_000001	She tried to speak, but to Katy's dismay began to cry instead; and when the words came they were strangled with sobs.	She tried to speak, but to Katy's dismay began to cry instead; and when the words came they were strangled with sobs.	true	1041.05	1048.03	22.307463
4138_11079_000050_000000	"You are so kin-d to ask," she said.	"You are so kin d to ask," she said.	false	1048.88	1052.14	23.349186
4138_11079_000050_000001	"If you would give my little girl something to eat!	"If you would give my little girl something to eat!	true	1052.14	1054.85	26.7785
4138_11079_000050_000002	She has had nothing since yesterday, and I have been so ill; and no-nobody has c-ome near us!"	She has had nothing since yesterday, and I have been so ill; and no nobody has c o m e near us!"	false	1054.85	1061.44	23.006014
4138_11079_000051_000000	"Oh!" cried Katy, with horror, "nothing to eat since yesterday!	"Oh!" cried Katy, with horror, "nothing to eat since yesterday!	true	1062.53	1066.47	19.520414
4138_11079_000051_000001	How did it happen?"	How did it happen?"	true	1066.47	1067.71	26.71461
4138_11079_000052_000000	"Everybody has been sick on our side the ship," explained the poor lady, "and I suppose the stewardess thought, as I had a maid with me, that I needed her less than the others.	"Everybody has been sick on our side the ship," explained the poor lady, "and I suppose the stewardess thought, as I had a maid with me, that I needed her less than the others.	true	1068.77	1078.36	25
4138_11079_000052_000001	But my maid has been sick, too; and oh, so selfish!	But my maid has been sick, too; and oh, so selfish!	true	1078.43	1082.17	22.38344
4138_11079_000052_000002	She wouldn't even take the baby into the berth with her; and I have had all I could do to manage with him, when I couldn't lift up my head.	She wouldn't even take the baby into the berth with her; and I have had all I could do to manage with him, when I couldn't lift up my head.	true	1082.24	1089.49	28
4138_11079_000052_000003	Little Gretchen has had to go without anything; and she has been so good and patient!"	Little Gretchen has had to go without anything; and she has been so good and patient!"	true	1089.62	1094.26	28.11987
4138_11079_000053_000000	Katy lost no time, but ran for Mrs. Barrett, whose indignation knew no bounds when she heard how the helpless party had been neglected.	Katy lost no time, but ran for mrs Barrett, whose indignation knew no bounds when she heard how the helpless party had been neglected.	true	1095.08	1102.93	22.43446
4138_11079_000054_000000	"It's a new person that stewardess h'is, ma'am," she explained, "and most h'inefficient!	"It's a new person that stewardess h'is, ma'am," she explained, "and most h'inefficient!	false	1104.32	1109.44	22
4138_11079_000054_000001	I told the Captain when she come aboard that I didn't 'ave much opinion of her, and now he'll see how it h'is.	I told the Captain when she come aboard that I didn't 'ave much opinion of her, and now he'll see how it h'is.	false	1109.48	1115.13	24.267897
4138_11079_000054_000002	I'm h'ashamed that such a thing should 'appen on the 'Spartacus,' ma'am,--I h'am, h'indeed.	I'm h'ashamed that such a thing should 'appen on the 'Spartacus,' ma'am,--I h'am, h'indeed.	true	1115.13	1120.05	20.949966
4138_11079_000054_000003	H'it never would 'ave ben so h'under h'Eliza, ma'am,--she's the one that went h'off and got herself married the trip before last, when this person came to take her place."	H'it never would 'ave ben so h'under h'Eliza, ma'am,--she's the one that went h'off and got herself married the trip before last, when this person came to take her place."	false	1120.05	1129.36	21.888746
4138_11079_000055_000000	All the time that she talked Mrs. Barrett was busy in making Mrs. Ware--for that, it seemed, was the sick lady's name--more comfortable; and Katy was feeding Gretchen out of a big bowl full of bread and milk which one of the stewards had brought.	All the time that she talked mrs Barrett was busy in making mrs Ware-for that, it seemed, was the sick lady's name-more comfortable; and Katy was feeding Gretchen out of a big bowl full of bread and milk which one of the stewards had brought.	true	1130.33	1143.07	24.822197
4138_11079_000055_000001	The little uncomplaining thing was evidently half starved, but with the mouthfuls the pink began to steal back into her cheeks and lips, and the dark circles lessened under the blue eyes.	The little uncomplaining thing was evidently half starved, but with the mouthfuls the pink began to steal back into her cheeks and lips, and the dark circles lessened under the blue eyes.	true	1143.38	1153.51	25
4138_11079_000055_000002	By the time the bottom of the bowl was reached she could smile, but still she said not a word except a whispered _Danke schon_. Her mother explained that she had been born in Germany, and always till now had been cared for by a German nurse, so that she knew that language better than English.	By the time the bottom of the bowl was reached she could smile, but still she said not a word except a whispered underscore Danke schon underscore. Her mother explained that she had been born in Germany, and always till now had been cared for by a German nurse, so that she knew that language better than English.	false	1154.03	1170.39	23.51965
4138_11079_000056_000000	[Illustration: Katy was feeding Gretchen out of a big bowl full of bread and milk.]	[Illustration: Katy was feeding Gretchen out of a big bowl full of bread and milk.]	false	1170.39	1172.19	27.469915
4138_11079_000057_000000	Gretchen was a great amusement to Katy and Amy during the rest of the voyage.	Gretchen was a great amusement to Katy and Amy during the rest of the voyage.	false	1172.19	1175.74	18
4138_11079_000057_000001	They kept her on deck with them a great deal, and she was perfectly content with them and very good, though always solemn and quiet.	They kept her on deck with them a great deal, and she was perfectly content with them and very good, though always solemn and quiet.	true	1175.87	1182.97	24.651855
4138_11079_000057_000002	Pleasant people turned up among the passengers, as always happens on an ocean steamship, and others not so pleasant, perhaps, who were rather curious and interesting to watch.	Pleasant people turned up among the passengers, as always happens on an ocean steamship, and others not so pleasant, perhaps, who were rather curious and interesting to watch.	true	1183.37	1192.75	23.344368
4138_11079_000058_000000	Katy grew to feel as if she knew a great deal about her fellow travellers as time went on.	Katy grew to feel as if she knew a great deal about her fellow travellers as time went on.	true	1193.72	1198.33	24
4138_11079_000058_000001	There was the young girl going out to join her parents under the care of a severe governess, whom everybody on board rather pitied.	There was the young girl going out to join her parents under the care of a severe governess, whom everybody on board rather pitied.	true	1198.67	1205.32	24.784178
4138_11079_000058_000002	There was the other girl on her way to study art, who was travelling quite alone, and seemed to have nobody to meet her or to go to except a fellow student of her own age, already in Paris, but who seemed quite unconscious of her lonely position and competent to grapple with anything or anybody.	There was the other girl on her way to study art, who was travelling quite alone, and seemed to have nobody to meet her or to go to except a fellow student of her own age, already in Paris, but who seemed quite unconscious of her lonely position and competent to grapple with anything or anybody.	true	1205.66	1222.27	24.435652
4138_11079_000058_000003	There was the queer old gentleman who had "crossed" eleven times before, and had advice and experience to spare for any one who would listen to them; and the other gentleman, not so old but even more queer, who had "frozen his stomach," eight years before, by indulging, on a hot summer's day, in sixteen successive ice-creams, alternated with ten glasses of equally cold soda-water, and who related this exciting experience in turn to everybody on board. There was the bad little boy, whose parents were powerless to oppose him, and who carried terror to the hearts of all beholders whenever he appeared; and the pretty widow who filled the role of reigning belle; and the other widow, not quite so pretty or so much a belle, who had a good deal to say, in a voice made discreetly low, about what a pity it was that dear Mrs. So-and-so should do this or that, and "Doesn't it strike you as very unfortunate that she should not consider" the other thing?	There was the queer old gentleman who had "crossed" eleven times before, and had advice and experience to spare for any one who would listen to them; and the other gentleman, not so old but even more queer, who had "frozen his stomach," eight years before, by indulging, on a hot summer's day, in sixteen successive ice creams, alternated with ten glasses of equally cold soda water, and who related this exciting experience in turn to everybody on board. There was the bad little boy, whose parents were powerless to oppose him, and who carried terror to the hearts of all beholders whenever he appeared; and the pretty widow who filled the role of reigning belle; and the other widow, not quite so pretty or so much a belle, who had a good deal to say, in a voice made discreetly low, about what a pity it was that dear mrs So and so should do this or that, and "Doesn't it strike you as very unfortunate that she should not consider" the other thing?	true	1223.09	1277.32	23.628942
4138_11079_000058_000004	A great sea-going steamer is a little world in itself, and gives one a glimpse of all sorts and conditions of people and characters.	A great sea going steamer is a little world in itself, and gives one a glimpse of all sorts and conditions of people and characters.	true	1278.11	1285.72	23
4138_11079_000059_000000	On the whole, there was no one on the "Spartacus" whom Katy liked so well as sedate little Gretchen except the dear old Captain, with whom she was a prime favorite.	On the whole, there was no one on the "Spartacus" whom Katy liked so well as sedate little Gretchen except the dear old Captain, with whom she was a prime favorite.	true	1286.96	1295.59	23.911062
4138_11079_000059_000001	He gave Mrs. Ashe and herself the seats next to him at table, looked after their comfort in every possible way, and each night at dinner sent Katy one of the apple-dumplings made specially for him by the cook, who had gone many voyages with the Captain and knew his fancies.	He gave mrs Ashe and herself the seats next to him at table, looked after their comfort in every possible way, and each night at dinner sent Katy one of the apple dumplings made specially for him by the cook, who had gone many voyages with the Captain and knew his fancies.	true	1296.11	1310.77	24
4138_11079_000059_000002	Katy did not care particularly for the dumpling, but she valued it as a mark of regard, and always ate it when she could.	Katy did not care particularly for the dumpling, but she valued it as a mark of regard, and always ate it when she could.	true	1311.29	1318.03	26.941126
4138_11079_000060_000000	Meanwhile, every morning brought a fresh surprise from that dear, painstaking Rose, who had evidently worked hard and thought harder in contriving pleasures for Katy's first voyage at sea.	Meanwhile, every morning brought a fresh surprise from that dear, painstaking Rose, who had evidently worked hard and thought harder in contriving pleasures for Katy's first voyage at sea.	true	1319	1329.22	22.815403
4138_11079_000060_000001	Mrs. Barrett was enlisted in the plot, there could be no doubt of that, and enjoyed the joke as much as any one, as she presented herself each day with the invariable formula, "A letter for you, ma'am," or "A bundle, Miss, come by the Parcels Delivery." On the fourth morning it was a photograph of Baby Rose, in a little flat morocco case.	mrs Barrett was enlisted in the plot, there could be no doubt of that, and enjoyed the joke as much as any one, as she presented herself each day with the invariable formula, "A letter for you, ma'am," or "A bundle, Miss, come by the Parcels Delivery." On the fourth morning it was a photograph of Baby Rose, in a little flat morocco case.	true	1330.01	1348.93	24.614174
4138_11079_000060_000002	The fifth brought a wonderful epistle, full of startling pieces of news, none of them true.	The fifth brought a wonderful epistle, full of startling pieces of news, none of them true.	true	1349.36	1354.21	25.338806
4138_11079_000060_000003	On the sixth appeared a long narrow box containing a fountain pen.	On the sixth appeared a long narrow box containing a fountain pen.	true	1354.76	1358.8	24
4138_11079_000060_000004	Then came Mr. Howells's "A Foregone Conclusion," which Katy had never seen; then a box of quinine pills; then a sachet for her trunk; then another burlesque poem; last of all, a cake of delicious violet soap, "to wash the sea-smell from her hands," the label said.	Then came mr Howells's "A Foregone Conclusion," which Katy had never seen; then a box of quinine pills; then a sachet for her trunk; then another burlesque poem; last of all, a cake of delicious violet soap, "to wash the sea smell from her hands," the label said.	true	1359.2	1375.69	23.087551
4138_11079_000060_000005	It grew to be one of the little excitements of ship life to watch for the arrival of these daily gifts; and "What did the mail bring for you this time, Miss Carr?" was a question frequently asked.	It grew to be one of the little excitements of ship life to watch for the arrival of these daily gifts; and "What did the mail bring for you this time, Miss Carr?" was a question frequently asked.	true	1376.48	1386.97	26.879623
4138_11079_000060_000006	Each arrival Katy thought must be the final one; but Rose's forethought had gone so far even as to provide an extra parcel in case the voyage was a day longer than usual, and "Miss Carr's mail" continued to come in till the very last morning.	Each arrival Katy thought must be the final one; but Rose's forethought had gone so far even as to provide an extra parcel in case the voyage was a day longer than usual, and "Miss Carr's mail" continued to come in till the very last morning.	false	1387.61	1400.47	22
4138_11079_000061_000000	Katy never forgot the thrill that went through her when, after so many days of sea, her eyes first caught sight of the dim line of the Irish coast.	Katy never forgot the thrill that went through her when, after so many days of sea, her eyes first caught sight of the dim line of the Irish coast.	true	1401.47	1409.73	20
4138_11079_000061_000001	An exciting and interesting day followed as, after stopping at Queenstown to leave the mails, they sped northeastward between shores which grew more distinct and beautiful with every hour,--on one side Ireland, on the other the bold mountain lines of the Welsh coast.	An exciting and interesting day followed as, after stopping at Queenstown to leave the mails, they sped northeastward between shores which grew more distinct and beautiful with every hour,--on one side Ireland, on the other the bold mountain lines of the Welsh coast.	false	1409.73	1426.15	21.96953
4138_11079_000061_000002	It was late afternoon when they entered the Mersey, and dusk had fallen before the Captain got out his glass to look for the white fluttering speck in his own window which meant so much to him.	It was late afternoon when they entered the Mersey, and dusk had fallen before the Captain got out his glass to look for the white fluttering speck in his own window which meant so much to him.	true	1427	1436.5	23
4138_11079_000061_000003	Long he studied before he made quite sure that it was there.	Long he studied before he made quite sure that it was there.	true	1437.11	1440.31	23.901533
4138_11079_000061_000004	At last he shut the glass with a satisfied air.	At last he shut the glass with a satisfied air.	true	1440.59	1443.43	22
4138_11079_000062_000000	"It's all right," he said to Katy, who stood near, almost as much interested as he.	"It's all right," he said to Katy, who stood near, almost as much interested as he.	true	1444.01	1448.71	23.364311
4138_11079_000062_000001	"Lucy never forgets, bless her!	"Lucy never forgets, bless her!	true	1448.93	1451.11	26.841469
4138_11079_000062_000002	Well, there's another voyage over and done with, thank God, and my Mary is where she was.	Well, there's another voyage over and done with, thank God, and my Mary is where she was.	true	1451.42	1456.3	19
4138_11079_000062_000003	It's a load taken from my mind."	It's a load taken from my mind."	true	1456.49	1458.73	21.724855
4138_11079_000063_000000	The moon had risen and was shining softly on the river as the crowded tender landed the passengers from the "Spartacus" at the Liverpool docks.	The moon had risen and was shining softly on the river as the crowded tender landed the passengers from the "Spartacus" at the Liverpool docks.	true	1459.85	1468.57	21.86089
4138_11079_000064_000000	"We shall meet again in London or in Paris," said one to another, and cards and addresses were exchanged.	"We shall meet again in London or in Paris," said one to another, and cards and addresses were exchanged.	true	1469.9	1475.65	20.942316
4138_11079_000064_000001	Then after a brief delay at the Custom House they separated, each to his own particular destination; and, as a general thing, none of them ever saw any of the others again. It is often thus with those who have been fellow voyagers at sea; and it is always a surprise and perplexity to inexperienced travellers that it can be so, and that those who have been so much to each other for ten days can melt away into space and disappear as though the brief intimacy had never existed.	Then after a brief delay at the Custom House they separated, each to his own particular destination; and, as a general thing, none of them ever saw any of the others again. It is often thus with those who have been fellow voyagers at sea; and it is always a surprise and perplexity to inexperienced travellers that it can be so, and that those who have been so much to each other for ten days can melt away into space and disappear as though the brief intimacy had never existed.	true	1475.84	1502.56	25.144234
4138_11079_000065_000000	"Four-wheeler or hansom, ma'am?" said a porter to Mrs. Ashe.	"Four wheeler or hansom, ma'am?" said a porter to mrs Ashe.	true	1503.56	1507.21	24.374216
4138_11079_000066_000000	"Which, Katy?"	"Which, Katy?"	true	1507.97	1508.98	35.823383
4138_11079_000067_000000	"Oh, let us have a hansom!	"Oh, let us have a hansom!	true	1509.29	1511.28	24.72006
4138_11079_000067_000001	I never saw one, and they look so nice in 'Punch.'"	I never saw one, and they look so nice in 'Punch.'"	true	1511.28	1514.17	21.057068
4138_11079_000068_000000	So a hansom cab was called, the two ladies got in, Amy cuddled down between them, the folding-doors were shut over their knees like a lap-robe, and away they drove up the solidly paved streets to the hotel where they were to pass the night.	So a hansom cab was called, the two ladies got in, Amy cuddled down between them, the folding doors were shut over their knees like a lap robe, and away they drove up the solidly paved streets to the hotel where they were to pass the night.	true	1514.78	1528.12	23.247272
4138_11079_000068_000001	It was too late to see or do anything but enjoy the sense of being on firm land once more.	It was too late to see or do anything but enjoy the sense of being on firm land once more.	true	1528.46	1533.34	17
4138_11079_000069_000000	"How lovely it will be to sleep in a bed that doesn't tip or roll from side to side!" said Mrs. Ashe.	"How lovely it will be to sleep in a bed that doesn't tip or roll from side to side!" said mrs Ashe.	true	1534.04	1539.67	22.349522
4138_11079_000070_000000	"Yes, and that is wide enough and long enough and soft enough to be comfortable!" replied Katy.	"Yes, and that is wide enough and long enough and soft enough to be comfortable!" replied Katy.	true	1540.1	1544.62	20.849
4138_11079_000070_000001	"I feel as if I could sleep for a fortnight to make up for the bad nights at sea."	"I feel as if I could sleep for a fortnight to make up for the bad nights at sea."	true	1545.02	1549.18	27.8854
4138_11079_000071_000000	Everything seemed delightful to her,--the space for undressing, the great tub of fresh water which stood beside the English-looking washstand with its ample basin and ewer, the chintz-curtained bed, the coolness, the silence,--and she closed her eyes with the pleasant thought in her mind, "It is really England and we are really here!"	Everything seemed delightful to her,--the space for undressing, the great tub of fresh water which stood beside the English looking washstand with its ample basin and ewer, the chintz curtained bed, the coolness, the silence,--and she closed her eyes with the pleasant thought in her mind, "It is really England and we are really here!"	false	1550.27	1574.94	21.453588
