2960_155152_000000_000000	The disinterestedness of these would-be philosophers looked, at first sight, extremely imposing.	The disinterestedness of these would be philosophers looked, at first sight, extremely imposing.	false	0	1.29	29.074076
2960_155152_000012_000012	What I have now told you, sir, removes the third objection, and is the reason why, at the present time, he cannot go to Paris to the king, in fulfilment of his promises made two years ago.	What I have now told you, sir, removes the third objection, and is the reason why, at the present time, he cannot go to Paris to the king, in fulfilment of his promises made two years ago.	true	1277.06	1290.88	22.316286
2960_155152_000012_000013	Two, or even three, summers have been lost to him, owing to the continual inquietude he has laboured under.	Two, or even three, summers have been lost to him, owing to the continual inquietude he has laboured under.	true	1290.88	1299.01	22.91835
2960_155152_000012_000014	He has, in consequence, been unable to work, and has not collected a sufficient quantity of his oil and powder, or brought what he has got to the necessary degree of perfection.	He has, in consequence, been unable to work, and has not collected a sufficient quantity of his oil and powder, or brought what he has got to the necessary degree of perfection.	true	1299.11	1311.83	23.405882
2960_155152_000012_000015	For this reason also he could not give the Sieur de Bourget the portion he promised him for your inspection.	For this reason also he could not give the Sieur de Bourget the portion he promised him for your inspection.	false	1311.83	1320.73	22.618242
2960_155152_000012_000016	If the other day he changed some lead into gold with a few grains of his powder, they were assuredly all he had; for he told me that such was the fact long before he knew my nephew was coming.	If the other day he changed some lead into gold with a few grains of his powder, they were assuredly all he had; for he told me that such was the fact long before he knew my nephew was coming.	false	1320.73	1335.05	23.056917
2960_155152_000012_000017	Even if he had preserved this small quantity to operate before the king, I am sure that, on second thoughts, he would never have adventured with so little; because the slightest obstacles in the metals (their being too hard or too soft, which is only discovered in operating,) would have caused him to be looked upon as an impostor, if, in case his first powder had proved ineffectual, he had not been possessed of more to renew the experiment and surmount the difficulty.	Even if he had preserved this small quantity to operate before the king, I am sure that, on second thoughts, he would never have adventured with so little; because the slightest obstacles in the metals (their being too hard or too soft, which is only discovered in operating,) would have caused him to be looked upon as an impostor, if, in case his first powder had proved ineffectual, he had not been possessed of more to renew the experiment and surmount the difficulty.	true	1335.05	1367.74	22.979053
2960_155152_000013_000000	"Permit me, sir, in conclusion, to repeat, that such an artist as this should not be driven to the last extremity, nor forced to seek an asylum offered to him in other countries, but which he has despised, as much from his own inclinations as from the advice I have given him.	"Permit me, sir, in conclusion, to repeat, that such an artist as this should not be driven to the last extremity, nor forced to seek an asylum offered to him in other countries, but which he has despised, as much from his own inclinations as from the advice I have given him.	true	1367.93	1389.73	22.58971
2960_155152_000013_000001	You risk nothing in giving him a little time, and in hurrying him you may lose a great deal.	You risk nothing in giving him a little time, and in hurrying him you may lose a great deal.	true	1389.73	1396.08	20
2960_155152_000013_000002	The genuineness of his gold can no longer be doubted, after the testimony of so many jewellers of Aix, Lyons, and Paris in its favour.	The genuineness of his gold can no longer be doubted, after the testimony of so many jewellers of Aix, Lyons, and Paris in its favour.	false	1396.08	1407.27	20.44824
2960_155152_000013_000003	As it is not his fault that the previous safe-conducts sent to him have been of no service, it will be necessary to send him another; for the success of which I will be answerable, if you will confide the matter to me, and trust to my zeal for the service of his majesty, to whom I pray you to communicate this letter, that I may be spared the just reproaches he might one day heap upon me if he remained ignorant of the facts I have now written to you.	As it is not his fault that the previous safe conducts sent to him have been of no service, it will be necessary to send him another; for the success of which I will be answerable, if you will confide the matter to me, and trust to my zeal for the service of his majesty, to whom I pray you to communicate this letter, that I may be spared the just reproaches he might one day heap upon me if he remained ignorant of the facts I have now written to you.	true	1407.27	1442.77	22.485756
2960_155152_000013_000004	Assure him, if you please, that, if you send me such a safe-conduct, I will oblige the Sieur Delisle to depose with me such precious pledges of his fidelity as shall enable me to be responsible myself to the king.	Assure him, if you please, that, if you send me such a safe conduct, I will oblige the Sieur Delisle to depose with me such precious pledges of his fidelity as shall enable me to be responsible myself to the king.	false	1443.11	1461.04	21.226727
2960_155152_000013_000005	These are my sentiments, and I submit them to your superior knowledge; and have the honour to remain, with much respect, &c.	These are my sentiments, and I submit them to your superior knowledge; and have the honour to remain, with much respect, and c.	false	1461.38	1471.62	21.12139
2960_155152_000014_000000	"+ JOHN BISHOP OF SENES.	"plus john BISHOP OF SENES.	false	1471.62	1474.39	24.220308
2960_155152_000015_000000	"To M. Desmarets, Minister of State, and Comptroller-General of the Finances, at Paris."	"To m Desmarets, Minister of State, and Comptroller General of the Finances, at Paris."	false	1474.55	1482.01	25.297766
2960_155152_000016_000000	That Delisle was no ordinary impostor, but a man of consummate cunning and address, is very evident from this letter.	That Delisle was no ordinary impostor, but a man of consummate cunning and address, is very evident from this letter.	true	1483.1	1492.51	22.114988
2960_155152_000016_000001	The bishop was fairly taken in by his clever legerdemain, and when once his first distrust was conquered, appeared as anxious to deceive himself as even Delisle could have wished. His faith was so abundant that he made the case of his _protege_ his own, and would not suffer the breath of suspicion to be directed against him. Both Louis and his minister appear to have been dazzled by the brilliant hopes he had excited, and a third pass, or safe-conduct, was immediately sent to the alchymist, with a command from the king that he should forthwith present himself at Versailles, and make public trial of his oil and powder.	The bishop was fairly taken in by his clever legerdemain, and when once his first distrust was conquered, appeared as anxious to deceive himself as even Delisle could have wished. His faith was so abundant that he made the case of his underscore protege underscore his own, and would not suffer the breath of suspicion to be directed against him. Both Louis and his minister appear to have been dazzled by the brilliant hopes he had excited, and a third pass, or safe conduct, was immediately sent to the alchymist, with a command from the king that he should forthwith present himself at Versailles, and make public trial of his oil and powder.	false	1492.82	1540.45	21.070875
2960_155152_000016_000002	But this did not suit the plans of Delisle.	But this did not suit the plans of Delisle.	true	1540.94	1544.35	22.789118
2960_155152_000016_000003	In the provinces he was regarded as a man of no small importance; the servile flattery that awaited him wherever he went was so grateful to his mind that he could not willingly relinquish it, and run upon certain detection at the court of the monarch.	In the provinces he was regarded as a man of no small importance; the servile flattery that awaited him wherever he went was so grateful to his mind that he could not willingly relinquish it, and run upon certain detection at the court of the monarch.	true	1545.05	1564.06	20.63516
2960_155152_000016_000004	Upon one pretext or another he delayed his journey, notwithstanding the earnest solicitations of his good friend the bishop. The latter had given his word to the minister, and pledged his honour that he would induce Delisle to go, and he began to be alarmed when he found he could not subdue the obstinacy of that individual.	Upon one pretext or another he delayed his journey, notwithstanding the earnest solicitations of his good friend the bishop. The latter had given his word to the minister, and pledged his honour that he would induce Delisle to go, and he began to be alarmed when he found he could not subdue the obstinacy of that individual.	false	1564.37	1589.05	20.787094
2960_155152_000016_000005	For more than two years he continued to remonstrate with him, and was always met by some excuse, that there was not sufficient powder, or that it had not been long enough exposed to the rays of the sun.	For more than two years he continued to remonstrate with him, and was always met by some excuse, that there was not sufficient powder, or that it had not been long enough exposed to the rays of the sun	false	1589.15	1604.64	21.557743
2960_155152_000016_000006	At last his patience was exhausted; and fearful that he might suffer in the royal estimation by longer delay, he wrote to the king for a _lettre de cachet_, in virtue of which the alchymist was seized at the castle of La Palu, in the month of June 1711, and carried off to be imprisoned in the Bastille.	At last his patience was exhausted; and fearful that he might suffer in the royal estimation by longer delay, he wrote to the king for a underscore lettre de cachet underscore, in virtue of which the alchymist was seized at the castle of La Palu, in the month of june seventeen eleven, and carried off to be imprisoned in the Bastille.	false	1604.64	1630.11	21.748825
2960_155152_000017_000000	The gendarmes were aware that their prisoner was supposed to be the lucky possessor of the philosopher's stone, and on the road they conspired to rob and murder him.	The gendarmes were aware that their prisoner was supposed to be the lucky possessor of the philosopher's stone, and on the road they conspired to rob and murder him.	false	1630.11	1642.2	21.71727
2960_155152_000017_000001	One of them pretended to be touched with pity for the misfortunes of the philosopher, and offered to give him an opportunity of escape whenever he could divert the attention of his companions.	One of them pretended to be touched with pity for the misfortunes of the philosopher, and offered to give him an opportunity of escape whenever he could divert the attention of his companions.	true	1642.2	1653.43	18
2960_155152_000017_000002	Delisle was profuse in his thanks, little dreaming of the snare that was laid for him.	Delisle was profuse in his thanks, little dreaming of the snare that was laid for him.	false	1653.47	1660.28	20.690317
2960_155152_000017_000003	His treacherous friend gave notice of the success of the stratagem so far; and it was agreed that Delisle should be allowed to struggle with and overthrow one of them while the rest were at some distance.	His treacherous friend gave notice of the success of the stratagem so far; and it was agreed that Delisle should be allowed to struggle with and overthrow one of them while the rest were at some distance.	true	1660.28	1673.28	19
2960_155152_000017_000004	They were then to pursue him and shoot him through the heart; and after robbing the corpse of the philosopher's stone, convey it to Paris on a cart, and tell M. Desmarets that the prisoner had attempted to escape, and would have succeeded if they had not fired after him and shot him through the body. At a convenient place the scheme was executed.	They were then to pursue him and shoot him through the heart; and after robbing the corpse of the philosopher's stone, convey it to Paris on a cart, and tell m Desmarets that the prisoner had attempted to escape, and would have succeeded if they had not fired after him and shot him through the body. At a convenient place the scheme was executed.	false	1673.28	1696.92	19
2960_155152_000017_000005	On a given signal from the friendly gendarme, Delisle fled, while another gendarme took aim and shot him through the thigh.	On a given signal from the friendly gendarme, Delisle fled, while another gendarme took aim and shot him through the thigh.	false	1696.92	1706.19	16
2960_155152_000017_000006	Some peasants arriving at the instant, they were prevented from killing him as they intended, and he was transported to Paris, maimed and bleeding.	Some peasants arriving at the instant, they were prevented from killing him as they intended, and he was transported to Paris, maimed and bleeding.	true	1706.19	1715.62	19
2960_155152_000017_000007	He was thrown into a dungeon in the Bastille, and obstinately tore away the bandages which the surgeons applied to his wound.	He was thrown into a dungeon in the Bastille, and obstinately tore away the bandages which the surgeons applied to his wound.	true	1715.62	1723.96	15
2960_155152_000017_000008	He never afterwards rose from his bed.	He never afterwards rose from his bed.	true	1724.03	1727.25	17
2960_155152_000018_000000	The Bishop of Senes visited him in prison, and promised him his liberty if he would transmute a certain quantity of lead into gold before the king. The unhappy man had no longer the means of carrying on the deception; he had no gold, and no double-bottomed crucible or hollow wand to conceal it in, even if he had.	The Bishop of Senes visited him in prison, and promised him his liberty if he would transmute a certain quantity of lead into gold before the king. The unhappy man had no longer the means of carrying on the deception; he had no gold, and no double bottomed crucible or hollow wand to conceal it in, even if he had.	false	1727.25	1749.66	17
2960_155152_000018_000001	He would not, however, confess that he was an impostor; but merely said he did not know how to make the powder of projection, but had received a quantity from an Italian philosopher, and had used it all in his various transmutations in Provence.	He would not, however, confess that he was an impostor; but merely said he did not know how to make the powder of projection, but had received a quantity from an Italian philosopher, and had used it all in his various transmutations in Provence.	false	1749.66	1766.41	18
2960_155152_000018_000002	He lingered for seven or eight months in the Bastille, and died from the effects of his wound, in the forty-first year of his age.	He lingered for seven or eight months in the Bastille, and died from the effects of his wound, in the forty first year of his age.	true	1766.41	1774.36	17
2960_155152_000019_000000	ALBERT ALUYS.	ALBERT a l u y s.	false	1774.97	1776.72	23.472813
2960_155152_000020_000000	This pretender to the philosopher's stone was the son, by a former husband, of the woman Aluys, with whom Delisle became acquainted at the commencement of his career, in the cabaret by the road-side, and whom he afterwards married.	This pretender to the philosopher's stone was the son, by a former husband, of the woman Aluys, with whom Delisle became acquainted at the commencement of his career, in the cabaret by the road side, and whom he afterwards married.	false	1776.72	1793.92	21.406921
2960_155152_000020_000001	Delisle performed the part of a father towards him, and thought he could shew no stronger proof of his regard, than by giving him the necessary instructions to carry on the deception which had raised himself to such a pitch of greatness.	Delisle performed the part of a father towards him, and thought he could shew no stronger proof of his regard, than by giving him the necessary instructions to carry on the deception which had raised himself to such a pitch of greatness.	true	1793.92	1810.79	21.359642
2960_155152_000020_000002	The young Aluys was an apt scholar, and soon mastered all the jargon of the alchymists.	The young Aluys was an apt scholar, and soon mastered all the jargon of the alchymists.	false	1810.79	1816.98	21.182087
2960_155152_000020_000003	He discoursed learnedly upon projections, cimentations, sublimations, the elixir of life, and the universal alkahest; and on the death of Delisle gave out that the secret of that great adept had been communicated to him, and to him only.	He discoursed learnedly upon projections, cimentations, sublimations, the elixir of life, and the universal alkahest; and on the death of Delisle gave out that the secret of that great adept had been communicated to him, and to him only.	true	1816.98	1836.35	21.943117
2960_155152_000020_000004	His mother aided in the fraud, with the hope they might both fasten themselves, in the true alchymical fashion, upon some rich dupe, who would entertain them magnificently while the operation was in progress.	His mother aided in the fraud, with the hope they might both fasten themselves, in the true alchymical fashion, upon some rich dupe, who would entertain them magnificently while the operation was in progress.	false	1836.35	1850.46	20
2960_155152_000020_000005	The fate of Delisle was no inducement for them to stop in France.	The fate of Delisle was no inducement for them to stop in France.	true	1850.46	1855.01	24
2960_155152_000020_000006	The Provencals, it is true, entertained as high an opinion as ever of his skill, and were well inclined to believe the tales of the young adept on whom his mantle had fallen; but the dungeons of the Bastille were yawning for their prey, and Aluys and his mother decamped with all convenient expedition.	The Provencals, it is true, entertained as high an opinion as ever of his skill, and were well inclined to believe the tales of the young adept on whom his mantle had fallen; but the dungeons of the Bastille were yawning for their prey, and Aluys and his mother decamped with all convenient expedition.	false	1855.01	1875.36	21.045227
2960_155152_000020_000007	They travelled about the Continent for several years, sponging upon credulous rich men, and now and then performing successful transmutations by the aid of double-bottomed crucibles and the like.	They travelled about the Continent for several years, sponging upon credulous rich men, and now and then performing successful transmutations by the aid of double bottomed crucibles and the like.	true	1875.36	1889.07	20
2960_155152_000020_000008	In the year 1726, Aluys, without his mother, who appears to have died in the interval, was at Vienna, where he introduced himself to the Duke de Richelieu, at that time ambassador from the court of France.	In the year seventeen twenty six, Aluys, without his mother, who appears to have died in the interval, was at Vienna, where he introduced himself to the Duke de Richelieu, at that time ambassador from the court of France.	false	1889.07	1905.34	23.188314
2960_155152_000020_000009	He completely deceived this nobleman; he turned lead into gold (apparently) on several occasions, and even made the ambassador himself turn an iron nail into a silver one.	He completely deceived this nobleman; he turned lead into gold (apparently) on several occasions, and even made the ambassador himself turn an iron nail into a silver one.	false	1905.35	1918.02	20.684307
2960_155152_000020_000010	The duke afterwards boasted to Lenglet du Fresnoy of his achievements as an alchymist, and regretted that he had not been able to discover the secret of the precious powder by which he performed them.	The duke afterwards boasted to Lenglet du Fresnoy of his achievements as an alchymist, and regretted that he had not been able to discover the secret of the precious powder by which he performed them.	true	1918.02	1930.98	23.562607
2960_155152_000021_000000	Aluys soon found that, although he might make a dupe of the Duke de Richelieu, he could not get any money from him.	Aluys soon found that, although he might make a dupe of the Duke de Richelieu, he could not get any money from him.	false	1930.98	1940.71	18.789604
2960_155152_000021_000001	On the contrary, the duke expected all his pokers and fire-shovels to be made silver, and all his pewter utensils gold; and thought the honour of his acquaintance was reward sufficient for a _roturier_, who could not want wealth since he possessed so invaluable a secret.	On the contrary, the duke expected all his pokers and fire shovels to be made silver, and all his pewter utensils gold; and thought the honour of his acquaintance was reward sufficient for a underscore roturier underscore, who could not want wealth since he possessed so invaluable a secret.	false	1940.71	1961.28	22.148464
2960_155152_000021_000002	Aluys, seeing that so much was expected of him, bade adieu to his excellency, and proceeded to Bohemia accompanied by a pupil, and by a young girl who had fallen in love with him in Vienna. Some noblemen in Bohemia received him kindly, and entertained him at their houses for months at a time.	Aluys, seeing that so much was expected of him, bade adieu to his excellency, and proceeded to Bohemia accompanied by a pupil, and by a young girl who had fallen in love with him in Vienna. Some noblemen in Bohemia received him kindly, and entertained him at their houses for months at a time.	false	1961.28	1984.23	20.651615
2960_155152_000021_000003	It was his usual practice to pretend that he possessed only a few grains of his powder, with which he would operate in any house where he intended to fix his quarters for the season.	It was his usual practice to pretend that he possessed only a few grains of his powder, with which he would operate in any house where he intended to fix his quarters for the season.	true	1984.23	1995.51	20.124964
2960_155152_000021_000004	He would make the proprietor the present of a piece of gold thus transmuted, and promise him millions, if he could only be provided with leisure to gather his _lunaria major_ and _minor_ on their mountain-tops, and board, lodging, and loose cash for himself, his wife, and his pupil, in the interval.	He would make the proprietor the present of a piece of gold thus transmuted, and promise him millions, if he could only be provided with leisure to gather his underscore lunaria major underscore and underscore minor underscore on their mountain tops, and board, lodging, and loose cash for himself, his wife, and his pupil, in the interval.	false	1995.51	2015.92	20
2960_155152_000022_000000	He exhausted in this manner the patience of some dozen of people, when, thinking that there was less danger for him in France under the young king Louis XV. than under his old and morose predecessor, he returned to Provence.	He exhausted in this manner the patience of some dozen of people, when, thinking that there was less danger for him in France under the young king Louis the fifteenth. than under his old and morose predecessor, he returned to Provence.	false	2016.05	2032.72	22.340162
2960_155152_000022_000001	On his arrival at Aix, he presented himself before M. le Bret, the president of the province, a gentleman who was much attached to the pursuits of alchymy, and had great hopes of being himself able to find the philosopher's stone.	On his arrival at Aix, he presented himself before m le Bret, the president of the province, a gentleman who was much attached to the pursuits of alchymy, and had great hopes of being himself able to find the philosopher's stone.	false	2032.91	2050.02	22.685123
2960_155152_000022_000002	M. le Bret, contrary to his expectation, received him very coolly, in consequence of some rumours that were spread abroad respecting him; and told him to call upon him on the morrow.	M. le Bret, contrary to his expectation, received him very coolly, in consequence of some rumours that were spread abroad respecting him; and told him to call upon him on the morrow.	false	2050.02	2064.42	22.488802
2960_155152_000022_000003	Aluys did not like the tone of the voice, or the expression of the eye of the learned president, as that functionary looked down upon him.	Aluys did not like the tone of the voice, or the expression of the eye of the learned president, as that functionary looked down upon him.	false	2064.42	2074.99	22.895973
2960_155152_000022_000004	Suspecting that all was not right, he left Aix secretly the same evening, and proceeded to Marseilles.	Suspecting that all was not right, he left Aix secretly the same evening, and proceeded to Marseilles.	true	2075.12	2082.97	22.277586
2960_155152_000022_000005	But the police were on the watch for him; and he had not been there four-and-twenty hours, before he was arrested on a charge of coining, and thrown into prison.	But the police were on the watch for him; and he had not been there four and twenty hours, before he was arrested on a charge of coining, and thrown into prison.	false	2082.97	2093.51	21.008274
2960_155152_000023_000000	As the proofs against him were too convincing to leave him much hope of an acquittal, he planned an escape from durance.	As the proofs against him were too convincing to leave him much hope of an acquittal, he planned an escape from durance.	true	2093.51	2101.86	21.822498
2960_155152_000023_000001	It so happened that the gaoler had a pretty daughter, and Aluys soon discovered that she was tender-hearted.	It so happened that the gaoler had a pretty daughter, and Aluys soon discovered that she was tender hearted.	false	2101.86	2109.33	22.75338
2960_155152_000023_000002	He endeavoured to gain her in his favour, and succeeded. The damsel, unaware that he was a married man, conceived and encouraged a passion for him, and generously provided him with the means of escape. After he had been nearly a year in prison he succeeded in getting free, leaving the poor girl behind to learn that he was already married, and to lament in solitude that she had given her heart to an ungrateful vagabond.	He endeavoured to gain her in his favour, and succeeded. The damsel, unaware that he was a married man, conceived and encouraged a passion for him, and generously provided him with the means of escape. After he had been nearly a year in prison he succeeded in getting free, leaving the poor girl behind to learn that he was already married, and to lament in solitude that she had given her heart to an ungrateful vagabond.	false	2109.33	2141.17	19.976017
2960_155152_000024_000000	When he left Marseilles, he had not a shoe to his foot or a decent garment to his back, but was provided with some money and clothes by his wife in a neighbouring town.	When he left Marseilles, he had not a shoe to his foot or a decent garment to his back, but was provided with some money and clothes by his wife in a neighbouring town.	true	2141.18	2152.72	20.893381
2960_155152_000024_000001	They then found their way to Brussels, and by dint of excessive impudence, brought themselves into notice.	They then found their way to Brussels, and by dint of excessive impudence, brought themselves into notice.	true	2153.12	2160.67	22.422413
2960_155152_000024_000002	He took a house, fitted up a splendid laboratory, and gave out that he knew the secret of transmutation.	He took a house, fitted up a splendid laboratory, and gave out that he knew the secret of transmutation.	true	2160.89	2168.47	24.248993
2960_155152_000024_000003	In vain did M. Percel, the brother-in-law of Lenglet du Fresnoy, who resided in that city, expose his pretensions, and hold him up to contempt as an ignorant impostor: the world believed him not.	In vain did m Percel, the brother in law of Lenglet du Fresnoy, who resided in that city, expose his pretensions, and hold him up to contempt as an ignorant impostor: the world believed him not.	false	2168.47	2184.64	21.958183
2960_155152_000024_000004	They took the alchymist at his word, and besieged his doors to see and wonder at the clever legerdemain by which he turned iron nails into gold and silver.	They took the alchymist at his word, and besieged his doors to see and wonder at the clever legerdemain by which he turned iron nails into gold and silver.	true	2185.16	2197.17	19
2960_155152_000024_000005	A rich _greffier_ paid him a large sum of money that he might be instructed in the art, and Aluys gave him several lessons on the most common principles of chemistry.	A rich underscore greffier underscore paid him a large sum of money that he might be instructed in the art, and Aluys gave him several lessons on the most common principles of chemistry.	false	2197.17	2208.64	21.417076
2960_155152_000024_000006	The greffier studied hard for a twelvemonth, and then discovered that his master was a quack.	The greffier studied hard for a twelvemonth, and then discovered that his master was a quack.	false	2208.64	2214.8	23
2960_155152_000024_000007	He demanded his money back again; but Aluys was not inclined to give it him, and the affair was brought before the civil tribunal of the province.	He demanded his money back again; but Aluys was not inclined to give it him, and the affair was brought before the civil tribunal of the province.	false	2214.8	2225.11	21.634062
2960_155152_000024_000008	In the mean time, however, the greffier died suddenly; poisoned, according to the popular rumour, by his debtor, to avoid repayment.	In the mean time, however, the greffier died suddenly; poisoned, according to the popular rumour, by his debtor, to avoid repayment.	false	2225.12	2234.89	21.742855
2960_155152_000024_000009	So great an outcry arose in the city, that Aluys, who may have been innocent of the crime, was nevertheless afraid to remain and brave it.	So great an outcry arose in the city, that Aluys, who may have been innocent of the crime, was nevertheless afraid to remain and brave it.	false	2235.14	2245	21.297852
2960_155152_000024_000010	He withdrew secretly in the night, and retired to Paris.	He withdrew secretly in the night, and retired to Paris.	true	2245.31	2249.71	23.95173
2960_155152_000024_000011	Here all trace of him is lost.	Here all trace of him is lost.	true	2250.08	2252.53	21.116776
2960_155152_000024_000012	He was never heard of again; but Lenglet du Fresnoy conjectures that he ended his days in some obscure dungeon, into which he was cast for coining or other malpractices.	He was never heard of again; but Lenglet du Fresnoy conjectures that he ended his days in some obscure dungeon, into which he was cast for coining or other malpractices.	false	2252.75	2269.65	21.085001
