7460_104483_000000_000000	CHAPTER X.	CHAPTER ten	false	0.96	25.755	22.682533
7460_104483_000029_000013	Of Sir Magnus it was hinted that he was afraid of his wife; but in truth he desired it to be understood that all the disagreeable things done at the Embassy were done by Lady Mountjoy, and not by him.	Of Sir Magnus it was hinted that he was afraid of his wife; but in truth he desired it to be understood that all the disagreeable things done at the Embassy were done by Lady Mountjoy, and not by him.	true	1074.56	1086.73	22.178005
7460_104483_000029_000014	He did not refuse leave to the ladies to drop their cards at his hall-door.	He did not refuse leave to the ladies to drop their cards at his hall door.	true	1087.58	1091.83	21.730495
7460_104483_000029_000015	He could ask a few men to his table without referring the matter to his wife; but every one would understand that the asking of ladies was based on a different footing.	He could ask a few men to his table without referring the matter to his wife; but every one would understand that the asking of ladies was based on a different footing.	true	1092.26	1102.12	24.25234
7460_104483_000030_000000	He knew well that as a rule it was not fitting that he should ask a married man without his wife; but there are occasions on which an excuse can be given, and upon the whole the men liked it.	He knew well that as a rule it was not fitting that he should ask a married man without his wife; but there are occasions on which an excuse can be given, and upon the whole the men liked it.	true	1103.57	1114.42	25.045858
7460_104483_000030_000001	He was a stout, tall, portly old gentleman, sixty years of age, but looking somewhat older, whom it was a difficulty to place on horseback, but who, when there, looked remarkably well.	He was a stout, tall, portly old gentleman, sixty years of age, but looking somewhat older, whom it was a difficulty to place on horseback, but who, when there, looked remarkably well.	true	1115.27	1127.2	24.369453
7460_104483_000030_000002	He rarely rose to a trot during his two hours of exercise, which to the two attache's who were told off for the duty of accompanying him was the hardest part of their allotted work.	He rarely rose to a trot during his two hours of exercise, which to the two attache's who were told off for the duty of accompanying him was the hardest part of their allotted work.	true	1128.05	1138.45	20.891132
7460_104483_000030_000003	But other gentlemen would lay themselves out to meet Sir Magnus and to ride with him, and in this way he achieved that character for popularity which had been a better aid to him in life than all the diplomatic skill which he possessed.	But other gentlemen would lay themselves out to meet Sir Magnus and to ride with him, and in this way he achieved that character for popularity which had been a better aid to him in life than all the diplomatic skill which he possessed.	true	1139.15	1151.74	24.6721
7460_104483_000031_000000	"What do you think?" said he, walking off with Mrs. Mountjoy's letter into his wife's room.	"What do you think?" said he, walking off with mrs Mountjoy's letter into his wife's room.	true	1153.19	1158.28	21.046745
7460_104483_000032_000000	"I don't think anything, my dear."	"I don't think anything, my dear."	true	1158.89	1160.59	21.060694
7460_104483_000033_000000	"You never do." Lady Mountjoy, who had not yet undergone her painting, looked cross and ill-natured.	"You never do." Lady Mountjoy, who had not yet undergone her painting, looked cross and ill natured.	true	1160.96	1167.58	23.590052
7460_104483_000033_000001	"At any rate, Sarah and her daughter are proposing to come here."	"At any rate, Sarah and her daughter are proposing to come here."	true	1168.1	1171.72	23.730556
7460_104483_000034_000000	"Good gracious!	"Good gracious!	true	1172.06	1173.21	25.044554
7460_104483_000034_000001	At once?"	At once?"	true	1173.21	1174.06	23.84138
7460_104483_000035_000000	"Yes, at once.	"Yes, at once.	true	1174.64	1175.86	23.213816
7460_104483_000035_000001	Of course, I've asked them over and over again, and something was said about this autumn, when we had come back from Pimperingen."	Of course, I've asked them over and over again, and something was said about this autumn, when we had come back from Pimperingen."	true	1175.87	1182.64	22.89894
7460_104483_000036_000000	"Why did you not tell me?"	"Why did you not tell me?"	true	1183.34	1184.92	29.827162
7460_104483_000037_000000	"Bother!	"Bother!	true	1185.38	1186.18	26.120184
7460_104483_000037_000001	I did tell you.	I did tell you.	true	1186.18	1187.47	24.367344
7460_104483_000037_000002	This kind of thing always turns up at last. She's a very good kind of a woman, and the daughter is all that she ought to be."	This kind of thing always turns up at last. She's a very good kind of a woman, and the daughter is all that she ought to be."	false	1187.84	1194.73	24.553326
7460_104483_000038_000000	"Of course she'll be flirting with Anderson." Anderson was one of the two mounted attaches.	"Of course she'll be flirting with Anderson." Anderson was one of the two mounted attaches.	false	1195.52	1201.92	19.180273
7460_104483_000039_000000	"Anderson will know how to look after himself," said Sir Magnus.	"Anderson will know how to look after himself," said Sir Magnus.	true	1201.92	1205.17	22.113535
7460_104483_000039_000001	"At any rate they must come.	"At any rate they must come.	true	1205.51	1207.36	28.634422
7460_104483_000039_000002	They have never troubled us before, and we ought to put up with them once."	They have never troubled us before, and we ought to put up with them once."	true	1207.79	1211.83	25.89741
7460_104483_000040_000000	"But, my dear, what is all this about her brother?"	"But, my dear, what is all this about her brother?"	true	1212.65	1215.94	20.25563
7460_104483_000041_000000	"She won't bring her brother with her."	"She won't bring her brother with her."	true	1216.58	1218.46	23.35748
7460_104483_000042_000000	"How can you be sure of that?" said the anxious lady.	"How can you be sure of that?" said the anxious lady.	true	1218.59	1221.19	25.23094
7460_104483_000043_000000	"He is dying, and can't be moved."	"He is dying, and can't be moved."	true	1221.62	1223.92	23.676216
7460_104483_000044_000000	"But that son of his--Mountjoy.	"But that son of his-Mountjoy.	true	1224.41	1227.04	24.942371
7460_104483_000044_000001	It's altogether a most distressing story.	It's altogether a most distressing story.	true	1227.35	1229.86	21.519606
7460_104483_000044_000002	He turns out to be nobody after all, and now he has disappeared, and the papers for an entire month were full of him.	He turns out to be nobody after all, and now he has disappeared, and the papers for an entire month were full of him.	false	1230.08	1236.28	24.941338
7460_104483_000044_000003	What would you do if he were to turn up here?	What would you do if he were to turn up here?	true	1236.77	1238.95	25.669323
7460_104483_000044_000004	The girl was engaged to him, you know, and has only thrown him off since his own father declared that he was not legitimate.	The girl was engaged to him, you know, and has only thrown him off since his own father declared that he was not legitimate.	true	1239.5	1245.94	21.200394
7460_104483_000044_000005	There never was such a mess about anything since London first began."	There never was such a mess about anything since London first began."	true	1246.67	1251.04	20.831608
7460_104483_000045_000000	Then Sir Magnus declared that, let Mountjoy Scarborough and his father have misbehaved as they might, Mr. Scarborough's sister must be received at Brussels.	Then Sir Magnus declared that, let Mountjoy Scarborough and his father have misbehaved as they might, mr Scarborough's sister must be received at Brussels.	true	1252.4	1260.94	23.943241
7460_104483_000045_000001	There was a little family difficulty.	There was a little family difficulty.	true	1261.91	1264.27	19.246311
7460_104483_000045_000002	Sir Magnus had borrowed three thousand pounds from the general which had been settled on the general's widow, and the interest was not always paid with extreme punctuality.	Sir Magnus had borrowed three thousand pounds from the general which had been settled on the general's widow, and the interest was not always paid with extreme punctuality.	true	1264.55	1274.11	20.430977
7460_104483_000045_000003	To give Mrs. Mountjoy her due, it must be said that this had not entered into her consideration when she had written to her brother-in-law; but it was a burden to Sir Magnus, and had always tended to produce from him a reiteration of those invitations, which Mrs. Mountjoy had taken as an expression of brotherly love.	To give mrs Mountjoy her due, it must be said that this had not entered into her consideration when she had written to her brother in law; but it was a burden to Sir Magnus, and had always tended to produce from him a reiteration of those invitations, which mrs Mountjoy had taken as an expression of brotherly love.	true	1275.08	1292.71	20.793358
7460_104483_000045_000004	Her own income was always sufficient for her wants, and the hundred and fifty pounds coming from Sir Magnus had not troubled her much.	Her own income was always sufficient for her wants, and the hundred and fifty pounds coming from Sir Magnus had not troubled her much.	false	1293.2	1302.21	21.302168
7460_104483_000045_000005	"Well, my dear, if it must be it must;--only what I'm to do with her I do not know."	"Well, my dear, if it must be it must;--only what I'm to do with her I do not know."	false	1302.21	1309.37	23.814384
7460_104483_000046_000000	"Take her about in the carriage," said Sir Magnus, who was beginning to be a little angry with this interference.	"Take her about in the carriage," said Sir Magnus, who was beginning to be a little angry with this interference.	true	1309.37	1314.82	20.918736
7460_104483_000047_000000	"And the daughter?	"And the daughter?	true	1315.37	1316.32	25.02585
7460_104483_000047_000001	Daughters are twice more troublesome than their mothers."	Daughters are twice more troublesome than their mothers."	true	1316.81	1319.47	21.944105
7460_104483_000048_000000	"Pass her over to Miss Abbott.	"Pass her over to Miss Abbott.	true	1320.26	1321.74	19.7043
7460_104483_000048_000001	And for goodness' sake don't make so much trouble about things which need not be troublesome." Then Sir Magnus left his wife to ring for her chambermaid and go on with her painting, while he himself undertook the unwonted task of writing an affectionate letter to his sister-in-law.	And for goodness' sake don't make so much trouble about things which need not be troublesome." Then Sir Magnus left his wife to ring for her chambermaid and go on with her painting, while he himself undertook the unwonted task of writing an affectionate letter to his sister in law.	true	1321.74	1338.91	23.4538
7460_104483_000048_000002	It should be here explained that Sir Magnus had no children of his own, and that Miss Abbott was the lady who was bound to smile and say pretty things on all occasions to Lady Mountjoy for the moderate remuneration of two hundred a year and her maintenance.	It should be here explained that Sir Magnus had no children of his own, and that Miss Abbott was the lady who was bound to smile and say pretty things on all occasions to Lady Mountjoy for the moderate remuneration of two hundred a year and her maintenance.	false	1339.55	1355.02	22.29814
7460_104483_000049_000000	The letter which Sir Magnus wrote was as follows:	The letter which Sir Magnus wrote was as follows:	true	1356.14	1359.31	22.681156
7460_104483_000050_000000	MY DEAR SARAH,--Lady Mountjoy bids me say that we shall be delighted to receive you and my niece at the British Ministry on the 1st of October, and hope that you will stay with us till the end of the month.--Believe me, most affectionately yours, MAGNUS MOUNTJOY.	MY DEAR SARAH,--Lady Mountjoy bids me say that we shall be delighted to receive you and my niece at the British Ministry on the first of October, and hope that you will stay with us till the end of the month.--Believe me, most affectionately yours, MAGNUS MOUNTJOY.	true	1360.28	1379.17	21.665573
7460_104483_000051_000000	"I have a most kind letter from Sir Magnus," said Mrs. Mountjoy to her daughter.	"I have a most kind letter from Sir Magnus," said mrs Mountjoy to her daughter.	true	1380.38	1384.93	22.053934
7460_104483_000052_000000	"What does he say?"	"What does he say?"	true	1385.63	1386.7	20.654705
7460_104483_000053_000000	"That he will be delighted to receive us on the 1st of October.	"That he will be delighted to receive us on the first of October.	true	1387.58	1390.74	20.427633
7460_104483_000053_000001	I did say that we should be ready to start in about a week's time, because I know that he gets home from his autumn holiday by the middle of September.	I did say that we should be ready to start in about a week's time, because I know that he gets home from his autumn holiday by the middle of September.	false	1390.74	1398.37	20.773771
7460_104483_000053_000002	But I have no doubt he has his house full till the time he has named."	But I have no doubt he has his house full till the time he has named."	false	1398.77	1404.06	22.939056
7460_104483_000054_000000	"Do you know her, mamma?" asked Florence.	"Do you know her, mamma?" asked Florence.	true	1404.06	1406.65	24.675083
7460_104483_000055_000000	"I did see her once; but I cannot say that I know her.	"I did see her once; but I cannot say that I know her.	true	1407.35	1410.79	21.017239
7460_104483_000055_000001	She used to be a very handsome woman, and looks to be quite good-natured; but Sir Magnus has always lived abroad, and except when he came home about your poor father's death I have seen very little of him."	She used to be a very handsome woman, and looks to be quite good-natured; but Sir Magnus has always lived abroad, and except when he came home about your poor father's death I have seen very little of him."	false	1411.43	1423.53	21.062792
7460_104483_000056_000000	"I never saw him but that once," said Florence.	"I never saw him but that once," said Florence.	true	1423.53	1426.18	20.08243
7460_104483_000057_000000	And so it was settled that she and her mother were to spend a month at Brussels.	And so it was settled that she and her mother were to spend a month at Brussels.	true	1427.12	1432.32	22.325708
7460_104483_000058_000000	CHAPTER XI.	CHAPTER eleven.	false	1432.32	1432.32	
7460_104483_000059_000000	MONTE CARLO.	MONTE CARLO.	false	1432.32	1432.35	-20
7460_104483_000060_000000	Toward the end of September, while the weather was so hot as to keep away from the south of France all but very determined travellers, an English gentleman, not very beautiful in his outward appearance, was sauntering about the great hall of the gambling-house at Monte Carlo, in the kingdom or principality of Monaco, the only gambling-house now left in Europe in which idle men of a speculative nature may yet solace their hours with some excitement.	Toward the end of September, while the weather was so hot as to keep away from the south of France all but very determined travellers, an English gentleman, not very beautiful in his outward appearance, was sauntering about the great hall of the gambling house at Monte Carlo, in the kingdom or principality of Monaco, the only gambling house now left in Europe in which idle men of a speculative nature may yet solace their hours with some excitement.	false	1432.35	1433.34	-20
7460_104483_000060_000001	Nor is the amusement denied to idle ladies, as might be seen by two or three highly-dressed _habituees_ who at this moment were depositing their shawls and parasols with the porters.	Nor is the amusement denied to idle ladies, as might be seen by two or three highly dressed underscore habituees underscore who at this moment were depositing their shawls and parasols with the porters.	false	1433.34	1434.15	29.837967
7460_104483_000060_000002	The clock was on the stroke of eleven, when the gambling-room would be open, and the amusement was too rich in its nature to allow of the loss of even a few minutes.	The clock was on the stroke of eleven, when the gambling room would be open, and the amusement was too rich in its nature to allow of the loss of even a few minutes.	false	1434.15	1436.43	25.199451
7460_104483_000060_000003	But this gentleman was not an _habitue_, nor was he known even by name to any of the small crowd that was then assembled. But it was known to many of them that he had had a great "turn of luck" on the preceding day, and had walked off from the "rouge-et-noir" table with four or five hundred pounds.	But this gentleman was not an underscore habitue underscore, nor was he known even by name to any of the small crowd that was then assembled. But it was known to many of them that he had had a great "turn of luck" on the preceding day, and had walked off from the "rouge et noir" table with four or five hundred pounds.	false	1436.43	1441.35	23.56098
