6956_81870_000000_000000	CHAPTER VIII	CHAPTER eight	false	0.15	19.27	22.715912
6956_81870_000041_000000	"That his people--are--well--all right."	"That his people-are-well-all right."	false	840.72	843.615	22.397608
6956_81870_000042_000000	"Why are you sure?"	"Why are you sure?"	true	843.615	844.71	22.407684
6956_81870_000043_000000	Ursula was very fond of her uncle.	Ursula was very fond of her uncle.	true	844.71	846.52	20
6956_81870_000043_000001	He represented to her the fine flower of the Church of England--a gentleman, a scholar, an ideal physical type of the Anglican dignitary, a man of unquestionable piety and Christian charity, a personage who would be recognized for what he was by Hottentots or Esquimaux or attendants of wagon-lits trains or millionaires of the Middle West of America or Parisian Apaches.	He represented to her the fine flower of the Church of England-a gentleman, a scholar, an ideal physical type of the Anglican dignitary, a man of unquestionable piety and Christian charity, a personage who would be recognized for what he was by Hottentots or Esquimaux or attendants of wagon lits trains or millionaires of the Middle West of America or Parisian Apaches.	false	846.65	868.515	19
6956_81870_000043_000002	In him the branch of the family tree had burgeoned into the perfect cleric. Yet sometimes, the play of light beneath the surface of those blue eyes, so like her own, and the delicately intoned challenges of his courtly voice, exasperated her beyond measure.	In him the branch of the family tree had burgeoned into the perfect cleric. Yet sometimes, the play of light beneath the surface of those blue eyes, so like her own, and the delicately intoned challenges of his courtly voice, exasperated her beyond measure.	true	868.515	883.48	15
6956_81870_000043_000003	"It's obvious to any idiot, my dear," she replied testily.	"It's obvious to any idiot, my dear," she replied testily.	true	883.49	886.68	16
6956_81870_000043_000004	"Just look at him.	"Just look at him.	true	886.68	887.475	28
6956_81870_000043_000005	It speaks for itself."	It speaks for itself."	true	887.475	888.79	22.781528
6956_81870_000044_000000	The Archdeacon put his thin hand on her plump shoulder, and smiled.	The Archdeacon put his thin hand on her plump shoulder, and smiled.	true	888.98	892.72	17
6956_81870_000044_000001	The old man had a very sunny smile.	The old man had a very sunny smile.	true	892.88	895.06	16.74039
6956_81870_000044_000002	"I'm sorry to carry on a conversation so Socratically," said he.	"I'm sorry to carry on a conversation so Socratically," said he.	true	895.07	898.8	21
6956_81870_000044_000003	"But what is 'it'?"	"But what is 'it'?"	true	898.8	899.955	24.242035
6956_81870_000045_000000	"I've never seen anything so physically beautiful, save the statues in the Vatican, in all my life.	"I've never seen anything so physically beautiful, save the statues in the Vatican, in all my life.	true	899.955	905.02	16
6956_81870_000045_000001	If he's not an aristocrat to the finger tips, I'll give up all my work, turn Catholic, and go into a nunnery--which will distress you exceedingly.	If he's not an aristocrat to the finger tips, I'll give up all my work, turn Catholic, and go into a nunnery-which will distress you exceedingly.	true	905.09	912.67	22.718473
6956_81870_000045_000002	And then"--she waved a plump hand--"and then, as I've mentioned before, he reads the Religio Medici.	And then"--she waved a plump hand-"and then, as I've mentioned before, he reads the Religio Medici.	false	912.68	918.39	21.693405
6956_81870_000045_000003	The commonplace, vulgar young man of to-day no more reads Sir Thomas Browne than he reads Tertullian or the Upanishads."	The commonplace, vulgar young man of to day no more reads Sir Thomas Browne than he reads Tertullian or the Upanishads."	true	918.39	925.87	17
6956_81870_000046_000000	"He also reads," said the Archdeacon, stuffing his hand into Paul's knapsack, against whose canvas the stiff outline of a book revealed itself--"he also reads"--he held up a little fat duodecimo--"the Chansons de Beranger."	"He also reads," said the Archdeacon, stuffing his hand into Paul's knapsack, against whose canvas the stiff outline of a book revealed itself-"he also reads"--he held up a little fat duodecimo-"the Chansons de Beranger."	false	926.03	938.625	19
6956_81870_000047_000000	"That proves it," cried Miss Winwood.	"That proves it," cried Miss Winwood.	true	938.625	940.08	16
6956_81870_000048_000000	"Proves what?"	"Proves what?"	true	940.08	941.085	22.192558
6956_81870_000049_000000	His blue eyes twinkled.	His blue eyes twinkled.	true	941.085	942.21	19.580328
6956_81870_000049_000001	Having a sense of humour, she laughed and flung her great arm round his frail shoulders.	Having a sense of humour, she laughed and flung her great arm round his frail shoulders.	true	942.21	946.47	19
6956_81870_000049_000002	"It proves, my venerable and otherwise distinguished dear, that I am right and you are wrong."	"It proves, my venerable and otherwise distinguished dear, that I am right and you are wrong."	false	946.47	1037.76	21.696905
