7957_39967_000000_000000	Summary.	Summary.	false	0	0.06	-20
7957_39967_000011_000005	No one could better express than did he the fact that a society is stably organized when each individual is doing that for which he has aptitude by nature in such a way as to be useful to others (or to contribute to the whole to which he belongs); and that it is the business of education to discover these aptitudes and progressively to train them for social use.	No one could better express than did he the fact that a society is stably organized when each individual is doing that for which he has aptitude by nature in such a way as to be useful to others (or to contribute to the whole to which he belongs); and that it is the business of education to discover these aptitudes and progressively to train them for social use.	true	1087.82	1108.96	18
7957_39967_000011_000006	Much which has been said so far is borrowed from what Plato first consciously taught the world.	Much which has been said so far is borrowed from what Plato first consciously taught the world.	true	1109.54	1114.6	20
7957_39967_000011_000007	But conditions which he could not intellectually control led him to restrict these ideas in their application.	But conditions which he could not intellectually control led him to restrict these ideas in their application.	true	1114.91	1120.72	16
7957_39967_000011_000008	He never got any conception of the indefinite plurality of activities which may characterize an individual and a social group, and consequently limited his view to a limited number of classes of capacities and of social arrangements.	He never got any conception of the indefinite plurality of activities which may characterize an individual and a social group, and consequently limited his view to a limited number of classes of capacities and of social arrangements.	false	1121.09	1134.1	15
7957_39967_000011_000009	Plato's starting point is that the organization of society depends ultimately upon knowledge of the end of existence.	Plato's starting point is that the organization of society depends ultimately upon knowledge of the end of existence.	true	1135.22	1141.78	15
7957_39967_000011_000010	If we do not know its end, we shall be at the mercy of accident and caprice.	If we do not know its end, we shall be at the mercy of accident and caprice.	true	1142.06	1146.52	21.22268
7957_39967_000011_000011	Unless we know the end, the good, we shall have no criterion for rationally deciding what the possibilities are which should be promoted, nor how social arrangements are to be ordered.	Unless we know the end, the good, we shall have no criterion for rationally deciding what the possibilities are which should be promoted, nor how social arrangements are to be ordered.	true	1147.52	1157.95	18
7957_39967_000011_000012	We shall have no conception of the proper limits and distribution of activities--what he called justice--as a trait of both individual and social organization.	We shall have no conception of the proper limits and distribution of activities-what he called justice-as a trait of both individual and social organization.	true	1158.41	1167.52	18
7957_39967_000011_000013	But how is the knowledge of the final and permanent good to be achieved?	But how is the knowledge of the final and permanent good to be achieved?	true	1168.07	1172.05	18
7957_39967_000011_000014	In dealing with this question we come upon the seemingly insuperable obstacle that such knowledge is not possible save in a just and harmonious social order.	In dealing with this question we come upon the seemingly insuperable obstacle that such knowledge is not possible save in a just and harmonious social order.	true	1172.36	1181.65	17
7957_39967_000011_000015	Everywhere else the mind is distracted and misled by false valuations and false perspectives.	Everywhere else the mind is distracted and misled by false valuations and false perspectives.	true	1181.96	1187.56	19
7957_39967_000011_000016	A disorganized and factional society sets up a number of different models and standards.	A disorganized and factional society sets up a number of different models and standards.	true	1187.75	1193.29	18.988398
7957_39967_000011_000017	Under such conditions it is impossible for the individual to attain consistency of mind.	Under such conditions it is impossible for the individual to attain consistency of mind.	false	1193.57	1198.6	17
7957_39967_000011_000018	Only a complete whole is fully self-consistent.	Only a complete whole is fully self consistent.	true	1198.88	1201.96	19.828693
7957_39967_000011_000019	A society which rests upon the supremacy of some factor over another irrespective of its rational or proportionate claims, inevitably leads thought astray.	A society which rests upon the supremacy of some factor over another irrespective of its rational or proportionate claims, inevitably leads thought astray.	false	1202.36	1211.47	16
7957_39967_000011_000020	It puts a premium on certain things and slurs over others, and creates a mind whose seeming unity is forced and distorted.	It puts a premium on certain things and slurs over others, and creates a mind whose seeming unity is forced and distorted.	true	1211.66	1219.48	18
7957_39967_000011_000021	Education proceeds ultimately from the patterns furnished by institutions, customs, and laws.	Education proceeds ultimately from the patterns furnished by institutions, customs, and laws.	true	1219.85	1225.72	16
7957_39967_000011_000022	Only in a just state will these be such as to give the right education; and only those who have rightly trained minds will be able to recognize the end, and ordering principle of things.	Only in a just state will these be such as to give the right education; and only those who have rightly trained minds will be able to recognize the end, and ordering principle of things.	true	1226.03	1237.66	19
7957_39967_000011_000023	We seem to be caught in a hopeless circle. However, Plato suggested a way out.	We seem to be caught in a hopeless circle. However, Plato suggested a way out.	true	1238.51	1243.57	20.931683
7957_39967_000011_000024	A few men, philosophers or lovers of wisdom--or truth--may by study learn at least in outline the proper patterns of true existence.	A few men, philosophers or lovers of wisdom-or truth-may by study learn at least in outline the proper patterns of true existence.	true	1243.76	1252.63	19.706257
7957_39967_000011_000025	If a powerful ruler should form a state after these patterns, then its regulations could be preserved.	If a powerful ruler should form a state after these patterns, then its regulations could be preserved.	true	1252.88	1258.69	19.603786
7957_39967_000011_000026	An education could be given which would sift individuals, discovering what they were good for, and supplying a method of assigning each to the work in life for which his nature fits him.	An education could be given which would sift individuals, discovering what they were good for, and supplying a method of assigning each to the work in life for which his nature fits him.	true	1258.91	1269.19	19
7957_39967_000011_000027	Each doing his own part, and never transgressing, the order and unity of the whole would be maintained.	Each doing his own part, and never transgressing, the order and unity of the whole would be maintained.	true	1269.5	1276.3	20
7957_39967_000012_000000	It would be impossible to find in any scheme of philosophic thought a more adequate recognition on one hand of the educational significance of social arrangements and, on the other, of the dependence of those arrangements upon the means used to educate the young.	It would be impossible to find in any scheme of philosophic thought a more adequate recognition on one hand of the educational significance of social arrangements and, on the other, of the dependence of those arrangements upon the means used to educate the young.	true	1277.27	1293.13	17
7957_39967_000012_000001	It would be impossible to find a deeper sense of the function of education in discovering and developing personal capacities, and training them so that they would connect with the activities of others.	It would be impossible to find a deeper sense of the function of education in discovering and developing personal capacities, and training them so that they would connect with the activities of others.	true	1293.41	1304.26	16
7957_39967_000012_000002	Yet the society in which the theory was propounded was so undemocratic that Plato could not work out a solution for the problem whose terms he clearly saw.	Yet the society in which the theory was propounded was so undemocratic that Plato could not work out a solution for the problem whose terms he clearly saw.	true	1304.63	1313.68	18
7957_39967_000013_000000	While he affirmed with emphasis that the place of the individual in society should not be determined by birth or wealth or any conventional status, but by his own nature as discovered in the process of education, he had no perception of the uniqueness of individuals.	While he affirmed with emphasis that the place of the individual in society should not be determined by birth or wealth or any conventional status, but by his own nature as discovered in the process of education, he had no perception of the uniqueness of individuals.	false	1315.01	1330.92	17
7957_39967_000013_000001	For him they fall by nature into classes, and into a very small number of classes at that. Consequently the testing and sifting function of education only shows to which one of three classes an individual belongs.	For him they fall by nature into classes, and into a very small number of classes at that. Consequently the testing and sifting function of education only shows to which one of three classes an individual belongs.	false	1330.92	1344.07	19
7957_39967_000013_000002	There being no recognition that each individual constitutes his own class, there could be no recognition of the infinite diversity of active tendencies and combinations of tendencies of which an individual is capable.	There being no recognition that each individual constitutes his own class, there could be no recognition of the infinite diversity of active tendencies and combinations of tendencies of which an individual is capable.	true	1344.38	1356.64	14
7957_39967_000013_000003	There were only three types of faculties or powers in the individual's constitution.	There were only three types of faculties or powers in the individual's constitution.	true	1356.77	1361.29	16
7957_39967_000013_000004	Hence education would soon reach a static limit in each class, for only diversity makes change and progress.	Hence education would soon reach a static limit in each class, for only diversity makes change and progress.	false	1361.48	1368.19	16
7957_39967_000014_000000	In some individuals, appetites naturally dominate; they are assigned to the laboring and trading class, which expresses and supplies human wants.	In some individuals, appetites naturally dominate; they are assigned to the laboring and trading class, which expresses and supplies human wants.	true	1369.31	1377.67	19.06952
7957_39967_000014_000001	Others reveal, upon education, that over and above appetites, they have a generous, outgoing, assertively courageous disposition. They become the citizen-subjects of the state; its defenders in war; its internal guardians in peace.	Others reveal, upon education, that over and above appetites, they have a generous, outgoing, assertively courageous disposition. They become the citizen subjects of the state; its defenders in war; its internal guardians in peace.	true	1378.04	1392.7	20.309294
7957_39967_000014_000002	But their limit is fixed by their lack of reason, which is a capacity to grasp the universal.	But their limit is fixed by their lack of reason, which is a capacity to grasp the universal.	true	1393.07	1398.34	20.238201
7957_39967_000014_000003	Those who possess this are capable of the highest kind of education, and become in time the legislators of the state--for laws are the universals which control the particulars of experience.	Those who possess this are capable of the highest kind of education, and become in time the legislators of the state-for laws are the universals which control the particulars of experience.	true	1398.65	1409.5	19.223951
7957_39967_000014_000004	Thus it is not true that in intent, Plato subordinated the individual to the social whole.	Thus it is not true that in intent, Plato subordinated the individual to the social whole.	true	1409.84	1415.35	17
7957_39967_000014_000005	But it is true that lacking the perception of the uniqueness of every individual, his incommensurability with others, and consequently not recognizing that a society might change and yet be stable, his doctrine of limited powers and classes came in net effect to the idea of the subordination of individuality.	But it is true that lacking the perception of the uniqueness of every individual, his incommensurability with others, and consequently not recognizing that a society might change and yet be stable, his doctrine of limited powers and classes came in net effect to the idea of the subordination of individuality.	true	1415.42	1432.84	16
7957_39967_000014_000006	We cannot better Plato's conviction that an individual is happy and society well organized when each individual engages in those activities for which he has a natural equipment, nor his conviction that it is the primary office of education to discover this equipment to its possessor and train him for its effective use.	We cannot better Plato's conviction that an individual is happy and society well organized when each individual engages in those activities for which he has a natural equipment, nor his conviction that it is the primary office of education to discover this equipment to its possessor and train him for its effective use.	false	1433.54	1452.37	16
7957_39967_000014_000007	But progress in knowledge has made us aware of the superficiality of Plato's lumping of individuals and their original powers into a few sharply marked-off classes; it has taught us that original capacities are indefinitely numerous and variable.	But progress in knowledge has made us aware of the superficiality of Plato's lumping of individuals and their original powers into a few sharply marked off classes; it has taught us that original capacities are indefinitely numerous and variable.	false	1453.13	1467.52	17
7957_39967_000014_000008	It is but the other side of this fact to say that in the degree in which society has become democratic, social organization means utilization of the specific and variable qualities of individuals, not stratification by classes.	It is but the other side of this fact to say that in the degree in which society has become democratic, social organization means utilization of the specific and variable qualities of individuals, not stratification by classes.	false	1467.77	1481.44	19
7957_39967_000014_000009	Although his educational philosophy was revolutionary, it was none the less in bondage to static ideals.	Although his educational philosophy was revolutionary, it was none the less in bondage to static ideals.	true	1481.81	1487.98	17
7957_39967_000014_000010	He thought that change or alteration was evidence of lawless flux; that true reality was unchangeable.	He thought that change or alteration was evidence of lawless flux; that true reality was unchangeable.	true	1488.26	1494.25	18
7957_39967_000014_000011	Hence while he would radically change the existing state of society, his aim was to construct a state in which change would subsequently have no place.	Hence while he would radically change the existing state of society, his aim was to construct a state in which change would subsequently have no place.	true	1494.38	1502.53	17
7957_39967_000014_000012	The final end of life is fixed; given a state framed with this end in view, not even minor details are to be altered.	The final end of life is fixed; given a state framed with this end in view, not even minor details are to be altered.	true	1502.9	1509.7	20.62759
7957_39967_000014_000013	Though they might not be inherently important, yet if permitted they would inure the minds of men to the idea of change, and hence be dissolving and anarchic.	Though they might not be inherently important, yet if permitted they would inure the minds of men to the idea of change, and hence be dissolving and anarchic.	true	1509.92	1519.27	19.742426
7957_39967_000014_000014	The breakdown of his philosophy is made apparent in the fact that he could not trust to gradual improvements in education to bring about a better society which should then improve education, and so on indefinitely.	The breakdown of his philosophy is made apparent in the fact that he could not trust to gradual improvements in education to bring about a better society which should then improve education, and so on indefinitely.	true	1519.82	1531.75	16
7957_39967_000014_000015	Correct education could not come into existence until an ideal state existed, and after that education would be devoted simply to its conservation.	Correct education could not come into existence until an ideal state existed, and after that education would be devoted simply to its conservation.	true	1532.15	1540.87	19.463312
7957_39967_000014_000016	For the existence of this state he was obliged to trust to some happy accident by which philosophic wisdom should happen to coincide with possession of ruling power in the state.	For the existence of this state he was obliged to trust to some happy accident by which philosophic wisdom should happen to coincide with possession of ruling power in the state.	false	1541.27	1550.67	16
7957_39967_000015_000000	4.	four.	false	1550.67	1554.63	15.067971
7957_39967_000015_000001	The "Individualistic" Ideal of the Eighteenth Century.	The "Individualistic" Ideal of the Eighteenth Century.	true	1554.63	1557.88	16
7957_39967_000015_000002	In the eighteenth-century philosophy we find ourselves in a very different circle of ideas.	In the eighteenth century philosophy we find ourselves in a very different circle of ideas.	true	1558.7	1563.61	17
7957_39967_000015_000003	"Nature" still means something antithetical to existing social organization; Plato exercised a great influence upon Rousseau. But the voice of nature now speaks for the diversity of individual talent and for the need of free development of individuality in all its variety.	"Nature" still means something antithetical to existing social organization; Plato exercised a great influence upon Rousseau. But the voice of nature now speaks for the diversity of individual talent and for the need of free development of individuality in all its variety.	true	1563.89	1579.99	18.77413
7957_39967_000015_000004	Education in accord with nature furnishes the goal and the method of instruction and discipline.	Education in accord with nature furnishes the goal and the method of instruction and discipline.	true	1580.42	1585.96	19
7957_39967_000015_000005	Moreover, the native or original endowment was conceived, in extreme cases, as nonsocial or even as antisocial.	Moreover, the native or original endowment was conceived, in extreme cases, as nonsocial or even as antisocial.	false	1586.27	1594.03	18
7957_39967_000015_000006	Social arrangements were thought of as mere external expedients by which these nonsocial individuals might secure a greater amount of private happiness for themselves.	Social arrangements were thought of as mere external expedients by which these nonsocial individuals might secure a greater amount of private happiness for themselves.	false	1594.31	1603.75	16
7957_39967_000015_000007	Nevertheless, these statements convey only an inadequate idea of the true significance of the movement.	Nevertheless, these statements convey only an inadequate idea of the true significance of the movement.	true	1604.36	1610.26	17
7957_39967_000015_000008	In reality its chief interest was in progress and in social progress.	In reality its chief interest was in progress and in social progress.	true	1610.96	1615.54	20
7957_39967_000015_000009	The seeming antisocial philosophy was a somewhat transparent mask for an impetus toward a wider and freer society--toward cosmopolitanism.	The seeming antisocial philosophy was a somewhat transparent mask for an impetus toward a wider and freer society-toward cosmopolitanism.	true	1616.03	1625.5	20.231733
7957_39967_000015_000010	The positive ideal was humanity.	The positive ideal was humanity.	true	1625.9	1628.05	19.781837
7957_39967_000015_000011	In membership in humanity, as distinct from a state, man's capacities would be liberated; while in existing political organizations his powers were hampered and distorted to meet the requirements and selfish interests of the rulers of the state.	In membership in humanity, as distinct from a state, man's capacities would be liberated; while in existing political organizations his powers were hampered and distorted to meet the requirements and selfish interests of the rulers of the state.	true	1628.33	1642.15	19.43896
7957_39967_000015_000012	The doctrine of extreme individualism was but the counterpart, the obverse, of ideals of the indefinite perfectibility of man and of a social organization having a scope as wide as humanity. The emancipated individual was to become the organ and agent of a comprehensive and progressive society.	The doctrine of extreme individualism was but the counterpart, the obverse, of ideals of the indefinite perfectibility of man and of a social organization having a scope as wide as humanity. The emancipated individual was to become the organ and agent of a comprehensive and progressive society.	true	1642.58	1661.38	17
7957_39967_000016_000000	The heralds of this gospel were acutely conscious of the evils of the social estate in which they found themselves.	The heralds of this gospel were acutely conscious of the evils of the social estate in which they found themselves.	true	1663.31	1669.96	18
7957_39967_000016_000001	They attributed these evils to the limitations imposed upon the free powers of man.	They attributed these evils to the limitations imposed upon the free powers of man.	true	1670.24	1674.82	16
7957_39967_000016_000002	Such limitation was both distorting and corrupting.	Such limitation was both distorting and corrupting.	true	1675.25	1678.45	20.582685
7957_39967_000016_000003	Their impassioned devotion to emancipation of life from external restrictions which operated to the exclusive advantage of the class to whom a past feudal system consigned power, found intellectual formulation in a worship of nature.	Their impassioned devotion to emancipation of life from external restrictions which operated to the exclusive advantage of the class to whom a past feudal system consigned power, found intellectual formulation in a worship of nature.	false	1678.85	1692.13	16
7957_39967_000016_000004	To give "nature" full swing was to replace an artificial, corrupt, and inequitable social order by a new and better kingdom of humanity.	To give "nature" full swing was to replace an artificial, corrupt, and inequitable social order by a new and better kingdom of humanity.	true	1692.65	1701.46	17
7957_39967_000016_000005	Unrestrained faith in Nature as both a model and a working power was strengthened by the advances of natural science.	Unrestrained faith in Nature as both a model and a working power was strengthened by the advances of natural science.	true	1701.77	1709.05	18
7957_39967_000016_000006	Inquiry freed from prejudice and artificial restraints of church and state had revealed that the world is a scene of law.	Inquiry freed from prejudice and artificial restraints of church and state had revealed that the world is a scene of law.	true	1709.36	1716.4	17.740364
7957_39967_000016_000007	The Newtonian solar system, which expressed the reign of natural law, was a scene of wonderful harmony, where every force balanced with every other.	The Newtonian solar system, which expressed the reign of natural law, was a scene of wonderful harmony, where every force balanced with every other.	true	1716.53	1724.68	18
7957_39967_000016_000008	Natural law would accomplish the same result in human relations, if men would only get rid of the artificial man-imposed coercive restrictions.	Natural law would accomplish the same result in human relations, if men would only get rid of the artificial man imposed coercive restrictions.	true	1724.93	1732.96	16
7957_39967_000017_000000	Education in accord with nature was thought to be the first step in insuring this more social society.	Education in accord with nature was thought to be the first step in insuring this more social society.	true	1733.6	1739.56	19
7957_39967_000017_000001	It was plainly seen that economic and political limitations were ultimately dependent upon limitations of thought and feeling.	It was plainly seen that economic and political limitations were ultimately dependent upon limitations of thought and feeling.	true	1739.75	1746.82	18
7957_39967_000017_000002	The first step in freeing men from external chains was to emancipate them from the internal chains of false beliefs and ideals.	The first step in freeing men from external chains was to emancipate them from the internal chains of false beliefs and ideals.	true	1747.07	1754.65	18
7957_39967_000017_000003	What was called social life, existing institutions, were too false and corrupt to be intrusted with this work.	What was called social life, existing institutions, were too false and corrupt to be intrusted with this work.	true	1755.05	1761.52	20.500662
7957_39967_000017_000004	How could it be expected to undertake it when the undertaking meant its own destruction?	How could it be expected to undertake it when the undertaking meant its own destruction?	false	1761.86	1766.47	19.784552
7957_39967_000017_000005	"Nature" must then be the power to which the enterprise was to be left.	"Nature" must then be the power to which the enterprise was to be left.	true	1766.9	1770.94	19.12908
7957_39967_000017_000006	Even the extreme sensationalistic theory of knowledge which was current derived itself from this conception.	Even the extreme sensationalistic theory of knowledge which was current derived itself from this conception.	true	1771.31	1776.97	17.831907
7957_39967_000017_000007	To insist that mind is originally passive and empty was one way of glorifying the possibilities of education.	To insist that mind is originally passive and empty was one way of glorifying the possibilities of education.	true	1777.19	1783.9	15
7957_39967_000017_000008	If the mind was a wax tablet to be written upon by objects, there were no limits to the possibility of education by means of the natural environment.	If the mind was a wax tablet to be written upon by objects, there were no limits to the possibility of education by means of the natural environment.	true	1784.21	1792.51	17
7957_39967_000017_000009	And since the natural world of objects is a scene of harmonious "truth," this education would infallibly produce minds filled with the truth.	And since the natural world of objects is a scene of harmonious "truth," this education would infallibly produce minds filled with the truth.	true	1793	1801.51	18.915762
7957_39967_000018_000000	5.	five.	true	1803.98	1804.86	22.940495
7957_39967_000018_000001	Education as National and as Social.	Education as National and as Social.	true	1804.86	1807.93	22.156324
7957_39967_000018_000002	As soon as the first enthusiasm for freedom waned, the weakness of the theory upon the constructive side became obvious.	As soon as the first enthusiasm for freedom waned, the weakness of the theory upon the constructive side became obvious.	true	1809.2	1816.03	17
7957_39967_000018_000003	Merely to leave everything to nature was, after all, but to negate the very idea of education; it was to trust to the accidents of circumstance.	Merely to leave everything to nature was, after all, but to negate the very idea of education; it was to trust to the accidents of circumstance.	true	1816.37	1825.36	18.754862
7957_39967_000018_000004	Not only was some method required but also some positive organ, some administrative agency for carrying on the process of instruction.	Not only was some method required but also some positive organ, some administrative agency for carrying on the process of instruction.	true	1825.7	1833.7	18
7957_39967_000018_000005	The "complete and harmonious development of all powers," having as its social counterpart an enlightened and progressive humanity, required definite organization for its realization.	The "complete and harmonious development of all powers," having as its social counterpart an enlightened and progressive humanity, required definite organization for its realization.	true	1834.04	1844.65	17
7957_39967_000018_000006	Private individuals here and there could proclaim the gospel; they could not execute the work.	Private individuals here and there could proclaim the gospel; they could not execute the work.	true	1844.96	1849.93	20.45954
7957_39967_000018_000007	A Pestalozzi could try experiments and exhort philanthropically inclined persons having wealth and power to follow his example.	A Pestalozzi could try experiments and exhort philanthropically inclined persons having wealth and power to follow his example.	true	1851.14	1858.72	18
7957_39967_000018_000008	But even Pestalozzi saw that any effective pursuit of the new educational ideal required the support of the state.	But even Pestalozzi saw that any effective pursuit of the new educational ideal required the support of the state.	true	1859.06	1866.1	19
7957_39967_000018_000009	The realization of the new education destined to produce a new society was, after all, dependent upon the activities of existing states.	The realization of the new education destined to produce a new society was, after all, dependent upon the activities of existing states.	true	1866.29	1874.8	17
7957_39967_000018_000010	The movement for the democratic idea inevitably became a movement for publicly conducted and administered schools.	The movement for the democratic idea inevitably became a movement for publicly conducted and administered schools.	true	1875.05	1881.43	15
7957_39967_000019_000000	So far as Europe was concerned, the historic situation identified the movement for a state-supported education with the nationalistic movement in political life--a fact of incalculable significance for subsequent movements.	So far as Europe was concerned, the historic situation identified the movement for a state supported education with the nationalistic movement in political life-a fact of incalculable significance for subsequent movements.	true	1882.13	1894.75	18
7957_39967_000019_000001	Under the influence of German thought in particular, education became a civic function and the civic function was identified with the realization of the ideal of the national state.	Under the influence of German thought in particular, education became a civic function and the civic function was identified with the realization of the ideal of the national state.	false	1895.24	1904.71	15
7957_39967_000019_000002	The "state" was substituted for humanity; cosmopolitanism gave way to nationalism.	The "state" was substituted for humanity; cosmopolitanism gave way to nationalism.	true	1905.17	1910.44	19
7957_39967_000019_000003	To form the citizen, not the "man," became the aim of education.	To form the citizen, not the "man," became the aim of education.	true	1910.6	1914.69	17
7957_39967_000019_000004	1 The historic situation to which reference is made is the after-effects of the Napoleonic conquests, especially in Germany.	one The historic situation to which reference is made is the after effects of the Napoleonic conquests, especially in Germany.	false	1914.69	1923.49	18.168865
7957_39967_000019_000005	The German states felt (and subsequent events demonstrate the correctness of the belief) that systematic attention to education was the best means of recovering and maintaining their political integrity and power.	The German states felt (and subsequent events demonstrate the correctness of the belief) that systematic attention to education was the best means of recovering and maintaining their political integrity and power.	true	1923.83	1935.37	19
7957_39967_000019_000006	Externally they were weak and divided.	Externally they were weak and divided.	true	1935.83	1938.25	18.696941
7957_39967_000019_000007	Under the leadership of Prussian statesmen they made this condition a stimulus to the development of an extensive and thoroughly grounded system of public education.	Under the leadership of Prussian statesmen they made this condition a stimulus to the development of an extensive and thoroughly grounded system of public education.	true	1938.26	1946.89	16
7957_39967_000020_000000	This change in practice necessarily brought about a change in theory. The individualistic theory receded into the background.	This change in practice necessarily brought about a change in theory. The individualistic theory receded into the background.	true	1948.22	1955.59	18.77402
7957_39967_000020_000001	The state furnished not only the instrumentalities of public education but also its goal.	The state furnished not only the instrumentalities of public education but also its goal.	true	1955.72	1960.96	17
7957_39967_000020_000002	When the actual practice was such that the school system, from the elementary grades through the university faculties, supplied the patriotic citizen and soldier and the future state official and administrator and furnished the means for military, industrial, and political defense and expansion, it was impossible for theory not to emphasize the aim of social efficiency.	When the actual practice was such that the school system, from the elementary grades through the university faculties, supplied the patriotic citizen and soldier and the future state official and administrator and furnished the means for military, industrial, and political defense and expansion, it was impossible for theory not to emphasize the aim of social efficiency.	true	1961.06	1981.6	15
7957_39967_000020_000003	And with the immense importance attached to the nationalistic state, surrounded by other competing and more or less hostile states, it was equally impossible to interpret social efficiency in terms of a vague cosmopolitan humanitarianism. Since the maintenance of a particular national sovereignty required subordination of individuals to the superior interests of the state both in military defense and in struggles for international supremacy in commerce, social efficiency was understood to imply a like subordination.	And with the immense importance attached to the nationalistic state, surrounded by other competing and more or less hostile states, it was equally impossible to interpret social efficiency in terms of a vague cosmopolitan humanitarianism. Since the maintenance of a particular national sovereignty required subordination of individuals to the superior interests of the state both in military defense and in struggles for international supremacy in commerce, social efficiency was understood to imply a like subordination.	false	1982.48	2013.34	18
7957_39967_000020_000004	The educational process was taken to be one of disciplinary training rather than of personal development.	The educational process was taken to be one of disciplinary training rather than of personal development.	true	2014.52	2020.27	19
7957_39967_000020_000005	Since, however, the ideal of culture as complete development of personality persisted, educational philosophy attempted a reconciliation of the two ideas.	Since, however, the ideal of culture as complete development of personality persisted, educational philosophy attempted a reconciliation of the two ideas.	true	2020.37	2029.96	17
7957_39967_000020_000006	The reconciliation took the form of the conception of the "organic" character of the state.	The reconciliation took the form of the conception of the "organic" character of the state.	true	2030.45	2035.21	19
7957_39967_000020_000007	The individual in his isolation is nothing; only in and through an absorption of the aims and meaning of organized institutions does he attain true personality.	The individual in his isolation is nothing; only in and through an absorption of the aims and meaning of organized institutions does he attain true personality.	true	2035.58	2045.41	16
7957_39967_000020_000008	What appears to be his subordination to political authority and the demand for sacrifice of himself to the commands of his superiors is in reality but making his own the objective reason manifested in the state--the only way in which he can become truly rational.	What appears to be his subordination to political authority and the demand for sacrifice of himself to the commands of his superiors is in reality but making his own the objective reason manifested in the state-the only way in which he can become truly rational.	true	2045.78	2061.34	17
7957_39967_000020_000009	The notion of development which we have seen to be characteristic of institutional idealism (as in the Hegelian philosophy) was just such a deliberate effort to combine the two ideas of complete realization of personality and thoroughgoing "disciplinary" subordination to existing institutions.	The notion of development which we have seen to be characteristic of institutional idealism (as in the Hegelian philosophy) was just such a deliberate effort to combine the two ideas of complete realization of personality and thoroughgoing "disciplinary" subordination to existing institutions.	true	2062.25	2079.28	15
7957_39967_000020_000010	The extent of the transformation of educational philosophy which occurred in Germany in the generation occupied by the struggle against Napoleon for national independence, may be gathered from Kant, who well expresses the earlier individual-cosmopolitan ideal.	The extent of the transformation of educational philosophy which occurred in Germany in the generation occupied by the struggle against Napoleon for national independence, may be gathered from Kant, who well expresses the earlier individual cosmopolitan ideal.	true	2079.89	2094.28	16
7957_39967_000020_000011	In his treatise on Pedagogics, consisting of lectures given in the later years of the eighteenth century, he defines education as the process by which man becomes man.	In his treatise on Pedagogics, consisting of lectures given in the later years of the eighteenth century, he defines education as the process by which man becomes man.	true	2094.71	2104.66	16
7957_39967_000020_000012	Mankind begins its history submerged in nature--not as Man who is a creature of reason, while nature furnishes only instinct and appetite.	Mankind begins its history submerged in nature-not as Man who is a creature of reason, while nature furnishes only instinct and appetite.	true	2105.03	2113.3	17
7957_39967_000020_000013	Nature offers simply the germs which education is to develop and perfect.	Nature offers simply the germs which education is to develop and perfect.	true	2113.61	2118.01	18
7957_39967_000020_000014	The peculiarity of truly human life is that man has to create himself by his own voluntary efforts; he has to make himself a truly moral, rational, and free being.	The peculiarity of truly human life is that man has to create himself by his own voluntary efforts; he has to make himself a truly moral, rational, and free being.	false	2118.5	2129.68	19.226954
7957_39967_000020_000015	This creative effort is carried on by the educational activities of slow generations.	This creative effort is carried on by the educational activities of slow generations.	true	2130.02	2135.11	15
7957_39967_000020_000016	Its acceleration depends upon men consciously striving to educate their successors not for the existing state of affairs but so as to make possible a future better humanity. But there is the great difficulty.	Its acceleration depends upon men consciously striving to educate their successors not for the existing state of affairs but so as to make possible a future better humanity. But there is the great difficulty.	true	2135.45	2147.98	19.394114
7957_39967_000020_000017	Each generation is inclined to educate its young so as to get along in the present world instead of with a view to the proper end of education: the promotion of the best possible realization of humanity as humanity.	Each generation is inclined to educate its young so as to get along in the present world instead of with a view to the proper end of education: the promotion of the best possible realization of humanity as humanity.	true	2148.23	2160.34	14
7957_39967_000020_000018	Parents educate their children so that they may get on; princes educate their subjects as instruments of their own purposes.	Parents educate their children so that they may get on; princes educate their subjects as instruments of their own purposes.	true	2160.68	2167.93	19
7957_39967_000021_000000	Who, then, shall conduct education so that humanity may improve?	Who, then, shall conduct education so that humanity may improve?	true	2168.9	2172.73	18.875818
7957_39967_000021_000001	We must depend upon the efforts of enlightened men in their private capacity. "All culture begins with private men and spreads outward from them. Simply through the efforts of persons of enlarged inclinations, who are capable of grasping the ideal of a future better condition, is the gradual approximation of human nature to its end possible.	We must depend upon the efforts of enlightened men in their private capacity. "All culture begins with private men and spreads outward from them. Simply through the efforts of persons of enlarged inclinations, who are capable of grasping the ideal of a future better condition, is the gradual approximation of human nature to its end possible.	false	2172.86	2193.01	19.656395
7957_39967_000021_000002	Rulers are simply interested in such training as will make their subjects better tools for their own intentions." Even the subsidy by rulers of privately conducted schools must be carefully safeguarded.	Rulers are simply interested in such training as will make their subjects better tools for their own intentions." Even the subsidy by rulers of privately conducted schools must be carefully safeguarded.	false	2193.2	2206.21	18.89301
7957_39967_000021_000003	For the rulers' interest in the welfare of their own nation instead of in what is best for humanity, will make them, if they give money for the schools, wish to draw their plans.	For the rulers' interest in the welfare of their own nation instead of in what is best for humanity, will make them, if they give money for the schools, wish to draw their plans.	true	2206.43	2215.99	16
7957_39967_000021_000004	We have in this view an express statement of the points characteristic of the eighteenth century individualistic cosmopolitanism.	We have in this view an express statement of the points characteristic of the eighteenth century individualistic cosmopolitanism.	false	2216.3	2223.28	15
7957_39967_000021_000005	The full development of private personality is identified with the aims of humanity as a whole and with the idea of progress.	The full development of private personality is identified with the aims of humanity as a whole and with the idea of progress.	true	2223.77	2230.87	17
