4806_26894_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	true	3.48	5.08	22.545807
4806_26894_000050_000001	Did you notice, too, that three times during luncheon, when speaking of her, he called her 'La Baboulenka'?	Did you notice, too, that three times during luncheon, when speaking of her, he called her 'La Baboulenka'?	false	752.15	757.83	22.762197
4806_26894_000050_000002	[Dear little Grandmother].	[Dear little Grandmother].	true	757.83	759.16	14
4806_26894_000050_000003	What loving, friendly behaviour, to be sure!"	What loving, friendly behaviour, to be sure!"	true	759.62	761.77	19.134537
4806_26894_000051_000000	"Yes, that is true.	"Yes, that is true.	true	761.78	763.18	19.62828
4806_26894_000051_000001	As soon as ever he learnt that I was likely to inherit something from her he began to pay me his addresses.	As soon as ever he learnt that I was likely to inherit something from her he began to pay me his addresses.	false	763.19	768.37	18
4806_26894_000051_000002	I thought you ought to know that."	I thought you ought to know that."	true	768.62	770.17	25.494398
4806_26894_000052_000000	"Then he has only just begun his courting?	"Then he has only just begun his courting?	true	770.36	772.275	25.102915
4806_26894_000052_000001	Why, I thought he had been doing so a long while!"	Why, I thought he had been doing so a long while!"	true	772.275	774.54	19
4806_26894_000053_000000	"You KNOW he has not," retorted Polina angrily.	"You KNOW he has not," retorted Polina angrily.	true	774.54	777.33	22.197884
4806_26894_000053_000001	"But where on earth did you pick up this Englishman?" She said this after a pause.	"But where on earth did you pick up this Englishman?" She said this after a pause.	false	777.33	781.06	24.601395
4806_26894_000054_000000	"I KNEW you would ask about him!" Whereupon I told her of my previous encounters with Astley while travelling.	"I KNEW you would ask about him!" Whereupon I told her of my previous encounters with Astley while travelling.	false	781.28	785.92	20.528963
4806_26894_000055_000000	"He is very shy," I said, "and susceptible.	"He is very shy," I said, "and susceptible.	true	786.11	788.55	22.401981
4806_26894_000055_000001	Also, he is in love with you.--"	Also, he is in love with you.--"	true	788.55	790.12	20.252764
4806_26894_000056_000000	"Yes, he is in love with me," she replied.	"Yes, he is in love with me," she replied.	true	790.34	792.51	21.860094
4806_26894_000057_000000	"And he is ten times richer than the Frenchman.	"And he is ten times richer than the Frenchman.	false	792.51	794.73	23.47441
4806_26894_000057_000001	In fact, what does the Frenchman possess?	In fact, what does the Frenchman possess?	true	794.73	797.02	22
4806_26894_000057_000002	To me it seems at least doubtful that he possesses anything at all."	To me it seems at least doubtful that he possesses anything at all."	true	797.21	800.05	21.904772
4806_26894_000058_000000	"Oh, no, there is no doubt about it.	"Oh, no, there is no doubt about it.	true	800.15	802.15	22.660276
4806_26894_000058_000001	He does possess some chateau or other.	He does possess some chateau or other.	true	802.31	804.4	22.928593
4806_26894_000058_000002	Last night the General told me that for certain.	Last night the General told me that for certain.	true	804.47	806.68	24.787312
4806_26894_000058_000003	NOW are you satisfied?"	NOW are you satisfied?"	true	806.78	808.3	23.964355
4806_26894_000059_000000	"Nevertheless, in your place I should marry the Englishman."	"Nevertheless, in your place I should marry the Englishman."	true	808.55	810.94	20.268929
4806_26894_000060_000000	"And why?" asked Polina.	"And why?" asked Polina.	true	811.37	812.745	19.757471
4806_26894_000061_000000	"Because, though the Frenchman is the handsomer of the two, he is also the baser; whereas the Englishman is not only a man of honour, but ten times the wealthier of the pair."	"Because, though the Frenchman is the handsomer of the two, he is also the baser; whereas the Englishman is not only a man of honour, but ten times the wealthier of the pair."	false	812.745	820.54	20
4806_26894_000062_000000	"Yes?	"Yes?	true	820.85	821.22	100
4806_26894_000062_000001	But then the Frenchman is a marquis, and the cleverer of the two," remarked Polina imperturbably.	But then the Frenchman is a marquis, and the cleverer of the two," remarked Polina imperturbably.	true	821.22	825.58	20
4806_26894_000063_000000	"Is that so?" I repeated.	"Is that so?" I repeated.	true	825.8	827.175	21.3973
4806_26894_000064_000000	"Yes; absolutely."	"Yes; absolutely."	true	827.175	828.675	28.002737
4806_26894_000065_000000	Polina was not at all pleased at my questions; I could see that she was doing her best to irritate me with the brusquerie of her answers.	Polina was not at all pleased at my questions; I could see that she was doing her best to irritate me with the brusquerie of her answers.	true	828.675	834.58	20
4806_26894_000065_000001	But I took no notice of this.	But I took no notice of this.	true	834.68	836.17	22.48238
4806_26894_000066_000000	"It amuses me to see you grow angry," she continued.	"It amuses me to see you grow angry," she continued.	true	836.27	838.875	20.959719
4806_26894_000066_000001	"However, inasmuch as I allow you to indulge in these questions and conjectures, you ought to pay me something for the privilege."	"However, inasmuch as I allow you to indulge in these questions and conjectures, you ought to pay me something for the privilege."	false	838.875	844.78	19
4806_26894_000067_000000	"I consider that I have a perfect right to put these questions to you," was my calm retort; "for the reason that I am ready to pay for them, and also care little what becomes of me."	"I consider that I have a perfect right to put these questions to you," was my calm retort; "for the reason that I am ready to pay for them, and also care little what becomes of me."	false	845.09	853.72	23.452555
4806_26894_000068_000000	Polina giggled.	Polina giggled.	true	853.76	854.865	22.962591
4806_26894_000069_000000	"Last time you told me--when on the Shlangenberg--that at a word from me you would be ready to jump down a thousand feet into the abyss.	"Last time you told me-when on the Shlangenberg-that at a word from me you would be ready to jump down a thousand feet into the abyss.	false	854.865	860.89	17
4806_26894_000069_000001	Some day I may remind you of that saying, in order to see if you will be as good as your word.	Some day I may remind you of that saying, in order to see if you will be as good as your word.	true	861.2	865.39	21.35286
4806_26894_000069_000002	Yes, you may depend upon it that I shall do so.	Yes, you may depend upon it that I shall do so.	false	865.49	868.06	26.236519
4806_26894_000069_000003	I hate you because I have allowed you to go to such lengths, and I also hate you and still more--because you are so necessary to me.	I hate you because I have allowed you to go to such lengths, and I also hate you and still more-because you are so necessary to me.	true	868.19	874.96	21.953377
4806_26894_000069_000004	For the time being I want you, so I must keep you."	For the time being I want you, so I must keep you."	true	875.15	877.9	23.823496
4806_26894_000070_000000	Then she made a movement to rise.	Then she made a movement to rise.	true	878.03	879.615	21.039091
4806_26894_000070_000001	Her tone had sounded very angry. Indeed, of late her talks with me had invariably ended on a note of temper and irritation--yes, of real temper.	Her tone had sounded very angry. Indeed, of late her talks with me had invariably ended on a note of temper and irritation-yes, of real temper.	true	879.615	886.96	23.512838
4806_26894_000071_000000	"May I ask you who is this Mlle.	"May I ask you who is this m l l e.	false	886.97	888.33	19.538836
4806_26894_000071_000001	Blanche?" I inquired (since I did not wish Polina to depart without an explanation).	Blanche?" I inquired (since I did not wish Polina to depart without an explanation).	false	888.33	892.27	20
4806_26894_000072_000000	"You KNOW who she is--just Mlle.	"You KNOW who she is-just m l l e.	false	892.4	894.27	23.50688
4806_26894_000072_000001	Blanche.	Blanche.	true	894.27	894.975	24.721447
4806_26894_000072_000002	Nothing further has transpired.	Nothing further has transpired.	true	894.975	896.71	21.008451
4806_26894_000072_000003	Probably she will soon be Madame General--that is to say, if the rumours that Grandmamma is nearing her end should prove true. Mlle.	Probably she will soon be Madame General-that is to say, if the rumours that Grandmamma is nearing her end should prove true. m l l e.	false	896.84	903.24	21.205976
4806_26894_000072_000004	Blanche, with her mother and her cousin, the Marquis, know very well that, as things now stand, we are ruined."	Blanche, with her mother and her cousin, the Marquis, know very well that, as things now stand, we are ruined."	true	903.24	908.5	20
4806_26894_000073_000000	"And is the General at last in love?"	"And is the General at last in love?"	true	908.87	910.69	19.943405
4806_26894_000074_000000	"That has nothing to do with it.	"That has nothing to do with it.	true	910.7	912.075	21.081722
4806_26894_000074_000001	Listen to me.	Listen to me.	true	912.075	912.97	24.349564
4806_26894_000074_000002	Take these 700 florins, and go and play roulette with them.	Take these seven hundred florins, and go and play roulette with them.	true	913.07	915.99	21.973969
4806_26894_000074_000003	Win as much for me as you can, for I am badly in need of money."	Win as much for me as you can, for I am badly in need of money."	false	915.99	919.12	24.396046
4806_26894_000075_000000	So saying, she called Nadia back to her side, and entered the Casino, where she joined the rest of our party.	So saying, she called Nadia back to her side, and entered the Casino, where she joined the rest of our party.	true	919.73	924.58	21.962658
4806_26894_000075_000001	For myself, I took, in musing astonishment, the first path to the left.	For myself, I took, in musing astonishment, the first path to the left.	false	924.71	928.53	24.67288
4806_26894_000075_000002	Something had seemed to strike my brain when she told me to go and play roulette.	Something had seemed to strike my brain when she told me to go and play roulette.	true	928.53	932.02	22.089668
4806_26894_000075_000003	Strangely enough, that something had also seemed to make me hesitate, and to set me analysing my feelings with regard to her.	Strangely enough, that something had also seemed to make me hesitate, and to set me analysing my feelings with regard to her.	false	932.03	937.935	20.825508
4806_26894_000075_000004	In fact, during the two weeks of my absence I had felt far more at my ease than I did now, on the day of my return; although, while travelling, I had moped like an imbecile, rushed about like a man in a fever, and actually beheld her in my dreams.	In fact, during the two weeks of my absence I had felt far more at my ease than I did now, on the day of my return; although, while travelling, I had moped like an imbecile, rushed about like a man in a fever, and actually beheld her in my dreams.	false	937.935	949.51	16
4806_26894_000075_000005	Indeed, on one occasion (this happened in Switzerland, when I was asleep in the train) I had spoken aloud to her, and set all my fellow-travellers laughing.	Indeed, on one occasion (this happened in Switzerland, when I was asleep in the train) I had spoken aloud to her, and set all my fellow travellers laughing.	true	949.55	956.65	22.032448
4806_26894_000075_000006	Again, therefore, I put to myself the question: "Do I, or do I not love her?" and again I could return myself no answer or, rather, for the hundredth time I told myself that I detested her.	Again, therefore, I put to myself the question: "Do I, or do I not love her?" and again I could return myself no answer or, rather, for the hundredth time I told myself that I detested her.	true	956.69	966.55	22.631496
4806_26894_000075_000007	Yes, I detested her; there were moments (more especially at the close of our talks together) when I would gladly have given half my life to have strangled her!	Yes, I detested her; there were moments (more especially at the close of our talks together) when I would gladly have given half my life to have strangled her!	false	966.68	974.71	24.728035
4806_26894_000075_000008	I swear that, had there, at such moments, been a sharp knife ready to my hand, I would have seized that knife with pleasure, and plunged it into her breast.	I swear that, had there, at such moments, been a sharp knife ready to my hand, I would have seized that knife with pleasure, and plunged it into her breast.	false	974.72	981.88	20.927715
4806_26894_000075_000009	Yet I also swear that if, on the Shlangenberg, she had REALLY said to me, "Leap into that abyss," I should have leapt into it, and with equal pleasure.	Yet I also swear that if, on the Shlangenberg, she had REALLY said to me, "Leap into that abyss," I should have leapt into it, and with equal pleasure.	false	982.01	989.44	21.609213
4806_26894_000075_000010	Yes, this I knew well.	Yes, this I knew well.	true	989.6	991.035	21.08261
4806_26894_000075_000011	One way or the other, the thing must soon be ended. She, too, knew it in some curious way; the thought that I was fully conscious of her inaccessibility, and of the impossibility of my ever realising my dreams, afforded her, I am certain, the keenest possible pleasure.	One way or the other, the thing must soon be ended. She, too, knew it in some curious way; the thought that I was fully conscious of her inaccessibility, and of the impossibility of my ever realising my dreams, afforded her, I am certain, the keenest possible pleasure.	false	991.035	1003.81	21.77786
4806_26894_000075_000012	Otherwise, is it likely that she, the cautious and clever woman that she was, would have indulged in this familiarity and openness with me?	Otherwise, is it likely that she, the cautious and clever woman that she was, would have indulged in this familiarity and openness with me?	false	1004.09	1010.96	20.441563
4806_26894_000075_000013	Hitherto (I concluded) she had looked upon me in the same light that the old Empress did upon her servant--the Empress who hesitated not to unrobe herself before her slave, since she did not account a slave a man.	Hitherto (I concluded) she had looked upon me in the same light that the old Empress did upon her servant-the Empress who hesitated not to unrobe herself before her slave, since she did not account a slave a man.	true	1010.96	1021.66	22.834045
4806_26894_000075_000014	Yes, often Polina must have taken me for something less than a man!"	Yes, often Polina must have taken me for something less than a man!"	true	1021.66	1025.08	20.889435
4806_26894_000076_000000	Still, she had charged me with a commission--to win what I could at roulette.	Still, she had charged me with a commission-to win what I could at roulette.	true	1025.42	1028.71	22.824392
4806_26894_000076_000001	Yet all the time I could not help wondering WHY it was so necessary for her to win something, and what new schemes could have sprung to birth in her ever-fertile brain.	Yet all the time I could not help wondering WHY it was so necessary for her to win something, and what new schemes could have sprung to birth in her ever fertile brain.	true	1028.78	1036.84	21.05461
4806_26894_000076_000002	A host of new and unknown factors seemed to have arisen during the last two weeks.	A host of new and unknown factors seemed to have arisen during the last two weeks.	true	1036.88	1040.62	17.956366
4806_26894_000076_000003	Well, it behoved me to divine them, and to probe them, and that as soon as possible.	Well, it behoved me to divine them, and to probe them, and that as soon as possible.	true	1040.75	1044.59	22.076153
4806_26894_000076_000004	Yet not now: at the present moment I must repair to the roulette-table.	Yet not now: at the present moment I must repair to the roulette table.	false	1044.59	1059.9	20.942642
