7932_93470_000000_000000	CHAPTER XVII.	CHAPTER seventeen.	false	0.6	4.02	22
7932_93470_000058_000000	"You shall not be," Ruth said, more firmly than she had before spoken. "You shall not be, Mary.	"You shall not be," ruth said, more firmly than she had before spoken. "You shall not be, Mary.	true	966.83	973.33	20.803373
7932_93470_000058_000001	I can clear him, and I will."	I can clear him, and I will."	true	973.67	976.06	19.783785
7932_93470_000059_000000	It was Mary Armstrong's turn to break down now.	It was Mary Armstrong's turn to break down now.	true	976.82	979.33	16.539713
7932_93470_000059_000001	The goal had been reached, Ronald Mervyn would be cleared; and she threw her arms round Ruth and burst into a passion of tears.	The goal had been reached, Ronald Mervyn would be cleared; and she threw her arms round ruth and burst into a passion of tears.	true	979.61	986.83	19
7932_93470_000059_000002	It was some time before the girls were sufficiently composed to renew the conversation.	It was some time before the girls were sufficiently composed to renew the conversation.	true	987.11	991.3	16
7932_93470_000060_000000	"First of all, I must tell you, Mary," Ruth began, "that you may not think me more wicked than I am, that I would never have let Captain Mervyn suffer the penalty of another's crime.	"First of all, I must tell you, Mary," ruth began, "that you may not think me more wicked than I am, that I would never have let Captain Mervyn suffer the penalty of another's crime.	true	992.36	1002.4	16
7932_93470_000060_000001	Against the wish, almost in the face of the orders of the doctor, I remained in court all through the trial, holding in my hand the proof of Captain Mervyn's innocence, and had the verdict been 'guilty' I was ready to rush forward and prove that he was innocent.	Against the wish, almost in the face of the orders of the doctor, I remained in court all through the trial, holding in my hand the proof of Captain Mervyn's innocence, and had the verdict been 'guilty' I was ready to rush forward and prove that he was innocent.	true	1002.68	1017.37	16
7932_93470_000060_000002	I do not think that all that you suffered when you were in the hands of the Kaffirs was worse than I suffered then.	I do not think that all that you suffered when you were in the hands of the Kaffirs was worse than I suffered then.	true	1017.62	1023.48	11
7932_93470_000060_000003	I saw before me the uproar in court: the eyes that would be all fixed upon me; the way that the judge and the counsel would blame me for having so long kept silence; the reproach that I should meet with when I returned home; the shame of my dear old father; the way in which every soul in the village would turn against me; but I would have dared it all rather than that one man should suffer for the sin of another.	I saw before me the uproar in court: the eyes that would be all fixed upon me; the way that the judge and the counsel would blame me for having so long kept silence; the reproach that I should meet with when I returned home; the shame of my dear old father; the way in which every soul in the village would turn against me; but I would have dared it all rather than that one man should suffer for the sin of another.	false	1023.48	1048.39	18.86045
7932_93470_000060_000004	And now, having told you this first, so that you should not think too hardly of me, I will tell you all."	And now, having told you this first, so that you should not think too hardly of me, I will tell you all."	true	1048.85	1055.23	21.068413
7932_93470_000061_000000	Then Ruth told her of her girlish love for George Forester; how she had clung to him through evil report, and in spite of the wishes of her father and mother, but how at last the incident of the affray with the gamekeepers had opened her eyes to the fact that he was altogether reckless and wild, and that she could never trust her happiness to him. She told how Margaret Carne had spoken to her about it, and how she had promised she would give him up; then she told of that meeting on the road on the way to church; his passionate anger against herself; the threats he had uttered against Miss Carne for her interference, and the way in which he had assaulted her.	Then ruth told her of her girlish love for George Forester; how she had clung to him through evil report, and in spite of the wishes of her father and mother, but how at last the incident of the affray with the gamekeepers had opened her eyes to the fact that he was altogether reckless and wild, and that she could never trust her happiness to him. She told how Margaret Carne had spoken to her about it, and how she had promised she would give him up; then she told of that meeting on the road on the way to church; his passionate anger against herself; the threats he had uttered against Miss Carne for her interference, and the way in which he had assaulted her.	true	1055.54	1091.83	19
7932_93470_000062_000000	"I firmly believe," Ruth said, "he would have murdered me had he not heard people coming along the road." Then she told how she found the open knife stained with blood at Margaret Carne's bedside, and how she had hidden it.	"I firmly believe," ruth said, "he would have murdered me had he not heard people coming along the road." Then she told how she found the open knife stained with blood at Margaret Carne's bedside, and how she had hidden it.	true	1092.08	1105.12	21.492422
7932_93470_000062_000001	"I did not do it because I loved him still, Mary," she said.	"I did not do it because I loved him still, Mary," she said.	true	1105.67	1109.26	18.471552
7932_93470_000062_000002	"My love seemed to have been killed.	"My love seemed to have been killed.	true	1109.57	1111.57	20
7932_93470_000062_000003	I had given him up before, and the attack he made upon me had shown me clearly how violent he was, and what an escape I had had; but I had loved him as a boy, and it was the remembrance of my girlish love, and not any love I then had, that sealed my lips; but even this would not have silenced me, I think, had it not been for the sake of his father.	I had given him up before, and the attack he made upon me had shown me clearly how violent he was, and what an escape I had had; but I had loved him as a boy, and it was the remembrance of my girlish love, and not any love I then had, that sealed my lips; but even this would not have silenced me, I think, had it not been for the sake of his father.	false	1111.91	1132.87	17
7932_93470_000062_000004	The old man had always been very, very kind to me, and the disgrace of his son being found guilty of this crime would have killed him.	The old man had always been very, very kind to me, and the disgrace of his son being found guilty of this crime would have killed him.	true	1133.15	1140.7	13
7932_93470_000062_000005	I can say, honestly, it was this that chiefly influenced me in deciding to shield him.	I can say, honestly, it was this that chiefly influenced me in deciding to shield him.	true	1141.07	1146.61	16
7932_93470_000062_000006	As to Captain Mervyn, I was, as I told you, determined that though I would keep silent if he were acquitted, I would save him if he were found guilty.	As to Captain Mervyn, I was, as I told you, determined that though I would keep silent if he were acquitted, I would save him if he were found guilty.	true	1147.43	1155.61	19
7932_93470_000062_000007	I never thought for a moment that acquittal would not clear him.	I never thought for a moment that acquittal would not clear him.	true	1155.89	1159.27	15
7932_93470_000062_000008	It seemed to me that the trouble that had fallen on him was thoroughly deserved for the way in which he had spoken to Miss Carne; but I thought when he was acquitted he would take his place in his regiment again, and be none the worse for what had happened.	It seemed to me that the trouble that had fallen on him was thoroughly deserved for the way in which he had spoken to Miss Carne; but I thought when he was acquitted he would take his place in his regiment again, and be none the worse for what had happened.	false	1159.49	1171.33	14
7932_93470_000062_000009	It was only when I found that he had left the regiment, and when Mrs. Mervyn and her daughters shut up the house and went to live far away, that I began to trouble much.	It was only when I found that he had left the regiment, and when mrs Mervyn and her daughters shut up the house and went to live far away, that I began to trouble much.	false	1171.91	1181.02	16
7932_93470_000062_000010	I saw now how wicked I had been, though I would never quite own it even to myself.	I saw now how wicked I had been, though I would never quite own it even to myself.	true	1181.63	1187.11	16
7932_93470_000062_000011	I would have told then, but I did not know who to tell it to, or what good it could do if told.	I would have told then, but I did not know who to tell it to, or what good it could do if told.	true	1187.6	1193.38	20.982641
7932_93470_000062_000012	Mr. Forester was dead now, and the truth could not hurt him.	mr Forester was dead now, and the truth could not hurt him.	true	1193.84	1197.16	17
7932_93470_000062_000013	George Forester had gone away, and would never come back; you know they found a verdict of wilful murder against him for killing the keeper.	George Forester had gone away, and would never come back; you know they found a verdict of wilful murder against him for killing the keeper.	true	1197.38	1204.84	19
7932_93470_000062_000014	Somehow it seemed too late either to do good or harm.	Somehow it seemed too late either to do good or harm.	true	1205.69	1208.98	16
7932_93470_000062_000015	Every one had gone.	Every one had gone.	true	1209.29	1210.59	16
7932_93470_000062_000016	Why should I say anything, and bring grief and trouble on my father and mother, and make the whole valley despise me?	Why should I say anything, and bring grief and trouble on my father and mother, and make the whole valley despise me?	true	1210.59	1217.02	15
7932_93470_000062_000017	It has been dreadful," she said, wanly.	It has been dreadful," she said, wanly.	true	1217.63	1220.35	20
7932_93470_000062_000018	"You cannot tell how dreadful.	"You cannot tell how dreadful.	true	1220.9	1222.93	17
7932_93470_000062_000019	Ever since you came here and tried to make a friend of me, I have been fighting a battle with myself.	Ever since you came here and tried to make a friend of me, I have been fighting a battle with myself.	true	1223.57	1229.02	15
7932_93470_000062_000020	It was not right that you should like me--it was not right that any one should like me--and I felt at last that I must tell you; you first, and then every one.	It was not right that you should like me-it was not right that any one should like me-and I felt at last that I must tell you; you first, and then every one.	false	1229.39	1238.59	21.502472
7932_93470_000062_000021	Now after what you have told me it will not be so hard.	Now after what you have told me it will not be so hard.	true	1239.38	1242.7	15
7932_93470_000062_000022	Of course I shall suffer, and my father will suffer; but it will do good and make you and Captain Mervyn happy for the truth to be known, and so I shall be able to brave it all much better than I should otherwise have done.	Of course I shall suffer, and my father will suffer; but it will do good and make you and Captain Mervyn happy for the truth to be known, and so I shall be able to brave it all much better than I should otherwise have done.	true	1243.01	1255.27	17
7932_93470_000062_000023	Who shall I go to first?"	Who shall I go to first?"	true	1255.67	1257.43	25.69267
7932_93470_000063_000000	"I cannot tell you, Ruth.	"I cannot tell you, ruth.	true	1257.86	1259.74	16
7932_93470_000063_000001	I must speak to my father, and he will think it over, and perhaps he will write and ask Ronald how he would like it done.	I must speak to my father, and he will think it over, and perhaps he will write and ask Ronald how he would like it done.	true	1259.78	1266.16	20
7932_93470_000063_000002	There is no great hurry, for he cannot come home anyhow till the war is finished, and it may last for months yet."	There is no great hurry, for he cannot come home anyhow till the war is finished, and it may last for months yet."	true	1266.56	1272.69	16
7932_93470_000064_000000	"Well, I am ready to go anywhere and to tell every one when you like," Ruth said.	"Well, I am ready to go anywhere and to tell every one when you like," ruth said.	false	1272.69	1277.61	21.286993
7932_93470_000064_000001	"Do not look so pitiful, Mary.	"Do not look so pitiful, Mary.	true	1277.61	1279.3	12
7932_93470_000064_000002	I am sure I shall be much happier, whatever happens, even if they put me in prison, now that I have made up my mind to do what is right."	I am sure I shall be much happier, whatever happens, even if they put me in prison, now that I have made up my mind to do what is right."	false	1279.55	1288.44	19.232548
7932_93470_000065_000000	"There is no fear of that, I think, Ruth.	"There is no fear of that, I think, ruth.	true	1288.44	1290.64	18
7932_93470_000065_000001	They never asked you whether you had found anything; and though you certainly hid the truth, you did not absolutely give false evidence."	They never asked you whether you had found anything; and though you certainly hid the truth, you did not absolutely give false evidence."	true	1290.74	1297.93	18
7932_93470_000066_000000	"It was all wrong and wicked," Ruth said, "and it will be quite right if they punish me; but that would be nothing to what I have suffered lately.	"It was all wrong and wicked," ruth said, "and it will be quite right if they punish me; but that would be nothing to what I have suffered lately.	true	1297.93	1305.85	21.114206
7932_93470_000066_000001	I should feel happier in prison with this weight off my mind. But can you forgive me, Mary?	I should feel happier in prison with this weight off my mind. But can you forgive me, Mary?	false	1306.22	1311.19	22
7932_93470_000066_000002	Can you forgive me causing such misery to Captain Mervyn, and such unhappiness to you?"	Can you forgive me causing such misery to Captain Mervyn, and such unhappiness to you?"	false	1311.47	1317.72	23.05885
7932_93470_000067_000000	"You need not be afraid about that," Mary said, laying her hand assuringly on Ruth's shoulder.	"You need not be afraid about that," Mary said, laying her hand assuringly on Ruth's shoulder.	true	1317.72	1323.64	20.771992
7932_93470_000067_000001	"Why, child, you have been a benefactor to us both!	"Why, child, you have been a benefactor to us both!	true	1324.01	1327.54	23.918772
7932_93470_000067_000002	If you had told all about it at first, Ronald would never have gone out to the Cape; father and I would have been killed in the first attack; and if we had not been, I should have been tortured to death in the Amatolas; and, last of all, we should never have seen and loved each other.	If you had told all about it at first, Ronald would never have gone out to the Cape; father and I would have been killed in the first attack; and if we had not been, I should have been tortured to death in the Amatolas; and, last of all, we should never have seen and loved each other.	false	1327.73	1344.21	21.646935
7932_93470_000067_000003	Whatever troubles you may have to bear, do not reckon Ronald's displeasure and mine among them.	Whatever troubles you may have to bear, do not reckon Ronald's displeasure and mine among them.	true	1344.21	1349.85	18
7932_93470_000067_000004	I shall have cause to thank you all the days of my life, and I hope Ronald will have cause to do so too.	I shall have cause to thank you all the days of my life, and I hope Ronald will have cause to do so too.	true	1349.85	1355.44	17
7932_93470_000067_000005	Kiss me, Ruth; you have made me the happiest woman in the world, and I would give a great deal to be able to set this right without your having to put yourself forward in it."	Kiss me, ruth; you have made me the happiest woman in the world, and I would give a great deal to be able to set this right without your having to put yourself forward in it."	true	1355.57	1365.16	15
7932_93470_000068_000000	Ruth was crying now, but they were not tears of unhappiness.	ruth was crying now, but they were not tears of unhappiness.	true	1365.53	1369.3	16
7932_93470_000068_000001	They talked for some time longer, sitting hand in hand; and then, as Mr. Armstrong's step was heard coming up to the cottage, Ruth seized her hat and shawl.	They talked for some time longer, sitting hand in hand; and then, as mr Armstrong's step was heard coming up to the cottage, ruth seized her hat and shawl.	false	1369.7	1378.41	19
7932_93470_000069_000000	"I dare not see him," she said; "he may not look at it as you do."	"I dare not see him," she said; "he may not look at it as you do."	false	1378.41	1383.18	22.36797
7932_93470_000070_000000	"Yes, he will," Mary said.	"Yes, he will," Mary said.	true	1383.18	1385.13	18.90329
7932_93470_000070_000001	"You don't know my father; he is one of the tenderest hearted of men." But Ruth darted out just as the door opened.	"You don't know my father; he is one of the tenderest hearted of men." But ruth darted out just as the door opened.	true	1385.13	1391.95	19.047884
7932_93470_000071_000000	"What is it?" Mr. Armstrong asked in surprise.	"What is it?" mr Armstrong asked in surprise.	true	1392.05	1395.04	24.36359
7932_93470_000071_000001	"Ruth Powlett nearly knocked me down in the passage, and rushed off without even the ordinary decency of apologising."	"ruth Powlett nearly knocked me down in the passage, and rushed off without even the ordinary decency of apologising."	true	1395.23	1401.28	20
7932_93470_000072_000000	"Ruth has told me everything, father.	"ruth has told me everything, father.	true	1401.38	1403.29	19.769066
7932_93470_000072_000001	We can clear Ronald Mervyn as soon as we like." And Mary Armstrong threw her arms round her father's neck.	We can clear Ronald Mervyn as soon as we like." And Mary Armstrong threw her arms round her father's neck.	true	1403.36	1409.32	18.446396
7932_93470_000073_000000	"I thank God for that, Mary.	"I thank God for that, Mary.	true	1409.36	1411.48	17
7932_93470_000073_000001	I felt it would come sooner or later, but I had hardly hoped that it would come so soon.	I felt it would come sooner or later, but I had hardly hoped that it would come so soon.	true	1411.67	1416.85	13
7932_93470_000073_000002	I am thankful, indeed, my child; how did it all come about?"	I am thankful, indeed, my child; how did it all come about?"	true	1417.01	1420.81	20.434124
7932_93470_000074_000000	Mary repeated the story Ruth Powlett told her.	Mary repeated the story ruth Powlett told her.	true	1421.09	1423.87	19
7932_93470_000075_000000	"Yes, there's no doubt about it this time," her father said.	"Yes, there's no doubt about it this time," her father said.	true	1424.21	1427.89	20.257507
7932_93470_000075_000001	"As you say, there could be no mistake about the knife, because she had given it to him herself, and had had his initials engraved upon it at Plymouth.	"As you say, there could be no mistake about the knife, because she had given it to him herself, and had had his initials engraved upon it at Plymouth.	true	1428.08	1435.57	20.375685
7932_93470_000075_000002	I don't think any reasonable man could have a doubt that the scoundrel did it; and now, my dear, what is to be done next?"	I don't think any reasonable man could have a doubt that the scoundrel did it; and now, my dear, what is to be done next?"	true	1435.76	1442.41	20.382154
7932_93470_000076_000000	"Ah, that is for you to decide.	"Ah, that is for you to decide.	true	1442.57	1444.87	17.79014
7932_93470_000076_000001	I think Ronald ought to be consulted."	I think Ronald ought to be consulted."	true	1445.06	1447.18	21.311682
7932_93470_000077_000000	"Oh, you think that?" Mr. Armstrong said, quickly.	"Oh, you think that?" mr Armstrong said, quickly.	true	1447.22	1450.51	18.993858
7932_93470_000077_000001	"You think he knows a great deal better what ought to be done than I do?"	"You think he knows a great deal better what ought to be done than I do?"	true	1450.85	1454.26	20
7932_93470_000078_000000	"No, I don't exactly mean that, father; but I think one would like to know how he would wish it to be done before we do anything.	"No, I don't exactly mean that, father; but I think one would like to know how he would wish it to be done before we do anything.	true	1454.69	1462.09	16
7932_93470_000078_000001	There is no particular hurry, you know, when he once knows that it is all going to be set right."	There is no particular hurry, you know, when he once knows that it is all going to be set right."	true	1462.34	1467.19	19
7932_93470_000079_000000	"No, beyond the fact that he would naturally like to get rid of this thing hanging over him as soon as he can.	"No, beyond the fact that he would naturally like to get rid of this thing hanging over him as soon as he can.	false	1467.62	1472.77	19
7932_93470_000079_000001	Now, my idea is that the girl ought to go at once to a magistrate and make an affidavit, and hand over this knife to him.	Now, my idea is that the girl ought to go at once to a magistrate and make an affidavit, and hand over this knife to him.	false	1473.17	1480.06	20
7932_93470_000079_000002	I don't know how the matter is to be re-opened, because Ronald Mervyn has been acquitted, and the other man is goodness knows where."	I don't know how the matter is to be re-opened, because Ronald Mervyn has been acquitted, and the other man is goodness knows where."	true	1480.28	1486.84	17
7932_93470_000080_000000	"Well, father, there will be time enough to think over it, but I do think we had better tell Ronald first."	"Well, father, there will be time enough to think over it, but I do think we had better tell Ronald first."	true	1487.3	1493.44	19.721306
7932_93470_000081_000000	"Very well, my dear, as you generally have your own way, I suppose we shall finally settle on that, whether we agree now or three days hence. By the way, I have got a letter in my pocket for you from him.	"Very well, my dear, as you generally have your own way, I suppose we shall finally settle on that, whether we agree now or three days hence. By the way, I have got a letter in my pocket for you from him.	true	1493.72	1505.92	18.246466
7932_93470_000081_000001	The Cape mail touched at Plymouth yesterday."	The Cape mail touched at Plymouth yesterday."	true	1505.92	1508.17	21.851503
7932_93470_000082_000000	"Why did you not tell me of it before, father?" the girl said, reproachfully.	"Why did you not tell me of it before, father?" the girl said, reproachfully.	true	1508.63	1512.96	22.442358
7932_93470_000083_000000	"Well, my dear, your news is so infinitely more important, that I own I forgot all about the letter.	"Well, my dear, your news is so infinitely more important, that I own I forgot all about the letter.	true	1512.96	1518.46	17
7932_93470_000083_000001	Besides, as this is the fourth that you have had since you have been here, it is not of such extreme importance."	Besides, as this is the fourth that you have had since you have been here, it is not of such extreme importance."	true	1518.68	1525.39	21
7932_93470_000084_000000	But Mary was reading the letter and paid no attention to what her father was saying.	But Mary was reading the letter and paid no attention to what her father was saying.	true	1526	1529.8	14
7932_93470_000084_000001	Presently she gave a sudden exclamation.	Presently she gave a sudden exclamation.	true	1530.05	1532.5	19.611073
7932_93470_000085_000000	"What is it, my dear; has he changed his mind and married a Kaffir woman?	"What is it, my dear; has he changed his mind and married a Kaffir woman?	true	1532.96	1537.36	22.181854
7932_93470_000085_000001	If so, we need not trouble any more about the affair."	If so, we need not trouble any more about the affair."	true	1537.58	1540.78	18
7932_93470_000086_000000	"No, papa; it is serious--quite serious."	"No, papa; it is serious-quite serious."	true	1540.82	1544.2	19
7932_93470_000087_000000	"Well, my dear, that would be serious; at least I should have thought you would consider it so."	"Well, my dear, that would be serious; at least I should have thought you would consider it so."	true	1544.75	1549.54	21.180614
7932_93470_000088_000000	"No, father; but really this is extraordinary.	"No, father; but really this is extraordinary.	true	1549.91	1552.93	17
7932_93470_000088_000001	What do you think he says?"	What do you think he says?"	true	1553.06	1554.58	16.604273
7932_93470_000089_000000	"It is of no use my thinking about it, Mary," Mr. Armstrong said, resignedly, "especially as I suppose you are going to tell me.	"It is of no use my thinking about it, Mary," mr Armstrong said, resignedly, "especially as I suppose you are going to tell me.	true	1554.92	1562.02	17.777664
7932_93470_000089_000001	I have made one suggestion, and it seems that it is incorrect."	I have made one suggestion, and it seems that it is incorrect."	false	1562.21	1565.56	18.729412
7932_93470_000090_000000	"This is what he says, father: 'You know that I told you a trooper in my company recognised me.	"This is what he says, father: 'You know that I told you a trooper in my company recognised me.	true	1565.75	1571.05	19.318258
7932_93470_000090_000001	I fancied I knew the man's face, but could not recall where I had seen it.	I fancied I knew the man's face, but could not recall where I had seen it.	true	1571.3	1575.1	17
7932_93470_000090_000002	The other day it suddenly flashed upon me; he is the son of a little farmer upon my cousin's estate, a man by the name of Forester.	The other day it suddenly flashed upon me; he is the son of a little farmer upon my cousin's estate, a man by the name of Forester.	true	1575.29	1582.48	19
7932_93470_000090_000003	I often saw him when he was a young fellow, for I was fond of fishing, and I can remember him as a boy who was generally fishing down in the mill-stream.	I often saw him when he was a young fellow, for I was fond of fishing, and I can remember him as a boy who was generally fishing down in the mill stream.	true	1582.85	1590.67	14
7932_93470_000090_000004	I fancy he rather went to grief afterwards, and have some idea he was mixed up in a poaching business in the Carne woods.	I fancy he rather went to grief afterwards, and have some idea he was mixed up in a poaching business in the Carne woods.	true	1591.04	1597.12	15
7932_93470_000090_000005	So I think he must have left the country about that time.	So I think he must have left the country about that time.	true	1597.37	1600.2	17
7932_93470_000090_000006	Curious, isn't it, his running against me here?	Curious, isn't it, his running against me here?	true	1600.2	1603	19.892221
7932_93470_000090_000007	However, it cannot be helped.	However, it cannot be helped.	true	1603.46	1605.22	21.153957
7932_93470_000090_000008	I suppose it will all come out, sooner or later, for he has been in the guardroom several times for drunkenness, and one of these times he will be sure to blurt it out.'"	I suppose it will all come out, sooner or later, for he has been in the guardroom several times for drunkenness, and one of these times he will be sure to blurt it out.'"	true	1605.23	1613.41	17
7932_93470_000091_000000	"Isn't that extraordinary, father?"	"Isn't that extraordinary, father?"	true	1613.87	1615.75	17.83019
7932_93470_000092_000000	"It is certainly an extraordinary coincidence, Mary, that these two men--the murderer of Miss Carne and the man who has suffered for that murder should be out there together.	"It is certainly an extraordinary coincidence, Mary, that these two men-the murderer of Miss Carne and the man who has suffered for that murder should be out there together.	true	1616.21	1624.75	17
7932_93470_000092_000001	This complicates matters a good deal."	This complicates matters a good deal."	true	1625.06	1627.42	22.319721
7932_93470_000093_000000	"It does, father.	"It does, father.	true	1628.03	1629.19	17.863846
7932_93470_000093_000001	There can be no doubt of what is to be done now."	There can be no doubt of what is to be done now."	true	1629.29	1631.77	18
7932_93470_000094_000000	"Well, now I quite come round on your side, Mary; nothing should be done until Mervyn knows all about it, and can let us know what his views are. I should not think that he could have this man arrested out there merely on his unsupported accusation, and I should imagine that he will want an official copy of Ruth Powlett's affidavit, and perhaps a warrant sent out from England, before he can get him arrested.	"Well, now I quite come round on your side, Mary; nothing should be done until Mervyn knows all about it, and can let us know what his views are. I should not think that he could have this man arrested out there merely on his unsupported accusation, and I should imagine that he will want an official copy of ruth Powlett's affidavit, and perhaps a warrant sent out from England, before he can get him arrested.	true	1632.14	1653.25	17
7932_93470_000094_000001	Anyhow, we must go cautiously to work.	Anyhow, we must go cautiously to work.	true	1653.53	1656.26	20.4952
7932_93470_000094_000002	When Ruth Powlett speaks, it will make a great stir here, and this Forester may have some correspondent here who would write and tell him what has happened, and then he might make a bolt of it before Ronald can get the law at work and lay hold of him."	When ruth Powlett speaks, it will make a great stir here, and this Forester may have some correspondent here who would write and tell him what has happened, and then he might make a bolt of it before Ronald can get the law at work and lay hold of him."	true	1656.26	1668.55	17
7932_93470_000095_000000	"I should rather hope, for Ruth's sake, that he would do so, father. She is ready to make her confession and to bear all the talk it will make and the blame that will fall upon her; but it would be a great trial to her to have the man she once loved brought over and hung upon her evidence."	"I should rather hope, for Ruth's sake, that he would do so, father. She is ready to make her confession and to bear all the talk it will make and the blame that will fall upon her; but it would be a great trial to her to have the man she once loved brought over and hung upon her evidence."	false	1668.89	1684.45	19
7932_93470_000096_000000	"So it would, Mary, so it would; but, on the other hand, it can be only by his trial and execution that Mervyn's innocence can be absolutely proved to the satisfaction of every one.	"So it would, Mary, so it would; but, on the other hand, it can be only by his trial and execution that Mervyn's innocence can be absolutely proved to the satisfaction of every one.	true	1684.73	1696.08	16
7932_93470_000096_000001	It is a grave question altogether, Mary, and at any rate we will wait.	It is a grave question altogether, Mary, and at any rate we will wait.	true	1696.08	1700.89	22
7932_93470_000096_000002	Tell Mervyn he has all the facts before him, and must decide what is to be done.	Tell Mervyn he has all the facts before him, and must decide what is to be done.	true	1701.17	1705.09	14
7932_93470_000096_000003	Besides, my dear, I think it will be only fair that Ruth should know that we are in a position to lay hands on this Forester before she makes the confession."	Besides, my dear, I think it will be only fair that ruth should know that we are in a position to lay hands on this Forester before she makes the confession."	true	1705.37	1712.89	19
7932_93470_000097_000000	"I think so too, father.	"I think so too, father.	true	1713.08	1714.6	21.098818
7932_93470_000097_000001	Yes, she certainly ought to be told; but I am sure that now she has made up her mind to confess she will not draw back.	Yes, she certainly ought to be told; but I am sure that now she has made up her mind to confess she will not draw back.	false	1714.61	1720.87	21.757704
7932_93470_000097_000002	Still, of course, it would be very painful for her.	Still, of course, it would be very painful for her.	true	1720.97	1723.57	14
7932_93470_000097_000003	We need not tell her at present; I will write a long letter to Ronald and tell him all the ins and outs of it, and then we can wait quietly until we hear from him."	We need not tell her at present; I will write a long letter to Ronald and tell him all the ins and outs of it, and then we can wait quietly until we hear from him."	true	1723.82	1732.36	17
7932_93470_000098_000000	"You need not have said that you will write a long letter, Mary," Mr. Armstrong said, drily, "considering that each time the mail has gone out I have seen nothing of you for twenty-four hours previously, and that I have reason to believe that an extra mail cart has had each time to be put on to carry the correspondence."	"You need not have said that you will write a long letter, Mary," mr Armstrong said, drily, "considering that each time the mail has gone out I have seen nothing of you for twenty four hours previously, and that I have reason to believe that an extra mail cart has had each time to be put on to carry the correspondence."	true	1732.85	1748.74	17
7932_93470_000099_000000	"It's all very well to laugh, father," Mary said, a little indignantly, "but you know that he is having fights almost every day with the Kaffirs, and only has our letters to look forward to, telling him how we are getting on and----and----"	"It's all very well to laugh, father," Mary said, a little indignantly, "but you know that he is having fights almost every day with the Kaffirs, and only has our letters to look forward to, telling him how we are getting on and----and----"	true	1748.96	1762.66	18
7932_93470_000100_000000	"And how we love him, Mary, and how we dream of him, etc., etc."	"And how we love him, Mary, and how we dream of him, etc, etc"	true	1763.03	1767.28	18
7932_93470_000101_000000	Mary laughed.	Mary laughed.	true	1767.47	1768.57	14
7932_93470_000102_000000	"Never mind what I put in my letters, father, as long as he is satisfied with them."	"Never mind what I put in my letters, father, as long as he is satisfied with them."	true	1768.73	1773.85	16
7932_93470_000103_000000	"I don't, my dear.	"I don't, my dear.	true	1773.95	1775.2	22.66981
7932_93470_000103_000001	My only fear is that he will come back wearing spectacles, for I should say that it would ruin any human eyes to have to wade through the reams of feminine handwriting you send to him.	My only fear is that he will come back wearing spectacles, for I should say that it would ruin any human eyes to have to wade through the reams of feminine handwriting you send to him.	true	1775.42	1784.83	13
7932_93470_000103_000002	If he is the sensible fellow I give him credit for, he only reads the first three words, which are, I suppose, 'my darling Ronald' and the last four, which I also suppose are 'your ever loving Mary.'"	If he is the sensible fellow I give him credit for, he only reads the first three words, which are, I suppose, 'my darling Ronald' and the last four, which I also suppose are 'your ever loving Mary.'"	true	1785.17	1797.31	18
7932_93470_000104_000000	The colour flooded Mary Armstrong's cheeks.	The colour flooded Mary Armstrong's cheeks.	true	1797.89	1800.37	17
7932_93470_000105_000000	"You have no right even to guess at my letters, father, and I have no doubt that whether they are long or short, he reads them through a dozen times."	"You have no right even to guess at my letters, father, and I have no doubt that whether they are long or short, he reads them through a dozen times."	true	1800.65	1809.91	18
7932_93470_000106_000000	"Poor fellow, poor fellow!" Mr. Armstrong said, pityingly. "Nevertheless, my dear, important as all these matters are, I do not know why I should be compelled to fast.	"Poor fellow, poor fellow!" mr Armstrong said, pityingly. "Nevertheless, my dear, important as all these matters are, I do not know why I should be compelled to fast.	true	1810.13	1821.1	19.608307
7932_93470_000106_000001	I came in an hour ago, expecting to find tea ready, and there are no signs of it visible.	I came in an hour ago, expecting to find tea ready, and there are no signs of it visible.	true	1821.23	1826.56	20
7932_93470_000106_000002	I shall have to follow the example of the villagers when their wives fail to get their meals ready, and go down to the 'Carne's Arms' for it."	I shall have to follow the example of the villagers when their wives fail to get their meals ready, and go down to the 'Carne's Arms' for it."	true	1826.63	1833.01	18
7932_93470_000107_000000	"You shall have it in five minutes, father," Mary Armstrong said, running out.	"You shall have it in five minutes, father," Mary Armstrong said, running out.	true	1833.62	1837.84	18.953619
7932_93470_000107_000001	"Men are so dreadfully material that whatever happens their appetite must be attended to just as usual."	"Men are so dreadfully material that whatever happens their appetite must be attended to just as usual."	true	1838.06	1843.99	19
7932_93470_000108_000000	And so three days afterwards a full account of all that Ruth Powlett had said, and of the circumstances of the case, was despatched to "Sergeant Blunt, Cape Mounted Rifles, Kaffirland."	And so three days afterwards a full account of all that ruth Powlett had said, and of the circumstances of the case, was despatched to "Sergeant Blunt, Cape Mounted Rifles, Kaffirland."	true	1844.57	1856.25	21
7932_93470_000109_000000	CHAPTER XVIII.	CHAPTER eighteen.	false	1856.25	1856.34	-20
7932_93470_000110_000000	GEORGE FORESTER'S DEATH.	GEORGE FORESTER'S DEATH.	false	1856.34	1856.52	-20
