30_4445_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	true	8.31	10.3	18
30_4445_000048_000000	"And have you never known the pleasure and triumph of a lucky guess?--I pity you.--I thought you cleverer--for, depend upon it a lucky guess is never merely luck.	"And have you never known the pleasure and triumph of a lucky guess?--I pity you.--I thought you cleverer-for, depend upon it a lucky guess is never merely luck.	false	1014.98	1024.47	21.614971
30_4445_000048_000001	There is always some talent in it.	There is always some talent in it.	true	1024.47	1026.46	22.710653
30_4445_000048_000002	And as to my poor word 'success,' which you quarrel with, I do not know that I am so entirely without any claim to it.	And as to my poor word 'success,' which you quarrel with, I do not know that I am so entirely without any claim to it.	false	1026.68	1033.66	20
30_4445_000048_000003	You have drawn two pretty pictures; but I think there may be a third--a something between the do-nothing and the do-all.	You have drawn two pretty pictures; but I think there may be a third-a something between the do nothing and the do all.	true	1033.85	1041.34	24.151968
30_4445_000048_000004	If I had not promoted Mr. Weston's visits here, and given many little encouragements, and smoothed many little matters, it might not have come to any thing after all.	If I had not promoted mr Weston's visits here, and given many little encouragements, and smoothed many little matters, it might not have come to any thing after all.	true	1041.62	1051.42	20
30_4445_000048_000005	I think you must know Hartfield enough to comprehend that."	I think you must know Hartfield enough to comprehend that."	true	1051.82	1055.11	20
30_4445_000049_000000	"A straightforward, open-hearted man like Weston, and a rational, unaffected woman like Miss Taylor, may be safely left to manage their own concerns.	"A straightforward, open hearted man like Weston, and a rational, unaffected woman like Miss Taylor, may be safely left to manage their own concerns.	true	1055.9	1064.67	16
30_4445_000049_000001	You are more likely to have done harm to yourself, than good to them, by interference."	You are more likely to have done harm to yourself, than good to them, by interference."	false	1064.67	1069.63	24
30_4445_000050_000000	"Emma never thinks of herself, if she can do good to others," rejoined Mr. Woodhouse, understanding but in part.	"Emma never thinks of herself, if she can do good to others," rejoined mr Woodhouse, understanding but in part.	true	1070.06	1077.25	20
30_4445_000050_000001	"But, my dear, pray do not make any more matches; they are silly things, and break up one's family circle grievously."	"But, my dear, pray do not make any more matches; they are silly things, and break up one's family circle grievously."	false	1077.59	1084.24	16
30_4445_000051_000000	"Only one more, papa; only for Mr. Elton.	"Only one more, papa; only for mr Elton.	true	1084.82	1087.93	26.37068
30_4445_000051_000001	Poor Mr. Elton!	Poor mr Elton!	true	1088.12	1089.62	28.401716
30_4445_000051_000002	You like Mr. Elton, papa,--I must look about for a wife for him.	You like mr Elton, papa,--I must look about for a wife for him.	true	1089.62	1093.69	23.590498
30_4445_000051_000003	There is nobody in Highbury who deserves him--and he has been here a whole year, and has fitted up his house so comfortably, that it would be a shame to have him single any longer--and I thought when he was joining their hands to-day, he looked so very much as if he would like to have the same kind office done for him!	There is nobody in Highbury who deserves him-and he has been here a whole year, and has fitted up his house so comfortably, that it would be a shame to have him single any longer-and I thought when he was joining their hands to day, he looked so very much as if he would like to have the same kind office done for him!	true	1093.76	1110.49	18
30_4445_000051_000004	I think very well of Mr. Elton, and this is the only way I have of doing him a service."	I think very well of mr Elton, and this is the only way I have of doing him a service."	true	1110.77	1116.7	21
30_4445_000052_000000	"Mr. Elton is a very pretty young man, to be sure, and a very good young man, and I have a great regard for him.	"mr Elton is a very pretty young man, to be sure, and a very good young man, and I have a great regard for him.	false	1117.64	1124.41	16
30_4445_000052_000001	But if you want to shew him any attention, my dear, ask him to come and dine with us some day.	But if you want to shew him any attention, my dear, ask him to come and dine with us some day.	true	1124.63	1130.41	17
30_4445_000052_000002	That will be a much better thing.	That will be a much better thing.	true	1130.6	1132.57	25.201796
30_4445_000052_000003	I dare say Mr. Knightley will be so kind as to meet him."	I dare say mr Knightley will be so kind as to meet him."	true	1132.91	1136.47	18
30_4445_000053_000000	"With a great deal of pleasure, sir, at any time," said Mr. Knightley, laughing, "and I agree with you entirely, that it will be a much better thing.	"With a great deal of pleasure, sir, at any time," said mr Knightley, laughing, "and I agree with you entirely, that it will be a much better thing.	true	1137.77	1145.86	22.050148
30_4445_000053_000001	Invite him to dinner, Emma, and help him to the best of the fish and the chicken, but leave him to chuse his own wife.	Invite him to dinner, Emma, and help him to the best of the fish and the chicken, but leave him to chuse his own wife.	true	1146.05	1152.67	21.37544
30_4445_000053_000002	Depend upon it, a man of six or seven-and-twenty can take care of himself."	Depend upon it, a man of six or seven and twenty can take care of himself."	false	1152.67	1176.69	20.52805
