3370_163384_000000_000000	CHAPTER XVII.	CHAPTER seventeen.	false	3.24	23.355	22.493317
3370_163384_000066_000001	His soul did from this cold world fly By falling down a well.	His soul did from this cold world fly By falling down a well.	true	1063.53	1068.82	19.365734
3370_163384_000067_000000	They got him out and emptied him; Alas it was too late; His spirit was gone for to sport aloft In the realms of the good and great.	They got him out and emptied him; Alas it was too late; His spirit was gone for to sport aloft In the realms of the good and great.	true	1069.46	1079.5	21.780724
3370_163384_000068_000000	If Emmeline Grangerford could make poetry like that before she was fourteen, there ain't no telling what she could a done by and by.	If Emmeline Grangerford could make poetry like that before she was fourteen, there ain't no telling what she could a done by and by.	false	1080.56	1088.89	23.145943
3370_163384_000068_000001	Buck said she could rattle off poetry like nothing.	Buck said she could rattle off poetry like nothing.	true	1089.47	1092.49	28.30795
3370_163384_000068_000002	She didn't ever have to stop to think.	She didn't ever have to stop to think.	false	1092.71	1095.16	25.92856
3370_163384_000068_000003	He said she would slap down a line, and if she couldn't find anything to rhyme with it would just scratch it out and slap down another one, and go ahead.	He said she would slap down a line, and if she couldn't find anything to rhyme with it would just scratch it out and slap down another one, and go ahead.	false	1095.29	1103.86	20.869251
3370_163384_000068_000004	She warn't particular; she could write about anything you choose to give her to write about just so it was sadful. Every time a man died, or a woman died, or a child died, she would be on hand with her "tribute" before he was cold.	She warn't particular; she could write about anything you choose to give her to write about just so it was sadful. Every time a man died, or a woman died, or a child died, she would be on hand with her "tribute" before he was cold.	true	1104.14	1118.68	21.63469
3370_163384_000068_000005	She called them tributes. The neighbors said it was the doctor first, then Emmeline, then the undertakerthe undertaker never got in ahead of Emmeline but once, and then she hung fire on a rhyme for the dead person's name, which was Whistler.	She called them tributes. The neighbors said it was the doctor first, then Emmeline, then the undertaker  the undertaker never got in ahead of Emmeline but once, and then she hung fire on a rhyme for the dead person's name, which was Whistler.	true	1118.87	1134.46	22.228827
3370_163384_000068_000006	She warn't ever the same after that; she never complained, but she kinder pined away and did not live long.	She warn't ever the same after that; she never complained, but she kinder pined away and did not live long.	true	1134.74	1142.38	22.532238
3370_163384_000068_000007	Poor thing, many's the time I made myself go up to the little room that used to be hers and get out her poor old scrap-book and read in it when her pictures had been aggravating me and I had soured on her a little.	Poor thing, many's the time I made myself go up to the little room that used to be hers and get out her poor old scrap book and read in it when her pictures had been aggravating me and I had soured on her a little.	true	1142.38	1155.94	21.75139
3370_163384_000068_000008	I liked all that family, dead ones and all, and warn't going to let anything come between us.	I liked all that family, dead ones and all, and warn't going to let anything come between us.	true	1156.55	1162.78	25.631113
3370_163384_000068_000009	Poor Emmeline made poetry about all the dead people when she was alive, and it didn't seem right that there warn't nobody to make some about her now she was gone; so I tried to sweat out a verse or two myself, but I couldn't seem to make it go somehow.	Poor Emmeline made poetry about all the dead people when she was alive, and it didn't seem right that there warn't nobody to make some about her now she was gone; so I tried to sweat out a verse or two myself, but I couldn't seem to make it go somehow.	true	1163.09	1179.16	23.561453
3370_163384_000068_000010	They kept Emmeline's room trim and nice, and all the things fixed in it just the way she liked to have them when she was alive, and nobody ever slept there. The old lady took care of the room herself, though there was plenty of niggers, and she sewed there a good deal and read her Bible there mostly.	They kept Emmeline's room trim and nice, and all the things fixed in it just the way she liked to have them when she was alive, and nobody ever slept there. The old lady took care of the room herself, though there was plenty of niggers, and she sewed there a good deal and read her Bible there mostly.	false	1179.47	1195.81	20.561945
3370_163384_000069_000000	Well, as I was saying about the parlor, there was beautiful curtains on the windows: white, with pictures painted on them of castles with vines all down the walls, and cattle coming down to drink.	Well, as I was saying about the parlor, there was beautiful curtains on the windows: white, with pictures painted on them of castles with vines all down the walls, and cattle coming down to drink.	true	1196.63	1209.61	20.709795
3370_163384_000069_000001	There was a little old piano, too, that had tin pans in it, I reckon, and nothing was ever so lovely as to hear the young ladies sing "The Last Link is Broken" and play "The Battle of Prague" on it.	There was a little old piano, too, that had tin pans in it, I reckon, and nothing was ever so lovely as to hear the young ladies sing "The Last Link is Broken" and play "The Battle of Prague" on it.	false	1209.83	1221.82	23.514536
3370_163384_000069_000002	The walls of all the rooms was plastered, and most had carpets on the floors, and the whole house was whitewashed on the outside.	The walls of all the rooms was plastered, and most had carpets on the floors, and the whole house was whitewashed on the outside.	true	1221.86	1229.44	21.005497
3370_163384_000070_000000	It was a double house, and the big open place betwixt them was roofed and floored, and sometimes the table was set there in the middle of the day, and it was a cool, comfortable place.	It was a double house, and the big open place betwixt them was roofed and floored, and sometimes the table was set there in the middle of the day, and it was a cool, comfortable place.	true	1229.84	1241.14	23.438911
3370_163384_000070_000001	Nothing couldn't be better. And warn't the cooking good, and just bushels of it too!	Nothing couldn't be better. And warn't the cooking good, and just bushels of it too!	false	1241.33	1254.93	22.48203
